group,ARNTL,BATF,BHLHE40,CEBPB,CLOCK,E2F2,E2F6,EGR1,EHF,ELK3,ETS2,ETV5,ETV7,FOXA1,FOXD2,GATA1,GATA3,GATA4,GTF2I,HOXC6,IRF3,IRF4,JUND,KLF1,KLF9,KMT2A,MAFF,MAFK,MXI1,MYOD1,NFAT5,NFATC1,NFE2,NFIC,NFYB,NR2F2,NR3C1,PAX5,PBX1,PPARG,RARG,REST,SOX17,SP4,SPIB,STAT1,STAT4,STAT5A,STAT5B,TCF12,TCF21,TCF3,TFAP2A,TFAP4,TP73,USF2,VDR,XBP1,ZBTB7A,ZBTB7B,ZEB1,ZNF263
progressive,-0.127181330441799,-0.0347012274415648,0.0069741475946759,0.117688740660157,0.071339718103873,-0.203485285548827,0.0873463554652647,0.203315775017012,0.317372147138275,-0.0501993332075114,-0.0076764055121954,-0.0505383542711415,0.140257857181817,-0.0841498711510382,-0.0609995756631555,-0.107518108751255,0.0118415214367936,-0.24065652359684,-0.0364447643402338,-0.179099984757721,-0.366820790847749,-0.188519927168585,0.302721594031404,0.0861839975328187,-0.19655956953467,-0.231357660137272,0.0946837399138301,0.195833095826891,0.289427125179053,0.213026306910988,-0.19619633268078,-0.0122289740809422,0.0177986058405793,0.076328170897287,0.0754321866576933,0.0182829216457651,0.164643157972923,-0.105726140272067,0.195227701070409,0.012955447788721,0.198327322223598,0.130208304224211,-0.395395423353713,0.0505141384808822,-0.0664965600520147,0.0218668586041403,-0.14563376261938,0.0938846188352734,-0.0828422184770365,0.113959508960226,-0.105217608676622,-0.0033417790557822,0.404694286813281,-0.195639369504817,-0.110617729904444,0.0764976814291021,-0.300614820278846,0.0414090013433886,0.0409004697479435,0.127302409393096,0.0227628428437341,-0.21501200171225
progressive,-0.287676662246367,-0.221980415831019,0.196644245021312,-0.107330538798552,0.139393388875866,0.0967812091982525,-0.0514724312239328,0.106619348038981,0.346586963497477,0.0879209576519336,-0.104811738191739,0.0058673237664586,-0.0601845180286745,-0.0304923038165958,-0.421202727355775,-0.416787418056773,-0.074912093341452,-0.204111747996804,-0.0738156742537805,-0.0158536273487646,-0.0766900702403789,-0.101996608101771,-0.0274104771917892,-0.0121198758610181,0.0707931135256048,-0.313990720350485,-0.0880987553418263,-0.237419181903368,-0.0945587380745939,0.191013984841376,0.098203590717394,-0.0114679509980783,0.171308074211604,0.111627316304292,0.0967219433016216,-0.0819351020922131,0.185917117731119,-0.233596531570675,-0.102855963602919,-0.0680372493322681,0.0438567635068627,-0.204971103497952,-0.291143717199275,0.179279337308459,0.145171813797379,0.210156869453156,-0.003111459573122,0.0819351020922131,-0.0416046594348887,-0.148016576835662,-0.339267625263562,0.245834939224955,0.177145765029747,0.0529837115880207,0.0821721656787367,0.0641849660512599,0.0836538130945091,-0.138919261702819,-0.265600115751359,0.0437382317136009,0.362440590846242,0.160580946921412
progressive,-0.19085494712171,0.428718949823184,0.243946514117729,-0.379317088808229,-0.269702671822126,-0.0614041730778732,0.176622540393194,-0.427685257875181,0.340969988903857,-0.365649384162418,0.190529525582524,-0.16255763004514,0.0902661922371479,-0.248416274670666,0.177187242475899,0.240515231123665,0.161715362531953,-0.038796947326188,0.339835799127576,0.390075142044848,-0.227082021410503,0.106455913811651,0.245942113850679,0.0037710613658611,0.244090082443841,0.277240008942978,-0.101024245473767,0.0711620336425824,0.136490407634169,-0.112993058260593,-0.215692267538993,0.0889597204695335,-0.0671660485658133,-0.175560134779969,-0.166496187791465,0.296588233691933,-0.234332221879132,-0.174502514777614,-0.289988876301676,-0.504862804381834,0.451397959737925,0.131518157939842,0.0828772090532778,-0.0244688283802639,0.0060968682488668,0.134652733059942,-0.09805716673413,-0.10820266177934,0.123052412310136,-0.128010305171852,-0.341123128451709,-0.0960998518881437,0.111370736175533,0.400861908946689,-0.400091425596558,0.0944536017487322,-0.464788098953254,0.475594008298577,0.110882603866754,0.437715898259502,-0.0354135204408278,-0.246612099372532
progressive,-0.0642013239128569,0.261869062044554,-0.0468398391364224,-0.326395913796969,-0.244652256307923,-0.176002051921105,-0.147789639159399,-0.0596439341590428,0.2956516178387,0.040112263785554,0.125509067029641,-0.155566137548844,-0.133068546859381,-0.125002690390329,0.0736778010199941,0.0496972501725439,-0.005714822072243,-0.0904243998772633,-0.352293461921818,0.0275251873226389,-0.0282124127617061,-0.247075630224634,0.277602907623198,0.106411433775563,0.165585161055244,-0.168297893051562,-0.120192112316858,0.165512821535343,0.0024233739167106,-0.246569253585321,-0.0038701643147468,-0.0962115614694081,-0.0246316065265665,-0.191699727739798,0.17021489032896,-0.143521607485192,-0.208120798757509,-0.0354463647518872,-0.211195228353336,-0.264943491640381,-0.150972578035079,0.106158245455907,0.171589341207095,0.361516750709298,0.193906083096803,0.0023510343968088,0.16779151641225,-0.0861201984431055,0.0792479440524335,0.244833105107678,-0.181825383273201,-0.0066190660710156,-0.136540843814667,0.132055793580755,-0.122506976953716,0.164463898496766,-0.254237242694913,0.0943669037119119,-0.118021926719804,-0.0876031586010926,-0.05233764264896,-0.237165115998086
stable,0.263654119296468,0.164217233305692,0.276696590905568,0.0238176117328397,-0.163833545923045,-0.194347807213459,-0.192088207463768,0.375453084157344,0.516397793094963,-0.276714953777785,-0.0548943567932788,-0.498130601106552,0.548173293766619,0.0595391969973053,0.551878728086685,0.0992242632598384,-0.178276428155457,0.0876392238246188,-0.348753467953342,0.114623947781469,-0.579428835214438,-0.299225902182318,0.391212294387651,-0.471634909430858,-0.304022477698877,-0.40093398552629,0.14797575606294,-0.347972562650625,-0.167167856930929,0.0997548536202234,-0.155254218729715,0.309813547716049,0.165162437991405,-0.597786875096977,0.0943078458403872,-0.349591394806627,-0.0845407307546836,0.423955228485073,-0.160510832518667,-0.378925599940337,-0.0231082249850754,0.347106608255534,-0.216932207106861,0.22138858625392,-0.0136271841191787,0.0952878433366175,-0.414200677469834,0.174166044179651,-0.193713804888481,-0.411366029879653,0.279034474478922,-0.403772498984307,-0.120970736299955,0.389403068240764,0.215037931867599,-0.1805582566452,-0.234913324875465,0.304253463302032,0.305738923017718,-0.0589728473594444,0.387369621759434,-0.393120100164336
stable,0.139352949114654,0.216854296728883,-0.110137069973113,-0.0296914864764037,-0.235233123026062,-0.144913025338878,-0.110329577703891,-0.501867654137199,0.499976548781913,0.218632162242535,0.276225945697527,0.209176635466106,0.417888987581512,0.0394301128569175,0.363273411961491,0.295861734236842,0.0980543788707779,-0.377122644593315,0.0481156087102362,-0.218598190290045,0.339742172869971,-0.600816627756884,0.406565003418124,-0.320423455887231,0.0465981948323422,-0.316697865097476,0.11510829902084,0.343252607960621,-0.268944623880468,-0.12473368555972,0.197467635841162,0.362763832674139,-0.0542532081267926,-0.161876353615633,0.310118630298548,0.0470511541988777,-0.145637760325335,-0.216933564618027,-0.381267222797115,-0.191964179537756,-0.0854281365286001,0.39057553777942,-0.252932510273437,0.374552100188226,0.174672455720262,-0.10541496857698,-0.123748498937506,-0.0304048974786971,-0.199687136737186,-0.308997555866372,-0.365481588873352,-0.0630972397583987,0.338666394374449,0.239955224422195,-0.185022577245599,0.0055827241925503,0.0602322717650615,0.13783553523676,-0.251233912648929,0.0699256022089217,-0.338609774453632,-0.230443077724949
stable,-0.581711885550158,0.353380808161988,-0.321344318266927,0.265300771489388,-0.487990032539318,-0.577085596152801,-0.316004903284417,0.555655720973631,0.361319972113159,0.319570531210184,0.664610478097718,0.0958973373908647,-0.405903861544465,-0.187096170135243,0.147355215848682,-0.223488142243425,-0.65394970194498,-0.333756314211054,0.101931824146246,0.341767693411355,0.183711080332299,-0.15969499654368,0.527767094450444,0.460525670604767,-0.309496503956623,-0.158372554793997,-0.177644999405424,0.119877313554919,0.122346172384533,0.371479754975061,-0.421398545935807,-0.200735825314572,-0.0260922722010914,-0.214082106044312,-0.558788057404622,0.490964398112838,-0.0435051741474347,-0.320929080584432,0.0807682426982408,-0.37948210726922,-0.220996716148459,0.0549828853059497,0.0578128203812108,0.610625065920369,-0.243112636194358,0.273989168650277,-0.498470270569233,0.0284392677977991,0.563166106883096,-0.302062846749358,-0.572224607195774,-0.22032421164094,0.391573648045336,-0.646601800346057,-0.294417057247776,-0.615093384460255,-0.711925006636732,-0.23801243422459,-0.330800002449817,0.568559683302453,0.325126591940083,0.0182614311236146
stable,-0.3453400245862,-0.11815823346013,-0.431008659275885,0.0698732370130214,-0.170637978374484,-0.0830250952275677,-0.209854138123441,-0.64002684039206,0.568769984800187,0.0067255634164495,0.53043566991331,-0.661871454407695,-0.11358640653376,-0.232353152851207,0.564041540630212,0.557816753368473,-0.120095498982934,-0.145177201887086,-0.369375284888178,-0.583698501045688,-0.324226623561407,-0.411135227893134,0.406259144538105,-0.370257129750258,0.348007505537785,0.173236627543848,-0.408390934662838,-0.16654597879954,-0.55474426222005,0.547116902700298,0.360998756260482,0.335973914393818,-0.583071034509208,0.25267748228561,0.0447566194367286,0.481124182105252,-0.0873225925871145,0.223081811054636,-0.599539786577165,-0.214748177595571,0.121922035116948,0.466799190906762,-0.312977116197524,0.330045403064248,-0.55550739719685,0.51036771392863,0.126905855174584,-0.348663901374039,-0.106550601316285,0.646381310721752,0.105681724761,0.571909312606708,0.632004446296081,0.389295601687804,0.621629800859849,0.362523031089959,-0.297797214312607,-0.180022044683968,-0.128491978851854,0.306941865727408,0.379286063965963,-0.456913350880507
stable,0.179232276934802,-0.0009854625814916,-0.0825553498680535,0.00162042558503,-0.240026174745586,-0.360780898906512,-0.362706106733241,-0.105078757529569,0.51358347578203,0.273694453045208,-0.0624854392522106,-0.288303681830621,0.332867925270962,-0.285301576749891,-0.113236762199031,0.145457324850585,0.323445074298452,-0.145066187640406,0.0533064140730589,-0.0890116536880324,-0.380352998527581,0.272206099764914,0.431337987859703,-0.249647134175201,0.349874774357736,-0.350850077531171,-0.10978764316381,-0.348447377525782,0.300835311668455,-0.305274972989196,-0.227103407697572,0.0589296464323953,-0.370417097448211,-0.0889608566477493,-0.248224817047274,-0.0228739072394687,0.380485070832317,-0.317781204306889,-0.404496831774126,-0.136908182970944,0.432135501392148,0.488449100249965,0.211071861784233,0.213916496040086,0.309562243189088,-0.407295748693724,-0.178734465940028,-0.229247042797518,0.204828905533443,0.394063119699983,-0.364174141197422,-0.38116575117211,0.277250245865024,0.413802849553986,-0.264698297211076,0.311563646576241,-0.137736174727558,0.364905618577498,-0.0520110895458405,0.193297977389185,0.451743158941415,-0.131015726298107
stable,0.208458890159647,0.217638384188799,-0.176737992012949,-0.0837937965260173,0.308276795517853,-0.29570772603895,-0.322780687034596,-0.328876103830499,0.389575689942444,-0.268736597782138,0.21584176372509,-0.426664628179091,0.3272395062421,0.256393015082082,-0.301272157839506,0.374228041446794,-0.141060164585855,-0.382912919315897,0.0483996460142464,0.158226254846394,-0.0984940797533681,0.257207676992752,0.32917432827994,-0.22102068587149,0.068795288849225,0.0543495874689584,-0.279589058234987,-0.326199357552584,0.0328192369726901,-0.323253481893467,0.479915876822057,-0.360473347937184,0.142427632793051,-0.273515462740263,0.33337856564036,0.166591086964876,0.0225559516516649,-0.367376152876698,-0.320591283149671,-0.00501162550403,-0.126323512523207,0.136186740655957,-0.252276062926377,0.413048136243613,0.106677067695362,0.0020512023107931,-0.0723448871742854,-0.23992520645926,-0.0856995234956194,0.0622707197968085,-0.291292549433803,0.254436371743063,0.398071449867999,0.105702382909382,-0.368503586770928,0.239015985576817,-0.175603284351659,0.369085488135692,-0.257993243835183,0.182302423813504,0.199461240306983,-0.2114702297223
