group,ASCL1,ATF3,CDX2,CEBPD,DUX4,E2F7,EBF1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HOXA4,HOXC6,IRF3,KLF4,MAFF,MYBL2,NFYB,NR2F2,RUNX1,SETDB1,SP2,TBP,TCF12,TCF3,TFAP2A,USF1,ZNF76
progressive,-0.105397580713788,0.151024967891801,0.0898597356336629,-0.21336876734642,0.046228696972136,-0.168943999756651,-0.0989996445043245,0.105301371146728,-0.12750172874573,-0.13353887907872,0.129113238993978,-0.0737927379347103,0.226910263910058,0.139407662669355,-0.20487827305341,-0.0657351866934691,-0.261136817391509,-0.0973159770807816,0.160429453071877,-0.13103743033517,0.0158505261730685,-0.160573767422466,0.226645687600644,-0.361122609958194,-0.0864202436112823,0.178252275369667,-0.0122907721918634,0.0395180796697292,0.0043534829094467,0.0961133574925366
progressive,0.112435031200001,-0.285756515119606,-0.197646792674409,-0.0731515602626403,0.123002343426817,0.109039440567561,0.10871744490414,-0.14410769554741,-0.0013465273197604,-0.194836648702735,0.224957879399116,-0.30176848129154,0.125373402402917,0.192055777064099,-0.327791585362564,0.141678091905234,0.0705463226222342,0.0708097736195786,-0.213307490849884,0.18696239111544,-0.142995346891956,-0.297523993000991,-0.0092207849070555,-0.108249087575528,-0.0322288386751369,-0.109859065892633,0.257420896738559,0.18034684384879,-0.0326386513376727,-0.133511110987556
progressive,-0.0403825898259663,0.0781989342791036,-0.342689156728903,-0.15116997835631,0.155520193560808,0.114875255230185,0.344482666506196,-0.0455532403541197,0.0834602142906841,0.164230163915429,-0.0980229412855666,0.11513283376203,-0.0292303933916278,0.127739871904013,0.0057430472655874,-0.0319206580575675,-0.061461099681972,0.110539349944123,0.274254356795861,0.17658916347119,0.050461542377616,-0.212778947195453,0.0847194871130388,-0.0217606159681146,0.231992397681986,-0.229106564130757,0.163371568809278,-0.178334973520364,0.129271033176649,-0.024570129954353
progressive,-0.0783719379625402,0.0929989586421848,0.0061758531758499,-0.0212362670608173,0.185564524079047,-0.100294410931785,-0.0507070050227679,0.171081967801176,0.0769272939447975,0.050201379616558,0.061541835155838,-0.203044716693733,0.0564494649932951,0.191704261154453,0.158585797047702,-0.0702458153627376,-0.152012666766973,-0.165664552734641,0.192318234861994,0.153999052291369,0.0826697539153246,0.0671759468250344,-0.0653701418028561,-0.220886070312855,0.212723831612609,0.286436792617929,-0.140022121419709,-0.102208564255294,0.242375150076777,-0.553732052000768
stable,0.338190879752308,0.37782674778614,-0.211939797117867,-0.333091268690661,0.385345875299632,0.167576848277838,0.0197257665573425,-0.147526806679482,-0.368968055519892,-0.13162188800122,0.259144978088205,-0.110583579611205,0.103685014155367,-0.0287880958285127,-0.454640363230411,0.0272265570893483,-0.19175464091909,0.149502375158512,0.393423798196298,-0.417467441341416,0.207568839794211,0.128321231333765,0.115550006281007,0.217393601453478,-0.319907944106616,-0.0950637375441459,0.239458780806701,-0.187316126295223,0.270365280548975,-0.141247838177008
stable,0.217988283398909,-0.271237847981067,0.209829988442739,-0.191137196115981,0.257184307987221,-0.0298948894233023,0.254457332835436,-0.397244467442798,0.175612673675114,0.150594656826166,-0.0394789058281232,-0.093384754886644,-0.186339530288774,0.474901025395911,0.046958285808745,0.421278057577201,-0.0583640573979535,0.08309919300709,-0.198073444116164,-0.100264426638865,-0.0460870115901249,-0.337194437855567,-0.151918541028485,-0.208483473741235,-0.102255910567139,0.0638066924519309,0.0077848917196184,0.120122689673648,0.10015127414294,-0.0890849600415059
stable,0.0146384037599611,0.118506954066607,-0.133921978877374,-0.0674350894987721,0.0397747374218067,-0.0867061281315648,-0.0177855251111927,0.0355123521197082,-0.11631706331288,0.0694127640351271,-0.0405513584726128,-0.0544131411817678,0.159347287813938,0.10110522424215,-0.191549969990386,0.0431521359450797,0.0932667699154092,0.0713317404688049,-0.242432194534186,0.0035896147406443,-0.156340138861398,0.0622470802698408,-0.313655569274972,0.0877717244570894,-0.0840421373177533,0.124566404358361,0.316509200112817,-0.136450512531161,-0.0976330057068597,-0.0636151975860864
stable,-0.0353855920799776,-0.0612600970829375,-0.153794986106242,-0.237654511127976,-0.0266194753339373,-0.0446653095227428,0.106065026212557,0.0488209873931353,-0.0399890499752817,0.208800124801106,0.226065086474309,-0.00596774091107,-0.111723609422686,0.126185208846387,-0.190741325934519,0.0360218585741726,0.184227073990818,-0.231553134307467,-0.0436361135634807,-0.0599566483244534,-0.0371926687061239,-0.368384338178197,-0.0657757940824905,-0.0653220303601414,0.332366468735649,0.0136966834345982,0.0301598296511663,0.0213608025692194,-0.237605644265569,0.124388105049303
stable,-0.0530098320774097,-0.30413670774758,0.137185562949139,-0.232937921272448,-0.0797422364284819,-0.0451791788361444,0.268668752201604,0.0491526413588265,0.190129676180753,0.014089109479281,-0.118233258881028,-0.157699953428838,0.0908739978469881,-0.177162842375818,0.177946413229527,-0.150819695803685,-0.132929003859955,0.0086546664616179,0.0672404898399415,-0.0499513781000272,0.223863665256908,-0.0479595915428558,0.173088273936528,-0.216447546273734,-0.089675892735187,-0.14707372159337,-0.0817946865356179,0.0238458304319227,-0.0407102973220847,-0.0889074877689686
stable,0.0136934749198307,-0.256480958815877,-0.116213406197929,-0.0464853624791714,0.108316111138344,0.151432444073747,0.0473547894582083,-0.167857368752719,-0.0548173710282748,-0.0575778016867168,0.165683801305127,-0.0286548641840902,-0.0729811496653201,0.282129054697465,-0.158018353439951,0.198113427623202,-0.175964775332238,-0.0429931641133733,-0.109192783342206,-0.158206729285409,-0.260835338935887,-0.0469852829921176,0.0263291470151666,-0.257886532431987,-0.0077379001134281,0.107606079105463,-0.111902497426871,-0.0454927666781043,0.210770835393014,0.0315457088893878
stable,0.0207035498868115,0.150974225767965,-0.0989028928530264,0.244946319178133,-0.10192641957853,-0.11186003485187,0.140844307760622,-0.0964520125645854,-0.0817606694896083,-0.0937211976081281,0.013310254609121,-0.201036069157311,-0.0160062229264061,0.178045418186167,0.0458070687464262,-0.0540912764322845,-0.115804674406157,-0.178005925328439,-0.165477396991413,-0.150413194877294,-0.0059065053396789,-0.025011756043128,-0.052037647830406,0.0700022518782868,0.0993849380282411,0.204107219623016,0.168864490318946,-0.0251976047853794,-0.131548385984133,-0.155700591594348
stable,0.621951351340851,-0.605171179663723,-0.589731238416803,-0.624559090157191,0.300069093831872,-0.620352217292614,0.575548597718271,-0.619160857029431,-0.623415577666795,-0.633478487582283,0.602128974153284,-0.605717240317356,0.603195552399893,0.563750601782187,0.586337425695203,0.611531425233512,0.621364905195817,-0.569121132950273,-0.59286346062975,-0.580306107163746,0.62707364432138,-0.593044960678118,0.551201050858828,-0.552843832213284,0.590287389576713,0.632359133641217,0.622937311135566,-0.603687358982567,0.597997475023966,-0.33931734997606
stable,0.0462962125769471,-0.180648026512642,-0.317610777289156,-0.0642642592279765,0.56043458948736,-0.106051134906849,0.222323999460084,0.348961440622867,0.510632258691969,-0.0130793056717452,0.073911417211237,0.468987911595212,0.293460089083146,0.394939802787724,0.253208128432677,0.129274272995439,0.168074309943801,-0.420681122705391,-0.103895058455419,-0.208676489746157,0.15977878563279,-0.327403329283957,-0.242848752046899,-0.0009377383109292,0.130894408017468,0.543575145642574,0.522161367045047,0.0079801148202821,-0.0946629632306516,0.222185291450534
stable,-0.151567713737471,-0.109094557300616,-0.0325794986342001,0.070546049074878,0.162801376272307,-0.115944763615725,0.0559002366364135,-0.0124775503683216,0.0010291266379673,-0.029476349541606,0.20252168465751,-0.0231743099143597,0.315560413914291,0.120443485022557,0.105803304433625,-0.141973670329963,0.0218466952511518,-0.129016286381443,-0.327824329457,0.238564019841135,-0.0136219421933944,-0.276175012847973,-0.0304544140771423,-3.97984033653925e-05,-0.258997871772816,0.0753113446929305,0.183076785503796,0.0779838450245801,-0.0537071944283262,-0.125174238630141
