group,AHR,ATF3,BATF,BHLHE40,CDX2,CEBPB,CTCF,DUX4,EPAS1,ETV7,FOXG1,GATA3,GLI2,GLIS1,GMEB2,HEY1,HOXA4,HOXC6,IRF1,JUNB,KLF4,LHX2,MECOM,MEF2C,MEIS1,MITF,NFYB,NR2C2,NRF1,RUNX1,RUNX2,SP2,SP4,SPIB,SREBF1,TCF21,TCF7L2,YY1,ZBTB7A,ZNF143
progressive,0.16106229215933,0.146051691961082,0.297726325797071,-0.302480486953107,0.0451524645834741,-0.0942868407951006,-0.196802965621716,0.127952093651299,-0.235053450049726,0.278323556408983,-0.0941420440086223,0.35137353518727,-0.0975689012886081,-0.184664168355288,0.0207542060618855,0.0527060302780905,0.336604262966487,-0.249653792686285,-0.499476514956795,-0.234522528499306,0.0225159002973711,-0.0946729655590427,0.492984792363019,0.314112495466862,0.257641748740336,-0.2422208909804,-0.0596080104335548,0.146099957556575,0.337569574876342,0.211355042662782,0.474040546132112,-0.240459196744915,-0.438782528624653,-0.323041630633022,-0.210293199561942,0.325213582430196,0.133840496301415,0.0976412996818472,-0.211982495404188,-0.0923320841776439
progressive,-0.135683000462859,-0.114477961589056,-0.234337615802636,0.244691524438948,-0.412869418955318,-0.305060076487954,-0.502486300485432,-0.115881881404149,-0.544106673337048,-0.1658087798284,-0.250892170288943,-0.0174905010297025,0.0321439140997375,-0.236384998866313,-0.453115120321322,0.209067059130959,0.239485321791311,-0.0096811970582466,-0.22468566707387,-0.0503071267075054,-0.230067359698394,-0.156858791007181,0.178268568187352,0.0869260352178524,-0.122287265560512,-0.256420104560872,0.0133664865728663,0.265048361757799,0.0719216421940441,-0.247733350704983,0.0574729674303768,0.0595203504940544,-0.0119625667577731,0.0623866867832029,0.177595856609287,-0.254928439757336,0.264785126792469,0.500497414080717,-0.0660427279683414,-0.564522007314862
progressive,-0.0565984044994724,0.0440729584839022,0.0085826036341445,-0.0101053236337508,-0.206784421263148,-0.0071887658915581,-0.040793621055283,0.138257247863938,-0.002582418557326,-0.342406742983567,-0.380574984729184,-0.0344927107120846,0.159603968359986,0.0997882808519414,-0.304677655595203,0.0208407383018214,0.0270748208080465,0.0351180283294778,0.0317384491453986,-0.0485074628087744,-0.194473779009278,0.0191461752928552,0.1582817318713,-0.0495910284511275,-0.138204740277745,0.0974063458055354,0.104991305302007,-0.0480683084515212,-0.0415335006789162,-0.126065941033235,0.194893839698824,0.0496530828711741,0.169251043968777,0.0008592150467997,-0.0018043515982795,-0.0944897880633428,-0.134553076328846,-0.121206602601889,0.153813813627941,-0.0453522342202485
progressive,0.562158317606446,-0.456735587397892,0.462979384839207,-0.598213540981436,-0.356510006504653,-0.511558294411515,-0.132130303078916,0.631814554957527,-0.0879906252134383,-0.67761443329873,0.649824120987677,0.473806779246111,-0.462149284601344,-0.464711767944312,-0.0946314271163393,0.521699953839315,-0.269457755473146,-0.0808084535901921,-0.479364841708321,-0.665920847339274,-0.571650333369832,0.494667559136745,-0.228674569873808,0.454100921425546,0.376288046954597,-0.675268497843901,0.405485920538548,-0.453451277761132,-0.466588516308175,-0.164756851558386,-0.570423228670382,-0.325724115074356,-0.132310759652365,0.496724764074057,-0.46940363885397,-0.530542325938287,0.0119823164769736,-0.04164937715189,-0.619868329795243,-0.353297879497271
stable,-0.142773267841166,0.135986658594313,0.116094172209075,-0.0959375363621333,-0.0138828442363632,0.0931731590284777,0.202164323184922,0.109495273568707,-0.0384226195027868,-0.129862841952834,-0.0556784491732148,0.0456823755876372,0.106852811371223,-0.0381845947131195,0.0473930578158146,0.0666295246587988,-0.280738628447143,-0.162970542066831,-0.0477046187193628,-0.0931547750000075,-0.157763991687972,-0.247156813914703,-0.0938524005014306,-0.130965883661048,-0.340525424193232,-0.0181189114280832,-0.190076340675521,-0.0415682235320882,0.211974621324906,0.0785568888141968,0.150009801995317,0.152437461333834,0.0469479708107458,-0.0508211953352901,-0.304791710749329,-0.172526366549569,0.143026773917966,-0.111880359367608,-0.036298780424252,0.0497762084538243
stable,0.0337525586766065,-0.0813444611227331,-0.007617883239826,0.104198110842211,0.358040512271826,-0.0754976505884404,0.24625857728028,0.0880086898288105,-0.0804248656794754,0.121783954565744,-0.293385005489696,0.107728903223114,-0.225550650261736,-0.113859539511499,0.192365743093313,-0.144365131561294,0.308416417426402,-0.101132792698019,0.0833312414013763,-0.0747369975674741,-0.0174723134218962,0.102903865403552,0.0273153905738026,-0.00398491358745,-0.164652996463782,0.126949583290217,0.0425625100836185,-0.0497716842375523,-0.204138835373045,-0.212471959513182,-0.116311794026853,0.0006471227193294,0.133625165026458,-0.137155957407361,-0.299288581174807,-0.131002615058649,0.450510942954961,-0.348912676020231,-0.303693556878313,-0.082536529289919
stable,0.169582160995616,0.0936261686936214,-0.0677243752108843,-0.0104059212211624,-0.0402088050661338,-0.0366467434144066,-0.101645327792814,0.0682577803820821,0.0123722877421032,-0.173365721404875,0.214885437484969,-0.0918406174849511,-0.134047431751673,-0.0864930046245535,0.072882131993398,0.0236596836105839,0.0511888149037548,-0.113136140887599,0.0082949024504053,-0.228274811358594,0.030639154664222,-0.192062024693636,-0.163872917510678,0.226972941110247,-0.155605137357113,-0.205401674356386,-0.0576665234658424,-0.104027569531977,0.0686872167487243,0.0116897099382824,0.194756172846465,0.004375730556944,-0.0598543887443145,0.169197928457042,-0.15337658863338,0.0854216738993513,0.051826188879508,0.0605731296105894,-0.143712010192527,0.129527048944913
stable,0.0027151701722143,0.0225834628709526,0.0582672721872396,-0.117515521971651,-0.0932947655347462,0.116887176850856,0.0315121571311629,-0.0147795962832638,-0.150726908117876,-0.272838639788702,0.0663768201850452,-0.085020389325603,-0.0074112757570485,0.122316518236428,0.0684506587713282,0.115212921807209,0.0585629640087905,-0.131261195838344,-0.152992546804624,0.0115939164895951,0.180430949718609,0.0043244928901824,0.0644248545792664,0.161028171847042,0.0822422847454234,0.201170334540295,-0.0222837752139753,-0.0805350640595094,0.0204097283990106,-0.309655268448363,-0.0349395849681266,0.131642798121561,0.0776121104451242,-0.133355013601758,-0.0788078641964636,-0.0086559784923609,0.157906425420195,-0.0190781162431748,0.108184247292235,0.132357053704024
stable,-0.0571000787993326,-0.0864698944214269,0.140920294037432,-0.248541937801629,0.297505166541816,0.108657150571474,0.0676987955326429,-0.0012486993852463,-0.181604544333161,-0.0244562343012876,-0.140925370051193,0.10536789365424,0.130514465827046,-0.149087600179145,0.0083246625683087,-0.101017749860923,-0.0955610350676715,-0.0679322921656564,0.0530595718454462,0.0737900120460395,0.0208624165583836,-0.152224576683544,0.141108106546595,-0.177995498548973,0.0773330696513319,0.115926002277461,-0.0720235592571545,0.0127103384579544,0.090561161512925,-0.0333544864246079,-0.0609730772991007,0.223040044665542,0.0686581621335028,-0.0876576816415393,-0.171193640109014,-0.0463795377357545,0.0554046902031039,-0.0503997406345963,0.089073889480904,-0.0604908559917901
stable,0.0364945951940453,0.0810532135072037,0.270401982774859,0.0384942990402944,-0.259707914379701,-0.001789590036317,0.177850472151723,-0.0154252517705226,-0.118366528029605,0.202238164711413,0.0535210591023254,-0.0067163966140321,-0.136769599658129,-0.187602651054083,0.147260799547145,0.18346558258956,0.0414069111641789,-0.0948917437475505,0.0316185057428656,-0.420046487269164,-0.121800802026424,0.0506301828898131,-0.05021720057374,-0.187986652154993,0.141529764248656,0.009737688294778,0.0628240291696579,-0.0787347162941613,-0.181110858857564,-0.335015601980834,-0.270909154040212,-0.254404352004867,0.326915352342767,-0.044631071351066,-0.210265961311572,-0.306237255323946,0.206715762454101,-0.114026591058941,-0.282871150598753,-0.0558757828343215
