group,ATF1,BCL11A,CEBPB,CEBPD,CLOCK,DUX4,E2F2,E2F7,ELF1,EPAS1,ESR1,ESR2,ETV5,ETV6,FOXA2,FOXP1,FOXP3,GTF2I,HNF4G,HSF2,IRF2,JUNB,KLF1,MYC,MYOD1,NFATC1,NR2F2,NR3C1,PBX3,PGR,POU2F2,RARG,RBPJ,REST,RXRA,RXRG,SPI1,TCF12,TP63,TP73,USF1,XBP1,ZEB1,ZFX
progressive,0.424207315622878,0.126790064983183,-0.0184448599261663,-0.228799436192882,0.106437116099137,-0.224102601835026,-0.0037183271999698,-0.0723361416467822,0.0049169984683812,0.179580526151176,0.0820722878677559,-0.0940345378729221,0.150739027672463,0.129603273062108,-0.319189034902676,0.108394130414911,0.100443759757081,-0.16277466571447,0.0267866334471513,0.177476735761719,0.268698065555717,0.0953065971781749,0.163826560909199,-0.0916127326571523,0.142788657014632,0.175935586988048,-0.10900569738859,-0.049023208610129,0.142764194335685,0.0674680685362953,0.0167569350788116,0.0539891324364045,0.155900652930315,-0.0076078931525699,0.133419450977866,0.193230701003697,-0.161111203546063,0.0911724044361032,-0.11739639626747,0.100370371720239,-0.0376480628996949,0.0708928435888991,-0.177183183614353,0.125273378888458
progressive,0.118320922859401,0.0765042118944077,-0.0846518805064981,-0.1256897702071,-0.14923413612292,0.189972479183372,-0.285108492095134,0.039989476460076,0.0208484461544666,-0.138061046445311,-0.378596998486068,0.21159974660223,-0.208634234864741,0.0541879872032042,-0.103044044211732,-0.191470212384124,0.122035301197266,0.18437095701256,0.186767330133763,0.194465678785628,-0.194435724121613,-0.0644324822963473,-0.164031740146349,0.0188414836654591,-0.0176133424408425,0.102355086939386,-0.196652369258726,-0.0144381480552484,0.23888844551993,-0.242153503897569,-0.480772357441364,0.172449000734575,-0.0875574829159568,0.105140870692784,0.208903826840877,-0.144681027192635,-0.338697386018037,0.175624195120169,-0.184161274364455,-0.163133100225898,-0.1489944988108,0.0420863029411287,0.569378253597847,-0.101396537690904
progressive,0.376344169308352,0.332811767597569,-0.44018496718301,-0.126980312438075,-0.521370518734997,-0.0417215537084702,-0.341078264711577,0.416154005497139,0.116168060838056,-0.0801576431368812,0.0958932878466381,0.206801723850389,0.0131418571202365,-0.27330355565948,0.362039911083182,-0.495619971943481,0.07741014961613,0.473620810536068,-0.0004803310350963,-0.451280614093736,-0.501326304640426,0.420011063708963,0.135338072448752,0.177813745882323,-0.193952868661561,0.0249003608593955,0.45967680058722,-0.0409674339833689,-0.101412291439895,-0.324737402897599,0.206648017919158,0.37847683910418,-0.0924349043939443,0.402882458997426,-0.0465584872318906,-0.103266369235367,0.0499544276500218,-0.157865597994771,-0.483285070962207,-0.449844424298798,0.386118905872563,0.426538762475922,-0.0199145247150952,0.541059287863597
progressive,0.226379689831847,-0.226599120872071,-0.144019906067498,0.141313589904726,-0.0870775511291804,0.0671824701488049,-0.0609286855024001,0.125185408448209,0.0276848829083535,0.0776420163995171,0.0560646307774186,0.0827255021647233,-0.11223897707495,-0.0188344976192893,0.112458408115174,0.157222340321019,0.103352019945848,-0.073216823754985,0.0599412458213888,0.239143262004918,-0.0667801799083929,-0.0539068922152087,-0.02644144034708,0.185711803710197,-0.207984054293007,-0.226635692712109,-0.186735815231245,-0.0454953690065941,-0.0108618364911241,0.0767642922386181,-0.201913128846789,0.164097846248061,0.291916427178966,0.113848138036598,0.0807140509626633,-0.0104595462507121,-0.0610384010225125,0.146982225110532,-0.0460073747671184,-0.125185408448209,-0.0758865680777192,0.332401454100429,-0.0170059056174166,0.0712785162329999
stable,-0.0348836135990888,0.16959440733386,0.162446351331073,-0.276221868345201,-0.191039557757835,0.224897529456579,-0.124321748623518,0.199379283899625,-0.0871461593984671,-0.0934935466763682,0.277378171522123,0.147622682141125,0.0274172549375738,-0.233662641558952,-0.188836981952688,0.124349256260692,0.0464378036277833,0.113385498015626,-0.164497635131763,-0.206425168678623,-0.267485246295615,-0.0706956099528002,0.229066901319667,0.067603948017565,0.0066617602741754,-0.0117968466851937,0.274496746528146,0.220001170039606,0.127759220854655,0.194398436739904,0.0242371755971364,0.145806195672028,0.0808852246945415,0.104380676503593,-0.0928166623187651,-0.157242495827119,-0.249496233999431,0.0762580471556289,-0.204391568358973,0.0922429316005645,0.152811801410878,-0.177149183400577,0.0967178347194067,0.237572655700114
stable,-0.170017577928896,0.164422617602155,0.138951128114639,-0.224075277085824,0.0675202119431286,0.3229734108614,0.127184407427472,0.166845177743631,0.0618098916096503,-0.158239321241055,0.013854736809106,-0.211420284346783,-0.0489703228598293,0.126976759415345,-0.284581600619347,-0.0153774888980336,0.0692852200462038,0.0903614932770419,0.0026648161556232,0.0790792846181696,0.187379258942805,-0.258406415090737,0.0407451543794858,0.197657835543066,0.250446574625888,-0.0935108214609603,0.221387388928854,0.0521196510437477,0.201407035762017,0.227189997267722,0.0953796535700987,-0.0866353650594389,0.187748410964363,0.0353693780655446,-0.115336934735589,-0.0800021646720651,0.402341095496412,0.0798060526606123,0.0408605143862227,0.17974242649682,0.257598895043578,-0.154340153013347,0.282735840511556,-0.130575991625538
stable,-0.0586144101728861,-0.0356225470363574,0.0451709056894818,-0.128489581913732,-0.0709208791208393,-0.0131284223470744,-0.0194939947824907,-0.0793732999084688,0.11489081956605,0.0804966362206011,0.0038494817525508,0.112972928301434,0.187199886649849,0.0838757779725437,0.033937542568159,-0.0354627227643061,0.0701171913528097,0.0270103019766766,0.143303008729005,0.0051646071911447,-0.0282751969297687,-0.0846703329250275,-0.0055710174829324,-0.0489610241409851,0.0319785536335869,0.166422731283175,-0.0913783859434109,-0.0982873609038018,0.133613091434921,-0.11457573742972,0.1202061182137,0.121612571807752,-0.0599888989125276,-0.0091191163224722,-0.103652890036954,0.066304240862442,-0.0535319983216534,0.0747703608733902,-0.0251791724597455,-0.0327502765472062,-0.0936661562376316,-0.0238229493511956,-0.0299054045046923,0.0156216809910753
stable,0.117630993847753,0.199431730583353,-0.0897215633001529,-0.138273482221796,-0.0773278465763308,-0.261244866226076,0.160364144001666,-0.223754825882176,0.0521031530144623,-0.216515964633386,-0.110889566123402,-0.11799604586972,-0.222803083110618,-0.0284740577134451,0.128348881097105,-0.0728479361858702,0.101931751122821,-0.0861191818086519,-0.11808028864402,0.089241178908608,-0.0170320837611806,-0.0266818929792268,-0.0326761675267494,0.110270782888364,0.161547554402549,0.0342356617414721,0.209788577371418,-0.123760658568258,0.0637707772550308,0.0407614680792217,-0.071943329252314,-0.0864411095532988,0.0200678323064961,0.115042534318364,-0.0268463669671461,-0.134514649863738,0.0182746646821075,0.0579530113774704,-0.0789505228717786,0.172170167085727,-0.124160811746184,-0.0379985056602114,-0.0566261876822433,0.187349912702475
stable,-0.153112630536975,0.311958971371734,-0.219316983161387,-0.0733227693447373,0.189484252569071,0.0560498388591057,0.210213820568751,-0.131936879356698,0.425781839304664,-0.0334278387486184,-0.0251708856364252,-0.409191004945692,0.150122690372746,0.226917482858449,-0.138491156423395,-0.245605891020457,-0.409939772122325,-0.074830560782616,-0.182299164798771,-0.264848181751481,-0.160749030030177,-0.294424485228511,0.149163652961578,-0.432895127482684,-0.0594192911539572,-0.172883161125487,0.116987178535553,-0.12115155488779,0.110048260795927,0.362567426844481,0.234538496724734,-0.326472746096893,-0.449783417295387,-0.271705042814215,0.285177723451316,-0.200479847272513,0.308599776161494,-0.209993293249606,0.305425208474259,0.194797422397787,-0.26978696799188,-0.36862936384983,-0.352797553752103,-0.247282924354424
stable,0.0333739814657,-0.0106764410104937,0.133591448046652,-0.178891006773213,-0.153460062287791,0.125398583816301,-0.0271429959344553,0.0512145862650659,0.15701642667119,-0.178942441795287,0.0541316868026887,0.0386864844599099,-0.0948167892631866,0.499566325823429,0.126089282684151,0.156156727016525,-0.103127219258278,-0.155267635920675,0.300659747603152,-0.0204270516236561,0.0440283788953049,-0.0141666746512263,0.0148206342175951,0.0615824171431158,-0.0726850340507937,-0.0369376937093954,-0.176745431566699,0.116110888401804,-0.0982849793230303,0.0687833202334694,-0.0590474053408995,-0.438204344489202,0.0475626996978151,0.280930742707642,0.0794524133836668,0.369038935520326,-0.0116463585696025,0.0259159032649767,-0.075984223323823,-0.0232706735583162,0.12800707422148,0.0309859268694093,-0.0388848766879094,-0.0707231553516871
