group,ARNTL,ATF2,BCL6,CDX2,E2F1,EGR2,ETV7,FOS,FOSL1,FOXG1,GLI2,GRHL2,GTF2I,HOXA1,HSF1,IRF3,JUNB,KLF3,MAFK,MEF2C,MYBL2,NFE2,NFYA,NR3C1,PBX1,RFX2,SP1,SP2,STAT3,STAT4,TEAD4,ZBTB33,ZBTB7B,ZFX,ZNF384
progressive,-0.0038798689919749,-0.133482415896985,0.121444873639832,-0.0354659819394635,-0.205832024215288,0.0642665479183547,-0.0985387240141336,0.431187748165834,0.13467622174067,-0.0195734416454122,-0.113386684194961,-0.0109432202337756,-0.0959770156412271,-0.0573275514519379,-0.0089286728725577,-0.0173599266435803,0.0792886047847194,0.0916494694578704,-0.0955790803599989,-0.001144063933531,0.0950567903033869,-0.115649941106946,-0.0940868230553931,-0.0564570680242512,-0.0263134704712149,-0.427307879173859,-0.388285350658419,-0.187875194649865,-0.0922961142898662,0.158527467659285,-0.0271093410336713,-0.195460835948278,-0.324416738021292,0.124603484934581,0.0401665924489717
progressive,-0.0577045067506887,0.404294468680926,0.328685838242392,-0.0520187377417109,0.238983759090116,0.368244273687833,0.403296434759137,-0.132526807432661,0.429547751247396,-0.0918493642567303,-0.431725279804025,-0.455557120118251,-0.189959123113771,0.254196215534349,0.39001955925413,0.0968092904134981,0.0387116187845291,0.471646636675571,-0.0648722049162616,0.34940260298255,0.018146071305248,-0.354302042234967,0.197640959966326,-0.364887250496362,-0.455980528448707,0.0931800761524485,-0.369937907009656,0.0075306195916779,-0.0569181769941279,-0.239467654324923,0.0421896157847016,0.498230631137759,0.503855913242386,0.125298622362737,0.160018105460112
progressive,-0.426100551319191,-0.239549431362846,-0.216559028132214,-0.180972350334608,0.071383782870418,-0.242304560570774,-0.362982156072557,0.210314721081919,-0.0338592166778928,-0.178559777156085,0.035792211415249,0.0711978238830268,-0.0113777538338056,0.381025071507069,-0.0250995696402532,0.0573291983496913,-0.0181848315038372,0.109246011434785,-0.142703948192518,0.000670431086121,0.0026670433717952,0.128840216316745,0.0257700007263743,0.15970940822369,-0.0367122190370793,-0.184295143819836,0.0823357884962489,0.0520391545241671,-0.022833806188618,-0.0585966556584894,0.0781370303072574,0.191997760823883,0.186864314040372,0.146785258599999,-0.0385571279383028
progressive,-0.192799432419698,0.104415976616263,0.170108393682284,-0.0536773260624395,-0.106722278914164,-0.137224986725114,-0.199346355071804,0.0326974148363717,0.123721958755145,0.335790174889564,-0.24495162309159,-0.143883504649699,-0.205260904513196,0.0545328898181125,-0.0466468238962572,-0.0931448540958756,-0.0661759965800969,0.121378458033084,0.423057677968208,0.374253345470689,-0.216569225457743,0.390918239494232,-0.0774843175246441,-0.0692262673611919,-0.160771589218201,0.135104676548011,-0.216160042791986,-0.0611170108943785,-0.0873047015028035,0.0515942143094966,0.0574343669025687,-0.137931756784148,0.209241135898283,-0.0314698668391017,0.205298102937355
stable,0.136599237986001,0.174107807979454,-0.121546922638448,-0.08957559332763,0.0564628940454719,-0.0132584489065834,-0.0997062495242925,-0.0033861972751105,0.0900095932730257,0.0589870776359344,0.0601693533492538,0.0407022109709518,0.180872220921484,0.0939754548430211,0.090016577180193,0.0390669789927826,-0.088604830231377,0.0205606227004945,0.203820342172167,-0.141798258021534,0.375661373425325,0.147922146906222,0.0579933674161318,0.162739004812134,-0.141325347736207,0.0028653973406356,0.0204418962786506,0.0693651636865237,-0.256155747081772,-0.0285731596234211,0.167195735285888,0.0150223843168355,0.167414231810121,0.265198909162386,-0.10186826764308
stable,0.0370522537171071,0.176044929309748,0.177925576487697,0.425960745286263,-0.0312467776460471,0.170940315541029,0.151117593423145,-0.115618917809561,-0.0368069519112877,-0.116541719840977,-0.22091179769796,-0.0699577388120285,-0.146924100647469,0.269820305363007,0.213751321175707,0.413228413460397,-0.0488734645499294,0.0238293182796023,0.203728990252227,-0.0887642105915186,0.010723193225821,0.172120100416637,-0.261970647576785,0.0286652681657569,-0.0348678995414769,0.226647187538786,-0.188403467907699,-0.0422970399462941,0.443447259729677,-0.183088595448278,-0.367567234462865,0.0940790830509396,0.240547623201887,0.126575731802829,-0.0612203221095077
stable,0.0121621043250956,0.385713778252172,-0.021909434213746,-0.120255766934966,-0.0319725422979316,0.0743889840334883,-0.0501994454960989,0.0807045479441908,0.0360730150428951,0.138385150396276,0.0173631569574388,-0.0629605996333126,0.0652778543329012,0.0387896362838958,0.0098309182345274,-0.0352649943660846,-0.403429863781091,-0.0511189173007453,0.034141195493739,0.171193576152977,-0.144538181412218,-0.0816518825307962,0.084596049824462,0.166577641941773,-0.162472525399816,0.0441625094049862,-0.173701226529286,-0.0971296579090106,-0.100840051706548,0.0438653063974237,0.11932236373934,0.0934564144874182,-0.118695451145263,0.0387106917350121,0.0756428092216425
stable,0.0705475893945598,0.142184455477987,-0.0570659954223568,-0.0249528467860434,-0.152817724247755,0.0165514669757638,-0.0649576101531944,0.195237974057735,-0.249304868690779,-0.100692449927354,0.105316234591588,-0.0211588406917662,-0.105454701967291,0.248016609254604,0.156353257907386,0.0180653769501226,-0.114327896539227,0.0470091612092215,-0.12562991144943,0.0607594844587158,-0.0353563622805698,-0.121274856062488,-0.151266889639876,-0.26650251675316,-0.180286574534545,0.238545440756481,0.313070633728659,-0.0861174765292251,0.142125991474913,-0.104579793289698,-0.0123359046487892,0.0557623507222145,0.145103552894671,0.382134057992529,0.373302916475437
stable,-0.0228658661703031,0.354778204798609,0.397425777340969,-0.0560560492120781,-0.214588167768272,0.0841392419235373,-0.20038632120156,0.173427507019615,-0.0254035990196268,0.039941708324137,-0.0082594534971775,0.134872882488897,-0.148286613263894,0.0544377847864225,0.0910326280484081,0.0934862952132821,-0.250279304922424,-0.214887651769124,0.151418060009643,0.177136905345956,-0.125814804989448,-0.017180924259396,-0.053234594677737,-0.0646622736576104,0.186405147056529,-0.0735679821039946,0.237333189517179,-0.364992185459241,-0.0457580028669968,0.14901693389755,-0.0242949828059471,-0.168173401741513,-0.0586883559564076,-0.114749659273764,0.264060823066888
stable,-0.180232987799011,0.113224342005288,-0.166904557527283,-0.0288857450670117,-0.209754488518715,-0.0241811532370919,-0.0785345218031132,0.147929121163997,0.0075243551365649,-0.203097752861118,0.0564102250894361,0.245095023330116,-0.372291030738091,-0.0589756861350045,0.357945391422056,0.17363608796755,-0.0404864158590716,0.13326934376075,0.0188034083631454,0.093194299206361,-0.255865472034543,0.0540541894353428,-0.190292886068077,-0.0616084624849755,0.169881389877534,-0.105692507390456,0.0502620939539924,-0.0025804200021022,-0.0259014332384934,-0.371363575432988,-0.113493603222899,-0.0631716734427708,-0.158841679955497,-0.093994603380926,-0.102050001474445
