group,ASCL1,ATF3,CDX2,CEBPD,DUX4,E2F1,E2F2,E2F7,ESR1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,IRF3,KLF4,MYBL2,NFATC1,NFYB,NR2F2,NR3C1,RUNX1,RXRG,SP2,SPDEF,SRF,TCF12,TCF3,TFAP2A,USF1
progressive,-0.090392698760399,0.273518126112998,0.0862674915311414,-0.0976781524635323,0.0332911460606754,-0.382944675773305,-0.040986708084846,-0.164260444584883,0.289946582973375,0.141246130569025,-0.0890176296839798,-0.175357493271775,0.169157620418446,-0.146167430421473,0.154369596842219,0.143441416287519,-0.0673060126878872,-0.31713435225626,0.212822094599477,0.272890901622,-0.153814744407874,0.0283457221893432,-0.0994874538798734,-0.0116036530834673,0.16604562198234,-0.360509338210676,0.102309964089365,-0.0419516688402279,0.180061676954262,-0.0172969215402205,-0.0250166075832756,0.0237380345823946
progressive,0.0556090255549063,-0.0737443172662162,0.0645299457494665,-0.0548460521172137,0.334798613485977,0.175102403950462,-0.446544876975731,0.0972204230413745,-0.226573765862497,-0.308534720150018,0.0092437166489686,-0.1444954310461,-0.0188102297523456,-0.36707825892682,-0.0702522465321613,-0.033805592316228,0.028200672062409,0.140915324915388,-0.266776597002456,0.0316927427964638,0.292717693884006,-0.250871535339786,0.0406430081232429,-0.311674649297446,-0.189158722283338,-0.188777235564492,-0.245794827465908,-0.208438474151187,0.125333059707127,0.286203074531399,-0.0271149021703079,-0.163100244872913
progressive,0.0762877212707036,0.0221920971627382,-0.192089598332892,-0.0701619767225554,0.0311109520465581,-0.0380244969457932,0.0491539673602387,0.097166817848297,-0.208943751298569,-0.034710960923646,0.181771801007445,0.0132541440885889,0.0238966106496352,0.059505186518762,-0.0437491794970245,-0.08723575887702,-0.0632436572757379,-0.224685434677559,0.0576717602471416,-0.286353491251123,0.18306570340226,-0.0221634498772441,0.171296443611781,-0.230028153422203,0.170828537948711,-0.0873121516383375,-0.194982974167793,0.0960352500712813,-0.200750627647265,0.193245038847819,-0.395294343437482,0.0784171694924294
progressive,-0.155251445851454,-0.109865803050715,-0.156806491780085,-0.165341162458153,0.335962248301889,-0.0904096470134255,-0.0484957346580015,-0.0083538513840405,0.0030016002808457,0.0563794558775722,-0.0927241339769692,0.202770756321711,0.0548605738077466,-0.0802837665479219,0.168595909750636,0.260162800245833,-0.0731956502220693,-0.311226168879016,0.0646248156851966,-0.240995955078987,0.158325373849911,0.0522206121149546,-0.10740666065195,0.0647333072616127,0.108672395710137,-0.272133037510411,0.169572333938381,-0.102054409548755,0.157168130368139,-0.203204722627375,0.081368682312083,0.0870825720033315
stable,0.323837371626367,0.315666452584286,-0.243988770586005,-0.27396912552241,0.363499951175455,0.204249754967726,-0.331368743304705,0.220016871215181,0.441751135124227,0.003556696080366,-0.327172499860595,0.0101098795820852,0.293004609386698,-0.148899397875913,0.127870770941562,-0.0948784478609298,0.0101272953953188,-0.258766088114686,0.283353346219763,0.163086512845012,-0.305995838513758,0.210218541180941,0.394023098957639,0.0339453550825798,-0.163326464049564,0.175943253192103,0.115868372988096,-0.176309952815187,-0.104063354251277,0.0862295615001049,-0.267088911749971,0.257871108823517
stable,0.0878110260293623,0.0137740559386547,0.205248195458519,-0.153388250304491,0.0150799227424018,-0.0211777529477254,0.12152510029306,-0.0392214255664577,-0.133118926437633,-0.327216154928502,-0.0580031968133949,-0.0535064728631004,-0.104685096206478,0.0648845471009668,-0.399322713222366,-0.20876835814688,0.474109137304789,-0.0013626436213013,0.0209052242234652,0.237236254468568,0.0481921627400251,-0.332802993775838,0.116880756617125,-0.242595986045687,0.173146582813361,-0.176337439959908,-0.346985842800883,-0.0816450636429737,-0.142214572609819,-0.303244982557109,0.114462064189315,0.109488414971565
stable,-0.0259164398170687,0.0509866470087153,0.0268305520648507,-0.0567745161419493,0.107349360108347,-0.196579386354717,-0.0750748623302199,0.0026473052720421,0.0414789745701504,0.149597637065245,-0.178012046985163,0.0810301678652753,0.0685267414265533,-0.0409178363586406,0.286519885981789,0.118703358275105,0.169228423851772,0.0220020482609722,-0.0996427603164022,0.173287625268904,0.0781294453364223,-0.0477510516762194,-0.0037650563869043,0.0951808064732679,0.0662595620397275,-0.0634267191332346,0.192293919529719,0.12994422373793,0.211933756932561,0.18829807242679,-0.145728498590722,-0.155028006854049
stable,-0.0611372064745573,0.0244550823617656,-0.0532641942139914,-0.158540012561443,-0.0789139127929147,-0.0913287401700492,0.0233443503605287,-0.152234211191111,0.0122370303481596,0.0999209314242218,-0.154237923776076,0.225696347668602,0.0609094664599152,-0.0424035925508178,-0.0821961658109583,-0.232626436359773,0.0126215913377964,0.100634117259548,0.0205155796523426,-0.0504114508726851,0.0061020339888096,0.0427901512598814,-0.189356832437487,-0.403066863545978,-0.0787221317279529,-0.0605498769631119,-0.175410753119798,-0.245560670787845,0.043071829699044,0.100785943935976,0.114402399548262,-0.161586534687137
stable,-0.0941377006354594,-0.0811758343642322,0.063768745053769,-0.104649642845289,0.151789212620461,-0.0891974413941265,-0.0348798466885516,-0.0156340514845861,-0.122804337848715,0.0040562660233029,0.110175863305431,0.0332735047266458,-0.208001078507529,0.0049150022922463,0.112090340046193,0.0174373976493671,-0.0409011033507896,-0.086323200588075,-0.0260247603388005,-0.238748888325518,-0.260293065896361,0.206435147664162,0.0262823812194835,-0.116959879830083,-0.318343637676931,-0.12591599397618,0.0147702638258255,-0.253024115949247,0.0462808335062287,-0.0454877653049105,-0.0568079298855106,-0.110372867508306
stable,0.163136847405186,-0.091821620276898,-0.0972493563261409,-0.0058268342881578,0.0871050047260853,-0.0566792062575352,-0.0011827820535114,0.0468759022434614,0.123793017379791,-0.122581209999813,0.0351206450245129,-0.0520206413596556,0.0039909823891491,-0.0978806571767881,-0.0510628055862598,0.153311774396262,0.131528266883124,-0.0972130746680577,0.0191929971259993,-0.0120309978203807,-0.229597588681945,-0.212813693652668,0.213640915456965,-0.0559608294274883,0.335438441642181,-0.17212018594658,-0.118495895299648,-0.108061290434927,0.147855013020553,-0.0509612169436269,-0.0131992672106589,0.149879529541594
