group,ASCL1,ATF3,BACH1,CEBPA,CEBPD,E2F2,E2F3,E2F4,E2F6,E2F7,EGR2,ELK1,ESR1,FOSL1,FOSL2,FOXA1,FOXD2,FOXP1,FOXP2,GLIS1,HIF1A,HNF4G,HOXA1,HSF1,IRF2,IRF3,KLF3,KLF4,KLF9,MAF,MAFK,MEF2A,MEIS1,MXI1,MYBL2,NFYB,NR2F2,ONECUT1,REST,RUNX2,SP1,SREBF1,STAT5A,TCF12,TCF3,TFAP2A,THAP1,TP63,ZBTB33,ZBTB7B,ZKSCAN1
progressive,-0.101776442621547,0.167493263489979,0.051783579265868,-0.476281371400328,-0.104916328053111,-0.174754248550471,-0.168106522363332,-0.301772426399198,0.0639751656681116,-0.395895398281309,0.156233830575231,-0.215793532355206,0.298289115998557,0.20029034803686,0.191827375584599,-0.0145465004759165,-0.145047988725285,0.0345387397472014,0.121940394377371,0.0044154638881365,-0.299883589069273,0.246284763538283,-0.136756728757562,0.0590200339714251,0.217829551814736,-0.0184713572653712,0.0050287227614888,-0.144508320916735,-0.0840164656492647,0.226169872492327,-0.105676769056068,-0.0448905495293882,0.146004672567715,0.427098009757474,0.087818670664049,0.125178401228671,-0.214885909222645,-0.265761865355952,-0.194942730661228,0.25082287920109,-0.411521234374326,-0.315926441196169,0.497230294514043,0.0503853490346248,-0.0460680065662246,-0.0752591289377939,0.0499683330007452,0.0640978174427821,0.130305245409896,-0.287593881247293,0.177697891142562
progressive,-0.448757060494298,-0.291359183490066,-0.389869717903882,-0.273071556494651,0.22903921188433,-0.423485808950471,-0.414578728488303,-0.31488452889679,-0.0212763815690999,-0.0344742483004192,0.423633767097683,0.1024758127591,0.102978870459621,0.407979795122643,0.123012403592139,-0.135529662846283,-0.0903136530582655,-0.293075497997727,-0.280676605261353,0.100019707515379,0.0748964141187648,0.220783147269895,0.114519605942165,0.429196993432858,-0.0579108188188157,-0.0257743092443477,0.279256207048117,-0.293460189180478,-0.192819057446808,0.0923554754897925,-0.179709965603816,0.434553078361936,0.268159346007209,0.0057703677412718,0.0593016254026095,0.138814333714392,-0.189356836802045,-0.0431445957270482,-0.165742716506994,-0.409577743112534,-0.318701849094862,-0.344949624410289,0.294732629246502,-0.115377763195995,-0.134701097221895,0.169056979004545,0.428723527361779,-0.423604175468241,0.579315329594254,0.400907395685905,-0.391615624040985
progressive,-0.0256855105369201,0.0596817448268657,0.115990257091158,-0.272089832803298,-0.0629782039598498,-0.084148477169058,0.176953158524293,-0.0116839563155988,-0.114373216730437,0.188406794551124,-0.105827374349294,-0.0059451424538098,-0.127870945320079,-0.132573317882415,0.0150619872175214,-0.0027254567504148,0.0857655175297795,-0.042901952122287,-0.2006041731771,0.0810583466280947,0.11668601629681,-0.155926835495564,0.11731939709092,-0.0984955118235305,-0.0880111403452622,-0.0713752978211632,-0.0281182685870263,-0.136632712971941,-0.105069236732101,-0.186362701988313,-0.0174755519102303,0.0043856821652802,-0.0552960626615855,-0.222052750068569,0.0532279784020278,0.0683139573162958,0.0087137842583685,-0.137333270516942,0.098413940054592,-0.0272161807893538,-0.0098269989874112,-0.264023824357088,0.158849024159301,-0.243952370858874,0.22183682479785,-0.151022932680557,-0.138998294271157,-0.150663057229358,0.219773538877641,0.303245450198445,0.0470861040348957
progressive,0.140561309134242,0.0472072450812453,0.420879466216215,0.0344455653497545,0.006216290986686,-0.0469878465758328,-0.34547951318947,-0.128896621929814,-0.0369320817444289,0.075107421686195,0.118913989933547,-0.148057424735834,0.0672822083264843,-0.207880083878295,0.134271885312419,-0.117451333230798,0.080628950739075,0.0869549409784673,0.205905497329583,-0.0161989229829525,0.244263669359193,-0.0307157907577429,0.416198964767416,-0.130798075643388,-0.0212085221898701,0.152299129173808,-0.030276993746918,-0.0710851157536335,-0.0767894768943571,0.137197198717918,0.460078665849905,-0.0773379731578882,-0.132626396521825,-0.122278100349872,-0.0515220823543568,-0.185428303491088,0.0176250132681334,0.158222888819944,0.117853563824054,0.04852363611372,0.0247188982764692,-0.0702806545671212,0.137635995728743,-0.10403145798307,-0.118402060087585,0.0991681244464269,0.008190877535398,0.0139318050936905,-0.119937849625472,-0.0344455653497545,0.313191366476271
stable,0.237992654919856,0.267946222521441,-0.133589228567586,0.0508439960876006,-0.240944849235076,-0.31175951425966,-0.167468337719013,-0.242103317565371,0.149241704367588,0.181869784640882,-0.0978131153462806,0.410292653235956,0.258399819914007,0.22365161593447,-0.146766927614896,-0.285032899652137,-0.0755410988936043,0.238838366030618,-0.171313984901248,-0.110865126912843,-0.203604949916104,-0.0836026354494223,0.125558870301566,0.141683892056314,-0.260232518761178,-0.123935650588973,0.127503616127697,-0.171276960682113,-0.196490453912891,-0.325133051939761,0.186149004915616,0.0019369512536821,-0.168061699546725,-0.194547656729872,0.217103200755396,-0.233961886641947,0.18864131945632,-0.400528002599938,0.0633581821551527,0.355971303514356,-0.0469428125766633,-0.160452248192974,0.0370417569227809,-0.0992853152176658,0.14028281765853,-0.0495637375627825,-0.0755566880385032,-0.189222989425358,0.144180103883243,0.139088299430656,0.400014535139833
stable,0.109177315339994,0.0141247793151375,0.331720040617891,0.0412039663043531,-0.281726812773818,0.286018175457702,-0.334657443952314,-0.402745535305707,0.472038420995483,-0.0303034461180163,0.0256678564808794,0.285536257723148,-0.128717932052975,-0.25000056191569,-0.524601876757177,-0.0137346554347844,0.10109945617033,-0.0140100369973865,0.451293009946118,-0.113353935706127,0.189955907036637,-0.164288050555758,0.0652998530320449,-0.215348381954915,-0.439050004642096,0.371719212585859,-0.107525025964381,0.188441308442325,-0.481963631480937,0.4866795407405,0.187580741059193,-0.0328507255720865,0.401529266737547,-0.287142650171661,-0.22728158300101,-0.0335277052468169,-0.127008271518486,0.0104530251471082,-0.168200763591064,0.042580874117364,-0.130335798733263,-0.460105219949388,0.130519386441664,-0.0121512114498217,-0.132630645088281,-0.0053584662389676,0.136853162381515,0.143072196003614,0.0708878039065144,-0.149635456578966,-0.141396958164451
stable,-0.109265203945012,-0.0007604403762733,0.247271389340259,-0.143095638756932,-0.12908246338934,-0.0546555068031166,-0.154964921979367,0.0946106933203225,0.156540774325379,-0.0980006082506977,-0.0021988637386217,-0.0593464161121764,0.0892921916525312,0.0266108322034452,0.111409096090168,-0.164140597121991,0.0923522770221131,-0.0903687186912314,-0.0986602673722842,-0.0328913367568835,0.0598228365888777,0.0703132490085523,0.0798966301360454,-0.0769098402244175,-0.0978173696058125,0.147076498317062,-0.0212831686034096,0.148272130474937,-0.0784811116043076,0.102210516116934,-0.0557686815707939,0.0901167655545143,-0.114308847645476,-0.0098032675013552,-0.0926088111249523,-0.0533361885599436,0.021759589080111,0.160100185002273,0.0305550440345979,-0.0237568903093591,-0.0289929345869521,-0.0859480863833773,0.121803308221278,0.168909382855127,0.125802491645896,-0.0449301157258376,-0.218420464703093,0.050894533616849,-0.084940273836509,0.0775603374137598,0.0976478738592938
stable,-0.0124600335937738,-0.0443837140446714,0.0803061538638277,-0.0409774752469548,-0.181517519911751,-0.0120938578931333,0.0212552922495436,0.170142935716305,0.0126743067372805,-0.0551858972135672,-0.066410590806279,0.206184080845009,0.044490347627825,-0.0772137799523743,0.017451692458,-0.02684349559311,0.134793902900899,0.135106761809963,0.0487124339343863,-0.069319876867412,0.0487043861167898,-0.140564188117586,0.209365986727224,-0.0193962463847532,0.107867917177425,0.0620979665517571,-0.0438213727901163,0.0948646558958876,-0.0835524422868139,0.179885824894062,-0.232673472463874,0.142556022972719,0.0395167963531909,-0.0851398743077226,-0.0308855119809497,-0.0795013721041781,0.0857515084450563,0.0082309054468155,0.151205414934552,0.0718800888402971,0.209950459480169,-0.0957710413526929,-0.126131433235471,0.0277689946167069,0.10810935170532,0.100865309891274,-0.100018277089243,-0.0939763780286744,0.0381848825409709,0.0699586723891338,0.254443825039593
stable,-0.143187290912866,-0.032938910428351,0.0951068182726941,-0.140945991741261,0.0127160466699475,-0.111655588868513,-0.185398425311416,-0.217303677217703,-0.054773667426607,0.111681174475495,0.137430529341964,-0.153129857785988,-0.171367278442605,0.0220547932182993,0.0189435834093142,-0.0707595546688267,-0.0111553246440586,0.0754366036250972,0.124202770532381,-0.0217989371484815,0.430882090058858,0.0809630947331629,0.106876197484316,-0.0108073603891063,-0.120845938896371,-0.126955781843621,0.0413565751253585,-0.101866535637282,-0.0413514580039622,-0.121562335891861,-0.0310916296042661,-0.0669114793787662,-0.0133505697230958,0.011104153430095,0.0926813027308208,0.0231703256827052,0.134713337880498,-0.0247617504369723,0.134263031197619,-0.161015341857774,0.0009927215508932,0.0859829908229893,-0.16256582964087,0.130461010000126,0.039657690821768,0.116742007536492,-0.214908864404208,0.0094513232190716,-0.0692346524927123,-0.0345712721537889,-0.0018472808240849
stable,0.179500982798788,-0.186112369776644,-0.0735069345537993,-0.281279815257894,0.0716294467600876,-0.1872300959729,0.343390325849864,-0.244372934581509,0.0491361202354257,0.13590966114479,-0.184570930381807,0.208247731702505,-0.0909741458952954,-0.147554468705788,-0.290820667625939,-0.0058297091804742,-0.0858384497124966,-0.0210760789294088,-0.282843170852658,-0.127201624373957,0.180640625194971,0.0896883954996018,0.060284160598087,0.158001190670798,-0.216422474275125,-0.0521021126254916,0.196946277940357,-0.0024692251917296,0.138729545535346,-0.0998355960656152,-0.018482661938095,-0.167563959238769,0.115366876413595,0.172378217822644,-0.163239162453254,-0.0485516882373832,-0.066975906975674,0.192139324756457,0.445147242109044,-0.147620217305568,-0.0494867794342513,-0.0976366706729802,0.118676222602511,0.0528180418230937,0.0408371858632218,0.0711692065616291,0.0910691160949773,-0.155327414279753,0.146626682908895,0.0313328604950552,0.0677064469732271
