group,AHR,ATF2,CEBPD,CLOCK,E2F2,E2F7,ELK4,EPAS1,ESR1,ETV5,FOSL2,FOXA1,FOXA2,FOXG1,GLIS1,HNF4G,HSF2,IRF3,KLF1,KLF4,MEF2A,MYB,MYBL2,MYOD1,NFATC1,NFYB,NR2F2,NR3C1,PBX3,RXRG,SPDEF,SREBF1,TCF12,TCF3,TFAP2A,TFDP1,TP73,USF1,USF2,ZBTB7B,ZFX
progressive,-0.212117476927263,0.233346168843868,0.0358491365205155,0.16982953533284,-0.0554802301856999,-0.271954793253202,-0.235597330016325,0.0806787116967442,0.102827232909622,-0.0953959804371043,-0.0047443826860371,-0.101205428624089,-0.17200807840296,0.0484604802930939,0.165133564715028,0.110258485382139,0.199264072813561,0.0112073937940572,0.342757443032072,-0.229521615454104,-0.186555904904533,-0.175832631792724,-0.0789358772406489,-0.0580460698016179,0.0392137752621439,0.325450128641682,-0.257237524512841,0.110379515552701,0.0391411571598066,0.0638555179886022,-0.179560361046039,-0.15411981919387,-0.0038245533897646,0.120328195572912,0.0166053394011301,-0.34830062484382,0.0339368598256332,-0.30654521599987,-0.159517764800943,-0.31688119256588,0.113792566362555
progressive,-0.182177008767034,0.405705070382578,0.113536644384491,0.130428609056758,-0.292168425998086,0.235683126141619,-0.0478754624838304,-0.158045630663796,-0.0050646102191979,0.0425427258412631,-0.221174507454858,0.0600007351850868,-0.222187429498698,-0.128939017815817,0.0065839932849573,0.0318474607313097,0.367958828337143,0.0238632516798682,-0.0955125903691103,0.0693255763533748,0.401564006732763,-0.160875854021583,-0.203090869789839,-0.215275726140733,0.0668826467182323,0.0423043912427126,-0.226417868622969,-0.0445685699289423,-0.0199009389789662,-0.0375674910965216,-0.062652207593961,-0.0810933471568054,-0.0266934750376553,0.200856482928428,0.0174282175190048,-0.22889059008293,-0.203269620738752,-0.076892699857353,-0.0514802732869066,0.288295488771641,0.168621728474474
progressive,0.0805102505812877,0.117289373194847,-0.204364077558599,-0.475315256640926,-0.333954624714609,0.240238913171512,-0.48918577523813,-0.233530921769898,0.169273914263706,-0.0822327020110889,0.0766251656896252,-0.124298793596676,0.317275553369368,-0.562007194020278,0.0844001200602553,0.0668693921747238,-0.489989585905371,-0.221823036634555,0.0432383154753133,-0.0255162040975817,0.126801132757193,-0.456707996611769,0.382575600908051,-0.314677522462751,0.0821322256776838,0.0072151576559447,0.400316850635002,-0.0770175018486354,-0.210162997372263,-0.0470612007320108,0.212354338357954,0.118351551576558,0.0531280574347548,-0.126298751090168,-0.111241654841323,-0.151422619028739,-0.474166955687726,0.491109179334742,0.178847873461017,0.521390832388106,0.506147137234367
progressive,0.403351823892752,0.313094063084555,-0.0021740127051352,-0.0942434507676112,-0.0665610223222229,0.105403382653972,0.20410355946711,-0.476507351420552,-0.0293854050644109,-0.359400533703935,0.361502079318899,-0.069097370478214,0.100801722428102,0.343711408681876,-0.0469949079760061,-0.0426831161108212,0.413968252602829,-0.247764981295242,-0.389836711575828,0.0058336007587794,-0.518248395359148,-0.234539737339003,0.0317043519498884,-0.0736265636139124,-0.29794844123878,0.117831488618328,-0.0552561562555199,-0.0106526622551625,0.0536981138168396,-0.0218850612316944,0.0701843768307816,-0.10279456740781,0.213850383095133,-0.164935097229591,-0.170007793541573,-0.554409473354563,-0.306463324333893,0.182906935592042,0.182146031145245,0.274070535027378,0.002717515881419
stable,0.219954403232922,0.117190843552392,-0.204748158699606,-0.16569911327182,-0.388516828262804,0.129124870544015,-0.0372745303049979,-0.0103100591288416,0.256464541966144,-0.0653812181119143,-0.146579611250978,-0.234537090728016,-0.124563774202136,0.0534141678503546,-0.109810142721486,-0.090767371239614,-0.200798964124206,-0.0699665962699229,0.0771054502121731,-0.138679279554887,0.105813355786471,-0.0018852402043411,0.27315100601075,0.137141754957529,0.1443068332612,-0.0843200634207492,0.123431270297828,0.337997052895157,0.309462033851706,-0.161074884208004,0.0939881113311108,-0.255603023129848,-0.16553302564949,0.04780118323372,-0.0656803700866372,-0.115742676038392,0.0912413522904736,0.205029827766715,-0.257387250979088,0.135260399843769,0.353066347985499
stable,-0.119713424494001,0.20027241533039,-0.0806846322512762,-0.226188812637602,0.0463616820934216,0.0180352540097346,-0.124453532419296,0.0269215286263106,-0.0558190540503945,-0.192048613628675,-0.193327871671164,-0.0651622065392881,0.190757933639378,-0.038137880391706,0.124076608174634,-0.040730662317108,-0.0364931200513629,0.18443017510778,-0.052952145401602,0.268164467156776,-0.123391291366158,-0.0201711580628191,0.0158650841162263,0.0260077728816755,0.159256204343084,0.0789028085492378,-0.329820136026027,-0.0509989924974446,-0.117474722919646,0.267262133358949,-0.21733680386145,-0.140307194588714,-0.092757630027267,-0.211979910808527,-0.0078354555102456,-0.0374411416364218,0.0702221289752047,-0.0210620699138382,0.124213671536329,-0.0982058986546536,0.184064672809926
stable,-0.109975294540154,0.250651987798641,-0.218151272824985,-0.348488678958037,-0.300675692233682,-0.129690918131768,0.178299582396165,-0.155654418770759,-0.179786956888631,-0.0314066583560983,0.117249414778381,9.94596925052775e-05,-0.103722896597663,0.262591671794388,-0.116774720791424,-0.111290875018292,-0.067768217757005,0.0634326793427977,0.0280702377620576,0.066050277613732,-0.16631468944928,0.0667148491954718,0.0137480420412977,0.204990947148491,0.0574198888413423,0.0977417523620046,0.234390328074028,-0.171735242690817,0.0654218731929032,0.11688774316927,0.0313388449293902,0.0579985634159184,0.0073554963502766,0.021080933916005,0.193403892971626,-0.356242014078335,-0.0141051927552939,-0.108478878257461,-0.236103747322187,0.0346164938869505,0.268080038462634
stable,-0.180373615787968,0.0987557360999378,-0.263850852485416,-0.106294074969398,0.147413740245938,-0.0435525155279827,-0.112452633059703,-0.0297896768365564,0.0563552026417348,0.086556515742601,-0.0275606464829759,-0.0359901978470095,0.209492885019301,-0.0941907698581138,-0.0971791292429454,-0.0529631999297644,-0.0652673275874714,0.194474156074871,0.0576800319778387,0.0494313208173004,-0.0423715590609579,0.0462361441831675,0.0169590144427056,-0.042627333050432,-0.200329981669822,-0.141739753971629,-0.0691668818098044,-0.117557122560574,0.0024618246486877,0.0575431529287842,-0.047487038850439,-0.118122622865427,-0.214277657033329,-0.23985905244932,-0.256717156060241,0.0985289365077089,-0.0479606203778246,-0.0674813711838562,0.0051614391782147,-0.0030533019993465,0.225985311754646
stable,0.170082453803608,0.124897870754949,-0.170910736196426,-0.10765638511796,-0.251127091122892,-0.023857581805382,-0.0419730832188404,0.0631019064662905,-0.0621211794612983,-0.170946306605933,0.0214032235493651,-0.131783285738185,-0.325413350635753,0.0998156505650946,0.0119465761074448,-0.0400116292088558,0.0330652363807499,-0.0492446912195862,-0.037140589012894,-0.100018910047995,-0.240440723809427,-0.0794642948397368,0.113235857923564,-0.125660093815824,-0.155498585905537,-0.145925064260949,0.118286856073628,0.119232012669113,-0.0662371839900223,-0.0040905970933615,-0.0975086554341801,0.015290194601149,-0.0910043519813816,-0.0187811762199557,-0.0195840511774105,-0.0088316245320029,-0.0274247857302762,-0.0229784845418397,0.0108337304385675,-0.0836514401874758,0.0925999389221463
stable,0.192778613240255,-0.0061227393555176,-0.0498805985442948,-0.144023195914038,-0.0227008963933095,0.047016500898277,0.187569170327983,0.0055893742326623,0.124149865309017,-0.105759728127826,-0.0014466615661008,-0.0651363023322672,0.164364134298001,-0.0168631055280844,-0.0104261921960903,0.0902629140788367,-0.022408641531471,0.157218502926049,0.0307086796076858,-0.148290116896881,0.0703603579876313,0.0242790726472377,-0.140691490489079,-0.156663218688556,-0.0449049595214935,-0.0919579922775003,-0.15294427557166,0.336261137659892,-0.0390233304269926,0.354702419441904,-0.184653928081143,0.0670213461911259,-0.0579395263594929,-0.102954081454176,0.0669263633610283,0.101682772805178,0.0345737501555007,0.117157667739529,0.0931123989817626,-0.0787772980085816,-0.114761177872453
