group,AHR,ATF3,BARX2,CLOCK,E2F3,E2F4,E2F7,FOSL2,FOXA1,FOXG1,FOXP1,GLI2,GLIS1,HINFP,KLF4,KLF9,MAFF,MEF2A,MEF2C,MXI1,NR2F2,NRF1,RBPJ,RELA,RXRG,SMAD3,SOX17,SPIB,SRF,TBP,TCF12,TCF3,TCF7L2,TFAP2A,TFAP2C,TFAP4,TFDP1,THAP1,ZFX,ZNF76
progressive,-0.0390411254496605,0.148039067564431,0.0324041341232182,0.104117801433563,0.244812257272777,-0.0105167031680023,-0.0595133156073261,0.0653206830179631,-0.227536559261302,0.207381578247915,-0.0390411254496605,-0.112414040591616,-0.0978468206582115,0.10204374164405,-0.196279258198168,0.11731858197623,-0.0677607533585669,-0.177929929236827,-0.236833227259003,-0.0450436984875457,0.0067345941400664,-0.405881300456032,0.0111511214565593,-0.0478741800826461,0.0499238391687533,-0.12402877541289,0.0888673618047896,0.228146576846453,0.0715916637933148,0.051046271525431,0.0972124023696545,0.16799884295057,0.0679315582824092,-0.059440113497108,0.310523351545237,0.0357714311932514,0.0243519019992257,-0.0255231357627155,-0.0722992841920899,0.0679071575790031
progressive,0.0995156057368123,-0.109906914447224,-0.147857781041771,-0.0520167830228435,-0.109063561856234,-0.12879198853832,0.0069877786110594,-0.0726789215020969,0.0875279510505982,-0.110690027567429,0.183911104306591,-0.0874375918444207,0.100358958327802,0.0084034061745068,0.160116513346518,-0.136653239475762,0.0483421753049587,0.0744559858902542,0.213277846314276,-0.0050601155459396,0.0256921342898005,-0.0600888721080328,0.03280039184243,-0.109726196034869,0.0584322866614455,-0.0617755772900127,-0.138400184128527,0.183760505629628,-0.0096383153255992,-0.0048793971335846,0.0264752474100054,0.310805549515183,-0.104063685781079,-0.127165522827125,-0.124665584789548,-0.0021987406836523,-0.070450061083052,-0.0223488436612333,0.0103009495042342,-0.16352004344587
progressive,-0.0035662506678086,0.0502206916818503,-0.179105567568586,-0.130951571017676,0.438081692546396,0.129653878726155,-0.0826437738988817,-0.017091088106102,0.229922236450986,-0.213215649764594,-0.0139574015354669,0.0461545891684188,0.0833502952575985,-0.0959571355563346,-0.0401275294144672,0.0109438716584911,0.211528649785617,-0.174505969335307,-0.0070988574613927,-0.0908384604064475,-0.188501821012744,-0.202507285225675,0.1652394851203,0.0794524121152901,0.405749929416545,-0.0563534893262221,-0.409590137345897,-0.0480578711959825,0.245095623726285,0.0548154836473827,-0.117099907372629,0.232435914482339,0.124525591040775,-0.114937086886761,-0.0989081839526076,-0.0640387114526723,0.133109585235797,-0.19462981238937,-0.0760687996218436,0.099081209591477
progressive,0.451219426941871,0.117905487397884,0.403468068227059,-0.201479457182072,-0.216063078541279,-0.217845117061482,0.119832998450348,0.0547340402633607,-0.0689176121588495,0.44598241578046,0.165475005447369,-0.432526206546278,-0.182749868653413,0.288799344671991,-0.205043534222477,0.0336041549523889,-0.136562339660411,-0.402522496767359,0.436781278114925,-0.314620719148394,-0.337714483644895,-0.0421506662227475,0.601092503304203,0.414596716945057,-0.109140767329133,-0.0576434909085891,0.15787406563671,0.222063820497063,-0.204570748492627,0.313602411422564,0.438745157300454,-0.140890147495189,0.177731066290394,-0.0264032646054484,-0.420924772098429,0.101103409921689,-0.432562574679343,-0.0868834698931353,0.123324339224622,-0.447837190566793
stable,0.222521456255121,0.177885245014988,-0.147901012863671,-0.0119190694637028,-0.0874816578519944,-0.049742696191667,0.219546365157466,-0.190779931711575,-0.179132578046335,0.0567118126312104,0.171011622895919,0.0007925044121814,0.0524588696987584,0.0880890804884117,-0.0091763150632835,-0.0591129533284906,0.0711137344272382,-0.0093771484795382,-0.16522683292576,-0.07934790449368,0.0447061091448095,0.132791251723099,-0.159885057844397,0.146076775999358,-0.0177708039059469,0.118979031967936,0.022217688911939,-0.412599455487335,-0.203177457255179,-0.134665696941476,0.0025310917313273,0.0895776105147699,0.133179135870179,0.0094785496651962,0.0103133866111961,-0.159474530714112,-0.0375263145137048,0.0356892794414929,0.443035562825225,-0.0015958380772001
stable,-0.117647408160848,0.0131408548072652,-0.0840256581426092,0.0919170630836855,-0.146444718477119,-0.418439736817357,-0.137565452073259,-0.291683327028746,0.151200237611916,-0.359949148811593,-0.0609717284239193,-0.0418347842727796,-0.021572137524514,-0.176298810823345,0.104116003472947,-0.344246746257807,-0.0625339279464613,-0.134866063192396,0.185775388809353,-0.379373261992612,-0.009086028105373,-0.137829647580748,0.149178567641568,0.258233878428435,0.113098650727564,-0.479170243256178,-0.0611555166030419,0.0609257813791387,0.217237627722902,0.032496047421113,-0.0378373913768633,0.0532066778559899,0.0180686753599897,0.292234691566114,0.0235134001664964,0.028590548614758,0.021353889061806,-0.0311061493164984,0.233296119873738,-0.130742315923333
stable,-0.0156736615174379,0.033978601095848,-0.11564398673864,0.0147023231691067,0.0351049887579973,0.0592014762349079,-0.0800464883955738,0.240267152856925,-0.229778522804522,0.0093029588290873,0.137702031766236,-0.269740203304175,-0.0845337979484277,0.248689978816397,-0.0005563534201709,-0.276361721058996,0.0861846171131971,0.252014418515615,0.12578603597192,0.0126045971586262,-0.226600011871251,0.0210639053095856,-0.285783247010415,-0.187231166983255,-0.0221264491366333,0.0286932436042244,-0.102911701909811,0.0222313354371573,0.0731513542046032,0.084447152743647,0.21923516946489,0.266757784150144,0.106126695034569,-0.0857969938286518,0.345791891731965,-0.105948844351072,0.130346309907747,-0.215559588672613,0.126825778429289,0.0631506734633343
stable,0.0372295929592392,-0.137398317109926,-0.0523311060469619,-0.0535350254959028,0.0882426496094998,0.151326210734839,-0.17781243861154,0.0845288813093689,0.0016109492626349,-0.0559469043919356,-0.0069528368175416,0.0495071473395466,0.0172134221210579,0.0703060678194472,0.234090622851842,0.0853166809487766,-0.315703635495865,0.116638786611996,0.218211410120089,-0.113413858088113,0.232996793352511,0.0363650333549662,0.0594677627803653,-0.0304858260460019,-0.0523513060377159,-0.113247208164392,-0.135833827826025,-0.236756011631838,-0.211813063048746,0.214329981896699,0.0808949029727166,0.179924347644875,0.0310170858028333,0.121121164560318,-0.150073811308088,0.0152843230040467,-0.0178285118395185,-0.114005717817206,0.172451361065417,-0.0296172264435781
stable,-0.0085524386581125,-0.0264023560026305,-0.0955203402940554,0.223682746827694,-0.168917130859079,-0.25086118619313,0.0706132382370961,-0.158486570462978,0.15597206036749,0.163060288414443,-0.14597610665456,-0.0243224525903128,0.121384611831808,0.250892229527642,-0.135157504577056,-0.0237222814564101,-0.0689731153970346,-0.108315368002169,-0.0058309729992092,-0.0870713794176502,0.21390409645635,0.130625177738274,-0.0609639350928856,-0.0253727520746424,-0.193870797917807,-0.047046173453247,-0.0658273908331311,-0.178892389015668,-0.206370913948055,-0.0379918675538538,-0.0909517962316758,0.0040615029320135,0.301870558685769,-0.125254680867663,0.0261384876592768,0.210132331313117,0.0789587213317939,-0.163862241222675,-0.18461988423317,-0.0657187391623384
stable,-0.13387489430577,-0.0935728647401706,0.187910347097813,0.0904253126061101,0.284274437315358,-0.231307964493374,-0.076135128978595,-0.383422329538263,0.18510427467641,-0.100454423297421,-0.149315716095501,-0.173939372766913,-0.134698899699357,-0.0389880750190699,0.0962601616093448,0.265173843822581,-0.210767217429823,-0.151683803668061,0.0235472532293392,0.248730853310921,0.157169749486624,-0.464390138798163,-0.0992815147191623,-0.0914126343840111,0.087262913528021,0.0108456926128829,-0.303620005384607,-0.0919545478410546,0.186410805750926,0.126228718131048,0.207679053071877,0.26150664864752,0.424095532704578,0.0780206908702255,-0.0491582316786521,0.125850121058319,-0.0353060328999803,-0.290317143534993,0.04991542582411,0.277058822517465
