group,ASCL1,ATF3,CDX2,CEBPD,E2F7,EBF1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXC6,IRF3,KLF4,MAFF,MXI1,MYBL2,NFYB,NR2F2,RUNX1,SETDB1,SP2,TBP,TCF12,TCF3,TCF4,TEAD4,TFAP2A,THAP1,USF1,ZBTB7A
progressive,0.0261399431038356,0.0050204138186498,0.0069030690006435,-0.0069030690006435,-0.362411122533787,-0.0894743943544953,-0.0297604338384388,-0.0456423198608985,0.0572520268165263,0.227053042269419,0.177573002229841,-0.0346601646326019,0.0506627336795483,-0.0531488039839759,-0.244286578166131,0.0515316514558531,-0.196954695962418,-0.108904361296866,0.098356664956722,-0.134392616068473,0.0994186755722056,-0.159084362878467,-0.111728344069857,0.0616690255127423,-0.251189647166774,-0.310058826511423,0.215491608523586,0.096111960701268,-0.0928052458303303,-0.0120200292388828,0.209578140323734,-0.184934666723535,-0.226111714678422,0.16818386292477
progressive,0.107719617286467,-0.0872197500163227,0.0732598976263531,0.0159834444380955,-0.0429939991674274,0.0169512493306774,-0.191038820311475,0.155230039285944,-0.0964872150483193,0.137486949588608,-0.130448368551649,-0.0135785959171343,0.163910955898194,0.0179483816442466,-0.244502708771379,0.101472876616166,0.149716484140325,0.247142176660239,-0.0386242134403151,0.115960622583907,0.0955780649977121,-0.263976116306967,-0.108687422179049,0.0803864609262745,-0.0636991583844832,0.0920881019002197,-0.0481262978402103,0.282774993159846,-0.0059827938814155,-0.0940823665273582,0.0896539259582712,-0.0380669924415558,0.0355741616576326,0.0335505696095068
progressive,-0.13117202325266,0.118396519132476,-0.249444462031335,-0.0007206205163047,0.0692893329551543,0.324198102875025,0.0138969996256911,0.093198662668311,0.037224106140244,-0.149817482571882,0.181887481708092,0.0036031025815236,-0.134493558877482,-0.0392905212631576,-0.001684629418911,-0.104742907893087,0.0008876517618058,-0.0359833026022359,-0.187771753871031,0.254608113677969,0.216744516483521,0.0540226771163542,-0.301133474031974,0.109572497048718,-0.177057892552461,0.231500533943218,-0.134426746379281,0.127363710855235,-0.0364748516961391,-0.0484915567296179,-0.193121526048366,-0.119074188757081,0.115809920987859,0.0179582450520177
progressive,-0.121019570474663,0.0038654012062056,-0.103426576199689,0.159601332046884,0.076730020205428,-0.11809342563632,0.101584188708881,0.102667946056415,0.149161136265637,0.211368808014105,-0.0086700587802743,0.178278083669391,0.0481910767203583,0.100175304157087,0.0443979260039882,-0.184925128734268,-0.21837710552816,-0.233621958883476,0.0407131510223716,0.178386459404145,0.138576439504718,-0.199158475231885,-0.138504189014883,-0.195076322556173,-0.317324151358041,0.219930491059626,0.343478828678536,-0.125499100844471,0.0597150298491396,-0.132977026542458,-0.0098983171074798,-0.115058905063224,0.111482505816361,-0.52154016087842
stable,0.276608756548239,0.285665334972074,-0.313369401606899,-0.288786293929611,0.214424374000199,0.0951573622464698,0.0832919207608516,-0.31599178012416,0.085553891324193,0.303347548260903,-0.226635729822287,0.161996128478241,-0.0486164241326448,-0.189548495250424,-0.427103716459435,0.0017218417530432,-0.212886118068187,0.213560554400187,-0.302234438440753,0.169508653523085,-0.307960383574611,0.131139216927491,-0.111159282152278,0.261052273818723,-0.0184706660781007,-0.216757846409626,-0.192907149534138,0.0422585572779732,-0.324945936984683,0.244974987102176,-0.410541376678899,-0.144040468940192,0.283645890940727,-0.017618441372049
stable,0.0748556335112613,-0.159332638330716,0.385491727969874,-0.259310741368926,0.0724673498531992,0.0721830303700966,-0.205346903476046,-0.0467989869186934,0.160196969559348,0.0264303391492208,-0.0781651122945759,-0.352010265639708,-0.45044167068984,0.237600105639209,-0.0517688914833275,0.430903235811027,-0.054521104079761,0.100580860342388,-0.343264598339471,-0.1805087534322,-0.0673154808193795,-0.140078522935005,-0.0140112641272978,-0.0778239289148528,-0.171126210489813,-0.245163003889739,0.0510296608272606,-0.101388327674399,-0.25982251643851,-0.520679955795515,0.0252134517615415,0.202697045893529,0.121381673726176,-0.257764043380847
stable,-0.0127125553456681,-0.0277216889685764,-0.0634090687334073,-0.108667031594532,-0.28094656897459,0.0904797591352069,0.0560853348571689,-0.0147785716305082,0.0576992688039695,-0.0133002623851194,-0.0866280176151112,0.0285444788238082,0.0280426674285844,0.12997819300971,0.0588701620594916,0.0935177524468318,0.13755057217187,0.0005922278628316,-0.11161912926193,-0.0245571126023006,0.0368447105502117,-0.0190371872548394,-0.0801768026512889,-0.252393048504021,-0.0978577428920101,0.103856875517793,0.114173394471852,0.237741059928163,0.0035804921172721,-0.0168039005049248,0.0097016869743256,-0.23827903791043,0.0911036327617013,-0.108680594064673
stable,-0.102748925078186,0.0441264495688213,-0.165701356454054,-0.198823873030646,-0.0472823998940039,0.0344381608493213,0.0197775546927053,-0.0835578744282134,0.172346407359985,0.132646666875601,0.0115146303899834,0.025874004878393,-0.353569174373509,0.0865263030526582,-0.101232792178604,-0.0189496663330651,0.160355990527172,-0.154478980629582,-0.101591876286399,0.0926347227086057,-0.0199441298204883,0.0268993894973208,-0.379497041868071,-0.107742189088256,0.0421085963741803,0.292312417951121,0.0318607349200319,0.0135973182151986,-0.288611856729115,0.0175552230477917,0.100984425670712,-0.189713111251184,-0.143802213157788,0.172499018105798
stable,-0.0968345399362806,-0.114912885028655,0.196159154280581,0.0024951355348657,-0.0050712490992606,0.0973558360013742,0.119493204823895,-0.0250120888708043,0.0499128329510061,0.0327404295639889,-0.0075309567462073,0.0362376682142774,0.0959235371040781,-0.0107498334199895,0.198052015720824,-0.0800518433163723,-0.165104079956167,-0.0853812098847569,-0.0357821667981761,0.110636232844149,-0.232503106158616,0.0628895621830462,-0.313430524419271,0.244391693118858,0.0801429435995925,-0.119245209608462,-0.0373966662619128,-0.022147491076212,0.0323557839237256,0.12815785398351,0.0535062330113604,-0.24338452887659,0.032457006460637,0.202303362271103
stable,0.0861889359853918,-0.187379844027381,-0.116142197760557,0.0203815402216799,0.0604640292686498,0.0082684614327383,-0.189494021556592,0.0072475743381533,-0.118444623973876,-0.0370125874292106,-0.147825899362714,-0.18683681897707,0.113535677519063,0.231545881452691,-0.147804178360701,0.109589695486802,-0.16334917546761,-0.154168431950348,0.149838712215867,-0.0465915493166999,-0.112630635768545,-0.170444702791676,-0.125366383281843,-0.0551423837756001,-0.350917268179098,0.0506171750230069,0.130427376750743,-0.0301559911272813,0.0286572419884224,-0.0245302516060574,0.0760814297155995,0.110596101913379,-0.0051189161409334,-0.0592259321539403
