group,AHR,ATF1,BCL11A,CEBPA,CEBPB,ELK4,EPAS1,FOSL1,FOXA2,FOXP3,GATA2,GLI2,HOXA6,HOXC6,JUN,MAF,MEF2A,NR2C2,NRF1,ONECUT1,POU2F1,POU2F2,RBPJ,RELA,RFX2,RFX5,RUNX2,SRF,STAT3,STAT5B,TCF21,TFAP2A,TFDP1,TP73,XBP1,ZKSCAN1,ZNF263,ZNF384
progressive,0.119183725000323,0.0059294038562178,-0.0382297636757057,-0.13345219912008,0.0025179660211335,-0.0713152956953321,0.197159446945106,-0.0302155922536031,-0.113443845468277,0.217140725693456,0.0121837065538722,0.270992708661571,0.0236363907145121,-0.179804433831701,0.116611609172284,0.144390460115112,-0.130203210705715,-0.132585802209583,-0.351134422882598,-0.421420872246714,-0.114662216123664,0.121430941986927,0.254774841493195,0.0091783922705837,-0.38560077497833,-0.105158925011644,0.15254000605448,0.0609456076728142,0.138433981355442,0.366648342561195,0.0546642300717067,-0.020847675658848,0.022499244769484,0.0474352308497425,-0.0197917544241791,0.185787987494825,-0.195589102544829,-0.119264949710683
progressive,0.137010679754471,0.115475215680688,0.0148657748922265,0.223517543915262,-0.0497737998623654,0.448229659027221,-0.17487195018311,-0.209945887819457,0.222190242585599,0.0980543857288598,0.382362330542691,-0.184096694424269,-0.0573062349082034,-0.0749593425927223,0.0680573756784743,0.0406817857541733,0.112256509956255,-0.0529593230535568,0.0092911093076415,-0.0084283634433605,0.023924606467177,-0.0193122343465978,-0.0052096577189275,-0.217677418064745,0.116968429676559,-0.0768507469874922,0.187215852548977,-0.144808575066242,-0.149918685185445,-0.286896182406674,-0.0999126075903882,0.412790713525217,-0.116105683812278,0.113749723952126,0.430908376675118,0.0113484263686193,-0.226172146574588,-0.385216028401467
progressive,-0.100238836452326,0.0671662064533043,0.393919365065897,-0.184886864967156,0.0048784140965709,-0.420599763810545,0.0157115109666883,0.0478285753179276,-0.107692248505025,0.0161188836902164,-0.144235090593359,-0.0023687969479226,0.118052591844134,-0.111539657560568,0.131425481620198,-0.139829430027796,0.0790152204858003,-0.0224457341371095,-0.116739946401655,-0.320265370793442,0.375386420791811,0.134996279567173,-0.081549984098864,-0.100616033418555,-0.054497417680869,0.127608248321953,0.27182322174378,0.130962786674956,-0.213076051576723,0.249558542150461,-0.0412452309339984,-0.181250686212702,-0.0278321068148698,-0.140971079512251,0.0667890094870745,0.0567706580640134,0.0486734965222822,0.0694344175435656
progressive,0.452551289416647,0.37372291679204,-0.29526920373314,-0.507776109401756,-0.543143972404431,0.226406775556321,-0.488331277941599,-0.378556025189651,0.395640501385859,-0.0341314864358445,0.262411559820697,-0.547939614845472,0.527707998297332,0.191638367858775,-0.34045314735732,-0.470722278353403,-0.491553350206673,-0.363232448952263,0.17346737892202,-0.0932152999477289,-0.0192200357207335,-0.366042395695061,0.492752260816933,0.531417127997824,0.270541672396523,-0.190626787031368,-0.364693621258518,-0.419131656155644,-0.0784162471023298,-0.166910836522159,-0.405494047963935,-0.317673845762377,-0.38855943559401,-0.222397918203263,0.271852980876495,0.426437517686917,-0.381590767671872,0.0620061581243936
stable,0.138005946487879,-0.152335830734824,0.295701550951336,-0.0658395496528661,0.243818219403114,-0.0333507647519283,0.0118904388065808,0.114378993848108,-0.167753805310913,0.106006536847171,-0.298247151545764,0.0592526223432657,-0.169254839189362,-0.369144994289725,-0.311376421000258,-0.218145656944552,0.0981637940650065,-0.0803063740485525,0.151430327270668,-0.30741046444447,0.144288208505319,-0.0639712189413598,0.06662297468985,-0.0449832465341363,-0.10556705450935,0.258527077550064,0.303103749844139,-0.0001411863549036,-0.355815091594052,-0.0925715405489751,-0.223889712330894,-0.204451642070444,-0.111152938716138,0.0083830725163439,-0.149160730076804,0.289944756946507,-0.0729869761759184,-0.148155440767828
stable,-0.0503971089756423,-0.118641155328824,-0.0368314793994318,-0.0156206573208484,0.0348253808868091,0.0718770418303093,-0.0875221637671653,-0.0376143471116748,0.16747252887998,0.0113148849035119,-0.151313650006965,-0.0699932663977246,-0.203447746719146,0.0378589932717507,0.0774427419720368,0.104219264192348,-0.044158631893706,0.180928067684157,-0.0703602356378385,-0.0155961927048408,0.030984436173617,-0.0312413146416967,0.0278040360926299,0.26399767133794,-0.192169558739646,0.0344461793386915,0.0468130427305299,0.0588863307302772,0.0279018945566602,0.0062874063139514,-0.0269110776083527,0.107619845817403,0.071595698746222,0.0148255573006016,-0.113650373663275,-0.0585682907221785,0.0510331889918398,0.0368681763234432
stable,0.0747974410523127,0.0434303106167532,0.19557234108704,-0.0318345846300067,-0.0273556102566809,0.0288390618329368,0.068648987413104,-0.128134918626891,0.146604129248315,-0.0249038607062129,-0.0864837959134929,0.0322924989429346,-0.0044598946102871,-0.0901232607131175,0.129499121684155,0.0284049972238073,-0.0055045116366538,0.123202799881397,0.0245270353861993,0.161996728079755,-0.0830923680333708,0.0395284990753469,-0.128168308212209,-0.0273651501382002,0.100516961628428,-0.0401199717295454,-0.0571915897083878,0.0886541189591406,0.103378926084228,0.0664882042489756,-0.0059481161273027,-0.151760435209513,-0.0280043221999954,0.021936957553701,-0.0085620436635993,0.0326931739667465,0.101795305752019,0.106183651250911
stable,-0.124893215920474,0.235084087864232,0.0945179601871287,-0.0295474498442218,0.0884164874367912,-0.0646764634633725,0.0045481381475799,-0.0747997730624133,-0.0754187630515779,0.0804282138761085,0.0016449579058007,0.141104148235672,-0.156084558283252,-0.0038023670762972,0.0588445336859416,-0.0099027744393899,-0.0108850614789938,0.118221760994228,-0.0878912515251593,-0.0836190486739539,-0.0434986958134323,0.102376256503959,-0.0417791608005033,0.0263310457525039,0.0595199891990748,0.0838481069315622,0.0858936504413662,0.0508956794533124,0.0522018442153018,0.0872317768206964,-0.0353559411022696,-0.135550284529105,0.0957633978761708,-0.112749932105502,0.0486541046904854,0.20159044366568,0.134416712500755,0.0314992392764932
stable,0.0910708044704464,-0.0968799416717255,0.214549275925981,0.345712275332814,-0.195566662236762,0.10445011652851,-0.215692806871115,-0.181684196562839,-0.174068280468249,-0.410070196924938,0.178596663010978,0.115245048650572,0.204028791230751,0.154056488928409,-0.42248894298909,0.232411229288969,0.160437391602255,0.286934784752943,0.0936780550253511,-0.148087257394812,0.170637687632848,0.149459494528972,-0.14918504710214,-0.0703271531257214,-0.17415976294386,0.354974875988397,0.0892182843393298,-0.124278943117128,-0.0946157504003608,-0.298278611728669,0.263904071517951,-0.313144514015407,0.219169140944321,0.351590024390802,-0.173153455712142,-0.316140565091657,-0.0305780174728746,0.0968342004339201
stable,-0.156893254589887,-0.128294602413769,-0.139056408338435,-0.149043751467923,-0.115588572180374,0.226159270833654,-0.0068330207032926,-0.0795921868461451,-0.122437727525233,0.113434597531284,0.0343183826113421,-0.12982739336256,0.101519164734633,0.0677090233326268,0.0670797723115443,-0.0677090233326268,-0.180328821464817,-0.191857022863878,-0.341691371768546,0.108158569739131,-0.121727803296319,-0.082343143233185,-0.0331808903809239,-0.111498440543338,0.115217475424351,-0.0771639232904295,-0.0602467516082517,0.0697097188868376,0.110312544388221,-0.187419996433169,-0.122671679827943,0.201457134595777,-0.0004114333599385,-0.0956380878837472,0.153496912540199,-0.0956542225253134,-0.0306719536173772,0.0310753196565326
