group,AHR,ASCL1,ATF3,CDX2,CEBPD,E2F1,E2F2,E2F7,EBF1,ESR1,ETV5,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXA6,HOXC6,IRF3,KLF4,MAFF,MEF2A,MXI1,MYBL2,NFYB,NR2F2,RUNX1,RXRG,SETDB1,SIX5,SP2,SREBF1,TBP,TCF12,TCF3,TCF4,TCF7L2,TEAD4,TFAP2A,THAP1,USF1
progressive,0.307422077654169,0.0363552445190585,0.122910740125019,-0.0125379604932572,-0.280482405783522,-0.116786987220011,-0.401021099328735,-0.322501516625789,0.063367530060516,0.369942448221897,0.475571134694048,0.021082169091944,-0.0020331827826903,-0.305776167782467,0.187657929930932,0.136900974034484,0.151980413006104,0.236865794183426,-0.116085055068844,0.155974164900674,-0.45240737370554,-0.182405541075649,-0.0854662905438052,0.0159992121352181,-0.296312186020182,0.309043782968934,-0.185068042338696,-0.0876931097819899,0.220213059010915,-0.212685441803573,0.360962557598348,-0.0992386834408386,0.330610043199613,-0.175846106145779,-0.359824943422319,-0.0490626369108732,-0.0122475058100157,-0.200631572449052,-0.120006193292604,0.432269182334131,0.279635246290734,0.196686229668355,0.0406394510968703,0.010141709356515
progressive,-0.155572044350465,0.105654937149579,-0.0995402385054182,-0.138609635130847,-0.191231320578188,0.143283851882873,-0.250320475745315,-0.368116617414308,-0.101421684242083,-0.185351802651111,-0.276337342572632,-0.0739643355226321,-0.0908385519733438,-0.15789445393166,-0.0258404812895046,-0.222333970412427,0.105096382946506,0.0712303596865411,0.160510839409209,-0.203754693762863,-0.16586120072285,0.0052033733654633,0.074493492136069,0.075933974028203,0.182735417173562,0.0226361440192475,-0.003733493883694,0.172034694546281,-0.0224303608917998,-0.235915656823975,0.0065556624886911,0.0296621679421048,-0.0498877096112506,-0.262255897137282,-0.0667031308826916,0.0276043366676278,0.147693490328181,0.256317584030934,-0.114415418860924,-0.182147465380854,-0.276807704006798,0.0321903606507481,-0.0588245768604081,0.214778789876133
progressive,-0.0439846797126663,-0.0339866402215058,0.0817247685236322,-0.263339084158615,-0.203274343800911,0.121822118678042,-0.0103327419131506,0.11991909633587,0.330609489515447,-0.154469949211588,-0.103757750816921,-0.0910677475603264,0.144768360437047,0.182584952658754,-0.0580899960679621,0.0282058512474202,-0.0045806417180926,-0.132389152286586,0.0492968852959658,-0.180906659085632,-0.108606154472606,0.0230944671173147,-0.0220568896091455,0.0427606251408169,-0.0497845945394371,-0.0621446768372132,0.115501024365601,0.176086944208975,0.0317919486258852,-0.116873304295761,0.163028768288191,0.128721770034209,0.102782332329979,-0.0277229234671203,-0.130863865534946,0.110839097773597,-0.18587938078377,0.16688740906742,-0.102065112854286,-0.166165408128555,-0.0185425141782498,-0.227334666478826,-0.162000753706365,0.141641283523026
progressive,0.382408029788602,0.0077111531141694,0.0506474328954137,-0.0334511994248479,-0.0796095103195244,-0.247661964572927,-0.0255952359235579,0.0484752770886053,0.012815719260169,0.0179202854061685,-0.105059935855962,0.235135866086999,-0.047606414765882,-0.0637527729298238,0.0383747525869467,-0.118961733019535,-0.0138293919700129,0.0721155727860357,0.318727662052339,0.280533922449293,0.123342247229932,-0.0911943412891687,-0.0426828616037832,-0.0867052192884315,-0.462379566075928,-0.0369990539093015,-0.0223370022133454,0.0836642011588999,-0.0411623525390174,0.10980247603416,0.0522765497505199,-0.0948146009671825,0.232493076522049,-0.165228651704552,-0.1463670987821,0.317677786745715,0.195457820015967,-0.196362884935471,-0.0097384985338572,0.0715001286407734,0.106471837130387,-0.144882792314114,-0.36611686123754,0.244077907491693
stable,0.140014415532016,0.135223099204779,0.19751988697649,-0.147767407803857,-0.101538752149761,0.123857268652263,-0.20319554561453,0.133561812828796,0.128135782545446,0.246403504666519,0.0320240282307972,-0.0577038195557592,-0.196786482740617,0.0208120384084974,0.217803642122736,-0.0727492494605539,0.0156162854445908,-0.120967191538075,0.0417904957201219,-0.006737062921356,-0.244790595878654,-0.0778105127294916,-0.074968813203422,0.0936773940805353,0.0570536247714491,-0.160202383053787,0.227788776310355,-0.205796324751771,0.0996046161767908,0.11948103203108,-0.03025050585038,0.0672970952796202,0.0122917775891005,0.188563260312266,-0.169986266474835,-0.210705682394017,-0.101899648957123,0.14219527720439,-0.0916029631020221,0.20837194754319,0.0008824072072779,-0.181206964262996,0.0166515658303227,0.0677547472632195
stable,-0.313948336279482,0.0823279171979458,-0.131542852930769,0.141269933278794,-0.221825158263782,-0.102543426472638,0.242586111296308,0.122940750333275,0.0711917738088517,-0.0623964932137917,-0.0885664301781628,-0.391651344947467,0.157917331304328,-0.0114770457377399,-0.0278858121192214,0.0465899876482509,-0.348777192899455,-0.328198054452874,0.311289297960045,0.122554394338143,-0.158974128585129,0.460774977841202,0.0116020432655766,0.116134066771982,-0.0467036217644662,-0.445695730619438,-0.238449829466073,-0.0424650692296375,-0.216654805975988,-0.233915828229084,0.0490103943236357,0.0109429653915282,0.137270012388017,-0.225790988919694,-0.342186414158971,-0.194405246021043,-0.0046021817067174,0.0075225784934493,-0.208529966666598,0.398071672513629,-0.530637232490335,0.171769330070966,0.146849368384963,0.129883794834026
stable,-0.05902068705185,-0.0541507087984945,0.112681220965571,-0.12740916079049,-0.0323923903021419,-0.481882759639809,-0.226183938728772,-0.180075728965642,0.209418142206968,-0.0965599136441179,0.182267899978103,0.146407976231819,0.0278219633672594,0.100431387502564,-0.0259293436732712,-0.0975039541629417,0.168188988009874,0.19906546709429,0.204716094238211,0.303490872176493,-0.106957975320201,0.0423275090314944,0.10412585376373,-0.0797578078715903,0.0722962568478098,-0.291958146415284,-0.137566673680527,0.160949831146778,-0.0358735397153047,0.190097082165464,0.201348411233561,-0.305437955746567,0.220828324246983,-0.0705670287820797,-0.131457642246215,0.09630574888905,0.0752963086888797,0.241424746720168,-0.0288023131368072,0.404566748879407,0.0251623107517269,0.0085054419820952,-0.245237218046187,-0.154827183743445
stable,0.0246894113213147,-0.0135635778622078,-0.0375950581674272,-0.0189680112087048,-0.17850428386988,-0.106886792946132,-0.056500075980974,-0.128115567114399,0.0677029013674963,0.0087980775237424,-0.239518886503848,0.0367521465465027,-0.0034386394595011,0.20370664140891,0.159042324451523,-0.0566170637148389,-0.0596507456340382,-0.229423944955978,0.098076716680455,-0.14448185111356,-0.190941979780532,0.0289089689017435,0.125214871251644,-0.198511186151112,0.245895217947069,-0.133232030654459,0.0009828969434979,0.0229615924826936,0.15301195673409,-0.401337919818131,-0.121182294066367,-0.127076676041871,-0.191025970974076,-0.033754460853108,-0.141756136904022,0.301397398557127,0.116470788066609,0.163560850685162,-0.352012091619048,0.112714181945834,-0.083964196374727,0.191992869594994,-0.124788915912956,-0.225911313254546
stable,-0.0038374854424082,0.0380002186421058,-0.249396052590916,0.317392447019656,-0.288854313195309,-0.113458952836162,-0.0740918198544123,-0.0896847686177598,0.305798988361194,-0.0261941288641428,-0.161017446564372,-0.0595468387514587,0.142589416207689,0.0550107082021212,-0.127330602060699,-0.0247462121932605,0.127816616048128,-0.0096797785829611,0.024923404792844,0.0603771126466499,0.276810279069334,-0.0457916303780772,-0.182169180308939,-0.041442817719728,-0.0236881192414619,-0.134853693574444,0.0231616040884138,-0.0335197771954946,0.210479495076679,-0.0371446315184027,-0.0871787589950789,0.198344333328061,-0.20666226021708,-0.134732190077586,-0.0482773894179485,0.0140437791784175,-0.156010489964713,0.120045454894966,0.0124946095934875,0.237554524293037,0.0015947333962514,0.041442817719728,-0.172443837914656,-0.149459426425826
stable,0.116915545872562,0.136015214678811,-0.0914154174929749,-0.178050469039007,0.0576840510922849,0.0464160456459204,-0.0513417114696697,0.119974108279344,0.130711769175364,0.0030367674252613,-0.135187005381012,-0.150581527328689,0.075476021007273,-0.0661187089409175,0.07197429397623,-0.0212210470076277,-0.138347277701559,0.115920241716435,0.280203547428002,0.227663111974677,-0.0492493932436523,0.0633144213185469,-0.0196881333073164,-0.123250620501337,-0.0970312577315563,0.0303168192957311,-0.0044679712118079,-0.0244539692665782,-0.0780042388637107,-0.0878628355050495,0.234957165790376,0.0605028687023361,0.0008572692731599,-0.162023892627221,0.14245199922135,-0.0150748622187017,0.161093973415658,-0.0085872227192796,0.0370296736042035,0.0940671402446983,-0.0791085179274421,0.0423476490953311,0.0098803916228598,0.0932026059776981
