group,ASCL2,ATF2,CEBPD,CLOCK,CTCF,CTCFL,DUX4,E2F4,E2F6,ELK4,ESRRA,ETV5,ETV7,FOSL2,FOXG1,FOXH1,FOXP2,GLIS1,GTF2I,HIF1A,HOXA4,HOXA6,HSF2,IRF3,JUND,KLF1,KLF10,KLF3,LHX2,MAFK,MEF2A,MEF2C,MYBL2,NKX2-1,NR2C2,NR2F2,OTX2,PAX5,PGR,POU2F1,POU2F2,PPARG,REST,RUNX3,SOX17,SP2,SPI1,STAT1,STAT3,STAT4,TCF21,TCF3,TCF7L2,TEAD4,TFAP2C,TFDP1,THAP1,VDR,ZBTB7B,ZKSCAN1
progressive,0.25823124618559,-0.0472285762664335,-0.402043261522309,-0.0827250538734617,-0.110491854538579,0.168351863492107,0.155894325896406,-0.155544113996125,-0.0628630361003959,-0.0049780120111336,0.0814492819510103,0.126676647358697,0.162773488223349,0.273890721155286,0.170703286251135,0.0743199682667235,0.049179756853712,-0.210802548833281,-0.244522951803171,0.111892702139702,0.152392206893598,0.112843277297607,-0.0219132589032816,-0.0175356101497722,-0.0302933293742855,0.0378729155017904,-0.116270350893211,-0.135481975137184,-0.116070229807337,0.227662750318226,-0.120673014782455,0.0683413508262163,-0.012807749495982,-0.161897958472647,-0.116445456843352,-0.0171603831137571,-0.0357716441001059,0.108665749629972,-0.145738180788264,0.132930431292282,-0.23926977329896,0.289275029631905,0.0487044692747596,-0.117546122815663,-0.2908009529117,-0.257330701299153,0.121648605076094,-0.217956877653303,0.163674033109785,0.0116070229807337,-0.041450079911801,0.009130524543034,0.232840883415235,0.0021763168088875,0.0083800704710038,0.19189110621812,0.387909709832407,-0.21880739226827,0.002801695202246,0.36694702608703
progressive,0.0215782962827054,0.261719952112365,0.198073044589427,0.0294963825937261,0.198314818217245,-0.37360069838488,0.184291947803834,0.194688213799983,-0.303667676538689,0.110127887470838,-0.0517093346494523,-0.0429450406410705,0.0777302213433029,-0.42029323025712,0.0295266042972033,-0.373933137123129,0.164073628177602,0.0345131853709378,0.0546710615902158,-0.154463126471859,-0.229412951095261,-0.188885646732365,0.303063242469145,-0.107438155861369,0.205416918534382,-0.200702332791942,0.210222169387253,0.117864643560996,0.209950174055958,0.0058327887710954,0.231951574187344,0.211279929008954,-0.0613500580586722,-0.121733021606075,-0.100910267910299,-0.315061258749585,0.0849229867708714,-0.171085063384307,-0.37616954318044,-0.0749498246234025,-0.122911668041685,0.419416800856282,-0.0919948653845311,0.259725319682871,0.153344923443203,-0.12714270652849,-0.445739904584905,0.127837805708465,-0.0116051341352365,-0.361209799959236,-0.193570010771328,0.204963592982224,-0.145185063504365,0.0186467910454191,-0.320863825817203,-0.266434537854805,0.104023103368448,-0.0637980160403236,0.200521002571079,-0.182962192850838
progressive,-0.0062601594077718,0.175976831278379,-0.15663380416819,-0.253738396640817,-0.222144304883161,-0.146748329711678,0.148690806209942,-0.145156845253942,0.236962900347641,-0.226750474401322,0.153470067693295,-0.0809637667184872,-0.0325605218966444,0.0755738752468188,-0.32578311904178,-0.023795337103735,-0.135930081887188,-0.0440470970311813,0.101037626570597,-0.025781086593297,-0.0662028685757379,-0.128458278723073,-0.292145580472831,-0.0766076189278257,0.117707344440601,-0.016429312362793,-0.246463725992616,0.268109837861885,0.239573704155951,-0.0028944823068192,-0.146075194291488,-0.22694279880709,0.137521566344924,0.294121713742105,-0.118221812226033,0.281404262410648,0.294540019324652,-0.41364652381722,-0.27819244483431,0.447510043562948,0.140420856761887,-0.243045159680077,-0.0277764523031475,-0.109639335618603,-0.457275315265855,0.155657757808914,-0.0062553512976276,-0.112654020679028,-0.0193814919913428,0.0573030566987903,-0.147758032841964,0.0197469083623034,-0.310411590910715,-0.35145361910176,0.180328170958897,-0.0421767421850805,-0.27011001168188,-0.347679252638549,0.33875540021088,-0.294592908536238
progressive,0.451870820851225,0.390986101428741,0.0172761300631304,-0.354906267696898,0.423356113547027,0.0719778134630212,-0.0947823051463533,-0.46281843169123,-0.359016168111916,0.397387362252132,-0.440377648009227,-0.47307499732871,-0.138209040505043,0.335738856026856,0.417318560724965,-0.240265505677978,-0.101692757171605,-0.0215315136786804,-0.38734902141545,-0.279655082221915,-0.0285510781043313,0.363708001329061,0.251613195319444,-0.285074331441718,0.403170319473264,-0.421173865539053,0.136645096099328,0.28260111703268,0.384293874204286,0.350359917680284,-0.482531405363265,0.464455117697211,-0.0736872410692677,-0.385021290206944,-0.356797549303809,-0.298095077889298,0.355670054499689,0.104711533582637,-0.128825374070753,-0.0144392076527637,-0.385312256608007,-0.0751784438747169,0.428993587567627,0.377019714177705,-0.128861744870886,-0.245684754897781,-0.0680133962485344,0.445178593626771,-0.365017350133846,0.277290980213276,-0.378256321382223,-0.132862532885506,0.419755404333869,-0.0574294934098587,-0.378074467381559,-0.405970871083498,-0.033315652921742,-0.370873048955243,0.378256321382223,0.236228346863225
stable,0.331322735271432,0.080043544367814,-0.12308549441732,0.0065917982134816,-0.0267027681723263,-0.0937089170559888,0.360997601804674,0.0116224843463366,-0.154623687060626,-0.197049434478684,-0.095097335405509,0.0970391586660746,0.050586507427217,-0.0884329273278122,-0.0007977272919857,0.0646757647281075,0.0096610367981452,-0.12925635166123,0.159019527488789,-0.400024422605957,0.0951964380580189,-0.0783077761273185,-0.0187990863310649,-0.179887994949986,-0.0005602734117144,-0.0869660118277891,0.134680504760981,0.125032223749792,-0.0913392843251823,0.0865745072896559,-0.0337390565005306,-0.0395409771370767,0.323928303694058,0.104724029700309,-0.129621363411069,-0.0306874797747301,0.020036397665867,-0.188210655332057,0.370679244104826,0.171471137987312,-0.154470617617145,-0.262122591031213,-0.0205701782892867,0.165637818490565,-0.204760798301214,0.151352318313417,0.143441767971487,0.229401053844076,-0.0843952301488189,0.0015346192923318,-0.0084168569626741,0.0976671358700979,0.224245753484798,0.0273454635920689,0.0258010321559242,-0.127769811873581,-0.129968713302044,0.0314312402757452,-0.0430625555515134,0.143209220163122
stable,-0.0941738885810093,0.252458957361452,-0.222220922142503,0.0925725701330016,0.189995849433326,0.155362954824224,-0.0150897964699123,-0.343547093604695,0.0922219164582554,0.0834205092221253,-0.105979228964132,-0.0021974296950763,0.0752152132330638,-0.162446159054098,-0.0797503340931149,-0.220362457666348,0.231501556067453,0.133739311548208,0.0544682041439126,0.117655996333181,0.367040889812691,-0.008894914882729,0.35931482051245,0.392603542701691,0.160318860093971,-0.308516791497548,-0.0264392870758648,0.364095398944823,0.234914585168316,0.146351155383247,-0.143534237529452,-0.0012857301407361,-0.157724022900849,-0.179148962427843,-0.210403893303556,-0.225294986024445,0.101666188764754,-0.12194565962091,0.12050797955445,-0.207563598538111,-0.145696601857054,-0.0290575011806366,-0.0547136617162349,-0.123640485715517,-0.144188791055645,-0.214962391075257,0.089288114046212,-0.139536785637345,0.228240476892313,-0.214050691520916,-0.269138383823547,-0.0093507646598991,0.18084378852245,-0.265129243475616,-0.143055010840632,0.0591669633855119,0.118509253608397,-0.103477899417609,0.233500282013507,-0.261120103127684
stable,0.0056438177694431,0.154115790951562,-0.0757117471601042,-0.251566014290505,-0.0741018265393283,-0.204396249661444,-0.0288967108034179,0.202217854245197,0.176604653860423,-0.0381742194655162,-0.0608131597203816,0.148030836740833,-0.292537129749742,0.135583512619185,0.312270026850156,0.077062443274145,0.0516538938157414,-0.0080905332891533,-0.218653597531875,0.0837522546672561,0.0629597205480828,0.280412699311921,0.0816511718231926,0.0509353416742652,0.0497847486882304,0.0435497171314967,-0.159409428246995,0.026786532362627,-0.0817512233871956,-0.148017193345742,0.0920428910844155,0.175276696738201,-0.108446799782547,0.0378331345882332,-0.11694663492444,0.0157308345402931,-0.0058211819056303,0.0692538734835456,-0.01800473372218,0.0611769835894835,-0.0212382183588231,-0.12716553784784,-0.0826289484714039,0.0980505327229605,-0.15395661800883,-0.0172634425888849,-0.122836033805527,0.0061622667829133,0.118461051779577,0.159395784851904,-0.027750665615747,0.112712634647767,0.115141158974022,0.155948553692163,0.0994739936108216,-0.0380559767080581,-0.243302664663528,0.0522678465948509,0.148362826021389,-0.142241489423749
stable,0.146922951993365,0.111331308838767,-0.391023289557145,-0.205993621072062,-0.039016189446757,0.204203722205702,-0.177303154856035,-0.0407750380250053,0.308127033274124,0.0190508541903658,0.197754276878059,-0.126838423695509,-0.379838174481235,0.120467104899247,-0.0742762956540886,0.271783171849444,0.0122588540712874,-0.234235360543753,-0.269887101030182,0.0938449885203965,0.0198491470815183,-0.0436907602409966,0.1396291391535,0.0374286182642265,0.0168923583554426,0.0116027915321344,-0.0246549303835885,0.153739992667373,0.024401519967702,-0.317081535716915,0.135958193800834,0.0035767928661301,0.137385505431816,-0.0577034547795464,-0.0628688204504043,0.14969544223516,-0.077821036609909,-0.131679263774481,0.0073358809721471,0.0270778544785672,0.0175564338721731,0.009398221076141,0.171451677980109,-0.0939852156280017,-0.0005288565201111,0.0188915962610141,-0.0466595684334385,0.0455968472822304,0.0536599059695303,-0.32701462304635,-0.0507531983533136,-0.0773082060449528,0.309512276772824,-0.208391504612112,-0.211895179057848,0.0566036736070426,-0.24368466435195,0.183293857217369,0.0805314262754784,0.18470013478221
stable,0.0711772188059425,0.123185365589508,-0.270541781476276,0.0942867726784088,0.0870375288017669,0.36308355759295,-0.0060479406056555,-0.140801028209748,-0.0523136506326522,0.0746568558667307,-0.0853080663340538,-0.192959337902186,0.110302423614447,0.0345478251035391,0.146393302057443,-0.137911686721772,0.362648602960352,0.185269961361605,-0.0111793696640499,0.358081579318067,-0.163972718458299,-0.241726037066624,0.0583357010816055,-0.20034838862502,0.2468678221877,-0.209057837339672,0.103938623097023,0.18182139248886,0.133355019142168,-0.0805235653754702,-0.286604034694378,-0.160451657146788,0.0652587289837985,-0.0995114063009315,-0.119457183024378,0.20588370412797,0.184348271783004,-0.0790478264434395,-0.14918426094995,-0.0062136376085502,-0.267476386922724,-0.0541570297898555,0.282793003627801,0.228206197236687,0.135509080179799,-0.141018505526047,-0.201580760084049,-0.141577732910816,0.427042600710293,0.0702865974153837,-0.114838379068689,-0.147755124299983,0.23162887595273,0.179190952567907,-0.0450644067560103,0.0265063424318071,-0.150349318001553,-0.277159305529382,-0.0692043888652279,0.0722853175128007
stable,0.0082382250563301,-0.039690564901688,-0.0102959241912296,0.0383385748563751,0.0797525556400005,0.175662135173164,0.0036845442993144,-0.111487179121193,-0.0273592271257565,0.24387820432761,-0.0652966620785772,-0.0574892909927314,0.147782911876134,-0.0955455822132719,-0.0381974330384578,-0.0701326264714274,-0.20516820363461,0.146074353027661,-0.156615418271063,0.146111495611324,0.219698382363358,0.014998175282895,-0.0806216920977017,0.0014188466959053,0.0329231861583907,0.102127248038257,0.111643177972575,0.0045239666900857,-0.0251603861729398,-0.0198341396757453,-0.0194775708725858,-0.0799679826252427,-0.0516207627740652,-0.0775388576537188,-0.0967638589574,5.19996171274221e-05,0.0999135500519753,-0.0261335218648959,0.0515464776067403,-0.0343197473040986,-0.083087959652888,-0.0223895494317215,0.222706931640016,-0.105016941047195,-0.153391442009163,-0.093101600208283,0.0128884765308682,-0.15359201196094,-0.0643012408364237,-0.195154563079215,-0.0858290823271764,0.0255763831099592,0.10171867961797,-0.0117444849540649,-0.0117370564373324,0.0231249725882379,-0.0240832512467289,-0.15544171262733,-0.0675772167154513,-0.0196855693410955
