group,ASCL1,ATF3,CEBPD,E2F2,E2F7,ESR1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,IRF3,KLF4,MYBL2,NFYB,NR2F2,RFX2,RUNX1,RXRG,SP2,SPDEF,STAT5A,TBP,TCF12,TCF3,TFAP2A,USF1
progressive,0.0105528204368977,0.239140917131803,-0.118326819544162,-0.242376793421378,-0.391468586047022,0.457296935042407,-0.0200189660004307,0.08601635330945,-0.257590241648485,0.20965580556784,0.0051677427311123,0.265124520770481,0.258507878208215,0.187874011439506,-0.101229801536557,-0.244429401515512,0.192751974204388,-0.135617024195921,-0.0371401323385553,-0.269785148560689,-0.117602369628585,0.186497556599911,-0.286230161644276,0.102726998028748,0.500256815036094,-0.2244345838456,0.0378887305846511,-0.132791669525173,-0.0245830004685626,-0.172129299940977
progressive,-0.0010579691159147,-0.172478353925104,-0.0506943534709158,-0.290236194132617,0.0734994655250784,-0.0695908574023933,-0.153141029528662,-0.0367350387470404,0.0513408901528637,0.102564228181737,-0.265520860063608,-0.145882185872247,0.123517894283049,0.160693753495054,0.0169568938856339,-0.191433633918577,0.0235398128291035,0.0898685987907597,-0.272485823410047,0.510470098428873,-0.389891007245588,-0.20145495248877,-0.110763488830076,-0.148262616383055,0.243861881218353,0.0432004055665195,0.0152817761187688,0.0503710851299418,0.082404038917361,-0.135566986992078
progressive,0.0174837553890502,0.0672782934894307,0.16047402049354,-0.101653296569187,0.0445814260125276,-0.180361254691197,0.0364487800239615,0.0431766093729045,0.0632645316619363,-0.129692289906969,0.0546588351722726,-0.192975934720465,-0.197462747049057,0.0104692287667147,-0.116222296345414,0.0650277198932999,0.0214306211860864,0.384236464088465,-0.0349053930355321,-0.0520833379996303,-0.28669727339246,0.179754412129183,-0.0631307396010198,-0.0922209562745748,0.216824369578828,0.25743503835487,-0.141098063100099,0.206259575054316,-0.245503653493854,-0.0949971415385918
progressive,-0.0650348051028946,0.0134991554275903,0.0471565670835124,-0.0948559956453461,-0.0091200728357982,-0.0091200728357982,0.145523066955336,0.184898619516243,0.107378000411958,0.122433358744069,-0.0246821018810095,0.025840206368095,0.0646728974506804,0.166730855375089,-0.0694862692251295,-0.191919627969199,0.0820444647569628,0.0848311536790123,-0.155113619739013,-0.0821168462874056,0.0819358924612985,0.0559871137975392,-0.0649262328072304,-0.0435374905613702,0.0096991250793409,0.209616912162474,0.155258382799899,-0.31923874001816,0.0104953219142123,0.106943711229301
stable,0.241991663306634,0.327773671677259,-0.260332025087726,-0.395117686024138,0.191828990355271,0.373796157546536,-0.0485406244050772,-0.375334107032317,0.0059613667371524,0.35913295468682,-0.246545579100168,0.176194298348347,-0.143403397998471,-0.158683327301887,0.0365511916758893,-0.276998138905667,0.368716380960881,-0.247822531501624,0.0758022531907386,-0.0433622489208992,0.119178035293788,-0.216385916022633,0.0647166436980088,0.107922294368313,0.251409791427288,-0.311761017225998,-0.100100115085512,0.0482196946569445,-0.249513212614528,0.186097687714672
stable,0.152592083868014,0.147124134687701,-0.130005596693736,0.114656768392983,-0.116358412328765,-0.210357223341356,-0.373488155318312,-0.150459356801834,-0.174690766447368,-0.0519001400413473,0.100431025089847,-0.414713315735855,-0.207838790316399,0.193964720093324,0.391196596543349,0.204129206536394,0.132762259869702,0.163108243391146,-0.251071890578164,-0.0695972369734789,-0.219137706049991,0.307589157831933,-0.22819045178835,-0.270844993111949,0.202019168056025,-0.0528644049382904,-0.243482558624577,-0.220340201097943,0.196732727562196,0.0259784307529367
stable,-0.0738879206269266,0.0734035729269278,-0.101627011333403,-0.151261334048237,-0.155104429350097,-0.0339586583681433,0.148214922813665,-0.141592486504335,0.126867411101567,0.051037573060626,-0.0763187123549582,0.292364946238555,0.100513464284807,0.124816854951104,0.0825337534026069,0.16137378976597,-0.0964938310362185,0.02436223664854,-0.129746337617448,-0.0279246818812418,-0.0241087462634939,0.0558901032886518,0.0806914214970039,0.0471129987064297,0.220880657655548,-0.0328541645475852,0.19616987172757,0.211103171375198,-0.0185998570027594,-0.104682475796012
stable,-0.0038104133823711,0.100191986812623,-0.228944585864471,0.0569583350524541,-0.158762227657305,-0.0109215861148529,-0.0472869002990873,-0.0827728114472643,0.24959556738734,0.181704653682082,-0.126875873027171,-0.0823361078941313,-0.316073440305115,0.0030249465797108,-0.084145879369472,0.142736106646792,0.0836162389045739,0.0051834813045788,0.149874261063334,-0.0113013283349686,-0.440658868152009,-0.0599972721350114,0.072411844767898,-0.240499741893938,-0.126988796371574,0.345465488142067,0.0671084448674931,0.10270028410865,0.200535870513292,-0.251352374816191
stable,-0.164875014351328,-0.11328885093086,-0.119781469848292,-0.0155447792504004,0.0921333541616492,-0.0960664316635437,0.159679905537615,-0.0925185524736904,0.11028329041717,0.0292243877267064,-0.150982533123631,0.0185604765617757,0.0150582129615062,-0.092178969751233,-0.163374768293905,0.0862945586949191,0.120115984171907,-0.174743186897963,0.0424427719083315,0.182401537549204,-0.0336795103093937,0.119756127854079,0.0657776801798813,-0.124343028806675,-0.219441396291273,-0.140774777854539,0.119756127854079,-0.158909508913532,0.100242792309885,0.144347999038605
stable,0.133489891693332,-0.256190227822003,0.147488722870093,-0.215268333365456,0.138710410166408,-0.0417931910028186,-0.267488039705323,0.132299119746761,-0.191590849720531,-0.0133816627898184,-0.125481224272187,-0.0245269977775402,0.0134760532489978,0.252930126578038,0.0241421751362703,-0.125575614731367,-0.111133874476918,0.0104337761416001,0.0393245174550496,0.224475033537724,-0.210643200865666,0.302797332242972,-0.332239894702393,-0.124820491057932,0.0479721356767934,-0.0236557012312688,0.0250352540961985,0.109899537703034,0.211180500402533,0.0725354374770949
