group,AHR,BATF,BHLHE40,CEBPA,CEBPB,E2F7,ETS2,FOXG1,FOXH1,GLI2,HES1,KLF1,KLF4,MEF2C,MYC,NFATC1,NKX2-1,NR2C2,NRF1,RBPJ,RUNX2,SP1,SPIB,SREBF1,STAT2,STAT4,TCF21,TFDP1,ZBTB7A,ZNF263,ZNF76
progressive,-0.156181947831477,-0.105449708985153,-0.120999445807448,-0.488863188304693,-0.0062101150202246,-0.457250279953707,0.0427617762613107,-0.114984924961089,-0.0237402428529061,-0.322021357997555,-0.268770844162715,0.280482045322903,-0.214762402904147,0.156573136179207,0.233857284127751,0.398914317598368,-0.453582889193732,0.0930539282164372,-0.0760616843618855,0.464511713658458,0.172220670088435,-0.298941245481444,0.0239358370267714,-0.222977358206492,0.0268941989064847,0.134788835064955,0.182538262759832,-0.403608577771136,0.0404146461749266,-0.139727587955055,-0.310456852467766
progressive,-0.138009003482954,-0.298004880325932,0.0626507681764158,-0.0335122505245545,-0.487730319803569,0.105649290674852,-0.0407525515638101,-0.150450500370817,-0.0790227141998754,0.127045119052081,0.145308409020489,-0.0251194117688459,-0.252612625647171,0.0458946429141385,0.244337995888022,0.0,-0.345406687946202,0.283080994510324,0.293276520463561,0.0175540359890523,-0.0367038934316549,-0.190671111450111,0.107274664377542,0.0016549259518298,0.209614103148734,0.21685440418799,-0.266265764749767,-0.131507508672193,-0.116494966109166,0.0818301778681582,0.102132573027214
progressive,-0.098925134981052,0.0790968777729052,0.120967739711717,-0.327987617961213,-0.0239543407696289,0.204685446804932,-0.0980749408129701,-0.323438838994131,-0.0642208815099133,-0.0266682374078563,0.245019234541562,-0.238654786673152,-0.255413698833817,-0.0267739112592563,0.196630217314122,-0.239245599569616,0.0967107874585337,0.0770986813100687,-0.0465685449692304,0.0036313378026547,0.182431494371467,0.176456118410484,-0.0598402200336949,-0.0972199432880064,0.156805585406965,-0.212073009689169,-0.134013657002736,0.220152255964387,0.0378216320874389,-0.0691539290275409,-0.0444454612274666
progressive,0.547477187132503,0.470332015884009,-0.596987726614517,-0.428173809624269,-0.548962141133061,-0.0399126660637747,0.449144257583367,0.626143530771812,-0.450303246071607,-0.503435624579372,-0.301880282796336,-0.457800452854911,-0.516872647364908,0.457619360903624,0.498980762577699,-0.511983164680144,0.135963837026688,-0.490650532818472,-0.453997521877873,0.456713901147186,-0.512961061217097,-0.453381809243495,0.48297223408388,-0.467832946956241,-0.463993797588945,0.520132302488084,-0.574278795923059,-0.573989048800999,-0.673879369131209,-0.501842015408042,-0.532482773565894
stable,0.0866198205994836,0.0778309482731563,0.1082688738765,-0.0442748665115076,0.224575114935811,0.0332000020994069,-0.173923274804652,0.0644130403376855,0.135986036093763,0.104868411466638,0.0993009780735756,0.246290072459706,-0.15808756628965,-0.0456096734221764,0.130177609559129,0.0633221775050165,0.0932102452873844,-0.0511416955781098,0.183038717428947,0.166586263200615,0.344016234126516,-0.0608197834145659,-0.179510381107231,-0.180361234443803,-0.313911764339471,-0.0649471598310482,-0.247823575756488,-0.102599141353953,-0.094287337083392,-0.0987688258711645,-0.125202330742501
stable,-0.0591044514098148,0.0112340699608379,0.0032651870008126,0.0419222610733706,0.0314759460183232,0.0575403583359989,0.0910370669387412,-0.128061547510893,-0.110673855894677,-0.179962037390943,-0.106152827739706,-0.167152457618524,-0.0623582216728623,-0.0065646242149205,0.260621289701227,0.150095851397496,-0.0704983556993638,0.186172742735146,-0.181274962233927,0.16952713907366,-0.0670505008943099,-0.135311175991718,-0.11252336741262,-0.36775595688873,0.286811286134318,-0.189152511291831,-0.146921998298804,0.076298058484024,-0.207053956107475,0.0533275821006847,-0.13203457225314
stable,-0.0133149557870824,-0.0528676703409019,0.130532165877062,-0.157545110425924,0.139369283793283,-0.137267162348816,-0.0982616377588489,0.0107021237096858,0.0645547359855225,-0.0351843146757287,0.0895020384208403,-0.140066950997195,-0.138033228298209,0.103861215055608,-0.0284629979530714,0.00295938572117,0.0668574937500693,-0.106328129809311,-0.0464655477638253,-0.0048107117655383,0.0385860122843464,0.135169600820714,-0.0482575948954429,-0.0159232279481136,0.148557515269643,0.0085088039379095,-0.0216732824849324,0.0879379871074946,0.0896661954099961,-0.0674502828775764,-0.133117638456266
stable,-0.073468456956683,0.140047042302051,-0.184129526889901,-0.0273438946153401,0.112920754393546,-0.0320204239353757,0.0414611297212556,-0.0496999614272556,0.0371744790842992,0.0319559478740913,-0.0234964871458837,-0.029399069068781,0.0303601653573019,0.14911499585863,0.015750292845635,-0.0540702294561903,0.0410269237460433,-0.0657645750716522,-0.137309832012836,-0.017725879660928,0.12563765004344,-0.0209083777483888,-0.282549212125198,-0.0024249043673687,-0.0531141703599572,0.0207643140489564,0.142510229330807,-0.0444260211018814,0.0950356994563219,-0.0594831962887089,-0.0661917289776615
stable,-0.0795218102459738,0.0938806299258922,-0.305633320293424,0.132076428852144,-0.118901735571071,-0.078440651360071,-0.463173615096402,-0.104146490966322,0.182669516336747,-0.0065899208283598,0.453304178980804,0.359521368192208,-0.0598807571520731,0.0019975697510965,-0.125069489596364,0.0948176342936747,-0.253469978236438,0.166066004874668,-0.0823225265980267,-0.228160563555019,-0.0885263192528498,0.267998694312713,-0.177459360181825,-0.138995845721922,-0.0526061023626414,-0.115611923532538,0.0921765175866835,-0.0279093443832334,-0.0018328217303875,0.159326781152541,-0.0146934640969836
stable,-0.0541882029579115,0.217558856770844,-0.0124936965575712,-0.137240142420382,-0.0318827411859193,0.170573764496858,0.106185429217457,0.0830885778687977,-0.130440054206056,-0.101466402482515,0.155845125153328,-0.196337891826137,-0.0586141224422359,-0.0791462853479922,0.062483138150387,-0.200360788840862,-0.12264340133963,-0.0679276053306072,-0.0715621352382642,0.223252465114089,-0.0910830781293902,-0.146128619795358,-0.0658025777636302,-0.116788584008546,0.291092138269511,0.0103100475404708,-0.158702920846849,-0.105584559353691,-0.294543476145532,-0.117514024453824,-0.0273615618451442
