group,ASCL1,ATF3,CDX2,CEBPD,E2F7,EBF1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HOXA4,HOXC6,IRF3,KLF4,MAFF,MXI1,MYBL2,NFYB,NR2F2,RUNX1,SETDB1,SP2,SREBF1,TBP,TCF12,TCF3,TFAP2A,USF1
progressive,0.142911125535823,0.0279273762839546,0.341002894556839,-0.28497961471825,-0.368930270840793,-0.0467302046268585,0.185283696449409,0.180589008194779,-0.2457609112988,0.275806916128434,-0.0890546248916793,-0.0161786179851875,0.318540616907761,-0.388142379698203,0.0916066092762476,-0.411375067727528,-0.0410002774237713,0.197730639155275,0.184657738015458,-0.173246034258049,-0.0268680620111149,0.147340985222243,0.377115881130918,-0.61404114838126,-0.117198679095078,-0.168430969381505,0.100321876702792,0.0226308049197563,-0.136892294440143,-0.043768939727784
progressive,0.0855965268446156,-0.267218178602527,-0.146146842035519,-0.0234057580249308,-0.0436770778662977,-0.0251633869129106,-0.202771786043268,-0.0519379336398027,-0.276269967375623,0.101034367244038,-0.250520704166719,-0.0311979127616412,0.149779275070678,-0.274395163228444,0.190556265271809,0.125143176824161,0.167238388691277,-0.162111971101336,0.0260129075421008,0.281923673631958,-0.080177171106678,-0.133257563523668,0.0953513671729034,-0.140815367741981,-0.0449952995322826,0.0660282585584407,-0.0304655673916496,0.296394818142991,-0.0268038405416918,0.121920857196198
progressive,0.129009768940822,-0.0491090985855339,-0.278421637410573,0.0019414670349016,0.0368735630953061,0.410636973544157,-0.0906049750882593,0.178672209482249,0.0816131683049926,-0.102225156162019,-0.0039783378553021,-0.159181216104834,0.184024361848735,-0.0381758247673655,0.0436520020549995,-0.106971494490587,0.176277574466228,-0.198707004437008,0.0669114449596196,0.121854485028408,-0.075927102689261,-0.265732933939226,0.0306675468486058,-0.0276193959019175,-0.218818122420166,0.26212667084737,-0.21228773330277,0.309585283943773,-0.192820590871729,0.0119779452693808
progressive,-0.0872298450483312,0.0717343570459569,0.0197937702221472,-0.0679417550873338,-0.002420041249788,0.0299796154824492,0.184573295319657,0.0930451680515533,-0.10398953370358,0.160083922672548,-0.06404079307275,0.0384316998473807,0.276643222867565,-0.0052012826861116,-0.128334426276075,-0.0775858000678325,-0.110888457266409,-0.0289682549601498,0.0125697664914366,0.0939120484992386,-0.102328012845517,0.131657467992202,-0.129598626928949,-0.126094985119555,-0.182695054349673,0.339455935306094,0.197251421867055,-0.279785664490424,0.0232251719942348,0.246230167161273
stable,0.2966117893535,0.361698622495179,-0.278015275527197,-0.302290357340635,0.156276932317028,0.0721167516611931,0.0128378300576053,-0.328408102130009,0.0662779521109334,0.312022011674528,-0.179667844782138,0.100788548956765,-0.192750848436332,-0.424770978093232,-0.0493435994394576,-0.21695836272315,0.123831971284977,-0.242967034219554,0.296910051721004,-0.320177412137438,0.182477688639107,-0.0383368493532264,0.234383062587804,0.0473629056591413,-0.146692961291317,-0.226651407041832,-0.158647587250974,0.0792431952187345,-0.382114633288292,0.334553851301195
stable,0.247501102344604,-0.188142095521986,0.237606045450171,-0.377224958194302,0.134620378849005,0.0580555342649323,-0.379412525182418,-0.0344910173307671,0.229943893719774,-0.0729831286864309,-0.0880354030917082,-0.286775297234879,0.429250515061939,0.0187473357427173,0.533414974237013,-0.0417564600218685,0.0668511403933172,-0.321130300037888,-0.158094219431331,-0.0665337731618807,-0.115782366754448,-0.333768316575451,-0.0636094608150723,-0.161301895377636,-0.648245239297151,-0.160293120963427,0.0250380076515493,4.53381759195098e-05,0.0997893251988411,0.24229854665784
stable,0.0780888081852748,0.17373088941104,-0.0102014005141416,-0.117033862649178,-0.237423033214251,0.0354858810270581,0.0826137321849073,-0.134758739593846,-0.0127935226456676,0.113782420254232,-0.0967755701717811,0.199977254965795,0.202361646055422,-0.103382320482622,0.122967745019953,0.0856935706756752,0.0771946615266648,-0.181457580991251,-0.103793266674205,0.0146992291604829,-0.0988077216686221,-0.0555319265703403,-0.192069927696976,-0.0485819684511443,-0.0539965232171716,0.0417629712061891,0.04804006138532,0.260517306002794,-0.0738845125329217,-0.0566789631930016
stable,-0.187049487746783,0.211111243474099,-0.218981920554733,-0.23143958795222,-0.0484894735081716,0.19444750539042,-0.123528646404647,-0.0021299589819124,0.0743311809127877,0.119130121559509,-0.0357027394140411,0.0097553317977757,-0.0157832353772049,-0.0412131108251122,0.0629674109886895,0.172040057692595,-0.130914697986588,-0.032375177090707,0.0776158648483774,-0.07889324193444,-0.055945327116673,-0.366187414368804,-0.168699532135757,-0.014312406960388,-0.240924686190025,0.339707517007061,-0.106266605236162,-0.0972761042151307,-0.0058374437640988,-0.189861512245376
stable,-0.0686092469106433,-0.262781596661433,0.244995510424183,-0.2116554362225,-0.0472124134673637,0.249353657051879,0.131658448123611,0.188097204451695,0.0038480970223693,-0.0770225404004954,-0.0379305206496277,0.0602363533895299,-0.0883547316317249,0.37086161302987,-0.113842061909806,-0.0652307995248623,0.0086253933257308,-0.132698747318635,0.0894758307642262,0.0307797261828626,0.0791132387827276,-0.192783600825394,0.294056222461346,-0.0243359311690262,0.0831532356566062,-0.106287267755654,-0.183173458261656,0.0037218471200606,-0.0823351362896458,-0.0680789973209467
stable,0.0565609323400917,-0.200891574611231,-0.152424219943764,0.0059072981939734,0.16930635154713,0.0525865368639993,-0.196786871086742,-0.0224347023322596,-0.0740584075053294,0.100547138009924,-0.128179683605998,-0.108133962161007,0.189808151161508,-0.135947491157632,0.0967971619505141,-0.07752604945988,-0.123886757344937,0.217484132773715,-0.131075418014809,-0.0759985495592324,-0.153662146403531,-0.0637206356658758,0.0283347611902111,-0.290326331827344,0.0868213569121618,0.0656752563918229,0.0889859183827477,-0.0531294870656512,0.100018666480316,0.197670070081429
stable,0.0401212976905948,0.181149792380713,-0.0252544101803132,0.0574795630499952,0.0211668299108301,0.108466197827788,-0.0060813800880734,-0.0628238766162108,-0.0049641546503677,0.0118860695890771,-0.147201717452051,-0.10451696285184,0.171231946169405,0.105272630421568,-0.0569064182624938,-0.109532270383851,-0.110865733003048,0.0215644273090563,-0.0963069253481171,-0.0383565232739067,0.0230525111386747,-0.0869029330842238,0.0052501457613724,0.0222910307414872,0.0551672202866272,0.0459934159901281,0.288577819224244,0.144577807136857,0.0086029846399814,-0.105562109229049
stable,0.597475785910907,-0.611403968252666,-0.554906040109113,-0.596034234805225,-0.618068280917308,0.568670002245481,-0.62616453787021,-0.619855254656256,-0.615769632580026,0.607174643220477,-0.610289025450776,0.597821372964032,0.582471733972103,0.581744340519975,0.612635766596545,0.622204661752581,-0.582683788611919,-0.572021642330984,-0.59756135470276,-0.589634203573889,0.622671332286903,-0.60942129964978,0.579132601540089,-0.560294008392613,-0.515890123841154,0.591047051670061,0.616157240651165,0.619011322757579,-0.615061805091009,0.566980306341135
stable,-0.0047864586505072,-0.179252154201625,-0.303022110768323,-0.143872148209584,-0.0656757273515031,0.216757728507928,0.295163817157952,0.495049024007594,0.0446371470288981,0.0951227933626266,0.467573302585353,0.266104434754017,0.365771304851643,0.221056874174933,0.113822844923732,0.248005770750145,-0.403546876892049,-0.0421015900231971,-0.162069485657587,-0.27041292731347,0.162641345531862,-0.287770850090894,-0.172207465092915,-0.0344699585546725,0.354862100574727,0.14206469288259,0.507695263274089,0.54101778456617,-0.0043921897327306,-0.110139532011379
stable,-0.104224814536376,-0.0874581878208816,0.0450759126861475,-0.0530265546462637,-0.0529905143389556,0.174259766292994,-0.0430749247908118,-0.0829719204007575,-0.140524161553264,0.124081146763806,-0.108244810480702,0.174465120960676,0.0270272271221402,0.182687942324942,-0.072484941813833,0.0377251916747642,-0.043014857611965,-0.271015227139764,-0.280131172369509,0.32976318057119,0.0940366701642151,-0.157226966891234,0.0367603626145367,-0.128288852642028,-0.118944652132665,-0.165560537116498,0.0179180394500154,0.144332796112022,0.151512701083559,0.0612707749429939
