group,AHR,ASCL2,ATF3,BCL11A,CEBPB,CEBPD,CLOCK,DUX4,E2F3,E2F8,ELK4,ETV6,ETV7,FOSL1,FOXG1,FOXM1,FOXP2,GATA1,GATA3,GATA4,GLIS1,HEY1,HIF1A,HOXB13,IRF4,KLF1,KLF4,KMT2A,LHX2,MAFK,MEF2C,MYC,MYOD1,NANOG,NFE2,NKX2-1,NR2C2,NR3C1,PBX3,RARG,RBPJ,RUNX2,RUNX3,SMAD3,SP2,SREBF1,TCF21,TCF3,TFAP2A,TFAP2C,TFDP1,USF1,USF2,VDR,VEZF1,ZBTB7A,ZKSCAN1,ZNF143,ZNF263,ZNF76
progressive,0.189669774616793,0.217234794670945,0.118593690930652,-0.115708979529636,0.143060317257787,-0.402123427243462,0.0765784035806712,0.0867016037749769,0.130132536534716,0.178638424536983,0.154919686350852,0.0533938712095437,0.174898983831962,0.26173413906069,0.187933605718034,-0.0824546675457035,0.31269737381197,-0.321057694816766,0.0753497302061644,-0.131174237873971,-0.191379233224803,-0.331447997918573,0.000373944070502,-0.331501418500073,0.111835987370865,-0.16549696148791,-0.156789406703362,-0.0456745971827512,0.0959700746652778,0.294160432031368,0.0082534798417953,0.0380354540282092,0.374638538061561,-0.120142887794161,0.284624858233565,-0.348168639928165,-0.18544954867827,-0.306687558393187,0.165336699743409,-0.114800829644131,0.315208141142484,-0.0130613321768218,0.226449844979746,-0.10911153771435,-0.0431371195614873,-0.231337828187022,-0.0936996999515154,-0.0518713846367853,0.344509330095395,0.248539255430117,0.132135808340977,0.321057694816766,0.125565076816441,-0.257941277774169,-0.303829557282921,-0.121692084657669,0.179413022968737,0.332543119839329,-0.119208027617906,-0.143247289293038
progressive,0.0135477147830018,-0.0196787973855282,-0.0280513510470427,0.0877799622071383,0.0059003429346893,0.0747596523791925,0.164847011264701,-0.0382368592415623,-0.207896440721149,0.187261721854582,-0.335330662986563,0.0118995742984517,0.0104821734817386,0.0647059954234369,-0.0756496482408495,0.209116064679717,0.0438734996987236,0.0774626027738546,0.0943725241453387,0.0956910365329787,0.0432472063145946,0.259746940365096,-0.0138443800702208,-0.0534327145091142,0.0264361733721836,-0.0517186484051821,-0.0960865902492708,-0.032830958452238,-0.148464494848273,0.159309259236613,-0.0580145450561635,0.0115699462015417,-0.117875007455023,-0.0947351150519397,-0.313443357351738,-0.15133225929139,0.263768403147398,-0.112567995094772,-0.0195469461467642,0.188019866477475,-0.0200084254824382,0.0025710991558981,-0.115765387634799,-0.237925560349652,0.0233047064515384,0.0154925205547709,0.0019448057717691,-0.0064607106994363,-0.207303110146711,-0.0133169751151648,0.016151776748591,0.0743311358532095,0.0387313013869273,0.332792526640356,0.258922870122821,-0.01677807013272,0.161979246821584,-0.257307692447961,0.139960089947994,-0.0059333057443803
progressive,-0.117489970221633,0.193285198968098,0.198552919108174,0.368527059520041,0.0040130172716109,-0.0506960916084524,-0.143472987113139,-0.0375090120678169,-0.198126218537522,-0.362390698932565,-0.291055507103156,-0.0992993185132293,-0.28500550258355,0.172554662910573,-0.169836986657014,-0.367089484978439,-0.387941935484721,0.271274887792203,-0.0465103622011013,-0.269842393019299,-0.147546961609129,-0.0375496502174029,-0.207086930521221,0.145570931585513,0.0380525473185288,0.227258692021938,0.107833329926275,0.107813010851482,0.0750281836730303,0.0219293614703095,-0.218572287547945,0.0960076283967687,-0.186275118164524,0.0700042924304693,0.0201362031198302,0.300107654923423,-0.0801384309834615,0.171934931129388,-0.0295337752115774,0.192828019785256,-0.207645705078027,0.219832070185109,0.191136456808742,0.178868815402488,0.187606017563464,0.10672086058136,-0.132023188467303,0.0162197014534858,0.018556395054677,0.41331030036374,0.0520117517012971,0.164548947442144,-0.19648545324799,-0.113471873181324,0.0350199254056785,0.28494962512787,-0.156467035443242,0.132866430071211,-0.133084860125235,-0.260993435946962
progressive,0.472079398985499,0.44125079680867,-0.322667696109004,-0.126919214808383,-0.377753639340926,-0.009537716142405,-0.332205412251409,0.399795526646406,-0.372872131079065,-0.262437394170351,0.218541369877156,0.0981183160634036,-0.533586403084946,-0.147721950016621,0.443391150431178,0.343395331190136,-0.0075851128376607,0.316471935622796,0.633657322453094,0.331905011742987,-0.30475631579433,0.144117143915554,-0.211857458564762,0.0274490964570792,-0.0393149165397564,-0.416542854990944,-0.349178040977264,-0.111899189387272,0.568620612379686,0.304343265095249,0.497200391502306,0.165332929822873,-0.459425027568214,0.337011820386164,0.15448096145612,-0.0117531698920189,-0.464757136592708,-0.0545226922786307,0.347600938308047,0.334683716445892,0.148548051414782,-0.310726775899221,0.316434385559243,0.107693582269361,-0.304568565476566,-0.153204259295326,-0.376326736925921,-0.565616607295464,0.0836615415955848,-0.242986461250013,-0.429272326535335,0.071908371703566,0.371745629172482,-0.171190739737106,0.387591755991753,-0.362358113284288,0.358978607564538,-0.169500986877231,-0.322442395727687,-0.320114291787415
stable,0.0477095577784982,-0.04774819682104,0.131030359792959,0.193450659712514,0.131205308791135,-0.154423080131813,-0.153510769405131,0.0581549789456338,-0.0413920743229125,0.132316181264212,-0.0583041685821147,0.0067242667090119,-0.0638649707879233,0.151893296152062,0.119436500416942,0.110299440162542,-0.113096477519874,0.0433562256521211,-0.0760963743658803,0.186673800973376,-0.176827284965638,0.0911720407976093,0.0167875906776786,-0.0377288784286016,-0.002091874830944,0.0410121237379181,-0.183537598687066,-0.0545980404183129,0.0104668873018811,0.085770087988917,-0.0832113247272595,0.0605173270743705,0.119558857384991,-0.0614532505492721,0.0742449202440853,-0.098683041345042,-0.0829666107911613,0.248352445937475,0.154863135894094,0.118839741871019,0.0686004001127694,0.139947392166219,0.078017593425598,0.0833508546031049,-0.0137887716537393,-0.173153356003955,-0.0821777303392661,-0.0214521817578647,-0.0579081183960612,-0.178966385293022,-0.139390345969575,0.155511413163407,-0.114751516508748,0.147516351277464,0.0907470113296494,-0.153749043500806,0.214132207233017,0.0421616352535369,-0.105084242726135,0.050147037378844
stable,-0.0453595850333661,0.14648067478564,-0.0709855860158961,-0.112533138054677,0.0161981338918198,-0.215818789128797,-0.142656616450377,0.0427140100844423,-0.007503812582402,0.0589963213610006,-0.261935970624809,0.246820117393913,0.0137810404157576,-0.0734026794919583,-0.146300294675486,0.0436880626792734,-0.0241468840792681,0.0867989090060542,0.0427981874691808,0.0394190667389645,-0.0402728659270263,-0.0360399460087482,0.232016923020617,0.141189524887792,-0.328099395029258,-0.0952767741832873,-0.0363165288443175,-0.0517089649107832,0.156750315723735,-0.0756153421765128,-0.0057601381842477,0.308197456208945,-0.0753387593409434,-0.169966165127677,0.172671866779985,-0.115804030718801,-0.0476083237399513,-0.0661513990637717,-0.0698191279702343,-0.0670172235925104,-0.0236418197708372,-0.130318616915851,0.105366035011229,-0.301162631912943,0.0194930772372976,-0.348410195432587,-0.0890356223719625,0.108204015410983,0.190842156542821,-0.0740400225478354,-0.099738175574427,0.182713026245219,0.0340437394563784,0.136655971452591,0.0753748353629742,-0.236490349752433,0.0383367860780411,-0.143486364957085,0.022030424120129,-0.0704925470481421
stable,0.222029875594148,-0.0848397305932912,0.0493106498667228,-0.121580807471192,0.0750948905700756,-0.0715761920662064,-0.120906390257951,-0.0816631277772982,-0.143181706619945,-0.0421852853963877,-0.0986115255709349,0.162104485240753,-0.137532240688733,0.131237680031811,0.217211213476349,-0.113135931061906,-0.134052638834907,-0.0340922788374885,-0.0990806853714508,0.135352602448836,0.0724851891797059,-0.0164010446930349,-0.0265270770541696,0.0233309259131551,0.0617336104178833,0.106166953191743,0.109490168445397,0.0757986302708495,-0.201181586958723,-0.0908703888624226,0.0389989084178839,-0.0448145351117788,-0.161957872803092,-0.0540999894969893,0.078955684761821,0.03620349793981,0.004496114754944,0.0617238362553726,0.242819519254508,0.0897365860111759,0.131785033132413,0.135284183311261,0.0719964810541686,-0.0358711764144446,0.140396070304382,-0.140816359292344,0.0748603106698177,0.217308955101457,-0.059808100403266,0.109607458395526,-0.0848397305932912,-0.0131364744144451,-0.0253835000404121,0.0437686997231288,-0.146504921873599,-0.336583060220112,-0.182708419813409,0.107730819193463,-0.209215948542557,-0.0355681773766114
stable,-0.0148998856884588,0.0034400797923274,0.0511874893399681,0.160256619561096,-0.0066823924120071,-0.0540567168609771,-0.15827680981113,0.0113550427452152,-0.0620219233658348,-0.136733016133449,-0.144519697677052,0.191758257634529,-0.0462123086831961,-0.0223038610276945,0.0767229728699018,-0.0857475700131052,-0.12051076291761,0.0958625591352316,0.0916891372864913,0.153142346404496,-0.086883929497022,-0.070405113462613,0.0243723987524159,-0.22764177484679,-0.132528592944132,0.0439983853612849,0.0370594301307076,0.302554910834028,0.0643416788504062,-0.181387774705576,0.233594032237616,0.0858384360113488,-0.0238229267159783,0.0245872701129684,-0.0343174150072396,-0.0098349080451873,-0.0412189548267754,-0.125613155971923,-0.129178310138304,-0.158166701601494,-0.107849387821176,-0.041919157519123,-0.0128302789519933,0.0174740659681122,0.180465217570468,-0.0228864724281974,0.045930089582769,0.0371096736826776,0.113047991932452,-0.173122175900643,0.0961308810829862,-0.0427968161609816,-0.0267883652939511,0.0173233353122023,-0.0200236589776527,0.1404649361319,0.167906467601461,0.0075579130303776,-0.0074274935976045,0.12970105688114
stable,0.0165937077149849,-0.0507682842271494,-0.131480454614201,0.0274054719485445,0.0007521227292911,-0.180462447359284,0.106143320171207,0.121091759415867,0.0070981582576847,0.0192261372675038,0.111737232970309,0.178817178888959,-0.0515204069564405,0.023644858302089,0.0477127856394043,-0.15855687286868,-0.0960366709963575,0.209842241472217,0.161377333103522,-0.0310250625832579,-4.70076705806939e-05,-0.270106075156667,0.253183313747617,0.0021153451761312,-0.11925846026322,0.154185159504676,-0.111549202287987,-0.0121749866803997,0.0147604085623379,0.0422598958520438,0.0116579023040121,0.0009871610821945,-0.0202132983496984,-0.0478068009805656,0.123019073909676,-0.0205423520437632,0.0997502769722323,0.0607809180608372,-0.0545288978736049,-0.0487469543921795,-0.0643064933543892,-0.129647155461554,0.0116579023040121,0.0266533492192534,-0.0020213298349698,-0.0877163133035747,-0.0254311497841554,0.135006029907753,-0.010294679857172,-0.0575373887907693,0.0516144222976019,-0.165184954420558,-0.0135382091272398,-0.0184740145382127,-0.243640756619736,0.0764814800347889,0.0213884901142157,0.174445465524955,0.125040403744646,-0.127296771932519
stable,0.0785133303573694,-0.103892287054663,-0.14539020010442,0.0813404986042427,0.181922130668365,-0.0377775235306829,-0.0873881802453802,0.0412192935703547,0.228746592589042,-0.0183561068782494,0.052495187795565,0.379225695537834,0.210537990141064,0.0212570273402585,0.0638120554736286,0.0170859298397991,-0.121953385072369,-0.0066540887433654,-0.145988412516077,-0.104334800345478,0.0459230459579061,-0.0758336665407678,0.075899224065333,0.164541191968022,-0.155453280125175,0.0755960205142191,-0.0732933124638672,0.0845036491645124,0.215135211551197,0.0553633294952915,-0.0453740016896727,-0.111218340424822,-0.214561583211252,-0.0936407291507839,-0.0994179860030901,-0.015856726254202,0.0507579133945879,0.0131196996036059,-0.12727993394329,-0.188305794622899,0.211660662749243,0.0300007621791389,-0.0140211155663771,0.03508147033294,-0.110259561628056,-0.165434413240223,0.0095304251336625,-0.0651887634894973,-0.0554862498538512,0.0525279665578476,0.0886091891404066,0.0605833473887937,0.0084241419066251,-0.187846891950942,0.279332417481646,-0.186027670644259,0.126378517980519,0.0808078437171506,-0.0397688333393502,0.0819632950876118
