group,ASCL1,BATF,BHLHE40,CEBPA,CEBPD,E2F4,EHF,ESR2,ETV7,FOXK1,FOXO3,GLI2,HIF1A,HINFP,HOXC6,KLF1,MYB,MYC,NFYA,OTX2,PAX5,PGR,PPARG,RUNX3,RXRA,SMAD3,STAT5A,TEAD4,USF1,VDR,VEZF1,YY1,ZBTB7A,ZBTB7B,ZFX,ZNF263
progressive,0.0062393520164322,-0.0273249092261143,0.0414312703067437,-0.421168591844386,-0.0691754245300096,-0.407999366639743,0.125576207382107,0.0027620846871162,0.105822369575141,0.0382252791520552,-0.0189646707535035,-0.330488365107543,-0.067054538073831,-0.150089708980263,-0.216305757059791,0.418603798920635,0.0423437447123089,-0.0410120253095921,-0.180867224065273,-0.131051053815498,0.388368836184881,-0.0418505153038953,0.208192133291387,-0.135268165257434,-0.037855357095745,-0.148462051932498,0.270092424047296,0.122690815342887,-0.253371947102074,0.0406174417828612,0.121950971230266,0.154948018653137,0.154602758067248,-0.0625908119276878,-0.127697093838285,0.0799031641630057
progressive,0.317089062351397,-0.0910768752796633,0.270822128647461,-0.1635101982249,-0.483899793764689,0.388957429165288,0.232910598780804,-0.130683273540359,-0.405281687907872,0.139811775241586,-0.325890484187107,0.105349451229464,-0.0011001777294637,0.181083307363092,0.0122506276902453,0.0190301012664004,0.150308065471335,0.221849352419709,0.000832566930405,0.123844330897747,-0.304005867730747,0.11590521052567,-0.0440665782450085,-0.161071966500142,-0.101097412977752,0.129999379276098,-0.253516630308328,-0.252029903646891,0.119800434378636,-0.0904227155486308,-0.0961020113953222,0.0193869156651454,-0.334305357090844,-0.117689282519395,0.0417472846531659,-0.150278330938106
progressive,0.0010893467760768,0.482988526982496,0.456618656786276,0.265704635673219,-0.280245255635831,-0.197810018105225,0.439280287174093,0.0436026643499291,0.0319701683798401,-0.0319365761885074,-0.281771300899233,-0.449593089913252,0.184459521492689,0.420651017637836,0.404939469863055,0.135942799439224,-0.405059441974957,0.14857826226482,-0.401009183477121,0.489279864530675,-0.42343437063398,-0.354320836409054,-0.340903155413852,0.117587066318106,-0.411811472432843,-0.185126566434868,-0.185390505081054,-0.173983556681342,0.476893943697837,-0.498565705991947,-0.222989764951371,0.0840140705232454,0.176378200034921,0.429783294795872,0.430603904041287,-0.441113461043966
progressive,0.504131280572206,-0.0127383302142847,-0.0633631554498516,-0.0428139293448594,-0.0433614220474791,-0.0709185547460032,0.003394454756242,-0.0192352436187049,0.0632171573958197,-0.178409622027001,-0.0777439637719953,-0.296777544333377,0.0866498450679422,-0.119827902846695,0.0009124878376994,-0.395764224967017,0.024345175509822,-0.0981836913364636,0.0456243918849738,0.0560997522617638,0.0890953124729768,0.158115892516565,-0.0317545767519417,-0.0813939151227932,-0.305099433413197,0.27162937952638,0.440658626581831,0.140231130897655,-0.0273016361039683,-0.109754037118493,-0.0742035109617213,0.403903616479296,0.14340658857285,0.291740611469276,-0.152823463057908,-0.0514643140462504
stable,-0.0806109128707682,0.536012485007961,0.224498729258012,0.188792839549018,-0.224431296961375,-0.0195954344907774,0.115917095198249,0.41412812019719,0.152924721416231,0.422433042759787,0.261781948340509,0.0420699348640459,-0.478489804137822,0.163928890403621,-0.0681290970353381,-0.14511137052332,0.113843307756753,0.374430043071368,0.267778536342874,0.228807555285135,-0.0657601711360989,0.257563032042236,-0.436629007121317,-0.0091942470544727,-0.240943414120428,-0.0271537153920627,0.0095011128681531,-0.0493985550449017,-0.205790664699788,0.163046406869374,0.447452379371347,-0.0141725096496561,-0.0572031104208604,0.0631996984232249,0.0025506999162599,-0.139831128512763
stable,0.429521861231796,0.260912291536776,0.0019353608470041,-0.114361171977489,-0.0713285401323561,-0.292927357114326,0.22134232337574,-0.222076827793579,0.157044039814128,0.192591721877475,-0.412931388428864,-0.0884902941491635,0.197161971588472,-0.153336541324084,-0.0670147840275879,-0.184512173281247,-0.233245958464844,0.464439968079852,-0.116028380417981,-0.0117404118851394,-0.144429217907752,-0.0727625725671844,-0.143787983892178,-0.487431122238238,-0.0471948235462206,-0.48204475650742,0.0358391520704254,-0.423972272297013,0.028097708682409,0.174567216639714,0.128666519924923,-0.456162219878811,-0.153371517724934,0.103798298920949,0.266823303280337,0.0755140494340095
stable,0.164423743514731,-0.1133955275835,-0.0989440077649101,0.12164962144573,-0.0726735030472463,0.137815031185879,-0.0727374882709846,0.0697119012627915,-0.0652694985861094,-0.0001873852980905,-0.0189350558533892,-0.0207677754761768,0.0787932326604947,0.0346708505198673,-0.0818233900418119,0.119364434883651,0.082115893921758,-0.0269423495669151,-0.065836224853505,-0.0223445542040115,0.348724039746427,-0.171329577305334,0.173623904613662,-0.0361790736508397,-0.0449998937804658,-0.0856167997348636,0.14286072311495,-0.0527695280915355,0.0321525749284559,-0.034026427909361,-0.18403978496362,-0.0509505195881204,-0.485401048024391,0.0632905270233487,0.158651362258918,-0.256384221145926
stable,-0.0776798972144875,0.0417265350760281,-0.149754557370273,-0.208930334183401,-0.23422529883618,0.0616173834831192,-0.0807530232373424,-0.131046299343705,-0.240923627513614,0.257078656818969,-0.0100138052799703,0.329587737930864,0.0582868228196062,-0.158465099781912,-0.0770574282982089,0.201127852242521,-0.197850588594457,-0.0809812953601134,-0.0430438764012702,-0.133227454560842,-0.0775039165031002,0.0975797960581642,-0.0111360594165888,0.0964635755459361,0.0622478972319183,-0.0090192628596157,-0.0165663213679685,-0.0603030589700722,-0.297059463238035,0.0500086901559473,0.0709322939378656,-0.0203393478201124,0.0149291979500341,-0.130017566385138,0.200209735731112,0.268796960989233
stable,-0.0232534425315787,0.189563635115146,-0.0725209630575781,-0.0091504209161614,-0.110699414168229,-0.0993518582863228,0.0461243250926513,-0.029446778270314,-0.0042598569688796,0.0443407684733994,-0.0683024639233477,-0.0103704770383163,0.25074738174948,0.112513989163468,0.202115737931214,0.0148578020977673,0.0389849288863128,-0.0327967628769087,-0.0299275630981123,-0.0252696369707329,0.104149367105644,0.108000815457361,-0.103167118532722,-0.0272134551992509,0.166315362312899,0.0716938063645917,-0.0099568986918231,-0.0322022440038248,-0.0558692648818967,-0.0991760874890632,-0.0885109358788704,0.116546378041776,0.0097914673532259,0.222706769857243,-0.157071886268776,-0.202668898969649
stable,-0.13596316874596,0.0494545169120842,0.0451103404116321,-0.189989729284578,-0.0112389947025233,-0.230432468887772,0.0786656123652089,-0.102371144030113,0.112948589011755,0.130700173188729,-0.175604698131643,-0.0035282651780321,0.0915584813699348,-0.198589875656031,0.177045406412673,0.0603406850968043,-0.0846563126154094,0.139631094420623,-0.090338289662532,0.149583742443655,-0.0719839601843105,0.137558238628529,-0.38713889665958,-0.0694480195875999,-0.169827163902615,-0.0448824732855509,-0.135426578416801,0.0087618585254465,0.0854722239378293,-0.208961505168955,0.213893725865746,0.0229190225523006,-0.0679485068869362,0.209586302127565,0.0951014476528754,0.107288663621995
