group,ASCL1,ATF2,ATF3,BARX2,CEBPD,CTCFL,E2F2,E2F7,E2F8,ESR2,ETV1,FOSL1,FOXA1,FOXA2,FOXG1,FOXP2,GATA4,GLI2,GLIS1,HEY1,HINFP,HOXB13,IRF3,KLF3,KLF4,MXI1,MYOD1,NFYB,NR2F2,RBPJ,RXRG,SOX17,SP2,SPDEF,SRF,TCF3,TCF7L2,TFAP2A,TFAP2C,THAP1,TP63,XBP1,ZBTB7A,ZKSCAN1,ZNF384
progressive,-0.0783287261264808,-0.208690106036981,0.242916353757465,-0.103432839593104,-0.375467045888892,0.302052109413824,-0.0476297036508228,-0.0996866831261858,-0.019922741210431,-0.0116763318449412,0.0080761295260843,0.284805194251192,-0.211925422985683,-0.0437862444185296,0.523537529097553,0.400911719034326,-0.444162798243296,0.138534812201959,-0.0516191170311777,-0.230729182394308,0.35440099718531,-0.186651029679654,-0.460996176653086,0.0637819627029915,-0.0025785232824245,0.0563869525345287,0.460266405912777,-0.016590121496354,0.020311952271929,0.181688588645554,-0.0048894639600691,-0.143497253236059,0.1303613799105,0.301370990056202,-0.0890806817003642,0.0504758095380272,0.112554973846965,0.279283262316188,0.503712090652496,0.0404779503957963,-0.130215425762438,-0.158749461708514,-0.0375102160518737,0.425723924204826,-0.199470669017746
progressive,0.0578741777155505,0.412891602586355,-0.284707473431252,-0.351639438258275,0.169108586434333,-0.185370752073414,-0.234276823738001,0.177209775567037,0.4232348182318,0.299146124173303,-0.153504081905657,0.152906208168926,0.188210652322885,-0.178226160919479,0.0523139519639532,-0.0662145163429465,-0.183397768742202,-0.23194511616475,0.150335351100983,0.119634534719852,-0.095659797876943,-0.287188649438685,-0.0307307100679679,0.0686359049767066,0.158615902354706,0.053180868882213,-0.279804908790058,0.506339267637394,-0.221691581579815,-0.0082207638800497,-0.0902789342463649,0.0319264575414297,-0.248625793419542,0.054167360547819,-0.0687853734108893,0.26551572648219,-0.179362121019268,0.0102535345849348,-0.311761260018325,0.290118230748666,-0.110845790789908,-0.0663938784639658,0.262346995677516,-0.0699512271975146,0.144117464238982
progressive,0.238108556726317,0.0200513478228279,0.0676193587626355,-0.140071754016283,0.237528400560233,0.0239158591440138,-0.214293385842532,-0.160099128443818,0.0380553676876578,-0.0155875016193241,0.177671627193379,-0.105420608460191,0.0543189190542365,-0.0448254545183209,-0.239594907234465,-0.165464374310328,-0.0308489650626673,0.0602643210868302,0.145168497855514,-0.0666076814812829,0.041402053670521,0.083801400585219,0.0280296937762439,0.445823642900528,0.0489249051133754,-0.111059151033037,0.0398341936183774,0.273800147638113,-0.135555166343135,-0.0217966110001376,0.105310330841844,-0.450431329475788,-0.0631986646706586,-0.0038884847164785,0.109328271892903,0.13761208365925,-0.0598136212553271,-0.308427319798912,-0.0183108793245767,-0.285767666568237,-0.0870953450984382,-0.0162299886131689,-0.0554169005586429,0.0513078606054714,0.342848320760194
progressive,0.13756697778575,0.308379914771969,0.0686016182189117,0.427978069970156,-0.0219336032799596,-0.0334642040092252,-0.197511551924014,0.102720556654404,-0.108576792356019,-0.0512511559228243,0.441400125708639,-0.212206702380239,-0.0785317570173014,0.0084387992718915,0.270223447374494,0.0762038123905727,0.290301969780029,-0.329076797468979,-0.100792727510395,0.0529607402580782,0.268040999286935,-0.158518479426308,-0.0394659362500102,0.248944578520802,-0.118652427693579,-0.278298505298459,-0.107376445907862,0.181543306750047,-0.293975757394085,0.437762712229376,-0.0624907635737488,3.63741347926361e-05,-0.120689379241967,-0.446492504579608,-0.119780025872151,-0.0513602783272022,0.0969370692223752,0.0007274826958527,-0.357048507124516,0.0704203249585435,-0.26989608016136,0.0918446903514062,-0.114178409114085,0.297795041547312,0.0293175526428647
stable,0.149294787708305,-0.076259052217225,0.151263830823821,-0.0860778311144867,-0.0109917841943219,-0.0304119737284553,-0.111531458578908,0.340611168349775,-0.117249614617999,0.132666115788461,0.115428421085001,-0.0065611924003341,-0.151641777438733,-0.0231898643201782,-0.0268704377021892,-0.0361604829930966,-0.14799743210012,-0.204307561176858,-0.0912163384592045,0.030808523933221,-0.0651997076176467,0.313638900471547,0.027220968500476,0.181015866680641,0.0328382734998368,0.0087103965965337,-0.219651606260522,-0.302909524807786,0.168164702637306,-0.163882939562144,-0.0772381885252886,-0.192557925480095,0.355594891272072,0.103868737832002,-0.155857938381255,0.313497904843186,0.0080857076319891,-0.0134278753287841,0.0707367234397463,0.112512553159588,-0.163133900286476,-0.129907888808646,-0.0530065231733308,0.131732019750568,-0.111647975799568
stable,0.239079029161038,0.0398754336425603,-0.0042236022285358,-0.0908942342606822,-0.0359526907508516,-0.0153438261781877,0.181938898189778,0.0354319726678815,0.0789061468394134,-0.108830079340766,0.13698357036002,-0.16172346505758,0.123676330461893,0.168191940799366,-0.219754602526367,0.0658419087133395,0.002800306135084,-0.0307686529470597,0.017796986924625,-0.153229974548689,-0.14396119267182,0.11969573000541,0.359665765663975,0.0461009076122925,-9.25721036391417e-05,-0.110484805693316,0.0633887479669022,0.0254689000137188,-0.0580427089817418,0.147918650102393,-0.0030317363941818,0.0134460980535853,-0.271004833403587,0.154444983408953,0.185896355620351,0.0551961167948382,0.0702506551491536,0.160300168964129,0.0164431199089025,0.0405928674457636,-0.212175261540913,-0.0716045221648761,-0.113690114781821,-0.0953724097742257,-0.0078223427575074
stable,0.0018780405225875,0.0406269058061453,-0.0829536439101071,0.0309305506019343,-0.0776165360502963,-0.203641737055075,-0.125901826079937,-0.0080879117396105,-0.0265895810241772,0.11347294476257,0.0084488976308134,-0.0438483621770071,-0.327450758854367,0.0841416987419143,0.184939012337433,-0.171002215272003,0.0048573164854271,-0.218250242044643,-0.064438266300558,0.0784847299658477,0.157266473639647,0.118074372514992,0.258415634243048,-0.105357616372994,-0.0876738771457103,0.0638259611180112,0.0943041369955266,-0.113669430753984,0.0536863700727029,-0.160245749602487,-0.0042313029778979,-0.0632182253771252,0.0635517946183634,0.0771550224425558,0.310425019226238,0.190454328422015,0.0746966628290471,-0.0821311444111636,0.183065541256507,-0.202302890648462,-0.107550948370177,0.145481883596452,-0.191011800304632,-0.0018917488475699,0.0319952305088999
stable,0.119266763507957,0.256685404695519,-0.225465587291587,-0.0833443034953946,-0.0856219883967865,-0.0041135513852418,0.160105714312984,-0.148213939599739,0.0659651036875645,0.0350902677877408,0.0665582297823468,-0.169881198980561,-0.0056700030251211,-0.056576966673723,-0.0505952698334867,0.120861546426071,0.0429814675147507,0.0820652492637893,-0.0969902385467804,0.115141107508536,-0.0802011386801878,-0.0450614437178818,0.0311401286939186,0.0471151932569579,0.126541636629675,-0.157423533554437,0.138196362648577,-0.0578923347478661,0.14352138416959,-0.108813420446344,0.0150530964497213,-0.105281899259553,-0.130022721924052,0.0103877764014763,-0.254705291559367,0.261593825745197,0.0557145129134529,0.144881135829057,-0.175793294289267,-0.107262012395706,-0.104723069571612,0.0962246216999441,0.0189467473440404,0.155107517374811,0.307411807849281
stable,0.0989763242152002,0.433183378280163,0.0247375766426088,-0.235516923942178,-0.260956976993443,0.272394333632159,-0.117209489666547,-0.0368826132189337,0.10706781173713,-0.0174214149346769,0.0448752336907569,-0.175317297484808,0.142019915714498,-0.288811467478905,0.0960103127119846,0.391830933690594,-0.189913196198,-0.0704141537921291,0.113858417020808,-0.0826424468317023,0.352206060713424,-0.177372691421246,0.10675559999995,-0.10749970464023,-0.170306299103059,-0.272227820705663,-0.105272594248342,-0.100157525287533,0.261669860460006,-0.210930249639207,-0.449850281516654,0.11130348430488,-0.364247026710689,0.0252006907194267,-0.244045507896161,-0.0796764353284867,0.357779040222097,-0.270859292591021,-0.0071392417235295,-0.0497509403197271,0.231531020764173,-0.164920646636694,0.289982261493332,-0.151011613745299,0.421652358120293
stable,0.172499965751767,0.0268210491290948,-0.176196073579969,0.195385966748615,-0.0540527769057676,0.19251868310007,-0.271518321125076,-0.0760950199539547,0.18072847247233,-0.412941113581941,0.0219302397806658,-0.0687102711820519,0.103685158186696,-0.211424834657661,-0.0174053077728062,-0.215292680829396,-0.199343415534366,-0.214165181269682,-0.0851374170851723,0.141773736028431,-0.0085869171766311,0.135516486816242,-0.178891618884982,0.133000146739264,0.23136888316095,0.310719464757523,-0.0959195983052205,0.144543950178457,0.152809791321527,-0.0561136370281591,-0.0417846856699372,-0.372776741848811,-0.20905036538621,0.299429535391378,0.212283526375324,0.271645258161601,0.459780880059338,0.040530249073699,-0.19546810247813,-0.276409130473506,0.0924325632430581,0.123315597540925,-0.0318163948605437,-0.128930694685991,0.146866151258398
