group,ARNTL,ATF2,CTCF,E2F2,EBF1,EGR2,ESR2,ETV5,FOXP1,FOXP2,FOXP3,GTF2B,GTF2I,HSF2,JUNB,JUND,KLF1,MYC,PGR,RBPJ,RELA,REST,SOX17,SPDEF,STAT1,STAT5A,TCF21,TFAP2C,USF2,ZBTB33,ZEB1,ZNF143,ZNF76
progressive,-0.0004819722852313,0.0852849958716885,0.077284255936848,-0.193776957277267,-0.140326230845109,0.157725430341961,0.0092056706479189,-0.0260747006310164,0.186523274384535,0.0456909726399326,0.219948052365329,0.113721360700339,-0.017953467624868,-0.0579812659133322,0.0370636687342913,0.19228284319305,-0.121914889549272,0.0388951634181705,-0.0010121417989858,-0.0193993844805621,0.191102011094233,-0.212790763929644,-0.277519641836215,-0.215441611498416,0.284460042743547,0.26284358575092,-0.178040562164463,-0.131988110310607,0.107552115449377,0.306004203893388,-0.143772332684514,0.118131407110205,-0.0212067805501797
progressive,0.0397803367734644,0.0530306773936603,-0.005218054492024,-0.0924885501254827,-0.162815026116301,-0.0405132095953779,-0.0419496403263283,-0.0494542580227225,-0.262749564112425,-0.231294662595898,0.0228070022179479,0.166655279703128,-0.0432981263186491,0.0383732209553905,-0.06387719515798,0.175215234263078,-0.0625873389914123,0.126200699933503,0.0235691899527379,-0.135933251008515,-0.0702092163393126,0.135346952750984,-0.195471839060767,-0.0101429598552827,0.117787319937936,-0.111338039105098,0.0615906319536099,-0.0671018355743994,0.180257399277843,0.121862092827775,0.111543243495234,0.118109783979578,-0.259730128086142
progressive,-0.0986226904012618,0.171719788385957,0.215768714533761,-0.103403674377698,0.292464658881577,0.218862292400867,0.203832937986407,-0.0076266942794595,-0.197521848470154,0.384495025415031,-0.0436294579624335,0.399981981486258,-0.0453073307039146,-0.152915220303165,-0.144573523435006,0.343472943559387,-0.056351737357357,0.303551965690341,-0.120068001378317,0.174322397808823,0.221655569180719,-0.094513808858203,-0.237347492660707,-0.175671369359502,0.0783738170892966,0.127913963118311,-0.0631204285303774,-0.153954357398741,0.166552703011623,0.167553706635802,-0.233419745106785,-0.224034144459125,0.0464465681619089
progressive,0.0195345729054501,0.473596041086661,0.378884054522898,-0.0168264528168942,0.135658762302728,-0.196356760554229,-0.0067522460874661,-0.456841804805462,0.327321448036794,-0.0749246557833808,-0.000613840553406,0.290418798296738,-0.280705674245784,0.568488568989661,0.151979699369759,0.374045546631345,-0.254960479270579,0.0951452857779317,-0.0002166496070844,0.408528942425624,0.332340497267584,0.317680540521534,0.0543068348425083,-0.024950813082562,0.428966222027259,0.189460081395373,-0.297243260919899,-0.164834242723438,0.183032809718534,-0.0196790059768398,0.120746047681747,-0.0390691458109002,-0.295257306188291
stable,0.302741197795142,0.169957804140975,0.201388806316864,-0.405712510682075,0.475434187987092,0.0808409080766145,0.472275458134926,-0.140740035404569,0.420448747628313,-0.242282490957641,0.432112121233332,0.325801662342018,0.0711543938079077,-0.0282761314927548,-0.136603006202954,0.121321661631037,-0.24817254769175,0.549929657383897,0.289805263202033,-0.255302362477183,0.320006155249177,0.253479869902125,-0.194901543175152,0.398414822043779,0.309569032603871,0.0415121164780524,-0.154477712363943,-0.0274136072142464,-0.38408958659938,-0.203340581054473,0.189632812655092,-0.0290045496474235,0.18050684268819
stable,0.224365717694257,0.457378757841447,0.406582821754886,-0.142561820623128,-0.229148378343192,0.576219941644143,0.254682346215353,0.0263159668882187,0.124099843852711,0.063183253833686,0.265709665673681,0.397198833562187,-0.461458752707838,0.256507010586155,0.0804778987395524,0.331510916213301,-0.320970929475125,0.175961111932163,-0.025443301319574,-0.259147673930236,0.226575714913552,0.214789063077313,-0.188484429508167,0.0303959617546091,0.171824450470406,0.0510566024252476,-0.470298741585017,-0.267160330515064,0.189572428139205,0.585059930521323,-0.265029666529282,0.389684843016585,-0.323781592605305
stable,-0.376050887235725,0.159263143476469,0.233464418215697,-0.359311043557857,0.180352639258236,0.104310432923167,-0.0067139858201259,-0.225419366658383,0.0496149113428126,0.0308897492772731,0.0582329979802055,0.567061076565962,0.081659754954731,-0.0263235169856283,0.0795706585604311,0.490310472533473,0.0584450660807068,0.21556496811594,-0.0965676912112473,-0.173318295243736,0.0005008416841626,-0.0370487483663,-0.0878909474396732,0.0458382943189917,0.215420581324109,0.0098047655827511,-0.43738820124029,0.0166044810605266,-0.369688844220686,0.330424661017234,0.27009354246824,-0.312511674655742,-0.268036030684653
stable,-0.241995905455676,0.235231887011601,-0.228381226988516,-0.0825176390249751,0.263319692694272,-0.0995810506888128,0.215382002496391,-0.327031129673028,0.0850133148525447,0.210700369589206,0.0307916204759073,0.156589217916823,-0.280744608877426,0.208337145830698,-0.0223843996713014,0.22447936829242,-0.219851512917034,0.195653615367838,-0.297599881575596,-0.0429513179438341,-0.0827327491521719,0.0722381634095828,-0.34275408656276,0.0497073693461614,0.129123837370717,-0.234684152891424,-0.0741303358247393,-0.210448411893925,0.394881444839885,0.0570977964476753,0.241950094965625,0.343643407597884,-0.0165256363458458
stable,0.0823508967188399,-0.0302170386157965,0.180418692553966,-0.226761582688368,-0.1178237310237,0.106494234840935,0.157037722490515,-0.111558176316565,0.105928769790815,0.0403297751817849,0.219450927397529,0.228922466987042,-0.0881873038432945,0.158890630288677,0.0248249254592935,0.255191347842178,-0.398264103112761,0.066755168684722,0.10938214563262,0.22749365797647,0.103707299951057,0.30182201929673,0.18131737808005,-0.083956413557574,-0.0468174768728958,0.156694404424371,-0.175183092045264,-0.245149294407455,0.199356722937902,0.0507757322237369,0.278102779962225,-0.146617009424015,-0.1255736314874
stable,0.262107099466992,0.111280227274536,0.237526401580716,-0.292930859559783,-0.0264441903219022,-0.400730634036262,-0.208471871660272,-0.281155327593024,-0.231928673330508,-0.398185552927683,0.330621262985406,0.25340596747185,0.0253637997658387,0.144047240179575,-0.248874127891047,0.299065157616358,-0.216955475355535,-0.118364398907247,-0.230565495984603,0.17198512482731,-0.230376971458041,0.218282397984794,-0.298260302906807,0.0017619792290162,-0.0763161785407241,-0.130865025206935,-0.223459571521904,0.158280841934961,0.268103629600311,0.28971144072158,0.154706126873624,0.237475644977411,0.0636777843177804
