group,AHR,ASCL1,ATF3,CDX2,CEBPD,DUX4,E2F2,E2F7,EBF1,ESR1,FOSL2,FOXA1,FOXD2,FOXP1,GATA3,GLIS1,HEY1,HINFP,HNF4G,IRF2,IRF3,KLF4,KMT2A,MAF,MYBL2,NFATC1,NFYB,NR2F2,NR3C1,RBPJ,RFX2,RUNX1,SPDEF,SPI1,SREBF1,SRF,STAT1,TBP,TCF12,TCF3,TFAP2A,TFDP1,USF1,ZBTB7A,ZNF76
progressive,-0.0293432201531823,0.0843526262328825,0.137511339589229,0.0414701277351614,-0.194127926191842,-0.234112629504311,0.0810652115269244,-0.120100217257672,-0.0530613084761695,0.124994812486543,0.200629701943626,0.031632234837331,-0.053694440197317,-0.0122730149022439,0.205159028871835,-0.0558129963411567,-0.094385328891066,0.0815765871478512,0.0324358250987874,0.42169007750428,-0.225760161029173,-0.248431146890262,-0.17574275505852,0.0190183028544692,0.287393098960878,0.175547945298167,0.016997151590806,-0.192228531028399,-0.16843738904528,0.212342638784854,-0.0125652295427735,-0.0580046061451288,0.196343887215858,-0.0969909094357884,-0.148104120308427,-0.11454813908761,-0.0994503826602461,0.0689139527249012,0.149346032530678,0.0417866935957351,0.110384080460063,-0.170361135428766,-0.0321192592382136,-0.148907710569884,-0.0613163720711311
progressive,-0.0131137320762712,-0.0145675168539574,-0.160124009085149,-0.137100805258935,-0.131077982608521,0.128437434747009,-0.264232800613737,-0.120604798393761,-0.241832647406531,-0.117133516373572,-0.0616226731276365,-0.0310931927962268,-0.0011274249296341,-0.134905293553858,-0.40263904526488,-0.412518847937727,0.330246497151527,0.0243583122955174,-0.0061414989587967,0.0033822747889025,-0.0743507072016645,-0.0464321056546708,-0.1142259468182,0.0633434795991834,-0.196320283141825,-0.128496772901201,0.200444284858119,-0.213142649855051,0.0574986714113431,-0.0672597977758074,0.408187162681764,-0.339651594590844,-0.137160143413126,-0.218512752809361,-0.0787713996889143,-0.252127817158717,0.082302019863295,0.0151905674729658,0.111051355568967,0.147484982242408,0.266428312318814,-0.318794233392612,-0.0197596053456938,-0.122622295636265,-0.215783197716563
progressive,-0.117309382374968,-0.167248296850464,-0.0286358280008357,-0.340492159846755,0.0592363866146756,-0.201155588805601,-0.181078648708589,0.260058888412175,0.237462072688657,-0.0426930652123047,0.195859988111583,0.0147958214468243,0.28741064186004,-0.0974931190669047,0.154282040274226,0.0472404269750807,0.0673463311597538,0.0927140446028407,0.0189473406782334,-0.155373020909457,-0.114398491565038,0.0693593352521929,-0.0406269602924871,-0.206774621811834,0.226190215240587,-0.187754870914448,0.202241742092888,0.100051613476959,0.0532649572085674,-0.0608294114360302,0.119708574302887,-0.224413751197379,0.0318653237750365,0.0233836734383089,-0.0232629897397214,0.0103305245990877,-0.413964395546809,0.178013282764467,-0.0007965124106773,0.0489058620155878,-0.136594637409246,0.004402541324471,0.230824469266346,0.225823336796881,-0.0444743566034558
progressive,0.549280861196341,-0.0017105884227556,-0.0296987266589063,0.0771948520141425,-0.0672224854644607,0.252730340587556,0.264959228035341,-0.163452183119054,0.100269597972165,0.0153225048080877,0.307978707092727,0.123307948431832,0.0277333697476552,0.0224924179843188,0.153625398562798,-0.300990771408278,0.0245305658922829,0.0354856108975903,-0.0167055337456348,-0.189802523929162,0.0020017524096076,-0.0715899452672411,-0.40795714107804,-0.176554562527395,0.190020896919301,-0.277406488473265,0.0744651896374048,0.191585903348631,0.0842191831969476,0.414835890267419,0.134335784433852,0.122252478979493,0.189729732932449,0.491193645819362,-0.256915822898554,-0.22521534383004,0.197918720062662,0.0824358037774789,0.155226800490485,-0.146346298891498,0.0442569260015074,-0.456727108875754,0.0708984307984675,-0.404281195744033,-0.441550186061092
stable,0.0274371273455267,0.323627519820284,0.350554097649987,-0.143682379316481,-0.234035898053266,0.149747118468863,-0.248165355903668,0.0332122278302785,-0.0790615380031683,0.325277969312781,-0.0420869529716711,-0.246786872210945,-0.0790919746089193,0.170519610980916,-0.0817487957431829,-0.0616076173439653,0.182994692034853,0.124705646543737,-0.130088998457694,-0.34315898427849,0.148024995678953,-0.210720476222018,0.201945897331806,-0.245579226240826,0.2014088385142,0.193458011631249,-0.18169573624748,0.159588942212344,0.243609683300939,0.113356719902587,-0.0212457326401808,0.0068659091618274,0.0703812144081853,-0.151445677434967,-0.1653512789592,0.0577166409377988,0.328412939705132,-0.153650858612926,-0.025897624190122,0.0763536619173225,-0.211597246832845,-0.0726158503659029,0.314684066859453,-0.0738902605034765,-0.111794634749367
stable,0.0130618375583108,-0.0020593508285024,-0.114421234235335,0.389899900400913,-0.285567171347905,0.137409605562495,0.161693748197477,-0.0835888187411826,0.0263434934634841,-0.0715797953704771,-0.202475836233832,-0.0713484076369375,0.0235321325009779,0.0847341880222037,0.0714293933436763,-0.169780749484686,-0.205136795169538,-0.137802964709512,-0.270978174748232,-0.132527324384809,0.257488269882873,0.0066176891792327,0.092774911762705,0.430728265983976,-0.226609576842013,0.0147509680131499,-0.137606285136004,0.0060160810720297,0.128813551261499,0.107537449162532,-0.0156649495606313,-0.0432232286251984,-0.30520042053874,0.216648334913133,-0.478440416639843,-0.312674244332069,-0.30999014662301,-0.26213916332702,0.0015387284280383,-0.0333892499497651,-0.0804072374050131,0.115763283089865,0.102551043504753,-0.239058236906444,-0.008202695153979
stable,0.25157044865943,-0.120707542379183,0.138585738170789,-0.0795008159152566,-0.0885679418116133,0.0546496665220652,0.0534608350883522,0.0638265307046107,-0.0035253424438179,0.199833419149961,0.151018171510272,-0.201470348585612,0.0638859722762964,0.0426653311845206,-0.137360327308347,-0.131461894425694,-0.081352649494694,0.0917549245396822,0.144301273909794,0.0177090159337315,0.13581484644452,0.0659389927137468,0.223728930967591,0.302484441022481,-0.0868898605186416,0.202320820303576,0.0825963500715014,-0.139408775317206,-0.0715539350237448,0.0934330058326539,0.0191904827972814,-0.105979749886917,0.0730536916016596,-0.0739864670342651,-0.182970302505602,0.0788743931982617,-0.0083812616076761,0.0335250464307046,0.280989454215233,0.0771094357620571,-0.115572705071262,-0.0837714642194407,-0.0505527705043468,-0.222224601961085,-0.0291355149831492
stable,-0.145996215499976,-0.309397689923962,0.201677310945253,-0.180546531887665,-0.0503358716477767,-0.0939498722369995,-0.025989890049353,-0.0135647660521458,0.122916951088281,0.142724535122789,-0.110531159869961,0.0254594018007709,-0.0199538212893461,-0.0452044568021769,-0.0896545310759519,-0.0195534337709296,0.0249369818145247,0.132733000752633,-0.252690916629241,0.211042546451589,0.0093138003339454,0.174973379679177,0.0138572405618203,0.118805162895374,0.148483257365002,-0.0524810208963205,-0.239634451104253,-0.0470228414261188,-0.216563254954894,0.195562576627471,0.0037719126420093,-0.171923576516226,-0.305684272183888,-0.117469865478791,-0.0888063549978958,-0.090344367505667,-0.0411824280277563,0.211737425545264,-0.0531900194490833,-0.0780856514191367,0.032924561527015,0.182779423489111,-0.0515037526208909,0.13631530922975,0.229154786862778
stable,0.198776611882184,0.0934327902144379,-0.179294267055916,0.329303168158697,0.0457989725201619,0.005406608392263,0.0463092244084689,-0.0696416516646891,0.151070637355218,-0.0466493923340069,0.0167558473624855,0.195374932626804,0.0715434996120152,0.13719590924085,0.0176474996521533,0.029295674072091,-0.0652503929895622,-0.0457577400443391,0.0535094454990233,0.105318051370357,-0.0799806949772532,-0.0835215338385352,0.118950538689266,0.0079475597148424,0.0138695740548904,-0.0010926606093038,0.0575605362486122,0.0208327084094637,-0.0499840688161749,-0.165331919930425,-0.111765779777145,-0.206440698325744,0.0456134263789593,0.0273835180058092,-0.14608150778066,0.0375370151771707,-0.0052004460131491,-0.314614098646829,-0.243256145176016,0.168079033632118,-0.105122197110198,0.0386193676675189,-0.113688243962383,0.0852842221799593,0.0644669759489292
stable,0.186802217425453,-0.0550546446669867,0.0170266059693407,-0.175521907967691,0.0512481807357498,-0.132867551569004,0.0301296260403294,0.0670523261733278,0.049725595163255,0.0622356852757241,-0.017531694452524,0.017158368182345,0.0683040671968691,0.061467072366532,-0.0640803562577851,0.0319376964076669,-0.0080008943785422,0.0160676698635867,0.0292292509181329,-0.0545715165526374,0.157580286630265,-0.136337289844785,-0.144740790985285,-0.0032354943415514,-0.0331894374312083,-0.1280509106714,-0.0499305586057062,-0.0624772493328987,0.2480423659807,0.0046482780698758,0.0707050675227263,0.0280873117387619,-0.0641608776101766,-0.119361924736057,-0.0095308000739817,-0.103374776224862,-0.173750438215077,0.135107509190078,0.212012720846953,-0.0908207653747246,0.0178464597391455,0.105453691141153,0.117048765885536,-0.0691312410896187,0.0754777876826619
