group,AHR,ASCL1,ATF3,CEBPD,DUX4,E2F2,E2F7,EBF1,ESR1,ETV5,FOS,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,GMEB1,GMEB2,GTF2I,HINFP,IRF3,KLF4,MAF,MAFF,MXI1,MYBL2,NANOG,NFYB,NR2F2,PBX1,RUNX1,RXRG,SPDEF,SPI1,TBP,TCF12,TCF3,TCF4,TFAP2A,THAP1,ZBTB7B,ZEB1
progressive,0.226277934842257,-0.073258425143204,0.0768872500588746,-0.297100907021923,0.065635457367332,-0.0345834320822306,-0.0868238981501071,-0.254724025456373,0.148562630775779,0.455113095296228,0.456817912370704,0.0707011995314897,-0.206161093363438,-0.15513835377733,0.309351235428516,0.124743900792384,-0.495833868846572,-0.0793957666113181,-0.225060208360488,0.375181529032931,0.0004383815334367,-0.373403648369549,0.109838928655535,-0.142814961781831,0.0235751846870417,0.152435000987804,-0.463174444605536,-0.262761020236046,0.195980899975852,0.0030199616747863,-0.310349771143567,0.481464696361702,0.286336204923088,0.184242016691602,-0.0614221237404124,0.154383363358634,0.0038723702120244,-0.132269450449714,-0.0562833179873485,0.119678158628226,-0.486457374936954,-0.274572967109203
progressive,-0.185897600524862,0.252106479736812,-0.0594121099817272,-0.044685776649578,0.194184889323116,-0.174539841416464,0.216810976365831,0.111729346819625,-0.16052895747697,-0.124309331973809,0.154447637639402,-0.335158230067516,0.256369365701382,-0.175225480417758,0.208911222655265,-0.0725584925717631,-0.210789277310985,-0.199491138985308,0.0019376754384406,-0.214873300927391,-0.15432839607396,0.0484418859610169,-0.294645908208425,0.179249883251443,-0.0787888643661339,-0.0790571578883796,0.271721717252104,-0.0030406599187838,-0.169650937233321,-0.339778840728413,-0.0493361977018357,-0.212339417661737,-0.109016601205808,-0.523858007380277,0.27819057217736,0.169621126841961,0.210014207135609,-0.156474744251925,0.145862244927542,0.0628403049881991,0.0777753110598726,0.486952742875822
progressive,-0.0653795279753508,0.0879629145469891,0.016911146255515,0.126867188864089,0.0466832096406498,-0.0399600212456508,0.0499608239688327,0.37029363748987,-0.0909430001953077,-0.297931783237058,0.144560547616667,0.12346480444435,0.1089434853271,0.152622615071055,-0.0852275702321073,0.0218059729242509,-0.161989969637107,-0.321849250018411,-0.0523842430548245,-0.106059376672286,-0.0103415210501234,-0.154652528483678,-0.123095293019357,0.15479169512426,-0.332037207878927,0.0724146415992398,0.0617611953202264,0.2064561107278,-0.0947532868374414,0.111189346975108,-0.218851539438922,0.274297448586544,-0.182903356521765,0.0138446813130422,0.281025435831218,-0.114083053329273,0.28728313580772,0.0644821430860825,-0.151485287698025,-0.166342526292541,0.215276396430875,0.0354347060019077
progressive,0.208866387519841,-0.188868928002303,0.0891719746544309,0.0469268877607567,0.0559275591951477,0.0967935109496814,0.136461792714961,-0.103362549375588,0.0348776018082654,0.153047707414626,-0.230206689146543,-0.0554920428354191,0.0367648393670893,-0.0005443954496607,-0.0830021595582757,0.0745821766035228,0.114141579278871,0.0960676503501337,0.111782532330341,-0.0070045547856349,-0.019126426798081,-0.0929827428020561,-0.0744370044836132,-7.25860599547667e-05,0.235069955163512,-0.0180013428687821,0.197688134286807,-0.0833650898580495,-0.0181465149886917,-0.172028962092797,0.18973996072176,0.0065690384259063,0.136643257864848,0.214274048986471,0.164734063067343,-0.0295788194315674,-0.10971382962163,-0.0672872775780687,-0.117045021677061,-0.20374907029303,0.1595078667506,0.0432975847630183
stable,0.315207285830214,0.236287364431164,0.377304526673872,-0.313294358382764,0.265566429762504,-0.338628010853739,0.326242583244287,0.245519572203459,0.452384984954311,-0.0538963420255015,-0.195517126191414,0.059397952468878,-0.408879493748543,0.136615873888007,0.394392567591638,-0.118647186492909,0.355931839318932,-0.355588717678205,0.100973019939567,0.223352747793353,-0.0005521050762964,-0.21723390720306,-0.431536214212265,0.242419813245168,-0.344034363731135,0.220779821495894,-0.283084101743163,-0.240196812700291,-0.0264106461761452,-0.461936013967848,-0.0687672144942677,-0.15568585538776,0.260102727942324,-0.0230873235425933,-0.241893952600315,-0.194697716720784,-0.0329007968705666,-0.342430537365133,-0.203902708045656,-0.174367030495755,0.156026060980548,0.147372202715994
stable,-0.235387009523628,0.0209057058541155,-0.211201527545389,-0.202394296554736,0.23702689758569,0.192291209962594,-0.0241396109834959,0.204424088072113,0.185983948185433,-0.208002025662066,0.168667647669956,-0.244022224283995,0.0434283642729212,-0.081088450956912,-0.006960923452248,-0.173323553636369,-0.0490360933802511,-0.132269013341398,-0.0497356260500817,-0.136018967161637,0.244951111927541,-0.192486161690251,0.539500236920934,-0.0436462514979504,-0.307805842474116,-0.196327857499976,-0.0940240714744338,-0.234698944602484,0.0435315740110929,0.206924057285606,-0.0495980130658527,-0.064093247404636,-0.167130969346066,0.0220524807226901,-0.273540209401106,0.172761633950768,-0.106443643301097,-0.2407195126625,-0.114906841831178,0.0636574729545776,-0.0468916243760166,0.0150456862756991
stable,0.0179266734448204,0.04809183667398,0.0010947586836531,-0.186724777980591,-0.147436625720989,-0.166791046949073,-0.131298058126135,0.065165510644454,-0.210604201767776,0.0641118054114379,0.0716200253834924,0.143965328394905,-0.0306395586587427,0.0640160140266182,-0.0026593513023741,-0.16601103138697,-0.0052183497254133,0.0460209181640695,-0.168296340139096,0.0177077217080898,0.0175708768726331,0.189288337898146,0.217651710793793,0.0632679289261219,-0.18320330421484,-0.152299178874215,-0.0791784217952144,0.0359765072415518,-0.0168091072885911,-0.112012059315779,0.0020617955208801,0.114347544507572,-0.143016537535739,0.0037176180299055,0.006632413025132,0.0924158788783871,0.242137813351502,-0.0567951682090226,0.0978805493076225,-0.283779696780958,0.117727611943351,-0.0005428178473113
stable,-0.144986893113067,-0.0593412562365826,0.0018183680079285,-0.236211544963462,-0.207042101379212,-0.0025114634037484,0.0118753030900066,0.154482702998238,0.0796908594278053,-0.0947132991697613,-0.0014154055684984,0.0015866646052562,0.0359301459117894,0.243497105868359,0.229093213470928,-0.0838584984576116,-0.119285948726212,-0.121277590583095,-0.0488148699125685,-0.0415786719065016,0.0720214767993509,0.105585225785587,0.26268819204622,-0.0641808351341387,0.0201783441544648,-0.0776780620428516,0.100671098836736,-0.0263235213557746,-0.103375984211411,-0.13918624879747,-0.186416468916979,0.0992355451462661,-0.0121251398024532,-0.0490495955335366,0.254394217636649,-0.070104382993762,-0.0308931154189125,-0.069496917116321,-0.025900410794373,-0.129207891391081,-0.0579590950693372,-0.0254964409488442
stable,0.0787845443108988,0.0009641465212872,-0.171408927310963,-0.0515231738888939,0.0837277082216253,-0.0491510673682666,-0.0820544803963227,0.19359449990926,-0.0666230347513816,-0.146764526018166,-0.0574712947556712,-0.0691175725762994,0.151656676885438,-0.0337910399841617,-0.0613176782321292,0.0740250273566079,0.120615239943466,0.039739160850939,-0.021282641729155,-0.008361037822168,0.0873853434373023,-0.159818763838134,-0.0186146595564925,0.0206704852077028,-0.0990163173448942,-0.022654892598077,-0.0940119377820224,0.0698470590976966,0.165231247748641,0.0746932982258599,-0.233925412064269,-0.130302616895447,0.0529056273665068,-0.0242975125973071,-0.0732802369221744,-0.112524571251606,0.152661633841489,-0.0079223256484606,-0.16539959079204,-0.130710721243082,0.0159160695577573,-0.156747778622183
stable,0.0038598181816551,-0.0122373780986566,-0.144984420448421,0.045301691802494,0.0700396174212837,-0.0118426239664419,-0.0010380571624905,0.0031507227960101,0.010629120522967,-0.20136115873805,0.0062722045451895,-0.0905302809879112,0.105472455918409,-0.133573101922732,-0.0738701945561081,-0.0628536301626341,0.0478018013065206,0.0255786057151729,-0.212735925955201,-0.0201690120514896,0.0932277675580452,-0.119171886358602,-0.190139907016761,-0.0190505420102145,-0.136614170793127,0.0902086294727733,-0.114113185256887,-0.0294238033734127,-0.143463886013223,-0.0380937737587214,-0.162828769276868,0.155123753436973,-0.14404139668813,-0.0311490251364252,-0.133061383603194,0.179167204193533,0.0546149652180785,-0.0216603054398563,0.0952600203127803,0.0183853081948156,-0.0873722479301934,0.0233635964177458
stable,0.145323206376892,-0.01563245620933,0.194298647953339,0.065092234200965,-0.0285183848536,-0.0746910079499047,-0.0391937223534898,0.145503806396114,-0.139821942154989,-0.063027061253881,0.167644899661842,-0.0795027084620489,-0.0319239852160827,-0.111370402763049,0.074947835249968,-0.0844269908043577,-0.025415348159685,0.172641891102799,0.11437493035557,0.183161255858815,-0.117517839781002,-0.0391186678000467,-0.127205740812155,-0.0094310737310901,0.0015093001606457,-0.0984797832091891,0.229373751686636,-0.132767986858731,0.251428063124945,-0.309167296543277,0.11777701253586,-0.055044305858764,-0.0149346834077883,0.01664686540821,0.0839754907563013,0.0627080794017476,0.163677562875934,0.102434219993725,-0.0489566779380864,-0.0150273288721947,0.110272729918943,-0.186490628940457
stable,0.464160405816176,0.506698713958802,-0.512133463551292,-0.493089018646919,0.272416142952604,-0.451845069498416,-0.529752313469641,0.480705864615444,-0.428168742339734,-0.389555216879622,0.323576680665578,-0.505499909281363,-0.525843942697562,-0.533831716744763,0.484952541307188,-0.503676491483712,0.185878166997893,-0.452743265845261,-0.465857093782307,0.493599625909525,0.51455112531986,0.50393639021277,-0.099337700796657,-0.455136843372431,-0.462561086489198,-0.476430063897667,0.0049437559858522,-0.500230927099263,0.507069404941618,-0.138509812269102,-0.468121617247865,0.405364250489676,-0.279057464420029,0.0570427253145354,0.472570039483136,0.510185213252805,0.500337225050958,-0.466625856601403,-0.509953217143151,-0.47008878156163,0.0187020597237319,0.253634158173716
