group,AHR,ARNT,BATF,BHLHE40,CDX2,CEBPB,CTCF,DUX4,ETV7,FOXG1,HOXC6,IRF3,JUNB,KLF1,KLF4,LHX2,MAF,MECOM,MEF2C,MEIS1,MITF,MYOD1,NFAT5,NFIC,NFYB,NR2C2,NRF1,RUNX2,SPIB,SREBF1,STAT2,TCF12,TCF21,TCF3,TCF7L2,TEAD4,TFAP2A,TFDP1,ZBTB33,ZBTB7A,ZNF263,ZNF76
progressive,0.386459810946105,-0.268134647861441,0.331199647241663,-0.443213492588505,-0.266424328932489,0.0141402424126014,-0.0273651028632285,0.183148659391837,0.336306515029519,0.122107135927558,-0.224967161654658,-0.125792752774454,-0.0706048560670095,0.162865722234408,0.0979217809322394,0.0083829716517636,0.23515680823137,0.459304943920051,0.100402947829169,0.174307996759086,-0.193723729952539,0.225039428651656,-0.332644987181622,-0.0078771026727779,-0.130755086568314,0.0168622992995246,0.18762921320571,0.377185546331366,-0.127599427699403,-0.254982054407812,0.0977531579392441,0.236192635188341,0.164046083185375,-0.306725224258353,0.198758330743397,0.406694570105534,0.279721456380114,0.173151724807118,0.0163564303205389,-0.36463517785272,-0.175777425698044,-0.0534293997804937
progressive,-0.0711224710954343,-0.178552217645181,-0.0163251085443243,0.150758574066134,-0.319129541221307,-0.197042304741979,-0.451690592859897,-0.0981261900674976,0.0085428883421912,-0.277936435790467,-0.183262508820156,0.14660415576274,-0.0559091082942719,-0.0308948290731298,-0.257807986545852,0.119132333319872,0.133731310315603,0.27348945281782,0.221588480492316,-0.134843056058765,-0.207135785831211,-0.0606486559361725,0.390369038184442,-0.272406963541583,0.168868327092903,0.353067042854669,0.0421585688393751,-0.0112052268323946,0.0142186429257018,-0.0423926205747776,0.318134821345846,-0.114334272744121,-0.244584063495611,0.0244584063495611,0.135018594860316,-0.34987808795981,0.112549628261677,-0.116440738362743,0.473925507723134,0.0965463408535307,0.0167054426143533,0.05666977643433
progressive,-0.0652095351121403,0.100729401046825,-0.0790628072106767,-0.122667721142305,-0.221914545581201,-0.0061543614174846,-0.0064356219315293,0.229360798512348,-0.321785863703822,-0.313657911560668,-0.041564583422966,0.0874291157216648,-0.0796873008944029,-0.178157083574158,-0.139390803909568,0.167302334582979,-0.334838258406435,0.0964914248267294,-0.0228774441847475,-0.129603891446287,0.173675983858871,-0.01756209718204,0.1449016031339,0.229193949054864,0.0245078017407349,0.0057348542100961,-0.133365154930714,0.221361558807825,-0.0115602838399693,-0.113185904829852,0.0701816489451663,-0.338742535711563,-0.0552224032998782,0.257496384171523,-0.0538828405126487,-0.0635744104287962,-0.176555328782311,0.207308067360307,0.324379180985861,0.144954041534823,0.144653712511352,0.0658912343241467
progressive,0.615826508137619,-0.316705617289654,0.479806663156416,-0.539638062979579,-0.267309506874394,-0.531260944838979,-0.0484572954512275,0.547762423245246,-0.615898724673314,0.647746216914731,-0.0981061637414195,-0.224954508689379,-0.517648127860504,-0.498582962437071,-0.478109574567588,0.604199645890752,-0.167289604937062,-0.236003638650688,0.510679232165954,0.470237972176852,-0.567369212686391,-0.506490673095654,0.474715397389931,0.242755884738154,0.465363356017451,-0.472765550926171,-0.47222392690846,-0.598458431303013,0.597194641928354,-0.438498804738976,-0.482117592298651,0.462366369786116,-0.613190604584758,-0.520753438895382,0.126234504394554,-0.221704764583112,-0.112080063398368,-0.465002273338977,0.0825073920313374,-0.691184463135168,-0.518478618020995,-0.470274080444699
stable,-0.0974726032119431,0.187780036382931,0.172745068085741,0.10046316521204,-0.173367538004313,0.177700663229405,0.208077001942087,0.194988701992731,-0.147223801424282,0.125379360182464,-0.293156267737986,0.152177463431553,-0.129510472654479,0.280487458385928,-0.163887437132643,-0.208356340150887,-0.265873913822431,-0.0625630596574852,-0.105577277539936,-0.338370394835764,-0.0392832646438042,0.0885395799395146,-0.202808238702744,0.11288839937857,-0.190613047766991,0.0331300915046266,0.105681666905163,0.240909390442179,-0.0275655583971422,-0.256707947614636,-0.231695095824557,0.0965524302888364,-0.188493363711978,0.184198901214748,0.291146772457378,0.159428658042001,-0.458515788233961,-0.104922910870878,0.0782446620781604,-0.0808080009353861,0.0267323766117242,-0.0986402175933642
stable,-0.0087896578987761,0.0258252835170227,-0.110278491369181,0.0952930308020666,0.377774059587605,-0.0508916661587644,0.280136364887283,0.0561586647707888,0.148257515769434,-0.0590243650908795,-0.104365860669231,0.536089843674196,-0.0737266536896055,-0.294498847123943,0.0293366159250389,0.172009980477854,0.474052528839664,0.163005111883102,0.0712687210039942,-0.0901166472199265,0.116678177854759,-0.1868142109852,0.0670777758718458,-0.179315817262275,0.0612557602017801,0.0244320774325517,-0.288019872487216,-0.160807697408408,-0.0750745522591344,-0.480452215325242,0.232552147319295,-0.191480885024241,-0.231645997020452,-0.216026231244148,0.516256479008272,-0.489434430162522,0.0098204038637099,-0.0223479317452131,-0.0353625154123442,-0.381409987661713,-0.002344663898256,-0.151893443843541
stable,0.189468411301675,0.0198589626526398,-0.0572604605270862,-0.106704671770016,-0.159892193617548,0.0709784069888233,-0.174088778105929,0.114227416603872,-0.127529941382107,0.0543796014610598,-0.0958540380150608,-0.0022125720099575,-0.201073125721248,-0.120106536516045,0.124193021554844,-0.236031763478578,0.192737599332714,-0.0187707384599872,0.315801757617172,-0.181200616709364,-0.19812905031208,-0.172129071468538,0.113414635049194,0.213617054381783,0.10394121448411,-0.163621957862905,0.130623026742966,0.071976322119845,0.16725689759355,-0.24771775605362,0.174833827864384,0.218945289018008,-0.0218186692900308,0.207945645311362,0.169862314021602,0.138398636949388,-0.092639035421,0.0109319119104231,0.0131941539042777,-0.105562262140385,-0.253334979687063,-0.268565602931118
stable,-0.124926610736727,0.193305866335112,0.181572631487059,-0.120986962613534,-0.192618196918213,0.150347456848109,0.0084294317799061,0.0044090572469029,-0.281846791939114,0.0436062140101696,-0.09411802423729,-0.0806785719374514,0.0054754431542686,-0.204822834134663,0.236189529146366,0.0812426601837776,0.331205510114998,0.259974917992339,0.216209244407236,0.151234450733675,0.145498889147796,-0.0389918525605402,0.0994041091463255,-0.0208244238639323,-0.0105382846583977,-0.0714408794371026,-0.0936366556454604,-0.0161990995685262,-0.192790612583609,-0.109768981516983,-0.154035956140782,0.0192098956677337,-0.0170053670442822,0.0307268634672839,0.251111955493083,0.085883930436677,0.148052235591414,0.130262526762929,-0.0064541262954211,0.177070888362226,-0.0704322976256501,0.0943133622165832
stable,-0.063161767213936,-0.479996044019601,0.0992043422098749,-0.214044838709216,0.334687557457026,0.0743109370793464,0.0494175319488179,0.156017557617509,-0.0438125953740108,-0.240612642762363,-0.0767542442685448,-0.125483805663054,0.0124441732617558,0.104146601265458,-0.134154258090148,-0.183394738793371,-0.0447889065282868,0.192586227743213,-0.208460136562477,-0.102846539262096,0.0934577646385926,0.124633959684203,0.213458040295247,0.29232172368987,-0.21789949725615,0.0851363560956706,0.0253335039410052,-0.110191636650742,0.0482489937278969,-0.156826934740225,0.0352736667293589,-0.283782795045218,0.0245190682112724,0.042239368591732,0.0577591749198079,-0.148105896242962,0.159260124715389,-0.0497766930470231,-0.102163627314805,0.176904545990594,0.290222401777826,-0.0062726727010476
stable,0.0098100119589669,0.0914973661530807,0.243845765896654,0.0678447395331951,-0.196924225301772,-0.0033665354693133,0.180525939628665,0.080615854732913,0.0947987428713751,0.16572042342491,-0.0745271314432515,-0.153441618788447,-0.358040096988009,-0.138136552160214,-0.0830629278267365,0.141966438747884,-0.206314325309728,-0.181126848110284,-0.207465463244396,0.0466029867010113,0.101517334087553,-0.33506801732321,0.246452115937413,-0.465001806716258,0.0662881693699642,-0.0035547718611459,-0.0715877477861736,-0.313189156703285,-0.0325069768972411,-0.093698283965277,0.120304773964689,-0.189474408101937,-0.258043133757565,0.110132768944506,0.279639639789741,0.189973958526415,0.0989833826590378,-0.218708967725781,0.29493746655675,-0.183776637318389,-0.229098168582694,-0.0095204175099937
