group,ASCL1,ATF3,CDX2,CEBPD,E2F2,E2F7,ESR1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXA6,HOXC6,IRF3,KLF4,MAFF,MEIS1,MXI1,MYBL2,MYOD1,NFYB,NR2F2,RUNX1,RXRG,SETDB1,SIX5,SP2,SREBF1,TBP,TCF12,TCF3,TCF7L2,TFAP2A,USF1
progressive,-0.010417172552505,0.054792877439742,0.0098129282049118,-0.0974041888320072,-0.15388895044501,-0.170541924664676,0.121670641831346,-0.106588702915422,-0.268888734678928,0.052255051179851,0.317856696607873,0.0718809075896748,0.0582733248818783,0.0080968742577475,0.103930027786013,-0.0672161412262561,-0.161792466511528,0.151737840567578,-0.467660955263153,-0.1421424403278,-0.327669624812784,0.0406777294799673,-0.123942600578296,0.209600279293093,-0.129598327671767,0.0391792034979364,-0.133223793757326,0.339150267417053,0.213684971082823,0.151762010341482,-0.389133359849954,-0.181176625182314,-0.12273411188311,-0.0143085061510045,0.20503219202529,0.254386870336694,0.0039638429202107,0.0156861832635168
progressive,0.115612622680383,-0.0893730479974017,0.0779262536726113,-0.109801173253951,-0.18611313541922,-0.158376672247612,-0.17716115524214,-0.211883098027338,0.204457357093563,-0.0815070457434432,-0.044906654658793,-0.0576742329441361,0.0322564793921657,0.199056818232637,0.0801569110282115,-0.137713740953632,-0.162544479412023,0.0419422284362191,0.266416800220826,0.17102684751424,0.018667079975812,0.0587015093578993,0.0791296346144483,-0.103021148923113,0.192775756731341,-0.271230323988174,-0.0130317350774536,-0.0945094300662179,0.22468002706736,0.211178679915043,-0.190222241074273,-0.270731361158632,0.381090198751482,0.0875826519619858,0.332309244475068,-0.158875635077154,0.329315467497815,0.0427346988125507
progressive,-0.111993459956343,0.163833874537696,-0.179369268487849,-0.0017877653345713,-0.244837808654397,0.232863605009742,-0.135545117184773,0.0774762046597124,0.0317925862038344,0.141133078885613,-0.230052893735068,0.124077606388953,0.0143690443735868,-0.105841443952082,-0.107710471347316,-0.230674309493074,-0.0684704562898396,-0.21167810778295,-0.258059623936281,-0.0524427098544981,-0.111443746016568,-0.221907567183973,0.167342483509823,-0.0131979146758061,0.249474526233366,0.12464644081359,-0.121735346993392,0.0453776906980905,0.043456081969487,0.151764068468732,-0.0205354007414934,-0.158633102655307,0.367194571405795,-0.202442913594736,0.0610373677998438,-0.207724947537788,-0.267261357275986,0.135081445426876
progressive,-0.127714545249194,0.12080812448402,0.118204656970446,-0.142937598349396,-0.0522501466265815,-0.269892798907131,-0.0367739786292272,-0.0185858653052338,0.0613261236530673,0.0691726854648099,-0.0833109604343555,-0.142973757620417,-0.0868907282655192,0.0706190563056842,0.274810459766103,0.113937862989867,0.111732147457534,0.0975215539459448,-0.011028577661666,-0.0867822504524537,0.220788508859451,0.0122579928764091,0.0997995880203217,-0.211495576206834,0.114661048410304,0.107465353476955,0.143371509601658,0.28818939004419,0.100414295627693,0.158558403430837,-0.138815441452904,-0.225814647531489,0.291226768810026,0.0947372900772619,-0.204625314712681,-0.006508668783934,0.100414295627693,0.288370186399299
stable,0.185524815042547,0.210918673435879,-0.166505781486824,-0.240595949792932,-0.227996239093411,0.327046893785682,0.246578998597273,-0.153204743320342,-0.241610698086506,-0.0556708906531651,0.235831759758756,-0.253059264391983,0.167612427862275,-0.15269688549944,-0.049032947096918,-0.138695487214229,-0.313987692676772,0.0135506140098964,-0.11682084168269,0.0792674160346187,-0.246559651632668,-0.150889879005259,0.275500775986471,0.0068052948000871,-0.264744831013881,0.123572932330112,-0.104099245106152,-0.0334547711963347,0.0683209034606619,0.0520375307001974,0.0734517184741178,-0.111300185332428,-0.188535202735208,-0.00273953018818,0.0782865249291051,0.35440253439004,-0.15850871366702,0.162342314703657
stable,0.190319449710559,-0.219554858741562,0.299762209090492,-0.400798512090149,0.142728242537467,0.127957383958357,-0.100412341999771,-0.305536684525797,-0.0152813721244708,0.288462842619837,0.0698609424962817,-0.0210558475597757,-0.322758008122639,-0.197069573254776,0.313058250760782,0.0988581118727831,0.0209537448507035,0.498159117563206,-0.037176730847729,-0.0254916430316897,0.0527530663539639,-0.305729545198489,-0.19087534223773,-0.0762593789314721,-0.0144191714700835,-0.103668283944628,-0.183194949566411,0.1670400320421,0.0283051399039011,0.362600754151698,-0.227904591394577,-0.418734554650496,-0.0929248100011437,0.0636326772428782,-0.0685109177874383,0.377950194748883,0.0579376150257406,0.131621736739503
stable,0.0279428691370624,-0.016982753475535,0.0239322987609177,-0.0875136297973856,-0.0925370161422523,-0.0988580729470441,-0.0808896325019493,0.0262744356885873,-0.0354440374054097,0.045513417594445,-0.0255826462099513,-0.0837788709127232,0.204308492690502,0.0750388116826356,0.0808625035027871,0.195613648459018,-0.0645444105067259,0.0432617106639827,0.0879793442830033,-0.17575974257215,-0.265701417794553,-0.132384994411659,-0.145908800494014,0.0557365287787327,0.0110279381594329,-0.0396128602766673,0.101846784354746,0.157574270133758,-0.358753884920887,0.177437219020346,-0.0714261332942031,-0.0989078094455081,-0.100653108391609,0.0834940164215201,0.180358107930143,0.11102995057115,0.0338479479547005,-0.183080050846083
stable,-0.044572030697072,0.100737024247658,-0.0790123292337196,-0.264549674421491,0.165101090087767,-0.103473710576479,0.0224028738523579,-0.0878975706867101,-0.0776489800224638,0.161813071330658,0.104860031972247,-0.0790193207681363,0.0727099603523831,-0.329535986824686,0.184838191746102,-0.180841031641013,-0.0979074503901578,0.0200756916822289,0.298640396237304,-0.247686093408419,0.328451300199467,-0.174121168275937,0.145321040432301,0.103500677923515,-0.150490780738133,0.096080662326138,-0.330372973373428,0.0692641326755826,-0.179216998075078,-0.237304663590255,-0.0396769578147534,-0.0732942528714927,0.343146506752733,0.0995404730717719,-0.0265368682738876,0.206853534833649,0.164499818127931,-0.205225506105189
stable,-0.000612449285391,-0.218669702706328,0.260220084390422,-0.0415605048127785,-0.0672631285418357,-0.0890379783414427,0.0228883939548635,0.181117956852473,0.0330520151537503,0.123962772301761,-0.11500886498063,-0.0562441029691383,-0.0010528053831516,0.0923026873420812,-0.210171336175984,-0.0613208520042396,0.169203034391228,-0.0032596474362963,-0.0115757976503257,0.0845888632847587,-0.0381793798322723,-0.102871233688334,0.156989479633801,0.0127753883993975,-0.243739630892625,0.141470723360999,-0.208197326082574,-0.0861275788447496,0.091148650672088,-0.171141613534243,0.0131043900816324,0.01968442372633,-0.104015147229643,0.0350159021184754,-0.0813545236701728,0.0901413993680151,-0.003441863752611,0.0347780085943979
stable,0.152337986475186,-0.403747608295981,-0.271780441319886,0.0406689898558867,-0.189389049044857,-0.0042427099099388,-0.0572402592130281,-0.259328378330785,0.0724166650381348,-0.129046671455898,-0.027563084586144,-0.0713487226464208,0.0165276798717653,-0.0094298586696929,0.293800396349038,0.274555638555497,-0.0488129587069851,0.0755914325563596,0.0085290093052538,-0.175505797952574,0.0352275690981055,0.23276785190829,0.0513992681726328,-0.301130694806449,-0.0083546513637495,-0.0763615134646705,-0.16943232965684,0.246375036259858,-0.0260955719118158,0.17789595473403,-0.390045980059432,0.028086158410657,-0.102137429150395,0.0660526001732265,0.0438873468594876,0.169359680514546,0.0831178836979635,0.0371818310258
