group,AHR,BACH2,BCL11A,BCL6,CEBPD,E2F3,ELK1,ELK4,ETV6,FOXO3,GATA3,IRF1,KLF4,MYB,MYC,POU2F1,RBPJ,RXRA,SOX17,SP1,SP2,STAT2,TBP,TCF12,TCF3,TCF4,TP63,USF1,VDR,ZFX,ZNF143
progressive,0.244904865946141,-0.119543915416841,-0.212667728626873,0.254770762502515,0.184863838331638,-0.231810130516772,0.185632609491875,-0.122490871531082,-0.0219868551827759,0.235448980675227,-0.118826395667286,-0.395814644700648,-0.12723162701921,0.010224656431151,0.0079952200664639,-0.0050226382468812,0.189143331123623,0.132100511034044,0.384283077297094,-0.412138219003012,-0.298155081645218,-0.427231759448997,-0.079004049567014,0.231297616409948,-0.178406160585648,-0.383078669146057,-0.0652174200934319,0.0225249949949417,-0.354531633395926,0.156957445215038,0.0185017592563685
progressive,0.195377841473999,0.201874137239848,-0.184480829221605,0.090040056367531,0.0795621599709991,-0.300645773937823,0.441468701507212,0.357435972407026,-0.073415127418367,-0.3982997683535,-0.0810989181091571,0.224506393456357,0.169951479551748,-0.395854925860976,-0.374410164569407,-0.2868149506944,-0.25943271477813,-0.176866891173459,0.124267851262869,0.108062038169566,-0.432457710606194,0.119448018920464,0.252517303156419,-0.1926535884109,0.396413747002124,0.324046409223411,0.260131241204566,-0.0687350003612494,-0.123010503695285,0.387891724599612,0.15758756180384
progressive,-0.0003049645942399,0.164655467173411,0.068144338582927,-0.16599222864483,-0.0331394859074128,0.164680880889598,0.0692472938654283,0.0193804999639517,0.0641289714254337,0.0691303907709697,-0.232342358864978,-0.0825844121201908,-0.326972872457649,-0.0100485833802079,-0.023929555161365,-0.121284419129246,0.0705179796747616,0.226553114317655,0.1005976541533,-0.0119393638644958,0.140558181485214,0.066711004989999,0.121248839926585,-0.224301459063517,0.194404763341522,0.138667401000926,-0.10507555094539,0.0579534383920738,0.106727442497524,0.0245496498363196,0.0204122968411304
progressive,0.432420238537254,-0.162415005578733,-0.0890562662168557,0.302604799867745,-0.241602034614489,-0.0163580663513509,0.0844713450067384,-0.0931360689885703,0.410272737776518,-0.14108346537234,0.144658149705652,-0.201192559542268,0.039982067162803,-0.0118897109347111,0.041847119858444,-0.0064111186412657,-0.0098692371811,-0.0590600020286303,0.0508226859562161,-0.0724650682785497,0.0091698424202347,-0.105764029948639,0.299263247121389,0.163075545075106,-0.211411494103801,-0.162259584520763,-0.0092475529492197,0.30221624722282,0.0753792131154887,-0.0528820149743196,-0.402540540142507
stable,0.163019676958256,-0.141566284903075,0.109620478901687,-0.0525102098847401,0.0202691442739364,0.123277305618374,0.104149617877941,-0.100560501973626,-0.105716847326472,-0.111447665180248,-0.0632229987568148,-0.127952249434129,0.104305805932198,0.157547746153317,0.189820905199927,0.0799918189654998,-0.217290746687557,-0.121910125253035,-0.0319105032220009,0.121799937790101,-0.0352813837628344,-0.177320511953452,-0.131803461730861,-0.244481375283675,-0.0640777539304505,-0.0050087155481379,0.0784459851408395,0.065133627968471,0.0957186722916801,0.0418958408824707,-0.0090760236459638
stable,-0.244351659085086,0.116795284056962,0.229057507814717,-0.363695968353776,-0.189035184129544,-0.385612329452551,-0.0217849680466243,-0.123062732644562,0.251197237102149,-0.0738166166983928,-0.190204582293687,-0.0386426966375887,-0.236270986377803,0.0658410584328313,0.0794271000252375,0.0969549331821716,0.169076579507817,-0.201438688252592,0.207154286021157,-0.193371154850525,-0.0176855048195153,0.0254245555912051,-0.354826937333588,0.109778895072102,0.309089015879849,-0.0726472185342495,0.173123485514066,0.135965530365783,0.240265335163192,-0.0292612327140122,-0.185868611572706
stable,0.138520684937135,-0.0795065313009756,0.13809720824905,-0.048845845573974,0.0522725994637674,0.069347958335068,-0.0517176989759316,-0.102369404909442,0.101454305859326,-0.205756127379916,0.194502356082753,0.0069508587423652,0.351086512163387,0.16536521292323,0.015950955251212,0.0348370420301875,0.0458766412092381,-0.0360344588723597,0.0697568323787365,-0.0009929798203378,0.0994829488630672,0.0372854187440598,-0.0715188848050224,-0.0074862890376454,0.0357034655989137,-0.100840994793823,0.0754615987975404,-0.193587257032638,0.174068388995604,0.0111320825936899,0.0494883619283102
stable,0.122411852726328,-0.0768339546515621,0.165627034719833,-0.250271550805493,0.110834118979212,0.0355225438890019,0.206414695919416,-0.0220208538365054,-0.0134921287014482,0.19176351899645,-0.0986040886161351,0.188226881480928,-0.291560651748941,-0.0446419480443744,0.0639070080343005,0.365652623394327,-0.42633745612536,0.370367431833463,-0.0438504806520454,0.0355841614846463,0.0098205698989123,0.101002925356912,0.0138660837646694,0.0890087416530264,0.136356552044061,-0.0441458201622031,-0.0125519291817016,0.037623916374944,-0.303694006229196,0.0424269017181918,0.0122576520438826
stable,0.0117036908468119,0.0015559820200963,-0.0227308677718428,0.143488602809758,-0.140173684593031,-0.0360469167988996,-0.0433250790740606,-0.131751086266857,0.181835666942713,0.176727986833266,0.384823669173113,-0.0159995542501215,-0.14378175884253,-0.0297102363982172,-0.116484422098665,0.0214962298645924,0.0032529044405638,-0.0057334554870942,0.169703517278773,0.0750930453176951,-0.0110553650051051,0.0437140745790846,0.0204363580538021,0.0480043003663794,-0.0083887726300848,-0.0016856471884377,0.0015277939400221,0.0023114225660852,0.0638403637520705,0.0885274842810635,-0.126152933564119
stable,0.0125050277039817,-0.188694667878369,-0.158708368348667,-0.121563685284618,0.284290088935466,0.241895387801233,0.078863001502123,-0.0205652548332063,-0.0296642125315317,-0.0877687070015459,-0.0671148782438427,-0.0111925231864357,-0.20198880872787,-0.0766808620895157,0.0464610494861394,-0.042306127209736,0.303244908777818,0.120943667813139,0.0384652397565491,-0.223987350702936,-0.168226039144614,0.195828894887853,-0.0111844710114814,-0.149166541027857,0.0740639052293779,0.233150725800896,-0.528238781350038,-0.0226990811960879,-0.131492017003233,0.263233651430049,-0.205990739680142
