group,ASCL1,ATF1,ATF3,CDX2,CEBPD,DUX4,E2F2,E2F7,ESR1,FOSL2,FOXA1,FOXD2,FOXK1,FOXO3,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXC6,HSF2,IRF3,KLF4,LHX2,MEF2A,MYBL2,NFYB,NR2F2,RUNX1,RXRG,SETDB1,SIX5,SP1,SP2,SPI1,SRF,TBP,TCF12,TCF21,TCF3,TFAP2A,TFDP1,USF1
progressive,-0.0762587156837936,0.159588255321812,0.149042350652883,0.0976159825762484,-0.284835956080954,0.0216227244470503,-0.174719335933755,-0.347290878925783,0.288262771785732,0.104590276510621,0.0118973249468703,-0.0479995523718561,-0.0298277761345471,0.0477099623122974,0.16451128633431,-0.0520779457106413,0.11228854559389,0.259303765829861,0.131353224514838,-0.333849073661266,0.206887965049735,-0.0340992295130381,-0.18246587002695,-0.0349197346817878,-0.0959508397337858,0.0892661358589723,-0.0271973330935555,-0.202785439205987,-0.0536948235431774,-0.0083498467172761,0.201506416442936,0.269777272983901,-0.315194647324692,-0.350717694630561,-0.212341911171424,0.0746901028611839,-0.0770068233376536,0.139678938727151,0.0233843973093658,0.0078671966180116,0.128795178988736,-0.151986516258396,0.0124282400560613
progressive,0.113386374633023,0.524522884843842,-0.095523732411232,-0.0471703879863514,-0.125245512929278,0.298933092016326,-0.334362637350275,-0.0499799095278582,0.0360210235532138,-0.127788869272116,0.308101004414927,-0.127167817141888,0.4767018708163,-0.462920428307435,-0.0287458414562593,-0.0723673601270231,-0.0011533825275659,0.0244871982775542,0.110281113981884,-0.275155667601889,0.213937671908004,-0.121489626236948,0.13598084260893,0.480694348796336,0.51854895482927,-0.15895977142736,0.210300080859527,-0.409835258128437,-0.202226403166565,-0.0602420566320989,0.347493453817949,0.192526160370625,-0.466025688958574,-0.24732661738549,-0.358849835627829,-0.468450749657559,0.207875020160542,-0.0191343203932096,-0.489182061242783,0.191017890911501,0.428644265501052,-0.488501861290628,-0.0784300118744852
progressive,-0.112261751835526,0.117147270076708,0.182709777589238,-0.161814865424654,0.0397533950035871,0.0104307248554385,-0.281510062333602,0.208643179211948,-0.13316144435064,0.101147436854365,-0.0552799735235066,0.0846743489295981,0.106052076497665,-0.0785076967465019,-0.132410929317503,0.242186898877673,-0.086309228810698,-0.11549804914402,-0.0700273549071124,-0.149519803862698,-0.210110746824514,-0.108824679804793,-0.0231177751608161,0.0152780002923839,0.102543299208988,0.197629251591907,0.169071437528483,0.0635212978364195,-0.282107606149794,0.0672308498473363,-0.0950620506302708,0.0443425315119376,0.145929760615019,0.0152493181892067,0.211148082889423,0.108337084050781,0.311812704340305,-0.242650592879038,-0.10783992759571,0.0475979502225489,-0.147234796309582,0.12846235978011,0.0768202330095772
progressive,-0.0572823655572756,0.0866486415708156,0.0223328716349885,0.0215715237383411,-0.0676874534781225,0.107893873353451,0.0350945125692676,-0.141683218099894,-0.11583364427563,0.175508817508083,0.0677962174633578,0.0863223496151096,-0.0334993074524827,-0.284889131993083,0.0199400639598111,-0.0629018381277678,-0.0941171018903085,0.0350945125692676,0.190917048749755,0.144837373671719,0.455902371444773,0.0628293288042776,-0.0749021311653996,0.119132818494435,-0.260127198021172,0.0785275973399107,-0.105138519060822,0.15335721918182,0.142589584643522,0.163762307102667,-0.105138519060822,-0.0022477890281968,-0.187835402501421,-0.0753009324445958,0.461268061383049,-0.0203026105772622,0.174529941640965,0.0714579382996141,-0.233842568255967,-0.0001087639852353,0.070769099726457,-0.24457394813252,0.0338255994081887
stable,0.141587686986584,-0.207200332374346,0.136980019199043,-0.213739840640263,-0.187869301182224,0.19744886007525,-0.293453270374467,0.160004760466211,0.235388303396693,0.0277538168273572,-0.214518792909574,0.0758206109120143,0.0155275684906022,-0.0375179155348085,0.260701338362732,-0.0987394846014333,0.228838111246782,0.0176983394655504,-0.11830361871704,-0.27369197003608,-0.0329520120210585,-0.133896261773781,-0.0598132389039068,-0.127281966319913,0.139906432150953,0.119783822281165,-0.155646707059235,0.0684730125113509,0.0540099473713273,-0.0029973150911364,0.0781059908243423,0.0299275015888489,-0.0858527779814727,0.0031226079125093,0.0050253105254504,-0.126001842765111,-0.0737702764475331,-0.132249972376673,-0.174536785221099,-0.0316378942899154,-0.219642200915324,-0.156363498548949,0.139041037547518
stable,0.245387538827676,-0.0221389426821846,-0.0585239128811381,0.0809251923390519,-0.071960118177178,0.0632573807910334,0.262097250846945,0.0967908642972789,-0.0838565206591557,-0.254694791392675,0.0646717181906165,-0.190638994327683,0.152143923976126,-0.364910455039223,-0.277746209816526,0.0500036706433268,-0.367157426553077,-0.302097906172252,0.221537704129867,-0.0731007128542612,0.131020110556545,0.350424902640266,-0.0581589225844715,0.0560488224318676,-0.0691884731118659,-0.0708423353936365,0.0106303423904153,-0.0435136869307234,-0.142220750285502,0.167576169957061,-0.0697701763971783,0.212139203990701,-0.142391839487065,-0.27423317821111,0.0661887091111371,-0.0264960143486424,-0.220032119156117,-0.0218880118532263,-0.172332449760498,-0.0104934710291653,0.108413524056757,0.102813204192278,0.136517776900086
stable,0.104895257457706,0.0415840592831165,0.089082175129856,-0.151256751407455,-0.0310872881387994,0.065213115293059,-0.20260398523205,-0.185273897583516,-0.0347054590379838,0.107091518892129,-0.13744521042809,-0.128628466071755,0.196037842799237,-0.227034563456205,0.0207671235840545,-0.29814362181652,0.0974053267102076,0.0078657857971004,0.266757460987676,-0.0309152099233188,-0.0821084790287998,0.0837205802054076,0.125721249904951,0.118009428826965,-0.0536250059926675,-0.0488249294555768,0.105918670002406,-0.0423538828786876,-0.0571209107913788,0.115758826903442,-0.205520258147037,0.15220770996669,-0.16188937377452,-0.0693973329536927,0.0743287323394397,0.068790530825419,-0.0198886190102851,0.120907588245585,-0.0760495144942457,0.138305601505493,0.0225513029761429,-0.222152976185465,-0.0934837547468863
stable,-0.0365855428750049,0.249244014329253,0.0016731681533645,-0.0956327677897352,-0.266193848169976,-0.0623385227953619,0.0818081158526949,-0.115072339887379,-0.0042189455350388,0.105865912249248,-0.0078124544098786,0.151411710892929,0.108068449991805,0.188337491311082,-0.0815409293114579,-0.0997366329792974,-0.0157720115222361,-0.197202680707408,0.12310694939896,-0.161761937095232,0.0451975555112821,-0.0796235906859516,0.236439074323001,-0.0933171510990142,0.142057179853664,0.0735123239918144,-0.0502290683552515,-0.0116641435380486,-0.289993464313199,-0.0470328368469702,-0.166142995812594,-0.311074182207205,0.236530137900726,-0.0022205503183707,0.0584738245846598,-0.187232719994507,0.320442723027659,-0.053193137775267,-0.0193284945467921,0.0742438347095833,0.0161532777102935,0.0954696539087553,-0.199736449705207
stable,-0.0588417933703733,0.009051412093812,-0.0865798279640856,0.118998402070134,-0.105860401790389,0.0573848358432145,0.0083965426826501,0.0439727041820527,-0.0588468698774365,-0.107642255769597,0.0267125801669316,0.0537348272647227,0.0599129363607234,-0.0659336737377627,-0.122110300899919,-0.063390343699064,0.146812584269795,-0.165250457923595,0.0077112142291085,0.210867950394148,-0.0862244724696566,-0.0887018079165328,-0.123968302485076,-0.0014112689635893,-0.0570954749406081,-0.0547552051844402,-0.0607251774908468,0.254932031703339,-0.0089498819525466,-0.164113320341422,0.181652652245023,-0.179322535502982,0.104073471304117,-0.290498040188615,0.0606642594060875,-0.272760724509547,0.0017666244580182,-0.0523438643293865,-0.0356421560912251,0.0812494955476511,-0.112860905030639,0.167702410835155,-0.118815647815856
stable,-0.0151220729179311,-0.0283102653569344,-0.359701769080557,-0.118446544220641,-0.0767517902858646,0.0877879954250085,-0.246795138111581,0.329719351429812,-0.108544494550342,-0.294524180758801,-0.0004434838692277,-0.268976601800335,0.305938437720893,-0.306876297050899,0.0787220219016142,-0.0421455080313685,-0.184452938461937,0.0574347961786805,0.244606799674899,0.0717207929497067,-0.0075683066863299,-0.0546430288707548,0.0630328712492608,0.260215977826245,-0.272866173440283,-0.315120734882117,0.108319117502046,0.0622186057844491,-0.221756475068622,0.401949060295026,-0.152514829650172,0.274058490728043,-0.246409816061268,-0.386659772147714,0.193926044717737,0.193547992894789,0.210545784472733,-0.153765308756847,-0.0802051482839498,0.134092073508808,0.135589740345872,-0.0513423456473217,0.0662463117443211
