group,ASCL1,ATF3,CDX2,CEBPD,E2F2,E2F7,EBF1,ESR1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXA6,HOXC6,IRF3,KLF4,MAFF,MXI1,MYBL2,NFYB,NR2F2,RUNX1,RXRG,SETDB1,SIX5,SP2,SREBF1,TBP,TCF12,TCF3,TCF4,TFAP2A,THAP1,USF1
progressive,-0.265522767873073,0.106800439766437,-0.0416817381397708,0.0774501501074635,-0.0151438840992247,-0.0013701609423108,0.0603111193729441,0.202928046929611,0.0425230650341722,-0.238600307252229,0.0016826537888027,0.148145647148447,-0.144612074191962,0.0594217166560055,0.212254756501832,0.210812481825715,-0.0613687874687629,-0.155501247996642,0.0620899248068213,-0.1628087730223,-0.0337492274211293,0.170813397474747,0.0783876286469393,0.0006249856929838,0.0149035049865386,-0.0992284977168247,0.218192120585179,0.211221126317282,0.312324581113058,-0.382899888597699,-0.222470868790991,-0.0722819991847122,0.150453286630234,-0.0288214556110641,-0.161606877458869,-0.0041585586494696,-0.157736773744623,0.0195668597726491
progressive,0.0476302758929409,0.0296554821632139,0.0476595508012955,-0.0870343025382379,-0.294798327130863,-0.0473082519010402,0.0381452055860491,0.067361564123944,-0.211716137220497,0.093240583109414,-0.273164169856811,0.110629878672049,0.0048889096952188,0.228490659707685,0.0936504318263785,0.0673322892155894,-0.0916597380582654,-0.0973683451874132,0.068474010641419,0.267865411444627,0.10129118290693,0.206007530091349,-0.153722543770026,0.262215354132189,-0.158787102915373,-0.0310314028558803,-0.111420301197623,0.0512310896205572,0.011680688433487,-0.0196434635059393,-0.109253957979382,0.0036886384526801,-0.0367985598017373,0.328025348113339,-0.0508505158119473,0.15603526153004,-0.0407506724296089,0.0921281365919391
progressive,-0.146297451130734,0.113500313560966,-0.252007312185667,-0.0474531051361966,-0.172024061732052,0.194890041058204,0.395572860448618,-0.119383678550222,0.0291975098818515,-0.0652605348240991,0.100861091043528,-0.178212560723992,0.0902290781374983,-0.0095211344275077,-0.0846556148697183,0.0327160863503045,-0.191872075062905,0.0672725121542986,-0.151313091299856,-0.0352572804664095,-0.0343514138959406,-0.175657063451511,0.249065629691039,0.15478399058039,0.109590784151574,-0.235310760976287,0.101714512707286,-0.0062600147738195,0.0313191447442656,-0.0305753806127227,-0.0472766995408947,0.288938061948048,-0.216545019811204,0.109333327336809,-0.0259411579469552,-0.118043949569687,-0.0765695637985851,0.233160519801121
progressive,0.0099313889995871,-0.0681112714662596,-0.0952329919705867,-0.0241242467335426,-0.0101841879923039,0.0821235584911316,-0.0982665798831878,0.0110148132540876,0.282412589006442,-0.0126399496358382,0.0804261938257476,0.178873344418019,-0.171000461501983,0.0966053293596205,0.0494763742888524,0.197219328460893,0.326652412731876,-0.0054893495561354,-0.188118564723089,-0.258685597832883,-0.048501292459802,0.0473817540634849,0.051101510670603,0.110148132540876,-0.107981284031875,-0.0230047083372255,0.018996038595574,-0.191910549613841,0.316973822725005,-0.263777691829035,-0.26753356257797,0.134994662110752,0.23358626927029,-0.319176785375823,0.0559046915322215,-0.0333694670386129,-0.208848082125864,0.13763099446337
stable,0.294020905464296,0.332986508411296,-0.323699839860197,-0.337608613810274,-0.368865239715012,0.235029717267821,0.178524237528082,0.4257875773947,0.0626502745582551,-0.363282045176705,0.127080879901712,0.351790468308975,-0.144192319367281,0.159274471222401,-0.019478459203292,-0.154085940798538,-0.172586906730605,-0.365272734829752,-0.0633402130468291,-0.256562552753873,0.287424514544168,-0.373164087220742,0.235610616526732,-0.279962564429284,0.0600526320250508,-0.0876868396275415,-0.105705331092075,0.25933774589113,0.17117711633647,0.010937696179001,-0.110669028414067,-0.206017562586052,-0.194437210416296,0.0124468763134481,-0.387517702629885,-0.308330133222426,-0.134763803322727,0.226336492311789
stable,0.190200202832359,-0.237730449271099,0.187936857763847,-0.335144821019831,0.19737500669954,0.0627059751231094,0.279726817017329,0.0494880399230026,-0.269983116497387,0.0921634111897858,0.149380774521755,-0.125423266971561,-0.151055649872453,-0.15626134353003,-0.123850242148946,0.363934570291297,0.150048461316966,0.0216149454042842,0.462910650137302,-0.104181773503581,-0.0110111737583081,-0.263770234284323,-0.244520484476633,-0.0991458307261435,-0.0783343728211809,-0.153749030503982,0.0061676153116936,-0.0995984997398458,0.257806320028795,-0.110360705540618,-0.41696474524652,-0.185752729772734,0.104487325087831,-0.0006676867952108,-0.303571157314097,0.130119707988723,0.0362022043708405,0.311142046568267
stable,-0.184186382803897,0.0406679270932439,-0.0501181293144229,-0.0475761016744211,-0.145062635911151,-0.0996357441064297,0.190331497578395,0.0150625296750374,0.146837088597689,-0.11216979158182,0.213340685595178,0.119565602015787,-0.0775431308870179,0.107844280961711,0.0154914686196203,0.100362682738828,0.0517390670102677,-0.0035579356666455,0.201416182935774,0.130975377941692,0.0237541872363224,-0.10834094710807,0.0083801124331143,0.0484746158846526,0.0171665880768861,0.0297096658458471,0.11647724161479,-0.288161182970791,0.267617265098663,-0.0271044261508541,-0.116820392770456,0.0684902615829262,0.254144067091975,0.21915167950758,-0.0219120073480085,-0.0725674391298562,-0.249899829113997,0.0550893059247994
stable,-0.104311209092378,0.0035493153374637,-0.198741730120105,-0.20838127997261,-0.0779404537846925,-0.0263498300909294,0.036246461177872,0.0190060754482827,0.0462038750372979,-0.042095557480767,0.154077353172751,0.129994421563779,0.0964951424143702,-0.0237022919517826,-0.332612298978306,0.0620920931888585,-0.176614808058421,-0.179166688063823,0.0513026528536376,0.204859864924155,-0.183251091086918,-0.0805391664180741,0.0331495290979065,-0.0200573184805747,-0.0284244158665048,-0.342289713508752,-0.103546940461319,-0.0117400430393031,-0.2173522193278,-0.030076511551377,-0.107067359070881,0.26548818937895,0.074279537291194,0.0224746792353998,-0.245360123736961,0.079404222518756,-0.104681884360637,-0.184012370401298
stable,-0.103577957771917,-0.0718635177777183,0.131718655363459,-0.0392051655952475,0.0392304038890515,0.0254502954720275,0.0995347831045043,-0.111770307940719,0.12615108775028,0.102760237052665,0.104087771306759,0.0151025950123575,-0.0559532973636305,-0.0048608953866645,0.0519404086487828,0.0260004902769563,-0.0729689550463367,0.194668007769578,-0.0859161997678263,-0.110457916662907,-0.0406437483420796,-0.0977933408320232,0.111684497741785,-0.0290947050973357,0.0666290956427535,-0.184507070684058,0.0067285291281659,0.319138225152507,-0.199665189942785,0.0065770993653415,-0.0614703883892009,-0.140057387636324,-0.0412696580284206,0.0367065745086442,-0.0002574305968015,0.0599005665145876,-0.227558552255046,0.0015748695333741
stable,0.199521927485116,-0.245020453350148,-0.242813192273508,0.201598923973627,-0.173686117506086,0.186698102475917,-0.0354319679712415,-0.0515341184483683,-0.196554789644387,0.0898608550447112,-0.184042152262386,0.12386714946809,-0.111441355144842,-0.16115900628096,0.0341437959330714,0.270327968055097,0.429214580965352,0.0235417058436374,-0.0004921106662672,-0.20568054773502,-0.298320380659828,0.136046888458205,-0.072304083333471,0.0120856590097985,-0.167194598864296,-0.211115475828648,0.347169601208415,-0.062729636105948,0.136444919144156,-0.37215145444304,-0.0331523376789742,-0.138413361809225,0.12087106394111,0.0256548869399615,0.0477564453926109,0.141619318061525,0.0349905157559136,0.181342780519479
