group,AHR,AR,ARID3A,ARNTL,ASCL2,CEBPD,CLOCK,CTCFL,DUX4,E2F2,E2F4,E2F7,EBF1,ESR1,ETV1,ETV5,ETV7,FOSL2,FOXA1,FOXA2,FOXG1,FOXH1,FOXO3,GATA4,GLIS1,GTF2I,HIF1A,HOXA4,HOXA6,HOXB13,HOXC6,HSF1,IRF1,IRF3,IRF4,KLF4,KMT2A,LHX2,MAF,MYBL2,NFATC1,NFIC,NFYB,NR2F2,ONECUT1,PBX3,RBPJ,RXRA,RXRG,SIX5,SMAD3,STAT5A,TCF12,TCF3,TCF7L2,TEAD4,TFAP4,TFDP1,THAP1
progressive,0.192009721827598,-0.230606847613019,0.178834975984281,0.373772419110394,0.168124395567214,-0.107203394880618,-0.0732418278178461,0.0482830037480072,-0.0654589686992942,-0.211479068462722,-0.282403116919244,-0.168758735181893,-0.106910622750767,0.181177153023093,0.0380359792032052,0.105495557456485,0.404659878809725,0.027032626656287,-0.0147361972025247,-0.0949801584593188,0.180981971603192,-0.235559576143006,-0.0538212765376977,-0.0897834531544549,-0.175297312748576,-0.491247236213302,-0.07597436769646,-0.0441353985751111,-0.19681606429266,-0.264617210030766,-0.323537601163377,0.0201524816047771,-0.240536702350481,-0.324586701295345,-0.237438197309553,-0.273327180893847,-0.0388167048828092,0.133186921404937,0.200866078755605,0.127917023067611,0.319682768120332,-0.194425091898873,-0.145849316021014,0.186691028135296,-0.0526013926633165,0.287965787386422,0.360475684879639,0.0017322351016212,0.301823668199392,0.417566250200678,-0.170686151703415,0.448136540092671,0.312265874164095,-0.320317107735011,0.502201793405245,0.119524222011868,-0.0108325688045049,0.0042695935603341,0.197377210874875
progressive,-0.0087198949843697,-0.504230913736583,0.388990931734245,0.0848995254813803,0.529673894992347,-0.0653096244206045,-0.113119733564358,-0.255415280141486,0.106161735169295,-0.18837362178563,0.0639658049880818,-0.0525582711386667,0.210382397824947,0.0462572511328379,0.0201572914878409,0.125273833765174,-0.210591436403339,-0.231196667702021,0.229912573577611,0.137547384582215,-0.289787194960012,-0.380002272863371,-0.334581176044103,0.017260614044403,-0.150119561939817,0.204917532132688,-0.0172008887362909,0.137398071311935,-0.203245223505548,-0.2877565344842,-0.366773117116536,-0.0376269441106364,0.156778933794318,0.239976287994503,-0.152269673031853,0.366086276073247,-0.236751121356448,0.0553952232739924,0.0481983236464818,-0.229972298885723,0.188791698942415,0.439219915856539,0.3567392653537,-0.159615885929644,-0.23863246856198,0.199124177245812,0.140473924679709,0.356261462888803,-0.287159281403079,-0.0907227430223121,-0.102936568531241,0.270764684326302,-0.0735218542860212,0.341837800979726,-0.237945627518691,0.0456599980517167,-0.202319481229811,-0.144445657669165,-0.0560820643172818
progressive,0.0436896023114988,-0.112415796767216,-0.0933810281016925,-0.370673004635087,-0.21333534711268,-0.122293193860978,-0.102074490612298,0.0241426007242836,0.156289029748755,0.0435059716414582,0.0900853408130693,-0.0446125880477554,0.474414668435912,-0.112092026901618,0.384972034967985,-0.200698657582255,-0.21914870753528,0.0615984250265098,0.165572043357912,-0.11814217424085,-0.268124940189526,0.0890802045138998,-0.144077590191056,0.085600886555236,0.0383643128803217,0.0758008076383331,-0.0015705254674523,0.128425491763123,-0.357789863415924,0.121085097347553,-0.0490293889008369,-0.223198247048281,-0.186404459635411,-0.0417856422063411,0.352967142134332,-0.09062173566503,-0.0844894377628851,-0.133538156207937,0.0709974159009556,0.136427923068049,-0.384295500920467,0.127444517394222,0.23691255866868,-0.0296515208255012,-0.0882683636568783,-0.0640581095278429,0.16602628764696,0.0553018259985391,0.156356683153507,0.222449227209957,-0.0708186176169687,0.194904626703869,-0.14677406160902,0.186984345961855,-0.0294050691367625,0.0563552861582456,-0.0984646982301846,0.261325773011971,-0.0843348014091667
progressive,0.207868527387415,0.0019379123925299,0.248893767093427,-0.061062522557077,-0.006325638564296,0.0395992287001883,0.266920008782433,-0.381732176943643,0.337343013839277,0.0768949011601994,0.213133798793534,0.116347872321329,0.0062890741795312,0.312332974660211,0.498226306804031,0.242129355911955,0.0050093207127662,0.194997863950235,-0.156678388716811,-0.231050347328245,0.15488673386334,0.104245060964208,-0.206405951996826,0.381951563252232,-0.121759401266507,-0.0461442535730726,0.0969687483960289,0.469011363377022,0.0071666194138844,0.0235108994037129,0.174229293403876,-0.16976843846258,-0.0930197948414395,0.0693992022834325,-0.395334128076118,0.0909721892946154,-0.360451705010578,0.241288375062366,0.15170563238881,-0.0392701492373058,0.0659255857307844,-0.0514095249791918,0.164905375288873,-0.0124684552047684,-0.413287240995594,0.162199610816284,0.235438073500011,-0.0487037605066028,-0.017039003300358,0.139017790875453,0.434933356776306,0.247577449241897,0.0443891631043662,-0.20596717937965,-0.193279337866293,0.208014784926474,-0.0061793810252371,-0.191560811782351,-0.318439226915919
stable,0.0618841498434555,-0.143598052012511,0.0409199745810185,0.0979877506535792,0.206630411182661,-0.0928011138408001,-0.132894889772507,-0.110699786844232,0.099102478747763,-0.199774636455004,-0.192788875765834,-0.0126283331093753,0.0492833895137949,0.129922938016106,0.0633947442749731,-0.0916893399730143,0.003123602044833,-0.0245988584741263,-0.150450872513769,-0.0585616298878229,0.01233881892237,0.0037804250473246,0.028612667406894,0.0566935740621456,-0.107046393532021,0.0308037186520874,-0.119473839246332,-0.0954845361523291,0.0049030310785698,0.106271401473609,-0.149699514266541,0.0655483753191249,-0.103360503729433,-0.0220404984134465,0.0099714988354284,-0.0304895859117653,-0.0150045158755109,-0.07114269537483,-0.160202773853612,0.116562941502156,0.181416088875615,-0.126821985040324,-0.070346038989499,0.0265319072805598,-0.166224471994897,0.118166101694145,0.0281222658248238,-0.104303886692532,0.0138444896432242,0.104504774087597,0.0542090696614162,0.0869497760884679,-0.0620220137420294,0.0322867403038902,0.139702412135663,-0.0166844859538479,-0.0790777474798944,-0.124094249332825,-0.0734263123804944
stable,-0.0300107570199283,0.149097221031802,0.199772066890721,0.120146751894298,-0.0487040933818038,-0.198469756774265,-0.142458896898362,-0.108149364007299,0.102940123541475,0.055953235534467,-0.187601805979414,-0.113024383292795,0.162742665083874,-0.0083440046399493,0.0242828974811786,-0.0025815704963379,-0.0133227477400296,-0.159619425778037,0.0436216264671385,0.177897866881572,-0.0676855514508598,-0.214892694083557,-0.395452805539478,0.199991039388178,-0.0033306869350074,-0.0698752764254322,-0.0236375048570941,0.211746405041146,-0.0736208586187796,0.0771705180512442,0.0451313842127647,-0.0979613804413943,0.0284203251962916,0.280826465554759,0.0574860430166676,0.119512884138501,0.181482100918898,-0.0210328846241817,0.309016293385306,-0.232779289665327,0.0620729405949823,0.0641819914915441,-0.0770206947635103,-0.0632023776871301,-0.0652768539788302,0.0595028949669316,0.125724788145314,0.140753216391853,0.214281876064335,0.0463760699877848,-0.230128569959266,0.261637559856533,0.0065806997920042,-0.0793717678941038,0.270995752905758,-0.406585828304935,0.0316011888435651,0.101234443034966,-0.0608974040296856
stable,0.139355921065846,0.112126934277191,-0.0975578852554517,0.0900226461340093,-0.302559631878675,-0.0531330963691454,0.137575617317373,-0.0669891038378784,0.270780979955034,-0.017683430514545,0.114505272876571,0.0631064775750595,0.195723005897979,-0.008611701853077,-0.275864276187753,0.0249518540871208,0.0187598932461797,0.150479369292737,-0.323730065600823,0.188974412618885,0.0140722200686767,0.186094644798358,-0.28898424076306,0.100828675863111,-0.116754803969603,-0.0999408241229164,0.153915769551417,0.149163692620739,-0.0344514076803922,0.473781609961757,-0.226889822166461,0.121005451679134,-0.0150198752939619,0.141177627227074,0.0437117473333004,0.121539082776868,0.138100047878939,-0.016326351429792,0.269791922316993,0.0290644937541351,0.28559384318522,0.0763414488524648,0.105580752793789,-0.0327355076850943,-0.163866149416912,0.03134162645567,-0.0643853521023861,-0.211051099153563,0.0393414926535872,0.113405808804517,0.0423638687847152,0.314883750075466,0.0466283172984985,0.0226977227260055,0.317059676879155,0.271300810248515,-0.225528142813624,-0.208562354120169,0.291068162205071
stable,-0.0568179959822399,-0.0423963800178156,0.0010714469951862,0.0374057192730369,0.149744058656165,-0.221648149512191,-0.114473154602566,-0.234595389781071,-0.148224239874115,0.008889677567035,0.184715038338821,-0.048018194741851,0.0602757099421999,0.0660550606994578,-0.13219090910826,-0.149446153977956,-0.195616329868543,-0.127648620150346,0.0641232245997489,0.0201797599479792,0.109090673467465,-0.0154274229457678,0.06637417215137,0.130125773288133,0.0034688222699949,0.0177965225223058,0.125881389008427,-0.0041120944056533,-0.135197221742256,-0.0130532741373957,-0.0693421106234268,-0.0176733212655549,-0.183719329821146,-0.164531239005375,-0.282770110709778,0.178653940445223,0.0392012261132264,0.0598556138536066,0.381137225608079,0.077964178903257,1.31280027685397e-05,-0.0642736917084036,-0.0758354227620199,-0.0189659246150727,-7.67483238776168e-05,-0.112358536310464,0.150486295735771,-0.0782711721987674,-0.0557869428417261,-0.179674895122069,0.0274819590263877,-0.204716055479875,-0.0051815217081059,0.0843474177878677,0.106897287158752,0.0637162565139241,0.0340843345725964,0.0559828530368874,-0.0307952649558937
stable,-0.143839617658083,-0.0382548886443995,0.0896821110167452,0.0974093306459668,-0.0303731246225935,-0.0143983859091161,-0.0318103874736287,0.0939114758938058,-0.182223293296302,0.0682416522855319,0.0572638489322845,-0.0224862091210347,0.170107012917683,-0.0481405782900502,-0.0041469412010155,-0.080919443957208,-0.0234598387943166,-0.0705598181742983,0.208166145331476,-0.0749746363224602,-0.0664077254935299,0.0206831912075497,0.273352970123589,-0.0310634229094706,-0.175680914010228,0.0160056475919942,0.119807964611204,-0.0872197036949,-0.000582117212068,0.0166186736825791,0.163167969690642,-0.296194631347567,0.115949506276346,-0.123486121154713,0.0327273508696296,-0.0358336931605767,-0.055445376579541,-0.113492250434253,-0.0367558080363305,-0.0118793123099899,-0.0347776398112498,0.0152586830278361,0.0783591585200593,0.210947944397995,0.0801776308728027,0.153143190091665,-0.0102514447081006,0.117257982133561,0.0261540627050385,-0.105234428390492,-0.0084793356731324,-0.202288306933514,-0.0685455895909479,-0.0093705416703693,0.179544523824839,0.101226577142802,0.149830788610606,0.0256492176892627,-0.178122715413062
stable,0.403871514442992,0.197819887968854,0.162834999321392,-0.226011379516524,-0.322476143111612,-0.0699328967460644,-0.198719773361009,-0.145265105845058,0.0372641065669357,0.0690403874636814,-0.493624018145778,0.0464473632327779,0.0303305633814805,0.289150879162796,-0.0040789887037837,-0.0748232575247419,0.0454515884135902,-0.0447361057657294,-0.218443490890697,0.360898298912714,-0.0986849726363881,-0.0413652236000347,0.0020431824067777,0.0365043672604443,-0.0034151388243252,-0.288841082552382,0.363015242417209,0.119028283386905,0.335804773469184,0.0414463608075241,-0.238565518348061,0.373083632255663,0.376196350579346,0.138456956525723,-0.202702872637759,-0.358390421590315,-0.11674906546743,0.463780278009234,0.25997098890571,-0.228209460228508,0.0341735165725679,-0.0085267828961555,-0.22821683633828,-0.334904888077029,-0.0914047522916602,-0.195887347208652,-0.0218627893634991,0.153017397215178,0.554248264359881,-0.143878397207967,-0.0204244479580057,0.149395727317244,0.117516180883694,-0.304559572476005,-0.104947289832613,-0.259698072844155,-0.452472701729125,0.15055377655141,0.352644432078114
