group,ATF1,BCL6,CEBPA,DUX4,E2F2,ELK1,EPAS1,ESRRA,ETV7,FOXG1,FOXH1,FOXK1,GATA1,GATA3,GRHL2,GTF2B,HES1,HINFP,HOXA1,HSF2,IRF2,JUND,KLF1,KMT2A,MAFK,MEF2A,MXI1,MYOD1,NANOG,NR2F2,PBX1,POU2F1,RELA,SIX5,SPDEF,STAT5A,TFAP2C,TFAP4,TFDP1,TP73,ZKSCAN1,ZNF384
progressive,0.303417759152519,-0.214930161018792,0.0022442506773046,-0.0189651513279921,-0.0967000758869403,0.0448603514507382,-0.0088536922324436,-0.155593159594671,0.0866872651728118,-0.0182252884673422,0.0776362761775282,0.0753427013095136,-0.239173000752754,0.0090263268999286,-0.0806203897154828,0.260209768090566,0.12957464899515,0.10059668695303,0.175199525401893,-0.165679956594865,-0.0879696941312716,0.157664775604491,-0.06555184945358,-0.0297424869981255,-0.0449343377368032,-0.0450329861182232,0.131917548053875,0.209997741947793,-0.0867612514588768,0.0479431133701127,-0.143336098203238,0.0325293037732401,0.264796917826595,0.0962561581705504,-0.0192364343768971,-0.0576353168446262,0.0573147096050113,-0.163509692203625,0.0802257961898028,0.0996102031388299,0.114826715972863,-0.0426654249641435
progressive,0.442811225056578,0.467890111098327,-0.410976882226467,0.427088347752692,-0.512039711436423,0.174954374257874,0.444335686544217,-0.533352280861652,0.414743198842987,-0.183712554961369,-0.473898282843728,0.508841331452553,0.426550302521761,-0.274044370954415,-0.472194472945778,0.565844234529568,-0.459400953010297,-0.471447187902818,0.555860506355618,0.560463782220253,0.0393669760631506,0.585722016672313,-0.497153793380654,-0.280710153537621,0.20556316961753,0.263134009327194,-0.126769434687792,-0.519901150088366,0.503012508117462,-0.505672842870401,-0.414743198842987,-0.415101895663608,0.448849288203697,0.426341062709732,-0.380995806302899,0.481520590281923,-0.583211138927966,-0.507376652768351,-0.482118418316292,-0.500172824954213,-0.440868283944881,0.43013727072797
progressive,0.0304919711206892,-0.264441075476493,-0.129937871541741,0.144760693347437,-0.0484969843613436,0.0719523467618738,0.106298735167764,-0.172747535040606,-0.209289538813473,-0.161672735061799,-0.28064703824024,0.0744478038750024,0.0909777891708812,-0.032586027186551,-0.0569554232971224,0.174261252242949,-0.0347864787107244,-0.144775201819025,0.0538119211197318,-0.0364404444717515,-0.0176519737653474,0.14788968705324,-0.0908859021841574,-0.096079935012646,-0.166784553217955,-0.0692392625749259,0.0528205088945547,-0.0175939398789956,0.0727599850136034,0.0153112736824904,0.0413684886544608,-0.117223614273495,0.148494206702738,0.142598931080831,-0.0617770720215201,0.287939963291787,-0.0970084771942752,0.0025776717854603,0.0493288033990531,-0.122693308062155,0.0863931121490868,-0.111715231227267
progressive,-0.0501108529392948,-0.282230176116496,-0.239983435134827,0.0754223202633766,0.071142780267831,0.0038040355515961,-0.433330857497683,-0.103257618866883,-0.0294446982599506,0.115145229965621,-0.0866881178584882,0.009473511614071,0.262953957504081,0.176521880500027,0.0416980820078804,0.315661796252638,-0.0973321019499734,-0.005486589737879,0.169316159310946,0.219244125925645,0.0079738437523841,0.0483917214880928,-0.151283567705784,-0.417273438198157,0.403739850178056,-0.406885494961106,0.292947314737819,-0.241080753082403,0.188299759804007,0.100477746733024,-0.183325251774997,-0.1124385123616,0.0116315702443035,0.302164785497456,-0.0146309059676773,0.010973179475758,0.048428298753012,0.129337208754268,-0.27568284569596,-0.298653368065213,0.415042225038087,0.288265424828163
stable,-0.21909853256708,-0.0312881507948715,-0.110661476456746,0.168912625334093,-0.116790903042357,0.304069230168601,-0.0327508102459542,-0.1249120987731,-0.180190809517643,0.0156288598125419,0.211817629782731,0.111869888392506,0.114706858737224,-0.0792466927295324,-0.0668936010970327,0.132729964456605,0.0557911323777406,-0.104850104677948,0.0397244563805122,-0.138299850178379,-0.261153427562942,-0.185813704373885,0.13820070346391,0.13253559763022,0.1217629635254,-0.0393043099073153,-0.130607635776578,-0.0301013351731541,-0.165447398580857,0.23057991843276,-0.131371359973183,0.156557570400317,-0.0195593889683373,-0.111228870525689,0.101915950920037,0.108682468769912,-0.152541637638988,-0.247811813737663,0.0298873353340024,0.0458421031584634,0.281643421336397,-0.0732782568486044
stable,0.180067471106535,0.290382708589119,-0.0768277121379284,0.0523401032744069,0.0708124030429833,0.407427717166431,-0.236659775637713,-0.272912960336367,0.170237856819201,0.012134330415665,-0.0617318214973575,0.0914396123915497,-0.0669289563667448,-0.0003572309998913,0.131726050314783,0.218752131320578,-0.0814717151365162,-0.392228114300085,0.290451850072969,0.398508465749788,-0.431846184546102,0.1926166504253,-0.3743896114668,-0.133201068636915,0.332328542124751,-0.186935525168963,-0.567017785472741,-0.167840952045737,0.005611983772487,-0.218867367126995,-0.178869018719803,-0.198585865197678,0.239978566862511,0.176126406527088,-0.1817729610415,0.0421647815678236,-0.214764972418565,0.0684500690114436,-0.0641402498514638,-0.0332455301511809,-0.164464542917731,0.0292007533459593
stable,-0.0549802014990001,-0.105720943710127,0.0142200437884832,0.157922147598177,-0.0564589761750078,0.0891064752914513,0.124903810250289,-0.0519173524022534,-0.0841207612909174,-0.0278266021076628,0.14964009376258,-0.0215131956735616,-0.0582124458372709,-0.0619757671489686,0.0206936889645666,0.010832138958001,0.0632164728368884,0.351128866180849,-0.0684036298273428,-0.105716365460356,0.159666460760898,0.0006455332176999,0.0509742329494435,0.178171746334964,-0.188275943579389,0.172014000393074,-0.117601501865669,0.005503056224648,-0.206831589900935,-0.153188237335044,-0.151041038192482,0.06476392125946,-0.0477328321116308,0.0815248936708047,0.10817030733757,0.0999386142494523,0.0821063313917118,-0.0135745105707832,-0.0127733168608719,0.112931687099328,-0.112670726862386,-0.0886715415632137
stable,0.0668298099075537,-0.095039765171538,-0.244958134904069,-0.0385549575502232,-0.0766191308320147,0.164615533341308,0.0201018746640267,-0.0395598484800078,0.0111055150988913,0.0738143595789529,0.0705907992703905,0.039550722326256,0.168635097060447,-0.0528901170601781,0.122187030531976,0.0154850548826852,0.287823679076406,0.0787698610661955,0.119807132436916,0.0164950158978875,0.274126336311995,0.0901947915464008,-0.0228529030116611,0.220223216185364,-0.30503459103527,-0.072245675150722,0.0203411826957413,-0.186021433974763,0.0727192211287335,-0.129392635927586,-0.113777786858208,-0.243004123984094,0.0406803373573156,-0.129502149772608,-0.180753615225791,-0.0866508018394409,-0.102698636203489,0.129652224300971,0.0799268545585106,0.0266382287845027,0.257334213408631,-0.0235515607822178
stable,-0.233572977674221,0.0317495170500136,-0.0420911964747891,0.0726366502074633,0.109212624453253,-0.0612031506559479,-0.0521828797023203,0.009295776966917,0.0709427984220536,-0.128105194216422,0.0707642297097363,0.125615436170398,0.274327459788235,-0.0414330432208197,0.106906537082755,0.0166068902455077,0.287403791493069,0.130574544409609,-0.0893914973860339,0.080891626679731,0.153666029893839,0.0142242734268742,0.0412034548764117,0.0113620720665885,-0.0893914973860339,0.0502288277932483,-0.074248870581528,0.0394891952381658,-0.051376769515288,0.0213517160299385,-0.0024132285978879,0.0421779298493432,-0.100406635954406,-0.188124689407866,-0.0461370532995779,0.0174027965061219,0.0692999662687346,0.0379943200179096,-0.0305607596223014,0.176119769976936,-0.0391524656663675,0.116697204480952
stable,0.0443891337319538,-0.0567781644428562,-0.182143705659044,-0.050789154336164,0.111794855324921,-0.0315817530503633,0.0871929412591949,0.16140969395389,0.186290508000074,-0.22593834206423,0.0173945514128192,-0.143171103126525,-0.101424179735759,-0.449117042216553,0.137438974580781,-0.0315523951576834,0.183670316078397,0.0582607380231893,-0.142892203146066,-0.257754958256032,0.0077798415601638,-0.0548258645796453,0.151141770989108,-0.189240976214401,0.0823782468596972,0.0784369497674256,0.0503781438386459,-0.0497836465118787,-0.185270321229449,-0.218474097850375,0.164279427963347,0.078547041864975,0.0863709202641587,-0.0304000978699988,-0.0380771868057831,0.240059488443245,0.182745542458981,-0.259787992324113,0.200374957013239,0.113262749958914,0.165982185738779,-0.203163956817826
