group,AHR,BACH1,E2F3,EHF,ELF1,EPAS1,ESR1,ETV6,FOS,FOSL1,GATA4,GTF2B,GTF2I,HNF1B,HSF2,IRF4,JUNB,KLF1,KLF4,LHX2,MAX,MYBL2,MYC,NANOG,ONECUT1,PBX3,POU2F1,PPARG,RFX5,RUNX1,SP4,SPI1,SPIB,SREBF1,STAT5B,TEAD4,XBP1,YY1,ZEB1,ZFX
progressive,0.324351324253775,0.0566902338282542,0.0075741027986118,-0.0024647927751414,-0.16419114371906,-0.001386445936017,0.33128355393386,-0.126346304650742,0.124677434542573,0.145217374335419,-0.0156360291673038,0.160442604706866,-0.170661224753807,-0.168684255548745,0.123804487101378,0.0257005996657982,-0.0282167422904218,0.0087808242614415,0.0091402732078163,0.173844915421698,-0.130274568136124,-0.198441493323631,0.1151263625389,-0.013915809209653,-0.120107297938665,0.300858768115708,0.0711708913822104,0.289587476154383,0.0638792127557502,-0.113816941377106,-0.0249046769988254,-0.0620819680238762,-0.031913931453134,-0.186862102265414,-0.121468068949941,0.139183767021271,-0.0090632484335931,0.0574348066457448,-0.311154412936871,0.098874135177811
progressive,-0.417658759342471,0.0208658093176836,0.0925881359723485,-0.404204983782412,0.46001323795747,-0.415354177417831,0.122485414994701,0.400343251908692,0.153441555982429,0.13768319849773,0.172999359342885,-0.188975717820454,-0.491093950941125,0.247898271893674,-0.029710421028463,0.401495542871011,-0.308564833909865,0.433385973828188,-0.454407498140779,-0.0234818212321395,-0.465650120773143,-0.0717846126526281,0.456120363084768,-0.0003737159877794,-0.140299210412186,0.411399016547166,0.413672455472824,-0.0070694607688271,0.122890273981462,-0.417814474337379,0.0753349145365325,-0.14749324317694,-0.289723319525987,-0.143662654302201,0.239894521155399,-0.215789839943627,0.0771100654784846,0.436687131720239,0.412800451501338,-0.411305587550221
progressive,0.0067335076497272,0.373370805058303,0.160346221990537,-0.0032034138492909,-0.256307238684442,0.276088441099318,-0.116897788488205,0.0485387897559993,0.0820746808601443,-0.211786124745514,-0.002476916644505,0.158522665248322,-0.0158366639002999,-0.0026280670696618,-0.0525564655730705,0.273514008051486,-0.151486856748282,-0.157133056500913,-0.056579017210308,0.189020920388832,0.0980039853436049,0.0828011780649303,0.211966530091668,0.103289374403927,-0.151150425156804,-0.0883449855940685,0.20014754200844,-0.0928209885067764,0.0279579528338423,-0.0276751552641941,0.199030979190346,0.0638147343371692,-0.0493628033641122,-0.140213960523684,0.0328679037413552,-0.087652619130447,0.151057784573643,-0.0626445374972456,-0.0388700383661303,0.0016529030363921
progressive,0.27379969962508,0.17940864825573,-0.132760211354108,0.0304910815088007,-0.319281013789523,-0.0971629678701495,0.0443871365983378,0.302029480830596,0.0577725754903592,-0.379606670267461,0.266687545445395,-0.140127673632551,-0.0969441323569285,0.292291300492259,0.440479415528452,-0.0125830420102108,-0.31526902938047,-0.281385997416743,0.0648847296700436,0.482058163040453,-0.294224347525712,0.351340416476408,-0.0373479275897271,0.138449934697856,-0.223832257439605,0.143920822528382,0.229339617855668,-0.28685688524727,-0.0874247875318125,-0.267708777840427,0.0445694995260221,0.114378028243539,0.314101906643291,-0.0753523617191175,0.25658463925169,-0.0380044341293903,-0.0779783878777702,0.241047317812995,-0.0342477578190955,0.0751335262058964
stable,-0.129086217673525,-0.024190071521826,-0.234405987856584,-0.246406251982119,0.177319283425115,-0.154967678054059,0.109087848975455,-0.18047626642655,0.276703138391236,-0.213237215355489,-0.258761780270874,-0.097608569905603,0.189771136982614,-0.0239829204062462,-0.180631629763235,0.096011434804483,0.239704913393114,0.230690732598661,0.0035008538532978,-0.240451693164779,-0.150582288937236,0.254893233187422,-0.10762639785504,0.0289493684022708,-0.22327782992764,-0.121248655215565,0.123744826158301,-0.313711720945138,-0.0449082903465352,0.232188435164303,-0.153277324950929,-0.0302305980521316,-0.0821043446600361,0.0385995031215538,0.127523262506475,0.0992057050067229,-0.297162418321471,-0.0119919780809121,-0.0947954577560299,0.102591589990874
stable,-0.178673216908644,0.323713541763742,-0.25245369951271,-0.0777988947610798,-0.063880576289971,-0.236867131146114,0.0963079446964126,0.175227124058841,0.26200047263725,-0.413677266054688,0.0156109223796688,-0.184956552281428,-0.118433565573057,0.232593001851837,0.124436829795504,-0.0033973848236564,-0.411314926786626,0.122817287926162,-0.273166787631132,-0.0921312314544263,-0.252867717734948,-0.40805148903487,0.0434110283022773,-0.231886735472725,-0.273532097827224,0.096624546866359,0.145661352188455,0.109166863598854,0.231107407054396,0.0181802707588499,-0.165838652019275,0.264399342924922,0.0576337719367961,-0.427668646565015,0.0831080696109515,-0.402072578825496,0.0437154534656873,-0.0359343462889257,0.077774540748007,0.0024110472942078
stable,0.169892567857121,0.216485501195053,-0.310907535053864,-0.259043658374517,0.368993606401281,0.263395518308536,0.133326834493877,0.439004784959659,0.376599021597482,-0.0990542142320865,0.307911323145754,-0.181155935014757,-0.127187357332473,0.0188182327664298,0.0266718004826272,0.184414085693975,-0.208999566841814,-0.101737937781682,0.075764640688676,-0.328549341058827,-0.26962690381068,-0.32270397058779,-0.35334161597333,-0.190980936639818,-0.0993161530031943,0.0979467187261745,0.184942558653228,0.135803764276809,0.0755624423390489,-0.0630720988325394,-0.34403130105641,-0.109242253803069,0.279888470054255,-0.406496804840068,-0.26844128621514,0.370978826561256,0.0719872078842791,-0.179368317787372,-0.212046328337331,-0.236590450731837
stable,-0.411050127204663,-0.0579172554826212,-0.40128362448296,-0.277563784486939,0.050163618740383,0.0528552065146352,0.483208384166561,0.466984907235944,0.460752822935154,-0.0717662191490881,0.511166657023764,-0.419632412347104,0.145752972886494,0.177707600192107,-0.240957380343025,-0.0197163616297598,0.119022477365533,0.174982582836917,-0.181274435176353,0.312841109534195,0.289910443046437,-0.179961564361362,-0.128494191964426,-0.504931533670161,-0.183011760367487,-0.0320650462244662,0.145081342214936,0.480781193986995,0.412721606251527,-0.0857185106111793,-0.374402189338979,-0.440979732319561,0.142321882261205,-0.0300602843858342,0.431741011769625,0.153353643970504,0.140392083725281,0.271448197210627,-0.0493218011113263,0.128674509097966
stable,0.251805811400954,0.0115922632402201,-0.306115808102686,-0.227853155485091,0.113791343687014,-0.156736270361819,0.137284203814067,0.10079805563148,0.299516386192714,-0.210294365714791,-0.0391908292932313,-0.281881865351315,-0.0843319570298793,0.05451555246614,-0.231309737944494,-0.0039380156970976,0.116490615435436,0.130208758028622,-0.0566522505435488,-0.127179515184701,-0.227863974209534,-0.156438755439648,-0.218651830346681,-0.113255816827106,-0.456609674461138,-0.155378520444275,0.33650019569966,0.38853826026845,0.124555974507377,0.0337652389852794,-0.331345073502773,-0.0214318931207429,-0.145544299925974,-0.363368497852797,0.0394396599554105,-0.136115781574269,-0.411441499913383,0.0423553061926847,-0.253661222642856,-0.112790611676075
stable,0.170757874537038,-0.0585606143041249,-0.0070555904675352,-0.248180591339657,0.19127965327706,-0.277071543164916,0.213484705551142,0.378296062369722,0.202024287144008,0.245695009859455,0.158927765213545,-0.23207937206759,-0.149787747238878,0.425687291541294,-0.084942387356648,-0.149355130209096,0.124900469380148,0.164945074809604,-0.0836130732105906,0.160312139708847,-0.235445919135711,-0.0292606427416178,-0.199633094833941,-0.253607968622377,-0.0487992009594077,-0.0162192057347355,0.248337906623214,-0.181895796612879,0.338078410128353,0.224795674438897,-0.123752067810181,-0.161350420580324,-0.435031819384585,0.106785614478549,0.247354686100982,-0.175280688939304,-0.153177891599534,0.227241927098209,-0.283419214856444,-0.204030057009361
stable,0.135523094115962,0.173010592276398,0.113176318976815,-0.0414942850523165,-0.0211077533464275,-0.103536606143702,-0.001613810474299,0.0470359795381638,-0.0826359728581476,-0.119334442215259,-0.047176525293756,0.0150162044132637,-0.204190791440261,0.116278188459883,0.0415892150802165,0.0334511226884305,0.0421156452349343,0.10870104623296,-0.0771460583875184,0.0306007561364218,0.11517601385024,-0.235321676303916,0.044051231518089,0.266838445566697,0.0616589024072706,-0.0004093086917244,-0.120261551059165,-0.0739837788866956,0.087568635736429,-0.0302925417601233,-0.165832895881158,-0.0312319791790812,0.122156453044648,0.098356138906877,-0.148322620734887,0.0275555980985925,-0.0843114262077063,0.115272176735645,-0.0084401424805585,-0.0302493917474415
stable,0.280604883904834,0.303453468731532,-0.285924979747981,0.0950143240223825,0.0867088490463759,-0.130640251004964,-0.146879557196408,0.25940384021147,0.293142802670958,-0.0902869393292191,0.118285830102832,0.0946970398728591,-0.194238796191943,0.170972223985655,0.124425769297948,0.11414266830763,-0.255952452314228,-0.142386301609898,0.290980585137929,-0.16339528461988,-0.240820744946671,-0.232796873634748,0.088078999571901,-0.125896163221438,-0.232853147141565,-0.131843954737909,-0.104537533824355,-0.0983193361768482,0.234319601422463,-0.247691009368843,-0.165728944959125,0.172337726478594,0.0313721444974103,-0.197165938210636,0.115049668484534,-0.23235284981594,-0.113286150238652,0.294073863251837,0.16973655570776,0.0305005389643698
stable,-0.0645631109818764,0.177816812508196,-0.110088065265337,-0.0114257166104431,0.177249960590926,0.0158836330019751,0.0558649733381835,0.162278224635239,0.0481094034189142,-0.0897327362917982,0.101514054967574,-0.0266010347485329,-0.245642572439503,-0.128269887740173,0.162003966542351,-0.161401665544193,0.288236587825101,-0.29435827737981,0.339451619656473,-0.16488989955382,-0.261477310157495,-0.0884789056345628,-0.0507018536008379,-0.0249214817437065,-0.258810961421369,0.209228254195522,-0.0335419425612532,-0.379266827152784,0.115290745732451,0.0003787161995797,-0.0927362402361178,0.139827621617371,-0.223655807865604,0.156245324471218,0.099456785893977,-0.167599809542949,-0.21346247466283,0.137062259931179,-0.24848927809814,-0.135952781487339
stable,0.153032671610871,0.412694285880857,0.152704380295924,-0.235189579613401,0.0495891865886414,-0.338143494001816,-0.270683259475758,0.350068226957553,0.316667738634154,-0.200448409179601,0.2872170649091,0.0577093327687119,0.0034239370088601,-0.215868928698576,-0.23518919743492,0.171920314307029,-0.194349604984112,-0.0981954101248453,0.243679292384337,0.0499644858567183,-0.21901234670258,-0.0579546913533406,-0.317861282029474,-0.232126801268831,0.0126409354286257,0.198477896932957,0.277337369003748,-0.0608974656549616,0.0048135379647944,-0.244183767978901,-0.424086262034457,-0.284216963835369,0.112709020109048,0.142690921922317,0.0148720933991275,0.184894509370851,-0.245429669826081,0.246412632878518,-0.153351790642281,0.238059357825203
