group,CD252,CD137L,CD294,CD31,Podoplanin,TCR,CD32,CD62L,CD27,CD1d,CD58,CX3CR1,IgA,CD79b,CD122,CD226,CD29,B7-H4,CD204,CD144,CD36,TCR-Va24-Jz18,CD158f,CD337,CD307d,CD94,CD150,Ig-light-chain-2,CD85j,TCR-Vb13,CD82,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,0.259421594764366,0.167431293129784,0.0782169523922678,-0.0120167620806256,0.07410184690748,0.150453286630234,0.262646088290222,0.113959508960226,-0.296233682355324,-0.0143085061510045,0.0890022759690137,0.178252275369667,-0.0039899570901876,-0.0793435240716728,0.0133735984025859,0.242037019576403,0.0222874366023239,0.180061676954262,0.0884279353158249,0.0708429706144409,-0.0362172783846478,0.0378887305846511,0.134278253072105,-0.109525802682014,0.104288841047687,-0.0571435660248267,0.184804323796508,0.0032938282788763,0.100321876702792,0.215491608523586,0.0961752424817204,0.0365666584516011,-0.12839659481977,0.225447309959959,0.0727537249525492,0.221485022604668
progressive,-0.168102967969163,-0.141174529746251,0.0918444314617184,0.172412773816546,0.184562059806301,-0.0367985598017373,-0.0416461635724501,-0.148016576835662,-0.0755800574271915,0.0875826519619858,0.0229639907325285,-0.109859065892633,-0.0751652244754499,-0.111240899361277,0.124784713241104,-0.0151786539517079,-0.1362360679643,0.125333059707127,-0.0228209575312739,-0.107757739215002,-0.0304116025035313,0.0152817761187688,-0.0754563310936457,0.165228729212218,0.154073826939035,0.0993638529676059,-0.127772052150931,-0.0034247625458103,-0.0304655673916496,-0.0481262978402103,-0.0586742251746937,-0.0581590768626338,0.0649270882401103,-0.0685347066358567,0.0028695722627947,0.0966498466521118
progressive,-0.293813950419884,-0.0976773259299574,-0.204472623313234,-0.0213251259868167,-0.244504325930322,-0.216545019811204,-0.183379409871562,-0.128010305171852,0.0280643994980669,-0.202442913594736,-0.263394521723175,-0.229106564130757,-0.203598291304812,-0.109016301593007,-0.2431119483068,-0.208252743972227,-0.0487216799044363,-0.200750627647265,-0.178436429827359,-0.234038701079435,0.289080318575705,-0.141098063100099,-0.16869178127052,-0.22887732084996,-0.277972763988213,-0.314796321623136,-0.173212065352322,-0.17377515355024,-0.21228773330277,-0.134426746379281,-0.16647770318983,-0.12258914925285,-0.0891919206508944,-0.140608735384652,-0.220918367947141,-0.136099263176722
progressive,0.157986371952274,0.199913620866521,0.0573207552377393,0.591097822570866,0.361449587737562,0.23358626927029,0.370441414066872,0.244833105107678,0.451780725204085,0.0947372900772619,0.380053255048447,0.286436792617929,0.139697076515717,0.193624528472601,0.145933515337006,0.288634656679982,0.321429991944261,0.157168130368139,0.0169786300166122,0.10035413813015,0.562467375907885,0.155258382799899,0.104455316381878,0.118006234811575,0.144823129464098,0.158777869219976,0.313497841432229,0.248181094721898,0.197251421867055,0.343478828678536,0.192240565092802,0.463977720042882,0.383539982305072,0.193520562207132,0.319708380948249,0.307895619312785
stable,-0.134383418326613,-0.0979216333268393,-0.135904263095178,-0.0566517732704549,-0.119980186041699,-0.194437210416296,-0.0412308651786043,-0.411366029879653,-0.374075546407233,-0.00273953018818,-0.0950574410691033,-0.0950637375441459,-0.100674206821778,-0.0956030384974458,-0.0151180794413219,-0.0774149876440958,0.0240617005265898,-0.104063354251277,-0.0513277368649746,-0.0797726155852823,-0.0164356023840705,-0.100100115085512,-0.189269076950686,-0.103026799228545,-0.130855597390139,-0.129166112088782,-0.242627638976863,-0.0552010982197903,-0.158647587250974,-0.192907149534138,-0.120817736837135,0.0404529195230094,-0.164113922691665,-0.246130944302606,-0.0914354203370131,-0.179008390833282
stable,-0.0994741365738133,0.102986437615118,0.0222681375747813,-0.0434627074713712,0.0106300225963734,0.104487325087831,-0.0450153862471819,-0.308997555866372,-0.295748424034126,0.0636326772428782,0.10645057174999,0.0638066924519309,-0.0418680319107824,0.0667385411816783,0.209137611997726,0.0163443284672029,0.258571275862847,-0.142214572609819,0.0619470095981034,-0.0849701584912893,0.137557718653756,-0.243482558624577,-0.0269604162611349,0.121236116408825,0.103983828628204,0.048269564672677,0.0762195442616671,-0.0592172627702703,0.0250380076515493,0.0510296608272606,0.111019678997826,0.211371766216071,0.0229517294169067,0.137811240506669,-0.0614727789209514,0.0468914132570891
stable,0.151635190476936,0.0978994450892704,0.095604203784126,0.301577113122756,0.194497434556313,0.254144067091975,0.21298815076237,-0.302062846749358,0.067193549397914,0.0834940164215201,0.127143849505718,0.124566404358361,0.137300336372941,-0.0003120910689299,0.212528889146729,0.217611223308558,0.162179995914285,0.211933756932561,0.201634855844828,0.150205000603768,0.145173583029335,0.19616987172757,0.222269627946011,0.132053612382571,0.0323488584874797,0.151096296598257,0.0252686002292566,0.169966720050891,0.04804006138532,0.114173394471852,0.295740937151732,0.117724453505179,0.0506328651912855,0.0804262786566899,0.343339774839535,0.20552046436628
stable,0.0061230086460392,0.077742779185541,-0.0012509669289068,-0.0516480363577512,0.0613893834131371,0.074279537291194,0.0973831179540795,0.646381310721752,0.0096908227686916,0.0995404730717719,-0.0431850313545614,0.0136966834345982,0.0468924725614127,0.10527425208315,0.0030822025980331,0.0635495691193946,-0.0971126073359132,0.043071829699044,0.0066239349963445,-0.0418384048659499,-0.0492818254633125,0.0671084448674931,0.0897663153439686,0.155653500398044,0.0117186235756816,-0.0523689890156282,-0.0913201412521729,0.032431829430824,-0.106266605236162,0.0318607349200319,0.0090754988212216,0.0865226814475249,0.156429423444456,0.0706157121359695,0.0528435199870516,-0.0401547570867775
stable,-0.162533412014193,-0.065175834533753,-0.0740697574364859,-0.0606445008290932,-0.103116039931006,-0.0412696580284206,-0.235877396885517,0.394063119699983,0.448995905068409,0.0350159021184754,-0.20999320010948,-0.14707372159337,-0.242048235390425,0.0269749146545246,-0.114805180243739,0.0351726420663692,-0.104036749046686,0.0462808335062287,0.0091497141661657,-0.0638695162114702,-0.0750072158629434,0.119756127854079,-0.0986253842692778,-0.0459826585336144,-0.122411092028218,0.0215796435832564,0.022760121661722,-0.178372585874649,-0.183173458261656,-0.0373966662619128,0.0411452269442185,-0.242647739423587,-0.0420951927220525,-0.0610569909269876,-0.171470962606586,-0.0435971557487108
stable,-0.0496463793766971,0.0504746145073416,-0.101930057708204,0.0001518680259072,0.0544785207143395,0.12087106394111,0.0039578631180947,0.0622707197968085,-0.138263789499582,0.0660526001732265,0.0734289304212543,0.107606079105463,-0.0114903510675496,0.0598050320138331,0.151081435639488,0.0752415004715593,0.161968152107043,0.147855013020553,0.102332315790163,-0.0539586191089727,0.0811075358092583,0.0250352540961985,0.055292285324072,0.0341421623337455,-0.024019228088307,0.0096940583538047,0.125833058168238,-0.053147547756979,0.0889859183827477,0.130427376750743,0.0581813451440797,0.186017506272328,0.0392541956154245,0.192593179674168,0.0292949107109267,0.0786818180485691
