group,CD274,CD273,CD252,CD137L,CD33,CD269,CD7,CD16,CD294,Podoplanin,CD5,TCR,CD62L,KLRG1,CD27,CD64,CD1d,CD66b,CD35,CD58,CD39,CX3CR1,CD24,CD11a,IgA,CD66,CD357,CD226,CD29,B7-H4,CD26,CD49d,CD73,TCR-Vd2,CD158f,CD337,CD307d,CLEC12A,CD150,Ig-light-chain-2,CD85j,Ig-light-chain-1,HLA-A2,CD82,CD101,CD88,NLRP2,Podocalyxin
progressive,-0.229772782704114,-0.12386713772551,-0.258790811872393,-0.182111459954828,-0.0454498695901294,-0.0093208026745537,-0.225118297716579,0.0168622992995246,0.0103214618813543,-0.01219397480756,-0.26253030376552,0.0766088232130621,-0.134567146470883,0.0019759190432649,0.0567904041132263,0.0650116701343284,-0.0787209536044286,0.146099957556575,-0.0131764485570916,-0.0170455466402028,-0.18544954867827,0.0260968450649155,-0.103345804298911,-0.0557842562667635,0.219183245213383,0.0930539282164372,0.132200459015167,-0.143937953315259,-0.0855914501664219,0.0574875370018764,-0.11947465103202,-0.229435394757314,0.0046141945540755,-0.143276576056261,0.141182204815511,0.211366006803632,-0.0149121720047397,0.0672329476233985,-0.143128743276857,0.155555247914817,0.017767589394447,0.175918251726123,0.0705731910068193,-0.159986829074453,-0.202440213130232,0.0485869236474831,-0.331395830836229,-0.0430648605096295
progressive,0.0711016992541468,-0.0771492928412995,-0.0920486726657847,-0.0422198697927265,0.381136718960177,-0.0327047591423158,0.0189139599243158,0.353067042854669,0.15033622205088,0.11023960622213,0.424626513016677,0.0144032549104652,-0.125554802012552,0.0860262520896824,-0.0144919284387985,-0.0120979129550665,0.0062223599919373,0.265048361757799,0.0187706323517836,0.21435010737327,0.263768403147398,0.0324044726733665,0.146951822164292,0.008242481100823,0.0574207266055151,0.283080994510324,0.163224109153991,-0.065637422493872,0.0506788809523555,-0.14085663465095,0.239320297317787,0.124016950181844,-0.397449643241433,-0.444929101788416,0.147722305286901,-0.0270837938251002,0.117926527346515,0.243757789985901,0.0687980799509028,0.0176506992745611,-0.0446144799398869,-0.0646289305952614,-0.13387396017602,0.0366750670640817,-0.0117611612499013,0.194821181869488,0.107156088721483,0.048869752383382
progressive,-0.136373752561117,0.0117379863056157,0.0822577703155874,0.0627744713206817,-0.15617524094598,0.0587319070923608,0.245408873300424,0.0057348542100961,0.162750634028566,-0.0142537652046112,0.0320988495486755,0.0315241566523191,0.0762108531108355,0.133349027537417,0.093229564709799,-0.299825022702423,0.116606276929234,-0.0480683084515212,-0.097719582222382,0.0280635393636247,-0.0801384309834615,0.172043379381402,0.0847729537684504,0.20869507251357,0.0128125113292433,0.0770986813100687,-0.0320668680803434,0.059719361635761,0.0431985551969596,0.0928840486669338,0.0451620665784343,0.0312138207082498,0.0199202847593282,0.0033753888990956,0.0891533917808828,0.162068312149708,0.1257252346267,0.011496084131238,-0.0365981332779874,-0.115936002096708,-0.0090824403794906,-0.0833811061358221,0.0832002992438778,-0.01934355097999,-0.025430369137807,-0.100205588135134,0.0823221779283058,0.0090846071191372
progressive,-0.471727481103348,0.0346598436284011,-0.202452854821261,-0.250768523155293,-0.420038374719436,-0.268325299556546,-0.150277989994179,-0.472765550926171,-0.0546807456905122,-0.437922581665247,-0.161042874599459,-0.291910608304229,-0.22334826769684,0.0002529774019518,-0.35969826062247,-0.518016120722325,-0.173130589652645,-0.453451277761132,-0.468810965709459,-0.367270466232565,-0.464757136592708,-0.271231914331187,-0.408229656025724,0.120217200099814,-0.158946958052138,-0.490650532818472,0.103128926440731,-0.129040494033731,-0.397111553741067,-0.263562202973538,-0.236785513953585,0.0523967905014686,-0.260975784948992,-0.0550313986736489,-0.118830563933741,-0.211089206072496,-0.228824160611439,-0.632100326437183,-0.27735559547509,-0.28367680490837,-0.250275609250471,-0.303077409849145,-0.0547492673328805,-0.047996797083987,-0.46460515822607,-0.442923936513539,-0.366760560111073,-0.288402704222461
stable,-0.0151965678167545,0.0318840681561193,-0.0059476852750611,-0.0710183303762133,0.126166000422444,-0.0545906341161678,-0.0899134724197766,0.0331300915046266,-0.175061006256747,-0.0682429817073267,-0.247399749093221,-0.0026159765629706,-0.0045800869177863,-0.141553392459328,-0.118821647814197,-0.0366839779511223,-0.223274612381367,-0.0415682235320882,-0.0630401955931785,0.0766542772469499,-0.0829666107911613,-0.101826223295274,-0.111983956714425,-0.306995651697692,-0.0983243577486742,-0.0511416955781098,-0.157926064007035,-0.233552195828261,-0.220372127897605,-0.0993581820426749,-0.0728986171164563,-0.269096112682049,-0.108121982136239,-0.0552789138879738,-0.112781500194865,0.0003257619213557,-0.188540675750767,0.0491575054559418,-0.0661669608502477,-0.0897637481726336,-0.179916879380247,-0.175824037712261,-0.100721328762027,-0.0510236365676102,-0.0914273436239835,-0.0799029618476316,0.100219707700114,-0.163007639140248
stable,0.17611337615276,0.24786392009372,0.0924636431991279,0.135499511308486,0.248440946793161,0.0554525523035791,-0.144364861183822,0.0244320774325517,0.16736215707272,0.30864423436371,-0.207501738913176,0.316177989345705,-0.121789449677239,0.347224581174237,-0.0523638613216661,-0.0314581825581765,0.0535471985356365,-0.0497716842375523,0.217575608121312,0.192487361233948,-0.0476083237399513,0.196591146419551,0.0574974540003844,0.279964315755121,-0.0424558120563982,0.186172742735146,0.17084065254187,0.269426923244825,0.469150113002517,0.217727739956937,-0.0672713916987948,0.409531874172264,0.0271662067433905,0.058785808285482,0.0761708190628538,0.180736137213531,0.220136339568335,0.0845691791391503,0.17022440454751,-0.0811269716761091,0.144526770287417,0.000759215799669,0.0408733211948334,0.136499977284063,0.378007162762919,0.20603792737933,0.039029302251027,0.184121884905616
stable,-0.0373250810209384,-0.16249868061025,-0.0018491543687297,0.157536474674243,-0.121371147402155,-0.0273206495171583,-0.0538443599961359,-0.163621957862905,-0.0647807681381015,-0.0237136909294157,0.163897057076785,-0.19063852755978,0.014009758331117,0.072869723914625,0.006691304845106,-0.0103814158469984,-0.0199533788837955,-0.104027569531977,0.020866816704042,0.0013278495170573,0.004496114754944,0.0287801312664997,-0.054321346129426,0.250778373798377,0.0648621056341228,-0.106328129809311,0.0840174501893127,-0.0741092250695121,-0.0629710039489167,-0.0056837870456152,-0.104379452928961,0.0208169034395106,-0.0545540969088999,-0.106338363138274,0.0314199829546871,0.0083222887989974,0.0129812137251634,-0.0507968928934199,-0.158886100886879,-0.174232608164473,0.0829072651788955,-0.0027375422277337,-0.0525382984424419,0.0114936619365178,0.0661258577823949,-0.0617112371519685,0.241217143633117,-0.12973218351858
stable,0.0969946323095709,0.0053150745760836,-0.103837271012035,-0.187571037460571,0.004847900740245,-0.155616044187225,-0.288927816696704,-0.0714408794371026,-0.0910500255246989,-0.107243726255874,-0.0404187945481799,-0.016941454061639,-0.454022416027218,-0.059818898985522,-0.148041868501754,-0.332725967615058,-0.108800261011371,-0.0805350640595094,0.0400991505830196,-0.0570497360405388,-0.0412189548267754,-0.0625495838807339,-0.118328541256057,0.112026157569757,-0.101951555693688,-0.0657645750716522,-0.128455663436927,-0.0913581698076906,-0.0456513788537653,-0.112045090624774,-0.173438902059343,0.110355118980908,-0.0954990020482499,-0.0357992772639741,-0.155503347637451,-0.20407843496908,-0.1947118959762,0.0174069839419632,-0.126872028966823,-0.014622679540847,-0.0046657668896854,-0.0107566619158419,-0.168948100589772,-0.0610720407703358,0.0303768330811149,-0.128694749081238,-0.171778381512265,-0.183315475155438
stable,-0.20145051045036,0.0822993430049035,0.0184189336476112,-0.0017649457299213,0.0468441125377112,-0.0056562126532591,-0.26911666747594,0.0851363560956706,-0.0808521094147944,0.0623302069168616,-0.151716292465277,-0.062177060615715,-0.281573073993113,0.364234859249486,-0.444656399237532,-0.0504526790558416,-0.0778721674028251,0.0127103384579544,0.102949281913802,0.0259828085540607,0.0997502769722323,-0.03604425927064,-0.0657140805458185,0.450142967802544,0.0805969392704475,0.166066004874668,-0.0103977225427292,-0.194375924334627,0.0272793124531028,-0.129315579323232,-0.413452199567165,0.206826592112926,-0.244015280281231,-0.0586608216198223,-0.0165754828263879,-0.163784453412932,-0.0238996702747417,0.0237770853373271,-0.0137136551956448,0.0358803549819127,0.0186243855885803,0.0770081772152994,0.0040896958938137,-0.148710896150031,-0.238171042522597,0.0833520841488992,0.0845910505314594,-0.0419650074887183
stable,-0.296436276600601,-0.0651198112920149,-0.0230708789927153,-0.0833524412157769,-0.105339553391304,-0.346671751464168,-0.14073585380453,-0.0035547718611459,-0.141312290141849,0.0448471990939657,-0.218840720621149,-0.202785779109918,-0.265703436918306,0.377050642587106,-0.262778483508867,0.238253050035243,-0.0868520496118481,-0.0787347162941613,0.0208931625508055,-0.0922176286951502,0.0507579133945879,0.0469128307438645,-0.0161729442834002,0.51068504005127,-0.16614367912399,-0.0679276053306072,-0.267929951338802,-0.244974345925284,-0.0169765654249388,-0.035853534517793,-0.128399293714791,-0.0113678959217782,-0.179695453190679,-0.268197224093519,0.0351511295574631,-0.119381537030187,-0.147115960089455,0.120737606404854,-0.0751708311667318,-0.154438138842058,-0.0450576274010919,0.0042104087899676,-0.0503927254728257,-0.168740464458543,0.137127788220945,-0.02696819220607,0.0241933132332711,-0.0897599007918516
