group,CD30,CD294,Podoplanin,TCR,CD62L,KLRG1,CD27,CD1c,CD314,CD58,CX3CR1,CD11a,IgA,CD244,XCR1,CD54,CD254,CD226,CD29,B7-H4,CD193,CD204,CD158f,CD337,CD336,CD319,CD85j,CD23,GARP,TCR-Vb13,CD88,NLRP2,Podocalyxin,CD224
progressive,-0.165408202562447,0.0721058770592515,-0.348309947067226,-0.285594423782363,0.0062476738868972,-0.251086297936837,0.123111377774866,-0.52111828546462,-0.33875038953176,-0.193559514809976,-0.246248386889037,-0.134491905276539,-0.273360132450028,-0.265570833519234,-0.0578882549260397,-0.008243042579085,-0.307269087325483,0.002645476167866,-0.0303416882331529,-0.382944675773305,-0.0441122073955719,-0.27221033909039,-0.171997404060471,-0.245625947721764,-0.116786987220011,-0.161751875481796,-0.236227082843243,-0.322926295169735,-0.278005701330455,0.0858056304100973,-0.206006629168704,-0.0461504380253595,-0.382077405638199,-0.131793950162058
progressive,0.391153043842316,0.263154389857258,0.353668327768396,0.343687424083052,-0.186331979007536,0.12301224837431,0.0674789794179252,0.143594418662386,0.172218772192962,0.380253224093986,0.28754212743494,-0.0202262302190409,0.292696370805063,-0.0070729293116528,0.456930968718457,0.0636999516423483,0.477619787832087,0.152284680669934,0.0282069522159761,0.175102403950462,0.513234778077808,0.0378680663035074,0.350997797701706,0.160216468666664,0.143283851882873,0.236334642393565,0.161262450472145,0.518909984312834,0.0596206601444465,0.395685563961071,0.401250727870833,0.200382472423068,0.201653571062207,0.204735196545518
progressive,-0.132292760727363,-0.0543823891019542,0.165819915331448,-0.04274736668855,0.0340831206188616,-0.258489539573299,0.166519661141274,-0.104200977223522,-0.0084049709808664,-0.0715784884295818,-0.12692420655317,-0.164979147371889,-0.0789206829215873,-0.255248940133154,0.0417828265233624,-0.10571619823442,0.0027590666300148,-0.0469308671614417,-0.105029912470049,-0.0380244969457932,-0.0571135327480098,-0.0687673427737631,-0.0910515916379839,-0.0509077865594589,0.121822118678042,0.0411213528836823,-0.103126721934984,-0.137096562942354,0.0103184219890809,0.123374050248409,-0.031837368927673,0.0249309034782877,0.0729105292621993,-0.0503344422933574
progressive,-0.114856158065856,-0.451586290633218,-0.134234126327481,-0.0795233402803306,0.179293500076638,-0.315607378749323,0.0755446135185124,-0.0038644783319623,-0.400114126001063,-0.141441197151997,-0.233021080061894,-0.362239102341577,-0.316304807684759,-0.536944387415595,-0.121843904791096,-0.0845117766081384,-0.253848896284741,-0.203329969608145,-0.0776674806416653,-0.0904096470134255,-0.0811990014998192,-0.140218814132919,-0.333809140387732,-0.260538405783866,-0.247661964572927,-0.476486091027455,-0.15379903942683,-0.131523040989179,-0.106765396136663,0.0230840315024805,-0.0399407968841397,-0.174918243862873,-0.176256129819112,-0.099624511298421
stable,0.336311616834859,0.143995297710118,0.251705145812918,0.331924099633785,0.0952965415392467,0.0214471028522489,0.519850310214108,0.103257384423958,0.113617702884562,0.235321374486611,0.214079433325981,0.0204894307206692,0.168743655105211,0.169216931188769,0.104551133987752,0.140114175361744,0.293268030317644,0.247544215188265,0.051934439685346,0.204249754967726,0.141412695937226,0.17865993279212,0.18893139623391,0.177179685724458,0.123857268652263,0.0721816222069374,0.202404317489423,0.21837422800869,0.150766264372135,0.271236455680158,0.1363970903793,0.26387855718302,0.234078846342527,0.261798913474759
stable,0.0153786552431834,-0.085799156728875,-0.153959858690818,-0.200509739619428,0.246715642967737,-0.473192479574718,0.27623401289451,-0.219338595203429,-0.0630574449977208,-0.252800294196317,-0.146419329726545,-0.506217042735278,-0.0623951231499782,-0.349134413216914,0.024001022550554,-0.167400233457461,-0.0451076612331349,-0.0687706000557739,-0.309050955226566,-0.0211777529477254,-0.0984265811565815,-0.117238179881119,-0.0297912033528123,-0.210429394448386,-0.102543426472638,-0.106023501362957,-0.101580183147662,-0.0661629075891971,-0.0546025934001585,-0.165394329710464,-0.314877683345183,-0.12343940019073,-0.240156519414242,0.0090840341320434
stable,-0.0767050378834612,-0.261176159375073,-0.212596626852345,-0.0907905715544518,-0.0701796817946324,-0.249477063222989,-0.0456040249078221,-0.180122330791788,-0.142898124109716,-0.169761495910321,-0.204427430670031,-0.239988279969161,-0.149639758250852,-0.180802525625141,-0.0932071731385071,-0.282892880875529,-0.0956499747569424,-0.166745756406402,-0.064816060229102,-0.196579386354717,-0.0611160118227296,-0.205388792592388,-0.270923419628682,-0.298436100995227,-0.481882759639809,-0.105447421400543,-0.213904266557478,-0.174721142762919,-0.157237569639056,-0.147722424777757,-0.200379644980892,-0.083032464259126,-0.157543224077983,-0.197092259793183
stable,-0.199647791145253,-0.0283559159735137,-0.0694704760145806,0.0430162670180541,-0.208998229874952,-0.236133266898501,-0.0184541937652484,-0.1745245876854,-0.0803760716246457,-0.0767438168860959,-0.0600563766150796,-0.0595967891057987,-0.035361732773333,-0.183977145466903,0.012685088938851,-0.0098081388863116,-0.113169730799951,-0.122231164161348,-0.191626464452447,-0.0913287401700492,0.0241399594536803,-0.110172611343585,-0.118537289236486,-0.144313591469639,-0.106886792946132,-0.0508371107536736,-0.0367507669842611,0.040578175062098,0.0977144758178246,-0.149614388424805,-0.0931650039426379,-0.0401421985077893,-0.0649689661585387,-0.0866911856820022
stable,-0.155811938889112,-0.110242301320798,-0.0971314916246961,-0.0593402763921371,0.309948300695239,-0.519233358088388,0.580406352229323,0.0390250103059125,0.100543197931581,-0.108248237969395,-0.127378289038193,-0.469898853417813,-0.216175244990856,-0.275590868679494,0.035061347373197,-0.198556125623273,0.083420425815885,-0.005391758536943,-0.171899525411895,-0.0891974413941265,-0.116131726121826,-0.114619126521349,-0.131281860632256,-0.07324044610788,-0.113458952836162,-0.14591087173684,-0.0618927521078201,0.157607994436481,-0.159938428059177,-0.0443911435624898,-0.17030994764238,0.0533442454277769,-0.0310762162998376,-0.0999893837602538
stable,0.0120744638680975,0.0496426263850789,-0.0243390014782527,0.0065855986221057,0.262626633452116,-0.460135862512499,0.316582492092415,0.0062633414937956,0.0409922277819272,0.0202535060899233,-0.123690478217646,-0.593795280170542,0.0848145548592129,-0.26745096990648,0.0213261924543475,-0.360530851913561,0.0209734116168557,0.133974866717938,-0.0294974153399661,-0.0566792062575352,0.225165729649988,0.0121394004337334,-0.123068758106786,-0.0412925812082301,0.0464160456459204,-0.0202623214993527,-0.0423790730729421,0.148739179388837,-0.125916407977319,0.0287296453284639,0.029843930134034,-0.149853236861696,0.0145155079352558,-0.0467487388477212
