group,CD274,CD252,CD40,CD52,CD3,CD8,CD7,CD4,CD279,CD5,CD62L,CD152,KLRG1,CD27,CD1d,CD314,CD66b,CD57,CD39,CD11a,CD66,CD244,XCR1,integrin,CD54,TCR-A-B,CD254,CD83,CD309,CD226,CD49b,CD81,CD18,TSLPR,B7-H4,CD26,CD73,TCR-Va7-2,CD133,CLEC12A,CD257,CD94,CD85j,GARP,CD101,CD258,DR3
progressive,-0.0269700190314879,0.0003639132069078,-0.399979175196361,-0.110271567674532,0.12374270417784,-0.123214809399862,-0.0156880216023097,0.121950971230266,0.0941474130603491,0.0175437911824214,-0.0205349901398793,0.221470422200591,-0.007445841272791,-0.0308024077672949,-0.143834324501061,0.103132720911394,0.0610559782983375,-0.103611273305554,-0.303829557282921,-0.207246673238914,-0.0843988860228957,-0.0328961405181402,-0.0878162155088685,-0.385464866630691,0.135376122356512,0.114204747631021,0.102527987281158,-0.108843184031104,0.0138131765811521,-0.0984838627946512,0.0115894558069757,-0.0333805748445896,-0.180160946907998,0.066412007845351,0.0855920190023741,0.0904158629825488,-0.164466583547128,-0.131645596233562,-0.411827558821446,0.0016433646435625,0.381966417945754,-0.0693489878942071,-0.0321646333753132,0.221352464147923,0.062556218698498,0.0190877190318713,-0.208958667917454
progressive,0.174843652259466,0.174671561250593,-0.256102977322377,-0.0529392305142685,-0.0281881706332625,-0.136638710664931,0.12456821978061,-0.0961020113953222,0.148891449761577,0.165570627926696,0.180464655241077,0.155508347206149,0.178373640269345,-0.169462550356799,0.0605212561479942,0.358039198314475,0.170722499181226,0.148685371810943,0.258922870122821,0.384532203412864,0.0898092851359092,0.279040378575628,0.0121329955601962,-0.045252577508309,-0.16908235270218,0.0316928002697242,0.211216902406322,0.0404804081982611,0.442077079063802,0.148739087758435,-0.086812559100742,0.173429981199468,0.160511016751256,-0.0455180346932221,-0.0776765649835552,0.0375003314885421,-0.342316128073546,0.0080710477136007,0.147294884515224,0.0995170105269169,0.0570905822557775,0.109094455136919,0.203738481931657,0.0975637541682925,0.174276359468613,0.0930734798666834,0.107672506018283
progressive,0.14659865638556,0.327023045020993,0.121152066362295,-0.02654457109517,0.26510226552752,0.252606290431171,-0.0444282492406897,-0.222989764951371,0.0737775530877746,-0.0357024625957202,-0.161117161173155,0.136902122760576,0.283057850641517,-0.116873260778768,-0.0032935035174322,0.118201796686423,0.232809090347328,0.401182544875005,0.0350199254056785,0.339233102006594,0.136035870249982,0.48600965447803,0.15417680529363,0.2649237797314,0.0540033339725278,0.0356171922513763,0.158756502289205,0.140338638015764,0.0425033564585569,0.0991001075719616,-0.0180789033494154,0.14221096181988,0.161906484443768,0.0417117844220687,0.147352087486322,-0.243263669742624,0.0091733666426547,0.0945423433321678,0.199108967984901,0.114218076393521,-0.0353270129273318,0.361796448668502,0.285824971165284,0.0842655176074898,0.0355213306379358,0.190132701990167,0.115646411742157
progressive,0.0892851535066156,-0.0837548655341758,-0.0504662287516159,0.12661368586425,0.127009389398163,0.17846658221672,-0.134972232665923,-0.0742035109617213,-0.0020609664057109,-0.0550651084673039,0.321730014763303,-0.0074292287158992,0.0081675561201588,0.151161761471512,-0.0795142369770607,0.0713634765243876,0.39512771322261,-0.0126264564655323,0.387591755991753,-0.0326159510474886,0.357910132524702,0.0015293411278621,0.0424057451716328,0.178041358248646,-0.0734032698890274,-0.0166531945188637,0.12355092036951,-0.0287751044135372,-0.101578272070634,0.0246668506647182,0.0956608929054473,-0.091483845476803,0.135532127854908,-0.414152155618118,0.045421806659545,-0.0613673059793778,0.213121105724243,-0.0859962417278553,0.110834300306103,0.50633042148551,0.118660836611261,0.0294837009374073,-0.0157844481516028,0.0019932439876159,0.204748605935204,0.131743624928343,-0.0102264231559222
stable,0.133887767727953,0.318638719791343,0.0061213169037501,0.383123121783592,0.406397855220655,-0.130289284354781,0.342397564090464,0.447452379371347,0.150575194462646,0.381738387867026,0.231664062959956,0.162707173783052,0.175882872047342,0.353017633088487,0.302472379343405,0.0891515028883794,-0.114717305234699,0.197338472412786,0.0907470113296494,0.0859195971976649,0.0717116897681666,0.0874127173905718,0.127743801433418,0.0673546864906178,0.104035109955235,0.2426541338257,0.262499901438248,0.138411475387966,0.0178154778086798,0.262257333520385,0.26337483929672,0.219015597324901,0.0664343985220055,0.107798710221971,0.132798478541481,0.0417372685717959,0.100916082853934,0.0148990889786878,0.187801935771326,-0.0495239245704976,0.11362157810348,0.0581721934401002,0.202222850417932,0.188289371656654,0.15819846026208,0.112838135693197,0.158605385672681
stable,0.0785970020971527,0.145893131540177,0.0049076905909729,0.196456787727741,0.124879438448943,-0.0857201932620614,0.336987247550375,0.128666519924923,-0.103560279524224,0.307608946287696,0.0823706608044853,0.0725205605972174,-0.256478752755508,0.341841026684674,0.0254689535407847,0.105512757892983,0.234224365306784,-0.0518468183338078,0.0753748353629742,-0.270794044500859,0.0557593472446466,-0.221520165199726,0.184953748800067,0.0202518614723253,-0.0517717299552039,0.114482209287649,0.0197652533292093,0.16998108717573,0.170149148612103,0.0440335437528171,-0.215977656802887,-0.105811458671192,-0.201724290282055,-0.0132620078376414,0.196743028188896,0.255973636504778,0.122213042237282,-0.0412875605773754,0.101588814501468,0.138131178103628,0.124147615643455,0.0875738076582677,0.0134654382480944,0.125727257006959,-0.0537120827961739,0.0474577346732375,0.174149911480504
stable,-0.310564461104885,0.0031181818766814,-0.109528925140346,-0.0435477500473715,0.148617093930286,-0.247506954760558,0.110359284764198,-0.18403978496362,-0.199005013906722,0.107026709444481,0.333846583272466,-0.128254297528314,-0.295101378679608,0.0768663078555453,-0.0119367596313665,-0.267324416805357,-0.105338480545938,-0.0801433026483769,-0.146504921873599,-0.342721877045994,0.0145780526203091,-0.108118599795352,0.0423673098742369,0.0371899937629079,-0.352375263250497,0.149150533611358,-0.146254215253946,-0.0165867256356322,0.136050634865224,-0.107562183426103,-0.124520136728924,-0.160033143638989,-0.333163139763954,-0.0217163122579347,-0.183971877828376,0.0478764884469503,0.0543629823814019,0.0257455705699511,0.193237405534512,-0.0978145659990077,0.0418216921395173,-0.0072144711351204,-0.0983967754770387,0.0076905981976107,-0.140608975376112,-0.0664395325134295,-0.105720765388963
stable,0.0105591498003481,-0.0334536564451409,-0.108510122229845,0.12454622806313,0.211616676183691,0.140656543658652,-0.270343522925093,0.0709322939378656,-0.0429934660226873,-0.152679392178978,-0.506955054117346,-0.145703679004758,0.364111396334853,0.0520630892538654,-0.191490137348273,0.0402361124178206,-0.101037695632183,-0.0635405581628431,-0.0200236589776527,0.385096821795421,-0.145492247165212,0.200527607725819,-0.14122611914333,0.0119714169913086,0.298263351654818,0.0034230491575362,-0.0465865749369252,-0.108784420013696,-0.007094068305275,-0.0925751633270509,0.0548793636299324,0.286380703571445,0.394475133165403,-0.0955366307001862,-0.0961961835531674,-0.2025574691315,-0.363319676910928,-0.0397623388189458,0.0198529030819105,0.123396219769372,-0.112131847950138,-0.0737028378871695,0.0099238538333297,-0.168644669372319,-0.055865783843439,-0.0197258087395317,-0.193744524261253
stable,-0.441791579692351,-0.148536846098805,-0.353599248437244,-0.0944242744283387,-0.101907643039931,0.331081351323618,-0.252857367166864,-0.0885109358788704,-0.216531641169825,0.23550609578487,-0.215684233041937,-0.353497836890014,-0.0220596925346004,0.0385909700889411,-0.354177903272362,-0.265239242949866,-0.179366022264487,-0.32562241820107,-0.243640756619736,-0.0199171170204436,-0.16432585390593,0.0317943989625762,-0.120548803105931,-0.0092065246122393,-0.0306173176457005,-0.375209858873063,-0.220290508250934,-0.431544875148528,-0.166868018245405,-0.192038485942675,-0.174603810249847,-0.0464831977652431,0.136489027567538,-0.0058504488706661,-0.220816454474054,-0.0057394262057214,-0.245181850017405,-0.0804578010095928,-0.230482596406115,-0.360929440454292,-0.347624791219315,-0.154297235763837,-0.389814248364453,-0.102126176042105,-0.318246444143497,-0.165372880858454,-0.281579044144885
stable,0.203027357531781,0.40316233797292,0.142210588727046,0.135371849737028,0.200876451769021,-0.282590081503018,0.0164356161433582,0.213893725865746,0.399193888435022,0.202794383033441,0.305221813352842,0.298875930944535,0.148848939883786,-0.0273657050497442,0.279096209948839,0.22908152106795,0.0657946037238685,0.132200501031851,0.279332417481646,0.198736223634191,0.144369976291653,0.169630698544389,0.35918142709642,0.0132616441189575,0.0813167746443145,0.404865121138639,0.127262519515212,0.2669015669484,-0.040178937857997,0.378985382963611,0.389128700511148,0.350288333328821,0.173337845187374,0.153345030327312,0.402240230504922,0.294191272954404,-0.0545780312712418,0.475617598730821,0.173048224118783,0.184811800103518,0.0990978498393805,0.227719602977766,0.290695537964467,0.368271176264518,0.353846772697864,0.353175883263557,0.360083927479739
