group,CD274,CD252,CD154,CD269,CD90,CD7,CD4,CD45RO,CD335,Podoplanin,CD5,CD103,CD62L,KLRG1,CD27,CD272,CD278,CD178,CD11a,CD66,CD184,CD29,TSLPR,CD71,CD26,CD193,CD144,CD73,CD209,CD337,CLEC12A,CD150,HLA-A2,CD82,HLA-F,CD258
progressive,-0.210533023904581,-0.253186548486012,-0.0421085933174358,-0.219328628738268,-0.396984981021184,-0.0487724229875488,-0.421168591844386,-0.313817410591528,0.0081240107982786,-0.446968102216361,-0.151700776776569,0.0022442506773046,-0.214503470116805,-0.224652356589744,-0.278155076201633,-0.132022809980888,-0.278275720609508,-0.215883797794041,-0.0295003661582841,-0.488863188304693,-0.0822933224169798,-0.208617138509563,-0.254678674457518,-0.13345219912008,-0.326174016941323,-0.498614405035148,-0.370750503919944,-0.134327057417315,-0.476281371400328,-0.462027346685656,-0.346629104156148,-0.197844514115265,-0.138252061124774,-0.443379675876014,-0.219605795165355,-0.288195636594845
progressive,-0.184139739087598,-0.0857746351368849,-0.544693322295774,-0.174415569683368,-0.215889468534664,-0.159493066710626,-0.1635101982249,0.0065515368156023,-0.366478156247217,-0.2167616261484,-0.172606207017066,-0.410976882226467,-0.0136015232767905,-0.0835859995526203,0.0026403513511682,-0.310639317835001,-0.322636520065939,-0.430919022941191,-0.230175669038941,-0.0335122505245545,-0.170671861341294,-0.0631730392471914,-0.228419029940039,0.223517543915262,-0.2602493360774,-0.321982056009812,-0.340063581804903,-0.195876206430249,-0.273071556494651,-0.313339562760088,0.235896535012325,-0.171525988760797,-0.285778480129268,-0.402572829168525,-0.412289892738385,-0.0473722026660033
progressive,-0.24835689924642,-0.423537872650214,0.0623163873151689,-0.324112585978411,-0.18706963240795,0.0549442060888616,0.265704635673219,-0.245523578224736,-0.243892298004323,-0.257965950182819,0.0936129055964418,-0.129937871541741,0.0827671400032591,-0.20724474553002,-0.0182335739010539,-0.37450355285765,-0.237145280970968,-0.163825102061312,-0.290339100082848,-0.327987617961213,-0.264858106902402,-0.0694655641595235,-0.405696636896962,-0.184886864967156,0.0811038640464158,-0.293586897525927,-0.400102944040864,-0.0651294416599313,-0.272089832803298,-0.2809263662958,-0.249545052577831,-0.441975577953057,-0.408693491089207,-0.130898363245638,-0.419408834059008,-0.298457678307541
progressive,-0.538992123087711,-0.232869667207213,-0.146871052925173,-0.309035476495334,-0.30341362022178,-0.255035791330501,-0.0428139293448594,-0.45392305205947,-0.17737882586428,-0.457501402028405,-0.296557203830798,-0.239983435134827,-0.279881602500105,0.0057100613583411,-0.415658576829414,-0.515302431980355,-0.189792951385015,-0.0651005475358375,0.286399800237792,-0.428173809624269,-0.276948081275687,-0.426755905952507,0.0058447311220969,-0.507776109401756,-0.322932276817472,-0.319472676758606,-0.277441151552594,-0.251638286563675,0.0344455653497545,-0.186093701178217,-0.425457699720204,-0.328822153718057,-0.112105642633993,-0.187643586789886,-0.216186547986098,-0.410370912866483
stable,-0.0243632211438943,0.154678539060932,0.0089646473124892,0.129609037596089,0.107937211948893,0.39058099877953,0.188792839549018,0.0981538919969434,-0.0467104944637122,0.0450775876878415,0.295829426059982,-0.110661476456746,0.54144088493157,0.0967546252411747,0.215420368694641,0.0894563931200096,-0.0370175025101629,-0.0047218469284673,-0.155900187760244,-0.0442748665115076,0.141515954912667,-0.124138823018883,-0.0117835556050779,-0.0658395496528661,-0.008932842458148,0.0756538358041821,0.152950999109654,0.190873091269637,0.0508439960876006,0.0811079518494883,0.0207167730152718,0.16898037217403,0.214487128554125,0.059415115208499,0.0911956912401705,0.0524000072033588
stable,0.0695281172397889,-0.0081562212563087,-0.0413990673076716,-0.0988975728148564,-0.202346483950565,-0.364587244938385,-0.114361171977489,0.238554970662222,-0.0993861248284678,0.0723611335846843,-0.3915888406209,-0.0768277121379284,-0.196188025630699,0.474506651372043,-0.341312678884543,-0.218964066451817,0.121613528757312,-0.198066688050468,0.426609601760778,0.0419222610733706,-0.0366666807150378,0.208238569809706,0.0690238863518941,-0.0156206573208484,-0.157286105476588,0.0229343490073588,-0.0734950524318738,-0.0801263546498118,0.0412039663043531,0.109113639831293,0.0343106637347954,0.0758114681769824,0.165526161826812,0.172303993932044,0.0730094652800946,0.0559299030588179
stable,-0.0534066075229036,-0.12443267939577,-0.247432761926205,-0.174940068769265,-0.175785375100148,-0.481337722515725,0.12164962144573,-0.0619674865559548,-0.0550190205063154,-0.117181768339397,-0.329517731481048,0.0142200437884832,-0.407194709122654,-0.103425955383195,-0.255052272239927,-0.168618995041483,-0.026001359702963,-0.325424841132061,0.0276493336233822,-0.157545110425924,-0.230644506500352,0.0403160586210666,-0.0019257373444461,-0.0318345846300067,-0.225766942204651,-0.0157118716799848,-0.169547494585975,-0.216337094781869,-0.143095638756932,-0.206827636838963,-0.0322142148260872,-0.197003754945362,-0.169968041571931,-0.101476757475783,-0.245170701693043,-0.151615754526666
stable,-0.0752195434868435,0.124366241723918,-0.0303906907024173,-0.0221972855439891,-0.108381935409797,-0.0862789579412984,-0.208930334183401,0.0062479770809778,-0.0100509455810487,0.0317660222433053,-0.208556239478768,-0.244958134904069,-0.145583209645984,0.170059617779899,-0.0667046475855469,-0.0826009998731491,-0.162045665449447,-0.0564667879696725,0.187898694812672,-0.0273438946153401,0.0842302850871965,0.0172284195578246,-0.0573850678212895,-0.0295474498442218,-0.118833342037006,0.0201077037583271,0.0229881564874439,-0.0943285999161832,-0.0409774752469548,-0.0104914869066508,0.0044780074861679,-0.0057912035856594,0.0963829136529178,-0.0135124758724499,0.053190135679298,0.064815508775202
stable,-0.155040248928919,0.186945084524599,-0.0494581255209649,-0.0144299428730363,0.0870062995045324,-0.221949548163182,-0.0091504209161614,0.0724473919244043,0.115724855379792,0.022261509649127,-0.276381140836413,-0.0420911964747891,-0.413203444478646,0.532204598674653,-0.642160072853193,-0.0670474474083828,0.0444999638782804,0.137348519428444,0.47976923850333,0.132076428852144,0.0033382995545659,0.141315617128058,0.0157185296421425,0.345712275332814,-0.235794336315305,-0.0069750494977526,-0.0887203068305367,-0.273003242036551,-0.140945991741261,0.0225639247297826,0.0167212835908845,-0.0551122253553149,0.02254159090789,-0.0727125844714047,0.0109094136789692,0.0404823508378774
stable,-0.33549952601662,-0.263500994231327,-0.227163843373219,-0.512125749210868,-0.440209520972053,-0.199721373408571,-0.189989729284578,-0.137692167484361,-0.408451973599984,-0.192887129834793,-0.285875691700388,-0.182143705659044,-0.258466038694054,0.151371066238814,-0.247756051016525,-0.179647455874941,-0.405786751784995,-0.326545869078738,0.398303405155161,-0.137240142420382,-0.441869707122549,-0.1623587505446,-0.217202185695544,-0.149043751467923,-0.203906418686634,-0.214278563134193,-0.212911325004124,-0.275471047178111,-0.281279815257894,-0.146953436179061,-0.131795654121076,-0.299965893616556,-0.193470511444848,-0.235958486614363,-0.239873881660682,-0.357521301759878
