group,CD274,CD273,CD137L,CD30,CD154,CD8,CD7,Podoplanin,CD5,TCR,CD32,CD103,CD62L,CD161,CD223,KLRG1,CD27,CD141,CD366,CD272,CD58,CD11a,IgA,XCR1,CD254,CD357,CD124,CD226,CD26,CD193,CD1a,CD158,CD73,TCR-Vr9,CD307e,CD82,CD88,HLA-F
progressive,-0.37569064727302,0.0030199616747863,-0.140150851319818,-0.151990204222102,-0.0844643027928377,-0.176365822736047,-0.0880405997589743,-0.06847385853476,-0.0997682630428908,-0.0597822853250346,0.132756097079845,-0.143336098203238,0.195227701070409,-0.0471221206083614,-0.21265612907383,0.0180483337000663,-0.420131086484698,-0.118473936530768,0.0211043784430568,-0.143901468976598,-0.0009857086209426,0.0380936379928372,-0.0697761773061136,-0.277513816313503,-0.28370194070971,0.0430335621304179,-0.108233081681646,-0.0541601120912221,-0.0666514797440874,-0.12143889621786,-0.102857906930662,-0.0263134704712149,-0.179978131196999,0.0354734298944982,-0.0937471442111331,-0.108127865952262,-0.0370966100233634,-0.0917759163751478
progressive,-0.188921432312292,-0.339778840728413,-0.280376443539843,-0.326976966549009,-0.461977519025745,-0.304458698682892,-0.216498862203447,-0.407705054557045,-0.0865669377244217,-0.345356093859264,-0.369595037563392,-0.414743198842987,-0.102855963602919,-0.441024926378088,-0.440327088189052,-0.0562434108843344,-0.232650958829076,-0.504492364379601,-0.465466920896067,-0.501065475000977,-0.387048690739326,0.148715403691445,-0.427039202863249,-0.454192210011908,-0.451486820993377,-0.35449959092427,-0.522860884919188,-0.49828766495906,-0.459104848824547,-0.411049742645596,-0.42845078342954,-0.455980528448707,-0.295080360841136,-0.40087424401169,-0.0858914078801461,-0.466276273643906,-0.30618526100313,-0.416430240273238
progressive,0.146002003174157,0.111189346975108,0.168195240754751,-0.0247432737486603,0.0628816595179027,-0.13014670793763,-0.0791413941946278,0.0068143209615617,-0.113561477821153,0.0091349492053604,0.0518945218329946,0.0413684886544608,-0.289988876301676,-0.001666564652533,0.191416324360847,0.181484029537117,-0.148178859593649,-0.0395875543318774,0.0440638448616338,-0.107788199631713,0.0132563360571585,0.190407458193105,0.128568568280754,0.0823652730615673,0.0244388158790552,0.13358564641613,0.0134579952123377,0.100630151077834,-0.259820857776207,0.0217478919869574,0.0748599792977574,-0.0367122190370793,0.135715160876832,0.153141085900758,0.0741821868645758,-0.0047404111853726,0.148692163039231,0.0987524812390694
progressive,-0.533851573212484,-0.172028962092797,-0.206130424842121,-0.252393689932729,-0.210893646569363,0.062609706380263,-0.260161776096096,-0.295235606693893,-0.234198225258317,-0.36316381010854,-0.388568092092174,-0.183325251774997,-0.211195228353336,-0.133075848430549,-0.162230228067235,-0.0340073907480949,-0.424834182792056,-0.283429233608326,-0.0483566717449527,-0.442850461514494,-0.211349330337155,0.250320208371102,-0.0677899205325751,-0.214606472354042,-0.147129340287355,-0.128403491043118,-0.0726450787995218,-0.287298385121278,-0.192167958155671,-0.208667214002454,-0.101630650842191,-0.160771589218201,-0.323566203813069,-0.011746510405416,0.105427404706162,-0.0857137371756269,-0.414142006028313,-0.0429980288297018
stable,-0.321348589308119,-0.461936013967848,-0.284557367977517,-0.483841152361518,-0.314198334025266,-0.104059972522761,-0.492762677853471,-0.442433749521823,-0.41260016261079,-0.438575080682228,-0.345618549655178,-0.131371359973183,-0.160510832518667,-0.242771022791091,-0.130781545850956,-0.182265570074323,-0.575048187729146,-0.342472316736278,-0.265199752040433,-0.211084227695797,-0.41941573651122,-0.11512457345736,-0.31636759570562,-0.236200056308687,-0.342941583944783,-0.40612153842773,-0.324094057142595,-0.372951809956454,-0.254151277099957,-0.198348971427143,-0.336753750677209,-0.141325347736207,-0.277157701527524,-0.220834173014174,-0.460177911554979,-0.310205897316881,-0.318093535712891,-0.304824807991779
stable,0.0018045816509583,0.206924057285606,0.0780427252318642,-0.142592796734915,0.055842225059393,0.038105428776013,-0.477331592085553,-0.0018565747665657,-0.486494054540773,0.123295722607161,0.0709305731651797,-0.178869018719803,-0.381267222797115,-0.0579388781778388,0.0023092558383706,0.384927716876801,-0.314596657512708,0.168182021217454,-0.131982151662124,-0.206354285493989,0.193121399951029,0.380227453926721,0.117544725658809,-0.0551020626932234,-0.0016879731637178,0.0303157631584594,0.0300248073211549,-0.0477322256966062,-0.235330049128507,0.131987639066446,-0.0311726320993291,-0.0348678995414769,-0.222400058972859,0.104286349957715,-0.103507765516065,0.12429303117721,0.161521323414938,0.0036499029666661
stable,-0.264161172870362,-0.112012059315779,0.0852856609696428,0.0215096388541371,-0.0824945092593522,-0.0723906260854562,-0.224562017477182,0.0758431589325371,-0.0114922862122721,-0.184046413253559,0.117741063874172,-0.151041038192482,0.0807682426982408,-0.0796868925909241,-0.201579259028091,0.0384606520258496,-0.156768359829459,0.116633481303268,0.0231380844256934,0.0412587079832978,-0.0076554589503816,0.0492069761630741,0.0468970270932503,-0.0676623110944546,-0.109605373394678,-0.0119669040595269,-0.198660308873724,-0.143646425474261,-0.117740966282951,-0.004349354715272,-0.104174955781347,-0.162472525399816,-0.117826656548424,-0.0185739770433257,-0.185209521080364,-0.0689030762288131,-0.0570841369950076,0.181673840180698
stable,0.0598526965812268,-0.13918624879747,-0.28003943223994,-0.248615966823757,-0.184386406737944,-0.173181949904526,-0.401170419092288,-0.244736961263778,-0.330448990582932,-0.174276165976156,-0.292990840353559,-0.113777786858208,-0.599539786577165,-0.0689186270099518,-0.212444128075992,0.209350694006378,-0.160277443226497,-0.112368336802698,-0.186884317180608,-0.133937978317898,-0.164955994359737,0.219485709681276,-0.199873133779906,-0.17523367936202,-0.185264591388062,-0.167392774230863,-0.199520809202842,-0.257055522309857,-0.259622063654267,-0.0771041282713611,-0.165077307756621,-0.180286574534545,-0.278453497656651,-0.22488224434346,-0.0360942108452346,-0.165297599517437,-0.281819126768789,-0.252120022267512
stable,-0.0957302087039693,0.0746932982258599,0.0889644546456902,0.173214982221133,-0.0716545224751378,0.101931906968821,-0.286310120131966,-0.0231402534510663,-0.206985452319434,-0.0453532139659197,-0.0402945834169857,-0.0024132285978879,-0.404496831774126,-0.135626545590145,-0.0066441905571682,0.527922927978992,-0.553092991999685,0.0023421936310543,-0.164366120561842,-0.067393026611276,0.0475981220830024,0.630984142631222,0.138091912669099,-0.0382746263087917,-0.148762516290206,-0.0072223396289447,-0.0933194192264511,-0.0864852205022206,-0.320284383736998,0.0443669072730104,0.0664984179560414,0.186405147056529,-0.303287392387619,-0.0458412438940728,-0.0131769894231468,-0.0858453364928499,0.15381628470204,0.0247987370040785
stable,-0.145951895915645,-0.0380937737587214,0.035309726012327,-0.0253258610374175,-0.0848522894294514,0.0574408851838902,-0.27717249262317,0.0212758067072616,-0.252347329745775,-0.0543058594069029,-0.0032039844289338,0.164279427963347,-0.320591283149671,0.0094572713079649,0.147741497546775,0.508193965559017,-0.329889967813216,-0.0053841069015997,0.129768601622715,-0.0240374381756648,-0.0363881466377498,0.645256863384719,-0.0771711935763935,-0.0253307693918316,-0.0062278489293445,-0.0718967809120203,0.0576341795987354,-0.115122895731602,-0.0388653551438537,-0.22726960101723,-0.0084494804195468,0.169881389877534,-0.205132475124128,0.020967792403408,0.0234019384321262,-0.157111477200083,0.0351100799416657,-0.103077283572321
stable,-0.113594437885213,-0.309167296543277,-0.404115752415273,-0.292593181149387,-0.0159258620525737,-0.418317539554828,-0.172947000976769,-0.406751555376217,-0.279064795317279,-0.263967376645721,-0.400166389060648,-0.280275499282302,-0.268570213660599,-0.154253886797906,-0.152208829893827,-0.280221285690375,-0.195142961261651,-0.106430872706275,-0.271202770358338,-0.138809724203321,-0.330770886404472,-0.403683004815674,-0.312221624893354,-0.336497883355491,-0.143046143182665,-0.188128140853343,-0.324783023734976,-0.365975943273448,-0.380315959052989,-0.195992336479313,-0.28340677454708,-0.214107893599709,-0.38487346254804,-0.160112848879301,-0.288651439417225,-0.32567012449779,-0.285933781364319,-0.131129206975916
stable,-0.221566399313868,-0.138509812269102,-0.135551472000494,-0.269474242590514,-0.0803740921322196,-0.087087226591992,-0.482318851862253,-0.249335856014122,-0.517560896451275,-0.209531302113132,-0.139367402099463,-0.0812544310265814,-0.380273075657906,-0.0984180142255107,-0.236780346926762,0.323739662071031,-0.444709068912063,-0.180543280216313,-0.147346606788635,-0.156418066293752,-0.231941775154585,0.20647742788122,-0.209295269550294,-0.211287645453675,-0.182161253221864,-0.117866902171276,-0.232591677639078,-0.291091808145355,-0.447871593708789,-0.135510120080702,-0.0708044282585817,-0.0764895072030253,-0.455223251957842,-0.207239480397289,-0.105923939972922,-0.226749560319782,-0.174661363615592,-0.182671970054796
