group,CD137L,CD33,CD45RO,CD31,Podoplanin,CD5,TCR,CD32,CD62L,KLRG1,CD27,HLA-DR,CD58,CX3CR1,CD11a,IgA,CD244,CD226,CD29,CD81,CD144,CD36,CD209,CD158f,CD337,CD307d,CLEC12A,CD94,Ig-light-chain-2,CD85j,TCR-Vb13,CD88,Podocalyxin,CD258
progressive,0.359458516508448,0.277807058858598,0.294269902840978,0.0558942503457907,0.105224141583974,0.0642469056213398,0.192183100592542,0.0844658259178183,0.0873463554652647,-0.0179519474052729,0.0117903953176248,0.202573423177407,0.0827995241591797,0.163532211609549,0.116777283450002,-0.162602769368191,-0.0847633591227006,0.0588017202766599,0.09758867871503,0.1147989864276,-0.0319624971196831,0.293176927321973,0.0639751656681116,-0.108635003739453,0.0397771887875068,0.0527105530636034,-0.147395308251297,0.221940882648556,-0.117279520761743,-0.0423244202648208,-0.0045859549304974,0.0313394088573999,0.108371483147348,-0.110188196229439
progressive,-0.182599464752085,-0.169340068419273,-0.0211782236597377,-0.146891962152694,-0.348926209816196,0.0176768924645534,-0.257970492420771,-0.282079437492834,-0.0514724312239328,-0.129274583198337,-0.521409383870478,-0.162745970009845,-0.460363574417284,-0.191382513404219,0.215532112189606,-0.205379386237166,0.402979407685261,-0.25853525833189,-0.055214231153057,0.0127500242632538,-0.179087433111067,0.152877180261859,-0.0212763815690999,-0.187938363829441,-0.168863350894375,-0.203581826218473,-0.171298806877397,-0.151133008315521,-0.1928990186059,-0.0751386349611359,-0.299491623122625,-0.290531557855627,-0.0220645468844731,-0.301792590622836
progressive,-0.0824342139950108,-0.221754125983956,-0.109951630385745,0.0474378197436882,-0.116244298756053,0.181062488878295,-0.0587573663918905,-0.0053721827327343,0.176622540393194,-0.169650603064539,0.276939767190024,-0.134679229211784,-0.125381652232484,-0.062892091525557,-0.0076408787106086,-0.17972801526678,-0.172565166000967,-0.118514024081057,0.0482356068067981,0.183311729924583,-0.251757252288915,-0.124008081333721,-0.114373216730437,-0.148531754144976,-0.185829417667001,-0.217248656025103,-0.07729067984691,-0.228919781986676,-0.152658136621042,-0.128050960896559,-0.148357152254073,-0.314195870168794,-0.0126230735140978,-0.168763086339135
progressive,-0.103155572943962,-0.239743906682682,-0.150111961655986,-0.450748808928971,-0.198244586998175,-0.196465085357771,-0.185518346512288,-0.287535332899357,-0.147789639159399,-0.0496197104114073,-0.413047337187872,-0.0940174959979854,-0.223482146840365,-0.0691623323494306,0.0824779470072554,0.0158910841951694,0.116193512833525,-0.263751113330069,-0.267665752671625,0.13419806266732,-0.0548868300603526,-0.506922063760595,-0.0369320817444289,-0.072851442995245,-0.0517609227073728,-0.0425248440074355,-0.470716083093107,-0.0430859973208001,-0.151299110560854,-0.166730006104802,-0.198869473272543,-0.374020644962961,-0.235814809751841,-0.163432917046324
stable,0.0420558937308777,-0.167718543960369,0.1559833479055,0.0980062349622099,0.148004987427341,-0.124837364618603,0.0815565190430515,0.058887968680244,-0.192088207463768,0.141973942844323,0.0514378837408511,0.169670418391337,-0.0007488257105548,0.190673724115713,0.272955127404629,0.17022858229954,0.148009561628137,0.0124890871440576,0.102947211540601,0.0288523071779393,0.1042346840059,-0.0592828951975018,0.149241704367588,0.113696132536303,0.0917556300801525,0.0858516696003555,0.0561534863221828,0.0610265271568796,0.210863218826091,0.160188126857887,0.10199738344164,0.0601774580687669,0.093035058554737,0.184451543302376
stable,0.14404483224779,0.507028957245281,0.458570838627205,0.195149427922451,0.428608397786253,-0.0689405799229259,0.429322609320592,0.323244662155713,-0.110329577703891,0.431127652993103,0.0172057609694792,0.318121245554819,0.339618309956679,0.402245807762669,0.555840407133341,0.172423045023509,0.420409745964914,0.390193978638821,0.538476293037976,0.389755526046409,0.413387014241117,0.129850612680489,0.472038420995483,0.339875621375148,0.349066032012041,0.249871926727584,0.255484583746345,0.389394941564964,0.14691262499039,0.422121086898596,0.256069499261556,0.520666471755494,0.33714737769099,0.279819411718934
stable,-0.0508128137740777,0.0020753950839204,0.0798464487333317,-0.0021296664265753,0.0364377799481137,-0.231384345995887,-0.0808482183336987,0.0048149757965959,-0.316004903284417,0.272847047202055,-0.153791430425753,0.120613926324372,0.0583079498816676,0.127063331341476,0.32233658068081,-0.0546131163685333,0.122891829960227,0.0213346106518626,0.156595204533186,0.185797827089979,-0.0308855952296541,0.017505407180201,0.156540774325379,0.141843682210727,0.103018272373902,0.0394282852329194,0.221393236128524,-0.154932239505632,0.0468660229088533,0.0544571442231222,-0.028060750722106,0.0731976517994243,0.0060949520706484,0.037676792999009
stable,-0.023944983772068,0.0087901162585154,0.012952158881482,-0.0934854898484161,-0.0597282976297929,0.0273478666803225,-0.031846187025643,-0.121559902228999,-0.209854138123441,0.313853073341717,0.170411526045596,0.0011615523064456,0.0352164894565312,-0.0333451512537662,0.154162747689419,-0.0020663229236418,0.169618577376235,-0.0604712328114218,0.0971006590590425,0.125170354653352,-0.0330653207334383,-0.19818304479729,0.0126743067372805,-0.0212982524562421,-0.0704250166668871,0.0222229441033846,0.0266406736090154,-0.033086298844657,0.0114800642731563,0.108436451090395,0.0297181997435173,-0.0450016850520752,0.0089698265905825,-0.011917468329895
stable,0.0850886948583701,-0.107432026954431,0.0448067786842347,0.264851722797783,0.0228978413677727,-0.150469240077959,-0.0035434564500918,0.0565834524386204,-0.362706106733241,0.53837969685955,-0.572411450898554,0.161760916980603,0.0336423345114082,0.065208260916127,0.561417829779902,0.116736348412256,0.317902865100022,0.0178564138063367,0.227810259757241,0.415113741787019,-0.0266464410708818,0.112374720823774,-0.054773667426607,0.111704121403524,0.0374193936675481,0.121149748683917,-0.0676278503368479,0.0104785039214968,-0.050420172622221,0.0258963799615618,-0.0126426948602325,0.182667569569817,0.0249023676099901,0.0285793463571925
stable,0.0371536138427405,-0.118931024320495,0.0504816379592781,0.0689253035579903,0.0200592187131092,-0.177735122887433,-0.0654579555351062,0.0933939714533573,-0.322780687034596,0.494416487970202,-0.278323499395113,0.0477583277294939,0.0338283587216227,0.0642361633011742,0.638349074343332,-0.0839757375377303,0.232690218898794,-0.0507614276328172,0.219776720865505,0.157747271379372,-0.0161825082984431,0.0677286926736448,0.0491361202354257,0.094214001354551,0.0586174804893087,-0.103484169778168,0.030914581493119,0.13310995032479,-0.0775047311622729,0.0721255047874483,0.0417984482059532,0.146952381220667,0.0438146585005276,0.0041060214840024
