group,CD275,CD112,CD30,CD154,CD3,CD8,CD56,CD269,HLA,CD117,CD123,CD7,CD49f,CD14,CD335,CD5,CD103,CD62L,KLRG1,CD27,CD141,CD1d,CD314,CD57,CD272,CD11a,CD244,CD169,XCR1,integrin,TCR-A-B,CD357,CD124,CD2,CD226,CD29,CD81,CD127,CD26,CD1a,CD158,CD49d,CD73,TCR-Va7-2,CD209,CD336,CD307e,Ig-light-chain-2,GARP,CD101
progressive,0.0058199415905481,-0.267342532806918,0.0567127627694412,-0.029505669261161,-0.127772778514415,0.152359804456654,0.184449998363278,0.123416120387679,-0.188819119007796,0.0677400535471317,0.0389655719282126,0.11409907735913,0.131141623554624,-0.253193611061018,-0.0411024171325412,0.0137603087433552,0.175199525401893,-0.0453803909459124,-0.0382894556066827,0.144579722582375,0.272248370119747,0.184995449459102,-0.0628491528374252,0.0086035458260839,0.131780388368731,0.0167304761695069,-0.0271951132159552,0.388290908416093,-0.210758917221284,0.297251996861576,0.0343436555773082,0.035187262676138,-0.0808482250737729,0.0026457630941389,0.337346310969615,0.118337392617733,-0.115505067150061,0.175102602672251,0.0508649667687921,-0.130718783672755,-0.0573275514519379,0.100855567422141,0.170307957503883,0.0054474039820784,-0.136756728757562,0.211329986615113,-0.225817351059773,-0.0891016613249325,0.186613872413833,-0.0220488983471208
progressive,0.0937839526993063,0.143665525939243,0.351510547267377,0.453300616250777,0.522400981230757,0.351701275502672,0.106491386098582,0.243210369067339,0.0396310257915862,-0.0705896978943398,0.0736554246862186,0.235148906407889,0.0873706161559609,0.408393258723171,0.386365039269593,0.203416180450309,0.555860506355618,0.169085603087945,0.0135242911692597,0.207897664911874,0.380456202130156,0.352531914448864,0.041985148677503,-0.0035422721327864,0.388299147293751,0.0636307849520982,-0.0032257292676575,0.276155880193594,0.377772007393682,0.0237963520409711,0.144568837051261,0.275813864997445,0.367951132761471,0.308362458404724,0.412021338252828,0.20025765660388,0.266001087594534,0.364404557739108,0.35413356518745,0.439251566353208,0.254196215534349,0.213129153582977,0.243865575564899,0.0348121039118702,0.114519605942165,0.0657624080143593,0.0227660349318174,0.291748788838393,0.385048871214084,0.238214842074061
progressive,0.0082595923313267,0.405654634974258,0.165181692487671,-0.0170507537703922,0.229029146482733,0.0409693724785514,-0.0679569203365303,0.116125848682658,0.186451105297702,0.272920994539096,-0.0393102012031078,-0.213303266150633,-0.195775687115859,0.129548363755905,-0.0662647058608478,-0.155656063559846,0.0538119211197318,-0.212950112510264,0.335256568624545,0.0552758518074985,0.214886497316217,0.149039399375936,0.104493974647463,0.407355982897798,0.0792888368776559,0.196862190520333,0.359309494894638,0.151286328493539,0.104812378784013,0.367507814531164,-0.0037471656904292,0.177666231516283,0.0835171849560238,0.0787816350779486,-0.0022736160507828,0.03426815338349,0.183066911053602,-0.0634339090793555,-0.138960573490541,0.133713098382151,0.381025071507069,0.0024095383388965,0.0835005333271915,0.220272169838571,0.11731939709092,0.11579269361905,0.0690853653386385,0.203501232296448,0.118010969112596,0.0134816773851698
progressive,-0.0432014565491689,0.110962279857044,-0.0075725353425122,0.175952253928312,0.124618453944575,0.406565454768371,0.373704242926599,0.0962931385192135,0.361747505459216,0.0711674812866048,0.246423645273518,0.124611967681938,0.185655168645592,0.0931188098415835,0.0060204947259831,0.155698850958042,0.169316159310946,0.248160723023161,0.25413387007503,0.0441734706027595,-0.154287406923429,0.0485619009823522,0.207635806188335,0.276253767972107,0.0985679578230007,0.491223643264997,0.297602500905171,0.0794467399526322,0.109644991796516,-0.251752748606365,0.291792930047916,0.417084708833082,0.0399475433318728,0.430634860579319,0.221604386059606,0.224842120853394,0.408939678671179,0.136531522178317,-0.0514482565226755,0.153279014384944,0.0545328898181125,0.376588152769672,0.0584687887174331,0.431721873308187,0.416198964767416,0.115812107099663,0.219996766184047,0.0187408683487073,0.0938999122165967,-0.0056372718894973
stable,0.366408623768276,0.144572397949158,0.159782651844468,0.29676624833459,-0.15157872026971,0.293347995119729,0.27091126445875,0.208900947865837,0.163017974122071,0.0017073649578179,0.371164646328459,0.127020987246984,-0.127060310691737,0.0850201028605139,0.0629885008912635,-0.13500145105494,0.0397244563805122,-0.20892889422098,0.0195348070786396,0.13862980154427,0.236726468164395,0.12901329877726,0.169568338275045,-0.072763596991201,0.0975123470763463,0.113715329080305,0.214280868689371,0.0413677398935557,0.0825487559392518,0.235252350171824,-0.003169842875579,0.159717952351898,0.127036712656383,0.0341615301302398,0.207067233179964,0.0372581328051362,0.118722656214524,0.17185771347283,0.0981712221286589,0.160185117098271,0.0939754548430211,0.0763087941762923,0.166182912238645,-0.0479826395737259,0.125558870301566,0.0020328262527314,0.068747271503386,0.409016432525543,0.221566540211286,0.210859720526835
stable,0.0423670940111018,0.0135573070925357,0.234320351017265,0.170026899748727,0.204672415414672,0.0703554670670877,0.0042567297259578,0.295126518645573,0.135483738012483,0.0191855429584186,-0.189750711854123,0.372775508422805,0.244276949029201,0.0981269239235115,0.124783884097719,0.42757212867865,0.290451850072969,0.166315355407682,-0.273857541868408,0.32001796537492,0.0886666021264507,0.1856794488205,0.14261955069925,0.0679996319239288,0.316257403463073,-0.325601096713832,-0.171403791579973,-0.137577298367542,0.259543821256561,0.0410692199491134,0.158586383820641,0.095785516791317,0.127839464784142,-0.0656988826396439,0.0874676069459375,-0.149437939939448,-0.0906052965871087,0.296941500736458,0.203103686082299,0.0762948174578895,0.269820305363007,-0.119042621868714,0.312806776106043,-0.0834990218128321,0.0652998530320449,0.143406254663641,0.352493759708139,0.268410892075555,0.173857756698585,0.0346225335900025
stable,0.110241253333918,-0.104694683620908,0.132307816436538,0.144207324801509,-0.0764790637632488,-0.133263946000026,0.0719313922517007,0.122229205411563,-0.182507411368548,0.0681862384601605,0.187025232744402,0.0152339480317486,-0.109924692476064,0.0159518522314253,-0.0113777920323341,-0.0694680952195292,-0.0684036298273428,0.14672784587187,-0.254531375567901,-0.348780306368434,0.0757808488379175,0.045734971087603,-0.161356346610666,0.168273914275482,-0.0520837879534043,-0.284361582674266,-0.0456760416512002,0.183097612789097,0.0511442391769417,0.128388622134796,-0.0631333399919283,0.0570579449045648,0.0038625111519892,-0.153777131277099,-0.0115812589237739,-0.0997007062307477,-0.0420130932092773,-0.153610314784722,0.0651022276589167,0.110936387289479,0.0387896362838958,-0.150568335610911,-0.0322118985752025,0.118774668351063,0.0798966301360454,0.0113920274146527,-0.128524828463411,0.195543972935291,-0.0152405423868876,-0.0251079384812853
stable,0.146865570766664,-0.0239844852418846,0.223360065353966,0.274611842022917,0.0843674251248053,0.0301665871233013,0.165429981911348,0.226404711081103,0.0023321186086413,0.0629651556671324,0.0298099774209293,0.346630336202968,0.191719871974434,0.119239382999776,0.111827144223334,0.260883769679812,0.119807132436916,0.268990614672023,0.0122054360661925,0.051472075853323,0.175040516138145,0.364163059209323,0.106714038669827,0.204689279109885,0.105276786396761,-0.123218720424568,0.0671261296265927,0.100495471265227,0.145788696429192,0.0037154423198695,0.369049860251267,0.205061362911061,0.128842937551991,-0.0668327162186471,0.243063084546345,0.122971665553347,-0.15524026338557,0.126148775315565,0.0335058444796298,0.111656339976492,0.248016609254604,-0.0614448836021524,0.255787978970677,-0.0351625369515974,0.209365986727224,0.242819540431098,0.122528337370875,0.0976044672753405,0.0985754492328827,0.241559463142917
stable,0.127830983169599,-0.211134140124171,0.0242204171169175,0.0505136185229815,-0.223208291677631,-0.123467957210049,-0.0717463760143889,0.0302358584830863,-0.170197212661352,0.384266864612199,-0.129089635975046,0.192152613031549,-0.018443828890989,0.119715473028548,0.0610464678386036,0.167680582540991,-0.0893914973860339,0.36612982724832,-0.236784468093985,0.392852910218815,-0.0198744340468788,-0.0468751473719573,0.0144779361231848,0.0144289019959172,0.0532852638578711,-0.409452191921668,-0.253635512500163,0.12645489971729,0.0319294172714149,0.148461755536048,0.117859805433869,0.0633904290509429,0.0746372394488433,-0.130489311906531,0.135005998871659,-0.107835772955912,-0.190749517093028,0.131528193596247,0.0677699652333686,0.048711235922811,0.0544377847864225,-0.373326756058317,0.175540229145029,-0.0692281885234889,0.106876197484316,0.0358283436357824,0.0417175429335432,0.0816994472127524,-0.077729649453031,0.0123866557788951
stable,0.0219164480963912,0.316885625212827,0.0980632450611192,0.137158190080633,0.0484031686872756,-0.0791701191448969,-0.0158026340312542,0.400616080591075,0.0911388603120698,0.312715043398518,-0.154342611526381,0.316894919111683,0.134524511230739,0.0029040731748991,0.288013886156796,0.339496417620451,-0.142892203146066,0.440361131552223,-0.331833555434757,0.330302146264745,0.0411473149178656,0.115148890535156,0.159825846394669,-0.102211533372349,0.0486645288323196,-0.501233797304268,-0.112738764331089,0.0848398939584986,0.0818681147001307,0.272577792968111,0.0681663633146436,0.182300077443587,0.0759895235936369,-0.0659700341905451,0.236409214057356,-0.0087233651054436,-0.078578899526804,0.112811603202563,0.0961390805256047,0.146573804666228,-0.0589756861350045,-0.0231568250258446,0.222938390477542,-0.127763703172126,0.060284160598087,0.116385201322217,0.0591619522009367,0.228008693112265,-0.0085847144390143,-0.0803972749771796
