group,CD252,CD30,CD7,CD294,CD31,Podoplanin,TCR,CD1d,CD58,CX3CR1,CD11a,IgA,CD79b,XCR1,CD122,CD124,CD226,CD29,CD28,B7-H4,CD26,CD204,CD144,TCR-Va24-Jz18,CD158f,CD337,CD307d,CD150,Ig-light-chain-2,CD85j,TCR-Vb13,CD82,CD101,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,0.0458045423094663,0.157034020145002,-0.0158323898992635,0.0635166885006419,0.141993472601964,0.317933240593956,0.212254756501832,0.0080968742577475,0.279412331526709,0.13579980390462,0.239603462157846,0.269658605992866,0.260689830531087,0.165429717182682,0.115543070883602,0.01848235905337,0.132225708826616,0.124107602741312,0.110258485382139,0.143441416287519,0.187165671446763,0.158610368694214,0.457333678621227,0.258507878208215,0.197520375488186,0.281813311476358,0.180415599585615,0.110202865318591,0.199553100107107,0.284136978364855,0.0506627336795483,0.131454760144772,0.151860281293503,0.240814811950366,0.186144922442934,0.331847090951087,0.185517186874705,0.121370900308717
progressive,0.0164067554159495,0.358461237602953,-0.007330992218727,0.133850571945008,0.177126216553976,0.118348042473731,0.0936504318263785,0.199056818232637,0.1881348373406,0.0759909765673527,-0.0870721673735878,0.0850916019967501,0.127145102214255,0.118915136097263,0.12760052030949,0.229200501624956,0.204999735610325,0.0769253914686735,0.0318474607313097,-0.033805592316228,0.336584002941428,0.228621824868142,-0.0184048222521946,0.123517894283049,0.144707564362678,0.302904681156477,0.0214945761996138,0.0217303398310396,0.19286974713115,0.0849227691042234,0.163910955898194,0.16411136665403,-0.0423812419104923,0.112565955218001,0.0621704729309096,0.0631502548762505,-0.0453860919115494,0.141970035588771
progressive,-0.326062056248343,-0.169857549054875,-0.302946316254836,-0.159693028034957,-0.174705324786852,-0.119641915369941,-0.0846556148697183,-0.105841443952082,-0.190169728059713,-0.151680365447189,-0.417080508421037,-0.214837252675495,-0.0747354675600348,-0.118112589019558,-0.106271293468021,-0.139524292123068,-0.162708925596483,-0.257542494987809,0.0668693921747238,-0.08723575887702,-0.0249244384841296,-0.272333980269837,-0.204964799040909,-0.197462747049057,-0.268671589321803,-0.0420260228411779,-0.246193798224879,-0.16358625495592,-0.122865246973814,-0.169294017367712,-0.134493558877482,-0.148270323269376,-0.119606308930775,-0.145984936257289,-0.135802909896015,-0.0004768822634717,-0.104350380508124,-0.0386478890973477
progressive,0.133761553516319,-0.0201451179446737,-0.0772507563265777,0.139558860859581,-0.329185528895991,0.101253567302457,0.0494763742888524,0.0706190563056842,0.0180547864631091,-0.0093179539144402,-0.291270545139796,0.0332629285085251,0.0242527643466707,0.054386820434166,0.0879291947108665,0.0783725850122585,-0.013073792006776,0.0073659535336586,-0.0426831161108212,0.260162800245833,0.012607729529215,0.160643960926408,0.249073898788729,0.0646728974506804,0.010293833045932,0.189019475595033,0.0360882604756978,0.031046189277183,0.0480257319918702,0.0083076042903172,0.0481910767203583,-0.0032938978390971,-0.0462545385804908,-0.082301153796523,0.0721442829246293,-0.0619424718524134,0.0416696941059724,0.0672810284192472
stable,-0.0217123426162672,0.11412894323625,0.210093280110907,-0.0243465269649088,0.0035697042429099,-0.102919681800463,-0.019478459203292,-0.15269688549944,-0.0577821323741139,-0.106176913428866,-0.33689513595182,-0.120574159702667,-0.0001363230123291,-0.103795178762451,-0.106333361388163,0.0110464601455323,-0.168668712914818,-0.255295240321485,-0.090767371239614,-0.0948784478609298,-0.0063883475546131,-0.0735399774228393,-0.0263189314796925,-0.143403397998471,-0.0049282088608281,-0.0689822618154028,-0.118419894677635,0.0789984808972217,-0.163186474502503,-0.146647594523444,-0.0486164241326448,-0.0130519052880091,-0.0190939013153055,-0.13951672378179,-0.0312335139748063,-0.0055625809472408,-0.0611378070306805,-0.130018085673773
stable,-0.257414426631654,-0.208246952489184,-0.16322165053591,-0.168347573130201,-0.581787404478188,-0.227894552595945,-0.123850242148946,-0.197069573254776,-0.213014364699458,-0.167443063469352,-0.244051184488429,-0.0492378906596567,-0.167356933429064,-0.0185762900082635,-0.1774914153439,-0.169120720781593,-0.350639572652795,-0.13251339794449,-0.040730662317108,-0.20876835814688,-0.039837901343595,-0.150108485304095,-0.149368952121869,-0.207838790316399,-0.270815739486587,-0.153188149710093,-0.0548327856273711,-0.175348026499662,-0.05636832229335,-0.177872998676217,-0.45044167068984,-0.254394572026083,-0.0895049875577452,-0.285966238440301,-0.222234096863999,-0.227059131105862,-0.161827033946303,-0.276036384659063
stable,0.0659622369668927,0.04915712919948,-0.0023998994234202,0.0549494669211917,-0.0269682066256519,0.0953425882167823,0.0154914686196203,0.0750388116826356,0.218038310494763,0.172739485701676,0.363670801379692,-0.0465584040998938,0.173545249619903,-0.0133062246002187,0.174108707788902,0.0833802554445299,-0.0214023109183694,0.100846535803283,-0.111290875018292,0.118703358275105,-0.230982740017647,0.0686259486239753,0.015038133470038,0.100513464284807,0.203613589784096,0.144584511106537,0.0081981845228701,0.165477909642337,0.0812235942304242,0.0674945250484107,0.0280426674285844,-0.0205091870660686,0.131293500810869,0.151216705813182,-0.0200629331661355,0.0012912268831151,0.19615738129233,0.0298837766666405
stable,-0.20172544841303,-0.182990813297569,-0.0603093391105329,-0.277468058990316,-0.10223238317953,-0.325804129202774,-0.332612298978306,-0.329535986824686,-0.264293627940949,-0.173144269053531,-0.111535456503734,-0.274218894311866,-0.347584481728781,-0.259891267145237,-0.197378782894325,-0.176223934013674,-0.212120376979631,-0.29285525317032,-0.0529631999297644,-0.232626436359773,-0.180557107212822,-0.226294247299911,-0.096261282680004,-0.316073440305115,-0.357577691628626,-0.276450829711781,-0.220878329172074,-0.185491014434683,-0.220801364689753,-0.299413798588935,-0.353569174373509,-0.0831342032521797,-0.213478060930517,-0.243171617829195,-0.197104412225781,-0.236737857162491,-0.312337309494225,-0.292980820714424
stable,-0.0955089590187188,-0.0874761238030701,0.139481569080004,0.0652845632632407,-0.119584915304265,-0.058087995459224,0.0519404086487828,0.0923026873420812,0.0454421447700245,-0.0583077821076525,-0.38800841503348,0.0231675821174445,0.005096386314654,-0.0283195627709843,-0.0654132557602619,0.067623798727108,0.0107835170738861,-0.163585061398077,-0.0400116292088558,0.0174373976493671,0.106807213978927,0.0264684549027866,0.0262417874479375,0.0150582129615062,-0.0704394947507991,-0.042603886572284,-0.0294516072440331,-0.0338169140091498,0.0296497252852504,0.120255556947089,0.0959235371040781,0.114528160706741,0.0253453148691982,-0.0715398742231631,-0.107388386830932,0.0282038369829748,0.0198585187259041,0.0085556005018346
stable,-0.0081798735792009,0.11528860837716,-0.0601745099205438,-0.0759602470288691,0.125496143208428,0.105893846657688,0.0341437959330714,-0.0094298586696929,0.155472671166472,0.19194049607204,0.575282983597287,-0.0204064007002045,0.0115400486531547,0.0263355541506913,-0.0351833480256342,0.0463794363723729,0.0872789830967564,0.306952505484748,0.0902629140788367,0.153311774396262,0.173643787059896,0.0297571316071373,-0.001080768147229,0.0134760532489978,0.138237950520301,0.216332804710697,-0.0052691547435724,0.101657805804195,0.0086855633223747,0.177624348636438,0.113535677519063,-0.0344427737836667,0.206806394797229,0.168299483673336,0.193328548089292,0.215616529005325,0.233367097116982,0.0919429616400115
