group,CD273,CD252,CD47,CD30,CD52,CD269,CD7,CD49f,CD294,Podoplanin,CD5,TCR,CD62L,KLRG1,CD27,CD1d,CD278,CD58,CX3CR1,CD11a,IgA,CD79b,CD244,integrin,CD226,CD29,CD28,B7-H4,CD26,CD204,CD73,TCR-Va7-2,TCR-Va24-Jz18,CD158f,CD337,CD336,CD307d,CD85j,CD82,NLRP2,Podocalyxin,CD224
progressive,0.455113095296228,0.159539549908395,0.126676647358697,0.111446612114587,0.138373815207446,0.0995587290859714,-0.0351777416910687,0.060276423995403,0.270499291216938,0.1969795930452,-0.0260747006310164,0.0895892952981118,-0.0505383542711415,0.165977199634255,0.0556604912286206,0.292164226948214,-0.0853648330087438,0.232050234374101,0.30140052120595,0.291691171322595,0.26321698852196,0.347401827551449,0.187139253655556,0.300162573782892,0.185495978934101,0.10581122814113,-0.0953959804371043,0.125493146237415,0.0647174505893805,0.390950907254653,0.0916703013801704,-0.0461768365332667,0.271209900061323,0.264394890633376,0.218642028011281,0.475571134694048,0.300532061000207,0.297089502882758,0.0180976214241473,0.127866130014881,0.183007623304741,0.242584592822934
progressive,-0.124309331973809,0.031694198972283,-0.0429450406410705,-0.160337110961341,0.0048289162969096,0.0386510789863733,0.0036361721404886,-0.114760261045754,0.0003813406608119,-0.0062057346041135,-0.0494542580227225,0.115460238550559,0.0058673237664586,0.11107559138579,-0.0054907306507249,-0.0592298229421204,-0.182483500323954,0.0472753584723227,0.0028394163047123,0.0816356372858109,-0.0072324933562275,-0.0365295048830931,-0.336422846924142,-0.216841598738606,0.145457216633741,0.0784176679863237,0.0425427258412631,0.0105935927310402,0.11383499835257,-0.250323819320463,0.134171282674829,0.0679795414971954,-0.017985474970551,0.118570053242963,-0.218311792650807,-0.276337342572632,-0.142445613585146,-0.0939452640625196,-0.0336163605888095,0.117038847861915,-0.16311377232633,-0.0780055153886243
progressive,-0.297931783237058,-0.265682318886207,-0.0809637667184872,-0.227839127674801,-0.0740300189007176,-0.172640555800171,-0.167144603339732,-0.0953339988172281,-0.206034868875593,-0.0910246304914494,-0.0076266942794595,-0.21572497217899,-0.16255763004514,-0.177062592076383,-0.0840079871046683,-0.129235357180404,-0.138658323268349,-0.234047341467046,-0.16983488196947,-0.0736458758516273,-0.193370216574173,-0.125559408286923,-0.0513484483489898,-0.47985204576885,-0.259006336653014,-0.186847451816612,-0.0822327020110889,-0.122481469129889,-0.115449845706819,-0.190760034996204,-0.13307958394976,-0.461912988435757,-0.24525996081147,-0.250705461528587,-0.309868500648758,-0.103757750816921,-0.133423868287562,-0.194246877464937,-0.0204272099317318,-0.0826090147851989,-0.131476440039168,-0.151833094095519
progressive,0.153047707414626,-0.0402298554295155,-0.47307499732871,-0.148443432049152,-0.233790107775069,-0.154843419663177,-0.326113706847805,-0.354110675890775,0.131204858045753,-0.0622765430001555,-0.456841804805462,-0.139942299539637,-0.155566137548844,0.0013733058963098,-0.564644305266308,0.0337004405923695,-0.173176978438089,-0.103237268996058,-0.036441145347559,0.0335179408441559,0.0756632304292726,-0.0264214168962985,0.0661622102220355,0.137875052237342,-0.112644080853962,-0.228019591005168,-0.359400533703935,0.0152249845570609,-0.164154818481249,-0.115295055967508,-0.127113991690739,-0.0252211199899524,0.0309431042643155,0.0503494851439621,0.110709859105441,-0.105059935855962,-0.0060026565520699,-0.128912346574532,0.141239443606122,-0.0641523598537807,-0.0756673344202951,-0.0497580922686568
stable,-0.0538963420255015,-0.0666800959361139,0.0970391586660746,-0.188837301709063,-0.102553916833135,-0.0077167267243203,-0.308945044939671,0.245346687592755,-0.0694109330124915,0.0125995354778643,-0.140740035404569,-0.0510429038183166,-0.498130601106552,0.108783333034525,-0.205517752967082,-0.0821975138241658,-0.0442408107551648,-0.0292109575827386,0.0758485111555412,0.232462710536369,-0.13836146616617,-0.0327842342203401,0.0138632521656684,0.124052646880353,0.0919015575023554,0.237198350322902,-0.0653812181119143,0.0065609238631562,0.0360286148612777,-0.109992841780512,-0.138437983559747,0.106260796667449,-0.0490954848732344,-0.0890058833277174,-0.0256288600026873,0.0320240282307972,-0.0747185799313248,-0.140630223652834,-0.0197521156795171,-0.0493628560190829,-0.128844113117996,0.0292346577187259
stable,-0.208002025662066,-0.0281780995836871,-0.0021974296950763,0.002007390839265,-0.117131216836627,-0.0379860197626032,0.155497728410911,-0.170316860752498,-0.119699734430462,-0.0925570444600092,0.0263159668882187,-0.130866611861331,0.209176635466106,-0.137398927223764,-0.112549567249617,-0.152235139226633,-0.21049638991039,-0.244331348475301,-0.0857469614117277,-0.341886233596401,-0.24082030773737,-0.206830477252774,-0.220176003502641,-0.0874399743150658,-0.0508879818504814,-0.394725089653948,-0.192048613628675,-0.0599222532467277,-0.0716990931371548,-0.230716832777095,-0.0584957277051601,-0.16422634165142,-0.0141463332528,-0.183185894276624,-0.223834492611369,-0.0885664301781628,-0.162060084098269,-0.245630902587924,-0.146154355664111,-0.0473010146349419,-0.273652778709398,-0.149428402054996
stable,0.0641118054114379,0.176095695692706,0.148030836740833,0.356248867082493,0.0145144094748274,0.167213794523659,-0.185906494621377,0.161260219416771,0.0887439995771103,0.165399606562542,-0.225419366658383,0.200377699175205,0.0958973373908647,0.0211386789760395,-0.114367474766353,0.0114846096453299,0.093465577541959,0.145607280885754,0.172450510426957,0.184734702959878,0.130410487201448,0.109670610845573,0.147668149904853,-0.0394550214064577,0.257965095497749,0.242054241628127,-0.0314066583560983,0.0637299147797762,0.19993286886306,0.171856945046329,-0.196397479079575,-0.0989156954703385,0.106244157632457,0.182564594161916,0.0974128198422575,0.182267899978103,0.0837165991912751,0.171468427411224,0.195967615579824,-0.0455876941874311,0.133452361671331,0.247652476300622
stable,-0.0947132991697613,-0.143206037670571,-0.126838423695509,-0.180185490697449,-0.127784332170884,-0.237542861480682,-0.437199892186588,-0.263885941364803,-0.121842980822603,-0.161235993566592,-0.327031129673028,-0.143549976266433,-0.661871454407695,0.247671755588374,-0.0843242345892184,-0.192619769551885,-0.0784533155403362,-0.160288904896818,-0.224495363179853,0.285293400718069,-0.166978429099199,-0.0980682968841664,0.158572518157195,0.0020013253905443,-0.249099252894007,-0.151890478339423,0.086556515742601,-0.208513962879684,-0.248677360912316,-0.161195435803712,-0.318510711037959,-0.0218737582355727,-0.252920310456616,-0.221478510654036,-0.251391437619841,-0.239518886503848,-0.196529356130246,-0.0840167106840027,-0.180502252830607,-0.317757918428497,-0.193891540411208,-0.197510463388179
stable,-0.146764526018166,0.0368631958618445,-0.192959337902186,-0.0250257383886845,-0.230499573701639,-0.157734203129397,-0.273868220765021,-0.0954064654630739,-0.13599096196328,-0.222716101525976,-0.111558176316565,-0.304076011410236,-0.288303681830621,0.196239874124463,-0.42372977053075,-0.141126536985737,-0.0502891601921713,-0.170610007975459,-0.16048542143138,0.284694353686605,-0.130318911261503,-0.147324533882404,-0.0288642765036161,-0.23208506896508,-0.258612568177383,-0.0663694017607854,-0.170946306605933,-0.277932519138421,-0.24816282520682,-0.231851734934359,-0.384319918639433,-0.0315852621616192,-0.111895041249132,-0.202039241355068,-0.181017202024089,-0.161017446564372,-0.0310371512872705,-0.29066767508338,-0.22456193412076,-0.140491437782359,-0.184705600746387,-0.142210826319626
stable,-0.20136115873805,-0.248282793874645,-0.0574892909927314,-0.201270124549803,-0.325233731324246,-0.510918745755541,-0.375858688892862,-0.14363964264498,-0.306413332644261,-0.268829738731679,-0.281155327593024,-0.397147781520791,-0.426664628179091,0.19621853142534,-0.354215856782932,-0.223120045811717,-0.462011543043708,-0.239938420874824,-0.181637786370453,0.448081395433518,-0.304396682308685,-0.332658232684712,-0.0306907329455962,-0.29789204242595,-0.279828066651366,-0.0500472331381132,-0.105759728127826,-0.085878684682874,-0.13433371485287,-0.266769310786736,-0.303481522207751,-0.0448320539274645,-0.318546017316827,-0.174836522101954,-0.104486039699364,-0.135187005381012,-0.276170388375634,-0.230333954212812,-0.316451176129088,-0.210801496535544,-0.30411547204344,-0.144765382002649
