group,CD137L,CD294,Podoplanin,CD146,TCR,CD32,CD62L,CD152,KLRG1,CD27,CD1d,CD66b,CD58,CX3CR1,CD21,CD11a,IgA,CD79b,CD244,XCR1,CD226,CD29,CD15,CD204,CD144,CD158f,CD337,CD307d,CD94,Ig-light-chain-2,Mac-2,CD85j,TCR-Vb13,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,-0.0904027406787714,-0.339284977740929,-0.297561846783298,-0.537110716332879,-0.155501247996642,-0.140270593140968,-0.179099984757721,-0.112983273670112,-0.331882109547414,-0.462478256333834,-0.161792466511528,-0.249653792686285,-0.392504364524613,-0.20487827305341,-0.213721001277009,-0.479230927868302,-0.294487676319154,-0.460288759523528,-0.101575324741485,-0.500224484027281,-0.179772130498173,-0.264323708744282,-0.312864678630129,-0.369519682756712,-0.308753865464571,-0.311375440301921,-0.351658296512689,-0.358590759758563,-0.386955291756129,-0.353834093286301,-0.114549084209066,-0.388142379698203,-0.244286578166131,-0.236406578421616,-0.221854848626611,-0.313909410359137,-0.367930792228616,-0.269373024771749
progressive,-0.171058189327574,-0.0491342774507756,-0.290440088405729,-0.0297033465329001,-0.0973683451874132,-0.157991467017457,-0.0158536273487646,-0.0932288074750772,-0.0852618356322895,-0.354047112997562,-0.162544479412023,-0.0096811970582466,-0.24548623256291,-0.327791585362564,-0.0226588670180594,-0.0204016021573563,-0.189040393149008,0.0976087254872955,0.0110976924346018,-0.119563014500963,-0.173089399406831,-0.307174880044935,-0.127724435770794,0.0036807996018183,-0.199194774806048,-0.144883180338846,-0.0802547916592254,-0.348464666339914,-0.334221196564707,-0.0747300750380673,-0.160841838882799,-0.274395163228444,-0.244502708771379,0.0006155950675984,-0.366688487513252,-0.308932919707404,-0.391081705529454,-0.269751861963219
progressive,-0.001959760393016,0.0955024122066296,-0.173836763521521,-0.0668293729871676,0.0672725121542986,-0.131604163854126,0.390075142044848,0.0669475617955481,-0.198893141437523,-0.0591945348912855,-0.0684704562898396,0.0351180283294778,0.0554208376414108,0.0057430472655874,-0.259627819548756,-0.221247264160985,-0.129674821584954,-0.122047223590208,-0.403335483571642,0.099122577654366,0.167494482231674,0.0533965594023091,0.0463075727511579,-0.079833242021224,-0.137367737942462,-0.0517474081646915,0.0454163735078336,-0.0525667102852143,0.0329721618390767,-0.163443324928383,-0.0783118655980758,-0.0381758247673655,-0.001684629418911,-0.105429055682655,-0.121470628279926,-0.0957865714409402,0.0241061682418685,-0.017894842540251
progressive,0.0999387383286804,0.303564933416772,0.0826139523441738,0.249237882065881,-0.0054893495561354,-0.12490075555681,0.0275251873226389,0.132240271143007,0.0402234069103397,-0.0656073959937536,0.111732147457534,-0.0808084535901921,0.0942459853374295,0.158585797047702,0.511313038473009,0.151714683799435,0.200191544758691,0.104420620264578,0.305904638456423,0.0768967194122588,-0.0580375241847761,-0.0042245909972453,-0.125777591652291,0.193549126364586,0.10821581609919,0.0019865291843026,0.123532697598894,0.0734421413087597,0.148142031090409,-0.0094607081066691,0.211024936631427,-0.0052012826861116,0.0443979260039882,-0.0737424116070645,0.0604999425227593,0.0040452226515861,-0.0077995267997314,0.0601626811589939
stable,-0.328922163382998,-0.294159103601298,-0.394331694473866,-0.260791763850512,-0.365272734829752,-0.324351085082526,0.114623947781469,-0.330277559125899,-0.366127298046639,-0.292536282456561,-0.313987692676772,-0.162970542066831,-0.383829145591322,-0.454640363230411,-0.220328424408786,-0.528054367579272,-0.419703100615936,-0.266225307460516,-0.360293932988153,-0.351937967300166,-0.412076249374009,-0.37374305371586,-0.169884670106496,-0.277916954987251,-0.32156015787259,-0.387916029807255,-0.386657167639834,-0.404551218702431,-0.25162720528022,-0.445197368281748,-0.278000464155325,-0.424770978093232,-0.427103716459435,-0.311556977110891,-0.324084742701881,-0.362040392863207,-0.413063962076597,-0.47860793034042
stable,0.0282006939364814,0.0672688041997081,-0.0859005446872003,-0.269946455638609,0.0216149454042842,0.031522166673343,-0.218598190290045,-0.143587302595148,0.306836456540933,-0.245635783773887,0.0209537448507035,-0.101132792698019,-0.0269579675959078,0.046958285808745,0.347161856467178,0.256519139494224,-0.0125129350230119,0.0785045845691996,0.22354799534619,-0.0390899844959165,-0.105531200414535,0.13582595025212,0.0473121546967692,0.0650591255918475,-0.167289601466386,-0.180275845146379,0.047695361965161,-0.0168751158249283,0.001147652079082,-0.045300414646902,-0.122401078704438,0.0187473357427173,-0.0517688914833275,0.0653423568747243,0.0093170386741898,0.0547214996393327,0.0279195469961185,-0.102164383473175
stable,-0.0027029537399202,0.0350110092094368,-0.140086935330457,-0.231558073577399,-0.0035579356666455,-0.105179668292246,0.341767693411355,-0.078668555060635,-0.32255004366623,-0.0610949159082569,-0.0645444105067259,-0.113136140887599,-0.186350581883626,-0.191549969990386,0.0077513937987407,-0.47391192299712,-0.0463778051701037,-0.110661160760003,-0.213515332742709,0.085107139522191,-0.122609695995028,-0.363809911560161,-0.0703849583954799,0.0369597487739285,-0.09512546304153,-0.0914832152073386,-0.113650550079085,-0.0061146680142953,0.0307917069979184,-0.0398752083837356,0.109493840474981,-0.103382320482622,0.0588701620594916,-0.134827553206446,0.0314757077888582,0.0292873733942937,-0.224953445647081,-0.142900594730375
stable,-0.145904567993197,-0.0557274317938732,-0.0900067208402353,-0.0575772138301386,-0.179166688063823,-0.179124956197452,-0.583698501045688,-0.0462183170350771,0.274355632231983,-0.0937435106603636,-0.0979074503901578,-0.131261195838344,-0.149839289595711,-0.190741325934519,-0.206339888469177,0.225030731261014,-0.104802343711833,-0.0571593222886085,0.170105888711757,-0.0699441291358911,-0.292457883706109,-0.145077969143639,-0.129282455922385,-0.106751997292563,-0.170581866789136,-0.127254467882615,-0.190096440050579,-0.157693627893497,-0.104288381628306,-0.16602836138475,-0.0769307698635106,-0.0412131108251122,-0.101232792178604,-0.162453739979171,-0.248415214347483,-0.164260821312768,-0.133811742592431,-0.175257297882458
stable,0.0877386566027189,0.133472236172678,0.0144841219767914,0.136877540485424,0.194668007769578,0.0290102783786989,-0.0890116536880324,0.15959852285474,0.22556022993779,-0.0418736786174752,0.169203034391228,-0.0679322921656564,0.138977226088325,0.177946413229527,0.0048371845324737,0.235881545770071,0.0982678989639493,0.164182590301582,0.264775118409929,0.126914349351761,0.314574781081891,0.375568577459113,-0.157560995511219,0.236643960917522,0.113985867413121,0.31856715623866,0.229473243026402,0.10550706496022,0.137865726715925,-0.0328028779657476,0.174719078635603,0.37086161302987,0.198052015720824,0.244016319538968,0.0405686080221323,0.0912598827596596,0.247910859629586,0.285302982928498
stable,-0.0767972021966298,-0.0946550326183456,-0.0876884763166206,-0.035487835188275,0.0235417058436374,-0.0033852052676744,0.158226254846394,-0.186194401720792,-0.238043793479548,0.0793369915898852,-0.0488129587069851,-0.0948917437475505,-0.192056608947948,-0.158018353439951,-0.0350831352567041,-0.344522365578761,-0.0956974864870682,0.0917833051998706,-0.0053138391335061,-0.154154368946208,0.0992513591452547,0.0627127491411247,-0.0794507981965185,-0.0633091863624172,-0.17415599473134,-0.102507844153162,-0.113500208726731,-0.13208401106859,-0.158379855247068,-0.133747550444628,-0.0391003299668913,-0.135947491157632,-0.147804178360701,-0.106032876044172,-0.0744471113217204,0.0459235016403975,-0.0386663852374877,-0.0082700786073546
