group,CD274,CD275,CD47,CD30,CD56,CD33,CD7,CD49f,CD4,CD294,CD31,Podoplanin,CD5,CD32,CD62L,CD223,KLRG1,CD27,CD141,CD366,CD58,CD24,CD11a,CD244,XCR1,CD62P,CD137,CD49b,CD15,CD26,CD193,CD73,CD209,Mac-2,HLA-A2,CD82,CD360,CD88
progressive,0.200594117892068,-0.127819554011663,-0.0357716441001059,-0.0864205972244123,0.104517320627333,-0.068683108982356,0.10375268274411,0.0129284366792861,-0.131051053815498,-0.0616641184193732,0.159730113084223,-0.0529848648935989,0.0706089397863937,-0.194341245888473,0.0596434914086352,-0.0296390868072031,-0.125398569526228,0.252216206502858,0.153798846104233,-0.192850354738278,-0.117203159197445,-0.275393358405988,0.0067209947309353,-0.270010356907744,0.0090852737483587,0.0804735198331126,0.0908890624684625,0.0713794098237164,-0.133266134173028,0.283262745071263,0.177665204462638,0.0665131236252375,-0.222195954993004,-0.110214140007497,-0.120066078206407,-0.0320503814835099,-0.110146064760083,-0.192131533471654
progressive,0.228392676384457,0.397862323852482,0.0849229867708714,0.412888677179838,0.448741355551601,0.363114705217781,-0.0518154530019628,0.26549147203261,0.123844330897747,0.353356123087787,0.291675278870221,0.377378917529396,0.160968186605079,0.420362297523892,-0.0551765497633638,0.460420669037386,0.0812045482815116,0.109364553125095,0.374860813196689,0.364870310785875,0.394078483820712,0.411200324002063,-0.214479880559714,-0.0596020068354348,0.370998733173184,-0.177314882255634,0.205788611531363,0.399916719178274,0.371070623886079,0.531556082151026,0.395237859446292,0.133538257076947,0.398273740665529,0.407678324296994,0.359668421177124,0.503304268378212,0.390203299849753,0.228942737044945
progressive,0.0111872477138027,0.0947849768706018,0.294540019324652,0.0164444658801541,0.175147869366064,-0.0568072795394294,0.0370871007610049,0.245870150526373,0.489279864530675,0.111669503897837,0.229110378833092,-0.032558901905277,0.313099633591439,0.033354289062652,0.0857055050776737,0.137098163827028,0.0979393708939593,0.232415923943265,-0.09648858451406,0.0142260530690389,0.0900218789482707,-0.0954336569920305,0.0880749416960373,-0.129643548290885,0.0994538825302695,0.0958898478078854,-0.0084390321534505,0.306699955550382,0.0959645256351749,0.210197216072081,0.0146689772559478,0.174376784709072,0.121690684238153,-0.026271533781893,0.149565403423462,0.129743096874178,0.0366996976634147,-0.0096113712734561
progressive,0.454081905645119,-0.0038215273274328,0.355670054499689,0.217067269076512,-0.0034452126517094,0.212020419235075,0.484766545191408,0.420199290809573,0.0560997522617638,-0.0798874121893792,0.44487373393931,0.193584683258604,0.398418627428349,0.280999618312545,0.195425213014741,0.0737644598207141,0.0801576967898772,0.500995339003711,0.163648170369889,-0.0648863886232873,0.229259678508559,0.0866501301108353,-0.0708242388343143,-0.0532720492871975,0.0848114903432656,0.362299341597076,0.0419731042263115,0.122073908151273,0.0979756462712583,0.17363786576403,0.129947571327057,0.372879867160523,-0.0230002766507384,-0.0276949865368059,-0.0137235266661122,-0.0262425926741256,0.153943367733774,0.383012741187329
stable,0.196456882068924,0.0204200169809363,0.020036397665867,0.317483397698504,-0.0903926448670875,0.0529726299781382,0.438672793302521,-0.130663735464155,0.228807555285135,0.146963137511562,0.0424465584481536,0.113889767399145,0.308754747938255,0.159920034278384,0.482734782452756,0.016719038567299,0.0338576897308244,0.333117914743188,0.168143691039085,0.049486717640934,0.138779791738599,0.151439034049354,-0.143159192971927,0.0070025076448231,0.0565703254718117,0.066383319892416,0.445251535452304,0.110202974883222,0.061297471610042,0.1317695926186,0.118968379669921,0.226557807811199,0.0332087759207761,0.24328978510032,0.248098672764345,0.0671686168738057,0.136386349269578,0.0233171361707788
stable,0.151067621901562,-0.142095207166672,0.101666188764754,0.287816749824121,-0.0100463889067992,0.141806715678884,0.231389227178683,0.213375194881085,-0.0117404118851394,0.113866524435034,0.135826808898018,0.190174387216695,0.188371096317434,0.0668620939524597,0.294548152073889,0.141684391963228,0.0352220699817516,0.108575472926894,-0.103891476440501,0.229966304246391,0.0778735410015347,0.0015601863016864,0.117383989429557,0.114079930239645,0.0460988301125313,0.136336368625377,0.0972799446580014,0.311867536033468,-0.0148779646935631,0.134679722617333,-0.0230379680540788,0.228296149220676,-0.0609970161163856,0.12386149425945,0.0414865913655812,0.0782106751492962,0.106903735702048,0.128408489532495
stable,-0.228526232344788,-0.155339116528959,-0.0058211819056303,0.0438476160732379,0.132630078483548,-0.0476087274955699,0.0858956483483933,-0.301969968344345,-0.0223445542040115,-0.128946514672937,0.0487371210158482,-0.153953798407277,0.254093681098504,-0.102555370977215,0.241104149577945,0.120193472422315,-0.381110507966305,0.0004976629702242,-0.146735421014579,-0.0687765895330651,-0.0953477250156379,-0.114763343221747,-0.386130248669005,-0.0489248692525948,0.132221805049288,-0.234215669344082,-0.0607839387205634,-0.235999159627254,-0.0222549672120114,0.213679897707576,-0.0744304567219625,0.146184412152416,-0.150081612093178,0.0148308924691889,-0.109277483195021,-0.112897932778093,-0.067303166782878,-0.0904589043380873
stable,-0.0435218851866597,0.0108830773582681,-0.077821036609909,-0.115280163355184,0.0908115608161293,-0.0223236701241704,0.0687113039007633,0.0238284285416796,-0.133227454560842,-0.0587465251641959,0.0845092322011647,-0.081569681285218,-0.181047040203048,0.0090778844827886,-0.176966512090586,0.0882305309664213,0.0700882934899612,-0.0629379354905357,0.0907581838757112,-0.0426375590967144,0.0642138479521153,-0.0543620346599021,0.164354001675227,0.251259335541855,-0.127704992615582,0.0168730522768522,0.0514352530337711,0.0275019169727262,-0.0911186419111445,0.0367655646039794,0.0325633203735546,0.10691443106238,0.0395278621023861,-0.0045556052938575,0.0757273625757798,-0.143045865270418,0.0430014698319109,-0.0046482298817497
stable,0.225374018310354,0.0469895602595449,0.184348271783004,-0.0476253831347501,0.0416857862247241,0.217806536444483,0.181750700411457,-0.0391563400919042,-0.0252696369707329,0.100572012743224,-0.149613538531674,0.0696177201708748,0.224035233339575,0.0658639077929782,0.245522414504215,0.0501731450890878,-0.357004490810588,0.369189840188091,-0.0359171445804822,0.349344332229651,0.0705161104286847,0.0884865899309577,-0.339880840588937,-0.0835136306460813,0.181453658120944,0.050890373043675,-0.0773798025274512,-0.0906505895946291,-0.0704981130920547,0.048248799042075,0.10133240060989,0.125056275717816,0.175936867849552,0.147702445110825,0.0654351343010194,0.0917769120384988,0.0307660624253926,0.0314419918758586
stable,0.173183594180608,0.0655736613385011,0.0999135500519753,0.0322348954168163,0.10146996831372,0.122760457061499,0.345959932397401,0.024445125156372,0.149583742443655,-0.0089850907484305,-0.170616133705463,0.0548406004745039,0.145475676015444,0.0687479373846353,0.27162428330478,-0.106059082238506,-0.253865063114678,0.187070134358338,0.127700351175082,-0.0823494972230192,0.0193905747527586,0.0599780179547517,-0.389422994347772,-0.204582806639985,0.145701071083628,0.122865885308573,-0.163801551059868,-0.0662925438289985,0.104652620460684,0.0540367683973445,0.29480681438312,0.166590180486955,-0.0528034310231426,-0.0183022821121619,0.0003056751111869,0.144907230083503,-0.106667057612818,0.0574350781632901
