group,CD274,CD30,CD33,CD7,CD49f,CD16,Podoplanin,CD5,TCR,CD32,CD103,CD62L,CD27,CD107a,CD95,CD66b,CD35,CD272,CX3CR1,CD24,CD66,CD41,CD2,CD226,CD29,CD49b,CD28,CD15,B7-H4,CD26,CD36,CD49d,CD73,CD337,CD307d,CLEC12A,Ig-light-chain-2,CD85j,Ig-light-chain-1,CD101,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,0.0240987795167617,-0.187200383320236,0.133696506726665,0.197158970873199,0.216744276119524,0.122107135927558,-0.0475973888444995,0.0808749494618216,-0.0642533368209962,0.0769994997032407,-0.0182252884673422,0.186461584996545,-0.020731445100157,0.249737898992732,-0.0546150447461716,-0.0941420440086223,0.0691521335119423,0.0861323987995034,0.0585194691639994,-0.0850465117646598,-0.114984924961089,0.523537529097553,-0.0881760682101199,0.260964199068317,0.189383104764299,0.353284436325194,0.0484604802930939,-0.0058520058918295,-0.102382336146019,0.138017155552773,0.329227816985099,0.0710250474803811,0.0316366850010816,-0.160385672779184,0.0053240549483804,0.0538201920766745,-0.0890776187827509,-0.0088115687240753,-0.0185621755731872,0.198753348160713,0.0014934998840574,0.120246726453745,-0.0114935808618665,0.195645929667371,0.0752422459816947
progressive,-0.0371546473546106,-0.117219269218614,-0.144875108785836,-0.0306435474742791,-0.198604313481999,-0.277936435790467,-0.199520221988858,-0.182074923876188,-0.16156821920906,-0.186469230981435,-0.183712554961369,0.25706582663651,-0.152780330456236,-0.252286756436087,-0.333176569998053,-0.250892170288943,-0.37826202315167,-0.161909515070203,-0.282185290488937,-0.184256108551543,-0.150450500370817,0.0523139519639532,-0.141809660291076,-0.0946761214632592,-0.49733772491177,-0.217430162484029,-0.128939017815817,-0.257945784384394,-0.179709589708837,-0.209912922743373,-0.0701412380973701,-0.532867292032228,-0.116657574466769,-0.180968986013169,-0.357215190530467,-0.332263154969307,-0.293768520596178,-0.204295064412851,-0.207310850839131,-0.100248501626341,-0.0928375990040128,-0.197391251555638,-0.0732461019255121,-0.30648788647625,-0.0502157074052374
progressive,-0.0157535694688129,-0.34847335554883,-0.29819101937361,0.0519219410654069,-0.507311361890077,-0.313657911560668,-0.341135978221375,-0.164469662136546,-0.450926075623062,-0.399211383640157,-0.161672735061799,-0.333236441737319,-0.360523717692342,-0.32961426533241,-0.533928480029171,-0.380574984729184,-0.396911525928464,-0.555893164043346,-0.462372544553533,-0.356680777560886,-0.323438838994131,-0.239594907234465,-0.172018572288064,-0.415618920679369,-0.399018358935667,-0.318336125537787,-0.562007194020278,-0.435519898675671,-0.284916352428838,-0.467823228082909,-0.142036126043356,-0.166698856173478,-0.170002019310716,-0.205608054936421,-0.332278954504684,-0.270356846401077,-0.346691309801664,-0.28248106848355,-0.342086623969991,-0.383728749406935,-0.279245429174408,-0.366218957038204,-0.370389685215891,-0.56033607805891,-0.233923446475685
progressive,0.589012225419715,0.526019464605708,0.474971271701714,0.177676739551129,0.358988731119882,0.647746216914731,0.562042188247923,0.23596753038284,0.516287771411266,0.629306264193143,0.115145229965621,0.377359105567795,0.494503507117098,0.481768671224021,0.266722810244759,0.649824120987677,0.603599546078997,0.472909167184555,0.421799937080418,0.539743769089892,0.626143530771812,0.270223447374494,0.100041736809363,0.418541921454493,0.367864385298599,0.296065558787121,0.343711408681876,0.58366008612664,0.403263189538683,0.320207263230465,0.452931262055652,0.0181882267168492,0.32447806888976,0.392378857899644,0.440725169015836,0.742952663684938,0.492823451297026,0.386953759835517,0.548606644609379,0.582156731665396,0.627821658074837,0.455756590325365,0.393145076451032,0.552719244090225,0.48332493884847
stable,0.155980033341253,0.271230983691456,0.107708185887519,0.264101170829054,-0.0106152336409331,0.125379360182464,0.208254113777119,0.133904482257777,0.287959096254196,0.198408302019603,0.0156288598125419,0.0347338560325648,0.366444512410607,0.0758018802466274,-0.237900532559218,-0.0556784491732148,0.0104198347149934,0.010613569003635,0.0934558737991225,0.153138883866443,0.0644130403376855,-0.0268704377021892,0.0217409105067111,0.139172101618274,0.0130421782484056,0.0873618886089547,0.0534141678503546,-0.0187326408790229,0.113415645957702,-0.0543590477051601,0.167817050210417,-0.0145606713608539,0.194652863729816,0.124763915921504,0.149456486465668,-0.0212270383604755,0.126397958259935,0.101583915270109,0.0405747779335988,0.162222249746658,0.191564988621667,0.154547702899022,0.123552571748729,0.210939240127694,0.172530150243734
stable,0.175147867498744,0.110724049512684,0.068495681787819,-0.0449165324747029,-0.344829556013181,-0.0590243650908795,-0.002988632551057,-0.131715834269973,-0.148894155332025,-0.105677892827878,0.012134330415665,0.0032952793915459,0.19646498089649,-0.109367992566309,-0.10480822320877,-0.293385005489696,-0.0682033674014105,-0.0189374327742112,-0.101395951598112,-0.0885864604531062,-0.128061547510893,-0.219754602526367,0.0115426140361719,-0.0592128439624961,-0.128341617051945,-0.0557807213188726,-0.038137880391706,-0.134673384453481,-0.0271620295179406,0.0183726786488651,-0.15932054145436,0.0837086594664092,-0.103303687714699,-0.0292165306278735,-0.177381509823725,-0.031474224402138,-0.321308481327577,0.0448507905283751,-0.139809022930107,0.0964476747987992,-0.0352078661219268,-0.0862735056745409,-0.0791842966440076,-0.0609297731446898,-0.202946942690948
stable,0.141953480304445,0.132588455664012,-0.0885362614212037,0.120734789790263,0.197749725149129,0.0543796014610598,0.137331630289134,0.160124952140209,0.0925243879199237,0.126557980154618,-0.0278266021076628,0.358007097559344,0.227843680395122,0.0177154940361577,-0.232540039534179,0.214885437484969,-0.0381604861613301,-0.0761294391862477,0.125559756865206,0.18766052372332,0.0107021237096858,0.184939012337433,0.188870636255669,0.21200564124179,0.271110494686009,0.281422600027785,0.262591671794388,0.14285858533427,0.218232985887574,0.0661680646033117,0.156463131148785,0.0062668688365018,-0.0269562490690068,0.0725454050224394,0.0662060017518189,-0.019727345599224,0.0921368567243862,0.165064892250067,0.129929011659676,0.121928307555563,0.20443287627073,0.147745613697255,0.123068369254671,0.148175984224439,0.0504828343386842
stable,0.0313217727761905,0.0488652005438593,-0.0310833602274124,0.0518466348260853,-0.211458614148402,0.0436062140101696,0.0295735086553257,-0.0666273742585345,0.0162818115143619,0.100792932883364,0.0738143595789529,0.0865564649241312,-0.069356221220413,0.0521407739893547,-0.201552551720495,0.0663768201850452,-0.0404338111600992,-0.0374849543323584,0.0601212000039866,0.0891553848160807,-0.0496999614272556,-0.0505952698334867,-0.0947978541500461,-0.100752523218595,-0.19715353819489,-0.0566209442543459,-0.0941907698581138,-0.054992589880916,-0.0722814842963201,-0.0691098651447886,-0.0225384639181231,0.0346320797055647,0.214175573715253,0.0109047183384226,0.0723009615787387,0.0211193738821923,0.0045609284696963,0.0255365728313646,0.0054018258510357,0.140963177117036,0.0248992374167603,0.0539547613590426,-0.005663685218937,-0.0742730033124321,-0.149476509627419
stable,-0.028249274997349,-0.0623794766231609,0.157244800698008,-0.0108311177524747,-0.081043219518798,-0.240612642762363,-0.115347749633862,0.343696725776165,0.0165765113705153,-0.107443788734504,-0.128105194216422,0.107796399184714,0.432281149668066,-0.137595137860983,-0.0576781363886254,-0.140925370051193,-0.268286186218831,0.139959577171747,-0.087229129553281,-0.0131142292334505,-0.104146490966322,0.0960103127119846,-0.223042920735256,0.0831835256678004,-0.0426065828863423,-0.0169338327618937,0.0998156505650946,-0.111582197311455,-0.153097522583146,0.116852480748197,0.0115426902335608,-0.0349468281339633,0.0332809383844387,-0.0925823981739389,-0.0089813724877314,-0.102296407584149,-0.183891864326592,-0.0342591734904905,-0.243743660751521,-0.0295771269783752,-0.12292475493901,0.089328027640182,-0.0320706956063789,-0.0765408810999185,-0.13639407088445
stable,0.111641869163545,-0.0025718172137825,-0.0475286878583205,0.306723251952825,-0.033741977691311,0.16572042342491,-0.0582803581960659,0.100556082090524,-0.052040702957761,0.0313077121008266,-0.22593834206423,0.122795735499325,0.274466686741518,0.0329436941051178,-0.213117629159375,0.0535210591023254,0.00650591686535,0.140490163341052,-0.0357189583887648,0.0242996112708114,0.0830885778687977,-0.0174053077728062,-0.0195264304050901,0.0447209841279857,-0.0964488808590261,-0.0660956569426953,-0.0168631055280844,-0.0722180860093697,-0.118466869973181,0.02350439035524,-0.0920010887623918,-0.127196340333347,0.0810637725300169,-0.0811130173540663,0.0843282193142583,0.0136300246489051,0.0566984316797816,-0.0318096424807837,0.0106600883477495,-0.0145021550112391,0.082469209848538,-0.0075849306352958,-0.0968763405284573,-0.010798198237328,0.104391606280556
