group,CD8,CD19,CD7,CD49f,Podoplanin,TCR,CD32,CD185,CD152,KLRG1,CD27,CD1d,CD58,CX3CR1,CD11a,IgA,CD244,CD137,CD226,CD81,CD26,CD144,CD73,CD158f,CD337,CD94,Ig-light-chain-2,CD85j,TCR-Vb13,CD88,HLA-F,Podocalyxin,CD258
progressive,0.336976942018382,-0.0814464536644083,-0.0489408526673282,-0.112689657025419,0.0124104358988185,-0.055070854716387,-0.088078564408743,-0.315430346816005,0.0631391336812862,0.0168435050151487,0.151408326537166,0.136196675947484,-0.109389615250949,0.113575393913853,-0.0237395135317681,-0.275114752134267,-0.136751876180499,-0.0711231346359393,0.0493501554223746,0.0007304283335796,-0.18141193471151,-0.105408748042514,-0.114471294681958,-0.150780381629515,-0.234976936550305,0.109197519372896,-0.0328661551622188,0.0893194534598892,0.156091423871195,0.0240405303917641,0.0477099623122974,0.187311704840879,-0.0965231246498037
progressive,-0.0209444051654318,-0.0282860136317977,-0.109407727872282,-0.134714734093147,-0.417423469125751,-0.384818670321271,-0.114409636687414,0.0149384915099868,-0.251667956550923,-0.249670175237725,-0.441208711578742,-0.431133235479091,-0.415607225132458,-0.276213734549129,0.131412039110994,-0.218848807062529,0.125921816824615,-0.452410171376624,-0.444693537395983,-0.0822228308883783,-0.242581195708095,-0.398624379880067,-0.533158273796831,-0.238018186366767,-0.266939513382237,-0.282481438806427,-0.238123447095447,-0.182295409498304,-0.160274355695764,-0.177936288586788,-0.462920428307435,-0.182749463254024,-0.361066472919036
progressive,-0.05595234820446,-0.183605826321902,-0.0682536129429394,-0.454345909620736,-0.0578310614377916,-0.189979290702504,-0.0846190345895001,0.062052915895994,-0.158362248788869,0.103019015873119,-0.0073061019186527,-0.142399811007702,-0.132334309408611,-0.170454978435023,0.205617761012913,-0.169232913876506,0.227510022411804,-0.104832607444325,-0.26509791173247,0.0245874952385292,-0.474604247205202,-0.14185350758002,-0.0854540755596421,-0.0890627741997649,-0.123934029862508,-0.0233878970775153,-0.106782908657114,-0.0500202047370479,-0.210340061298879,-0.187233141141237,-0.0785076967465019,-0.114699722010231,-0.0429208563064781
progressive,0.0985416048456103,-0.001697412721456,0.238827571895625,0.182005660659371,-0.119242963134289,0.0184182123265071,-0.0059218629405368,0.0666932319331329,-0.160145179002726,-0.201731408242153,0.328327117706717,-0.213918247365298,-0.057089234796351,-0.148328824521729,-0.162899357278109,-0.300702652293138,-0.237921784034551,0.0094366614536585,0.0326483645694074,-0.0020305570141502,-0.0021436773551114,-0.0048546767182094,0.273194776976653,0.0410308573339605,-0.280621499311639,-0.281922063073884,-0.0767328424682137,0.103303253349162,-0.0309232096496452,-0.0049835714014568,-0.284889131993083,0.0790263139434872,-0.0828546714099537
stable,-0.144591421039021,0.179913042130219,0.127825491441792,-0.18695807482811,0.118655594754478,0.0290806660561583,0.0041685546235243,-0.0516465704458523,-0.0283192345315112,-0.0386567980322382,0.251435459319769,-0.0924755887709926,0.0350790106057848,-0.0958773204595448,-0.0063208896802703,-0.0104475234743886,-0.0036878101557018,-0.144542395345668,-0.0524811590146935,0.0446508863597709,0.01934416426093,-0.0515803886300629,-0.0042654195341604,-0.0375780749648387,-0.0545356389232305,0.0048324984420583,-0.0055395909740814,0.0488175379822098,0.0711926489137091,0.0254850497295638,-0.0375179155348085,0.0288334025066535,-0.0101672521262189
stable,0.162350914085294,-0.608870572732438,-0.0007588017336876,-0.258021142066822,-0.324085502544171,-0.300821193055855,-0.258274354055666,-0.473779615913092,-0.258972795955702,-0.242260773396518,-0.266781181600864,-0.374092981295045,-0.274685952055573,-0.335451889418327,-0.331236522028951,-0.362174300878343,-0.232493623192305,-0.256213288061806,-0.289616976057252,-0.281738944172692,-0.226257825820527,-0.37838397601447,-0.0439706454181333,-0.359736423610356,-0.374298490281568,-0.399951068114144,-0.323343438811092,-0.240428346901161,-0.197533804080386,-0.351331244312209,-0.364910455039223,-0.275554560244236,-0.169771834132973
stable,-0.205397227337641,-0.193984557523996,-0.199439762046679,-0.111433232507578,-0.145895660384786,-0.234877935760025,-0.091050921301859,0.0353244682156631,-0.186216071224089,-0.210072397542013,-0.119493403359662,-0.252335864207311,-0.104303934513341,-0.355484740290481,-0.11014192309497,-0.202839687993777,-0.280017779821749,-0.245258035367692,-0.309606858789183,-0.12898316285651,-0.121673224286315,-0.26348835420924,-0.107479169988174,-0.15865307961557,-0.268718161525043,-0.237638248212204,-0.29005327802793,-0.231579468687779,-0.275033331993034,-0.210542094446718,-0.227034563456205,-0.220113550557329,-0.218231579172904
stable,0.200391048018149,-0.0071926517734689,-0.0081858915075236,0.422246412082944,0.0673976084614158,0.0130573352560709,0.0694066831833988,-0.106472940800478,0.0169245391261029,0.0412939122190442,0.102539826660667,0.102452946551642,0.0646793607199888,0.0631898395065539,0.135654459002427,0.0422076111329916,-0.0258285076242835,0.104736717714193,0.141799663066348,0.112433437239748,0.0200691201890727,0.0804885036045256,-0.0172854766936226,0.116026454833897,0.0779440320667349,0.0216385753224297,0.016041989449249,0.0059900110507246,0.0668943769147812,0.0739708654927099,0.188337491311082,0.0338605473451652,0.171026491902425
stable,0.088821026758524,0.0680834948342086,-0.214006728478034,-0.0775107745798524,0.235801303772094,0.0848814297218593,0.0153223657649922,0.0394041553647274,-0.0983373603601651,0.228468534561258,0.127775472864932,0.114441969774318,-0.0017722436460309,-0.0273238739632271,0.148781317606041,-0.115449260516843,0.0840790928750034,-0.0334081954350711,0.0173263251861316,0.0989297173448797,0.187052424481419,0.200900407451269,0.0442466939044711,0.0549589524946779,0.0920007233602368,0.206472085966188,0.0801153033060706,-0.0871730325461154,0.0795457306318153,0.106123035219931,-0.0659336737377627,0.0724758345381365,0.063899009185393
stable,0.0924482803432164,0.069983392826888,-0.250521709675228,-0.137352091868809,-0.167787760860195,0.108119608147539,-0.115691383452001,-0.129128967687916,0.0550131364990754,-0.0606180023949746,-0.0913490493201656,0.0713559875606501,0.0534002215704243,0.0283070933924755,-0.140995489084278,-0.0142382009137855,-0.248793653835236,0.257759420165148,0.0282345520950385,0.0049247055063802,-0.0368021595884775,0.0906467082947752,0.147988428482406,0.115332180487488,0.138483163110706,-0.100295381260488,0.0020249439885636,-0.0904120675790869,-0.0112442387084437,0.0206879282676701,-0.306876297050899,0.0520761058525953,0.0601249223664522
