group,CD80,CD274,CD273,CD252,CD47,CD40,CD8,CD34,CD269,CD7,CD49f,CD194,CD16,CD324,IgM,CD5,CD195,CD62L,CD161,KLRG1,CD27,CD107a,CD64,CD141,CD272,CD278,CD11a,CD244,CD268,CD106,CD2,CD29,CD81,CD18,CD28,TSLPR,CD38,CD127,CD26,CD193,CD73,TCR-Va7-2,CD319,HLA-F,CD258
progressive,0.041082694644555,0.116518335178803,-0.173014578529694,-0.0942535205891296,-0.116270350893211,-0.0439583126706214,0.0525237203962209,-0.084252471192119,0.122836588615168,-0.0336859359558798,-0.0350225560789616,0.122949424388477,-0.223690444707694,-0.0224312629413596,-0.331438040710479,0.231394894139574,0.0045453542041123,0.0090809213472343,-0.118273075967904,-0.19720635914732,0.373657278274394,-0.127788026561486,-0.369441317782578,-0.0587609242179188,-0.165743656231974,-0.0137810882723756,-0.265695323845441,-0.359771212303849,0.0753354129324295,-0.0594051747722668,0.125673746971598,-0.200851397384913,0.180537536449768,-0.219109807740182,0.363380984095867,0.278702920362423,0.0152085730038979,0.397958225199791,0.156608010802393,0.0928664985181962,-0.17951180302398,-0.135327637814041,-0.0036166010574411,-0.0747142353661471,-0.121925215381612
progressive,0.142887968804005,0.18895113227021,0.170247145060534,0.394822530691897,0.210222169387253,0.373554847194424,0.102604052271104,0.29141273893659,0.363844125111633,0.184770327880796,0.248417026022986,0.25084035646193,0.224952974188727,0.149878479397316,0.190309743912802,0.143496498530662,0.195433063585198,0.235107811934763,0.370561943116536,0.220357744160003,0.265715358703933,0.0810345413741681,-0.296126102783431,0.453166012919638,0.144769978888287,0.205931266528673,-0.0861368503692391,0.361163302591681,0.375671859554895,0.0819448847260125,0.0230367145244632,0.177639426248124,0.159316000852238,-0.0372470267820144,0.160607727598214,0.394777431394705,-0.0597087558488226,-0.0293450066608164,-0.050810725827163,0.362548123393796,0.325495733615547,0.236070531426865,0.405051976118359,0.374908469280863,0.374609763532708
progressive,-0.363176660274953,-0.0721517331047189,-0.0801983757724649,-0.0603510511301168,-0.246463725992616,-0.142740723090769,-0.200046584182482,-0.234769392004246,-0.155074980137368,-0.356446127545422,-0.427476887642933,-0.368351460884349,0.0215664841616582,0.0317230768692101,-0.0291404798631768,-0.244063750310556,-0.0378972859977265,-0.304034644206248,-0.162529266907914,0.159472234627424,-0.164721161069237,-0.146873485118922,0.0109858926795548,0.0032195283744106,-0.0971410330325152,-0.199322837735453,-0.0097321167118288,0.138521730542361,0.141341224291947,-0.0894036802625449,-0.245205991133406,-0.178283987537634,-0.142830209552362,-0.144416917507076,-0.352786760347101,-0.190628352756067,-0.0401699017147815,-0.25056005636198,-0.530965777874659,-0.122193255642905,-0.152254502221395,0.147048734462507,-0.225013427215248,-0.157636839061843,-0.135592625006512
progressive,-0.181232402656669,0.378760089742846,0.150942711675937,0.161824683991453,0.136645096099328,0.249544202767319,-0.301264025966,0.151773455067817,0.121551541633235,0.034618446409901,0.051418315489038,0.143544472147011,0.298868132973033,-0.0601648022558566,-0.161416127400279,0.12475406541281,-0.0209065632364516,0.0803692066109116,0.0356671422317335,-0.0610036934992393,0.274832972272341,0.126088882597,0.0417635713767285,0.350753312670321,0.362983286882133,0.0193428831679747,-0.26276766756511,-0.214071345016702,0.158020517849402,0.048047586065571,-0.169398706801114,0.0250225774452227,-0.257083021970088,-0.0900508136904652,0.234539737339003,0.108696308317655,-0.404908400997357,0.241279093225875,0.0753557090593425,0.25643133253176,0.11919900282506,-0.353984529903032,-0.101903851004725,-0.0236742941195576,0.214489895110984
stable,-0.0286497142814104,0.178346430798889,0.102183179833914,0.124032083911536,0.134680504760981,0.0569919236188189,0.373779573262811,0.202977296654058,0.102379116527194,0.0312107112985932,0.247360820517531,0.175235437785757,0.316871985008307,-0.0428551537215985,0.153926224163168,-0.0252582613102334,0.195984528131544,-0.186438241622582,0.0235329011143552,0.336773847956484,0.0268527845525895,0.193870816166306,0.209917122909153,0.086345529278522,0.0746208679916535,0.0370292159829926,0.444946516339655,0.254885174581503,0.138804240710485,0.290354008321452,0.358208623648379,0.352778966932036,0.250397088809686,0.381700788589569,0.220826606068315,0.0392369838110212,0.13448737234171,0.112676533331991,0.101645212887366,0.120986012422069,-0.110597501602601,0.107630630004508,0.152664975294211,0.12920603670084,0.255227022433092
stable,-0.043910073648498,-0.130527574702437,-0.159780142438503,-0.0682899192809164,-0.0264392870758648,-0.140133985291883,-0.0490899597632615,-0.0494080823398901,0.103857205511677,0.352050028234024,-0.0187905345407078,-0.192109019219019,0.139886952383873,-0.46958839770679,-0.0324004628948694,0.265256332910748,-0.286517863305337,0.425181633382734,-0.0029440486878983,-0.340642393120394,0.198302712375206,0.0376066020950597,-0.0534145115974292,-0.0177217072488492,0.111291559554694,-0.158678551016335,-0.439856803954435,-0.223872448169624,-0.161383822035223,-0.0508552641270989,0.0542921973261747,-0.253822907367268,-0.203468555499711,-0.225627754113014,0.0394742481682348,-0.0153613990397391,0.156958357571907,0.164194347223027,0.164578118927908,-0.0808804225786624,0.258009187846259,-0.114419697083944,0.0063207197341219,-0.0822596881112392,-0.173067824774957
stable,-0.209113277321509,0.0570983507187407,-0.269538710904437,-0.207717141846204,-0.159409428246995,0.0841294065546803,-0.35469781446624,-0.340624404582701,-0.293213240505511,-0.140908380432247,-0.250562176012906,-0.107890516450201,-0.156677191023487,0.0362575152928594,0.0929257599058962,0.226069107221621,-0.116312485732156,0.141058948815207,-0.174329144123346,-0.270602191763787,0.0819334217341922,-0.434872335827225,-0.0797574525136658,-0.169865559545052,-0.262347128780976,-0.232364103512541,-0.124954066107496,-0.268268846154647,-0.259435171351583,-0.186230599548421,-0.165208798794221,-0.235680000738391,-0.167335799710129,-0.141083898452298,0.0843056520835643,-0.0409529788492305,-0.0511342226280744,-0.0245389718374548,-0.0686897894589866,-0.132170781410875,-0.107479169988174,0.0352058354553749,-0.209986167580946,-0.199506577353399,-0.0922685901254676
stable,-0.0543518811630384,-0.0034840142116363,-0.168768728882136,-0.15208170152575,-0.0246549303835885,0.14879653931272,-0.210997765086202,0.0948519865412509,-0.0055020622618611,0.324745199425951,0.040650665155832,0.0585176385433153,-0.209669408590288,-0.0397724677496517,0.0374491069079683,0.129274215283711,-0.0652437629987256,0.366753691791407,-0.294001054743896,-0.491749572026324,-0.0638324422589243,-0.229022323503021,0.13143518294859,-0.0197447104578829,-0.113908117824003,-0.133252622272552,-0.472746184622875,-0.399533877790534,-0.179350640690791,-0.124400559523438,-0.206463221521445,-0.184734300077526,-0.383728074415176,-0.289036208854047,-0.165665612276063,0.113715359716638,-0.0763778376508707,-0.0835412433258328,0.111197340187908,-0.186655329885701,0.119757790759897,-0.109112957748208,-0.0763125421677687,-0.0448543158721648,-0.191542210669346
stable,-0.171660826180641,0.183537596593644,-0.110739114730704,-0.181352537014434,0.103938623097023,-0.0415309432730873,-0.350735021233611,0.0328457246636766,-0.0004163459942255,0.201277009198785,0.0411255766383279,-0.247903477973415,-0.0741642374758542,0.176959927250584,0.021713123731677,0.0479635533584072,-0.393432093409533,0.229165767533065,0.16208899077983,-0.516410888844433,0.33562759156199,-0.0462130715712554,-0.0844966387950333,-0.0388119906413358,0.0582351777346061,-0.082642058176438,-0.618750709763618,-0.271858817968608,-0.232669184997266,-0.118786864675632,-0.488557445062954,-0.0404976957760414,-0.433853416604611,-0.287556286321447,-0.0758107056346101,-0.0345625584216222,-0.0888493323052756,-0.0658241982892173,0.200925669933513,0.0136704756303393,0.191763325609417,-0.116835418922324,-0.354893124692235,-0.0583798312276156,0.0173438000716862
stable,0.0792615891300566,0.222731893590568,-0.0291167723816901,0.187729916392346,0.111643177972575,-0.0218833207587826,-0.0397391155863516,0.381747323598399,0.287390431155276,0.41972083166627,0.209531721010282,0.0005951766839986,0.402767959631919,0.0078839565683882,0.356101368485762,0.246394305272432,0.0174126950503648,0.221275267718574,0.27639948405618,-0.129961982179183,0.259451614578667,0.205756402661828,0.0134550406163749,0.0896709303501651,0.211685240675396,0.38182978267202,-0.244344973037152,0.174789980029967,0.231411162023101,0.0064314551143805,-0.0015743594503544,0.149353269234826,0.0430837115058177,0.0263581757599896,-0.0390379431700845,0.266216501801707,0.200023510454447,-0.0470743601077788,0.0809166341665039,0.275960246401047,0.0247527511679875,0.0158442292975732,0.10421041843202,0.350388607826773,0.128947936180464
