group,CD274,CD273,CD47,CD30,CD56,CD45RA,CD7,CD49f,CD194,CD20,CD146,CD5,CD62L,KLRG1,CD27,CD107a,CD314,CD278,CD96,CD11a,CD79b,CD244,integrin,CD62P,CD137,CD357,CD29,CD49b,CD18,CD127,CD26,CD73,CD158b,CD209,CD82,CD101,CD360,CD88,Podocalyxin
progressive,-0.407004336339606,-0.154407717888269,0.0487044692747596,0.0538650580856991,-0.0717204163247178,0.0938757577083632,-0.0703554833821375,0.0143274093050298,-0.0076078931525699,0.138324991654921,-0.101637310738928,-0.212790763929644,0.130208304224211,-0.0740487709750384,-0.210458556419603,-0.159294759181705,-0.0662182358472216,0.285604532570612,0.043697075250337,-0.154078804206693,-0.136340829527712,0.045220063367119,-0.0303496055043203,-0.0189593465464914,-0.155733033380102,0.0033419423601562,-0.108912716082554,-0.108426875248526,-0.120235672562371,-0.209896898807799,-0.315972013150244,-0.0010553742863045,0.0028820805160896,-0.194942730661228,-0.0357373802556731,-0.428085988127434,0.0044577682424583,0.026449401172502,0.0606659090261281
progressive,0.186248436099731,-0.0873444466866335,-0.0919948653845311,0.189995353198312,0.140978526161838,-0.283262921111591,-0.166853382898228,0.0096392741672234,0.105140870692784,-0.0207052496631973,0.111834889054594,0.135346952750984,-0.204971103497952,0.0100256158450382,0.153650446242417,0.0164885634512246,0.113622493012694,-0.0013635869095032,-0.0053989475184456,-0.125887823054059,-0.0259955523441074,-0.295109837220931,0.383294498008592,0.0636731206197401,0.0491884973904233,0.0884697136359826,-0.146799044883353,0.192145524651353,-0.390346349235592,0.0414599176675754,0.293895878559215,0.0698438242996131,0.0849608690870614,-0.165742716506994,0.106613567046749,-0.214516542099198,0.0759740697089983,0.0240082076363393,0.0802985631976049
progressive,0.0844456762912849,-0.13933460032034,-0.0277764523031475,-0.0990113824588557,-0.0478200113563374,-0.386201145916126,0.211730162904987,0.0811030507196489,0.402882458997426,-0.0089724832345104,-0.0889414287479893,-0.094513808858203,0.131518157939842,-0.180515796738272,0.0605836203127772,0.0446533699174919,-0.054044970277425,-0.0880654125069264,0.0800097014651192,-0.296555650405382,-0.0206526017132014,-0.50392927381957,-0.0247695333481775,-0.25794277741234,0.23852235234403,-0.0124728399632417,-0.0509709593366442,-0.0159440897688384,-0.151911053102754,0.157720471120302,0.335667634912973,0.0533887015596669,-0.116699304624869,0.098413940054592,0.152418779785075,0.142414842827895,0.0057584215740258,0.0049274392221593,0.0949186457214216
progressive,0.380364232966321,-0.0626417697409637,0.428993587567627,0.152501441419302,0.128324038297789,0.114174091576996,0.450364689687095,0.410154110411856,0.113848138036598,0.0622800402397978,-0.0842133574806485,0.317680540521534,0.106158245455907,-0.134583977838369,0.453303948328318,-0.0636768733550915,-0.113862457462692,0.253784444572299,0.0395665634304782,-0.229285806312821,-0.0902882344828368,-0.211704507556915,-0.129351601143869,0.222572974359978,-0.12315025371956,-0.00620078988093,0.180790830112886,0.0841801324959823,-0.089868450762781,0.0717891552098892,0.234787170656447,0.433354759046677,-0.134498307776914,0.117853563824054,-0.0504219746138717,0.2159147406394,0.155992530698616,0.171860987677777,0.12847193724725
stable,0.261440920463054,0.260216453811913,-0.0205701782892867,0.388975410015788,0.0288451759752635,0.275550368218235,0.429575336394561,-0.15544935012331,0.104380676503593,0.192113921768967,0.269658127469846,0.253479869902125,0.347106608255534,-0.0357458159420777,0.488033554606272,0.154370676175118,0.078276880704028,0.0837093574549492,0.100744878227204,-0.122770904192195,0.280370995356879,0.0985302934953079,0.116835356031592,-0.0254881232687921,0.408318574779576,0.13300376220893,-0.0790214473780725,0.0872628707671435,-0.146793495033282,0.222379780696743,0.127909280145086,0.17063549798793,0.121959457420314,0.0633581821551527,0.17843025245757,0.254188226089437,0.191493438691314,0.13583725517712,0.259571999530593
stable,-0.202480957727909,-0.429226365558798,-0.0547136617162349,-0.127724495094935,-0.386234878438319,-0.131907605941126,0.121714063163296,0.159396350937953,0.0353693780655446,-0.412724712727047,-0.107375234606655,0.214789063077313,0.39057553777942,-0.36404824599344,-0.0042382682227889,-0.0790170120711113,-0.115911382787037,-0.0035909956770543,-0.321993593044012,-0.273368948252055,-0.369433339149175,-0.203455095494941,-0.270849502762512,0.159884229075458,-0.325782424179098,-0.187757372051247,-0.0692244292819821,-0.0956045266557963,0.0191909623013714,-0.0165363822630598,0.292833109818961,0.0767654669148632,-0.163835113944803,-0.168200763591064,-0.120742125850589,-0.297194737790126,-0.389519476714023,-0.291707759226347,-0.267653110772111
stable,0.108920165256831,0.0483746493339238,-0.0826289484714039,-0.0253027948641891,-0.0070644719044722,-0.283605660720956,0.0305896954703248,-0.0657073065223836,-0.0091191163224722,0.0660861514571611,-0.0388316690412914,-0.0370487483663,0.0549828853059497,0.0315725141116487,-0.104590659505856,0.133083684481857,0.0066502222134168,-0.177465767792295,0.0160136086264335,-0.127249159195282,0.0373061903845543,0.0289507655650364,-0.0085089075280186,0.0700503679282407,0.0708248356409148,0.0101505798627554,-0.0422423154221402,0.070060190822914,-0.168017637706033,-0.0271068977007423,0.044202752596057,-0.014997940062702,-0.0131898624635358,0.0305550440345979,-0.136333767700287,0.0785058116078207,0.0395749429671417,0.0228282324150066,0.100435780565663
stable,0.16879280917211,0.193413911677684,0.171451677980109,0.231434115716963,0.0431571544508332,0.267583334175462,0.194567518836289,0.226492672029025,0.115042534318364,0.202753300680661,0.250866598550578,0.0722381634095828,0.466799190906762,0.0396400023575876,0.0287949316078474,0.195585414343916,-0.0061548070996591,-0.0024275188709364,0.153232029793047,-0.0630486172943703,0.162510467186381,0.0121153250007018,0.0126990794177895,0.22252713814469,0.0232908456235916,0.0570965313138411,0.140429093751194,0.23480823126422,-0.110304447864135,0.0809445593929002,0.134623142430819,0.0947384410737305,0.0695151488432362,0.151205414934552,0.147904888935694,0.0728158912482833,0.119095775303686,0.195503830953053,0.148073881414522
stable,0.0919315959847868,-0.0063409213013757,0.282793003627801,-0.0884283275709456,-0.073124561504458,0.200643583304886,0.230104445678448,0.0037202329601251,-0.271705042814215,-0.0630036007227131,-0.0001836597636032,0.30182201929673,0.488449100249965,-0.456467499105184,0.562246796652347,0.047089893394224,0.000710947406961,-0.0222192428436682,-0.0435704952018886,-0.568506973126162,0.0984255422516313,-0.333206329240942,0.0151033088633096,0.133977857865592,-0.0546832950991867,0.0146638469389373,-0.112547975255006,-0.0685985249214943,-0.12759603607574,0.172799626219506,0.261873394273987,0.148584691107843,0.0064592129056103,0.134263031197619,0.20122159062093,-0.0475268946089278,0.0634430604051575,-0.084589361374981,0.0205105046826251
stable,0.373024968100195,0.185139688008708,0.222706931640016,0.288755499940676,0.205369873224914,0.150747205589731,0.294028605341876,0.459965231867399,0.280930742707642,-0.0298353765006353,0.555811857170693,0.218282397984794,0.136186740655957,0.182745448396615,0.0314874895650365,0.390928445950078,0.409556928195547,0.377083867480319,0.367679230532803,0.0100437518488775,0.212453021493801,0.11267252533912,-0.14114016458911,0.371047401690436,0.27815468665194,0.361019507432096,0.360797223432445,0.422023394737593,0.0965915841040501,0.133097999167898,0.370988806453814,0.129416427380704,0.508388000648554,0.445147242109044,0.362792362674385,0.168368785145507,0.281350811806946,0.363625108931643,0.457416048609792
