group,CD273,CD47,CD30,CD269,CD45RA,CD4,CD279,CD326,CD31,Podoplanin,CD324,TCR,CD62L,CD161,KLRG1,CD27,CD95,CD141,CD35,CD366,CD58,CX3CR1,CD11a,IgA,CD79b,XCR1,integrin,TCR-A-B,CD29,CD49b,CD98,CD18,B7-H4,CD26,CD204,CD144,TCR-Va7-2,TCR-Va24-Jz18,CD305,CD158f,Ig-light-chain-2,CD85j,TCR-Vb13,CD82,Podocalyxin,CD224,CD258,DR3
progressive,0.0542862465572479,0.289275029631905,0.138717004424999,0.182624949812564,-0.0538423051891497,0.208192133291387,0.344267153287498,-0.0933121369732239,0.259702549182956,0.23156526518183,0.45233962060791,0.213120121307502,0.012955447788721,-0.0015510415874225,0.140386638366604,-0.0272161625248507,-0.010489477115939,0.0841743525979991,0.0582282763442064,0.26353789356939,0.171801800128193,0.038844612700312,0.258086197667918,0.14664294100744,0.239475370832409,0.190013399090005,0.0299018244395025,0.361406510768814,0.297694757292314,0.0915033602835277,0.431197271789557,0.289587476154383,0.176829058423732,0.338648504989183,0.0560638902125167,0.2460581980375,0.116110407099486,0.161962852792387,0.40076006135617,0.345702754371053,0.0802540058021114,0.337897177711468,0.109676732653582,0.157360143674676,0.202989141497651,0.155347487440017,0.260190675085963,0.204884737754969
progressive,0.200266209160684,0.419416800856282,0.163724099896049,0.422954076828798,0.027799221285061,-0.0440665782450085,0.189671570977063,0.078207068690457,0.146023696385272,0.197676065007447,0.144674365529354,0.15527411391282,-0.0680372493322681,0.420403080594204,0.0424545140182848,0.253563741690034,0.162730711952922,0.439222908604351,0.0960856626333084,0.269018823794089,0.251256521050548,0.0344535359860455,-0.184988166266343,0.196390011903717,0.183355689292036,0.367759341154685,0.116064199801365,0.0408576958701109,0.0080758493896363,0.279223926906878,0.0739479559478551,-0.0070694607688271,0.210345907745419,0.240743234797194,0.150883337277739,0.0451461190173449,0.202994464193014,0.211299942872976,-0.0005438546946644,0.0953009364006634,0.152972727046196,0.0171075878430033,0.0910909695866504,0.377838481613679,0.13625004017786,0.0128545124833356,0.07454672733889,0.0348412809854186
progressive,0.0019963214648962,-0.243045159680077,0.0364257362671283,-0.0599360760442179,0.10289144946663,-0.340903155413852,0.118632281053842,-0.109864092160391,0.0689505991405875,-0.153556046374016,-0.18419868848324,-0.135226808095845,-0.504862804381834,-0.0750444259714147,0.318200408581845,-0.298312186745256,-0.464422106146753,-0.0091917048755833,-0.29855460041285,-0.0914121003576766,-0.0378125294877337,-0.157132444371247,0.286852115534117,0.0273177809472403,-0.126572446594003,-0.0446877460874436,0.0671608342949703,-0.184385405619108,0.0614834814287008,0.0103820866732544,-0.115991917184509,-0.0928209885067764,-0.0497316876177024,-0.410594302034558,0.0862413254229516,0.132346924429072,0.0504719923076501,0.121253833493451,-0.143458142236983,0.150720884130929,0.0322410319488499,-0.026503171611581,-0.0556261770731647,-0.188217715816404,-0.0650372030922803,-0.157789296693758,-0.0403781062446689,-0.179384007091607
progressive,0.161358811279446,-0.0751784438747169,-0.0425366339335377,-0.092023093293634,-0.13487359291252,-0.0317545767519417,-0.0535489692431208,-0.124831710122851,-0.403929538486675,-0.13647376998526,0.0881099818559294,-0.117154276053312,-0.264943491640381,0.0168150390168297,-0.194684180616352,-0.301453109729176,-0.0480538907103074,0.0088468391788118,-0.423977931863055,0.0672425982660324,-0.159893188917294,-0.171443128805612,-0.0830913000689892,-0.099066463516704,-0.111794038933312,0.0800190602382523,-0.430562314893478,-0.157770916767843,-0.0768008978729996,-0.0820729043195615,0.152839338099331,-0.28685688524727,0.0379720517456387,0.0823317438420782,0.0852196621987651,0.0660091117953548,0.431944085819111,-0.0148744045060043,-0.0278060345574314,0.0182760684955845,-0.114647894040743,-0.0331220571053084,-0.158409198964596,-0.015998932361329,-0.0460505257211819,-0.172167332319997,-0.0967661622485199,0.019908887633338
stable,-0.247225460247297,-0.262122591031213,-0.332336716751686,-0.255720600807395,-0.129277145627835,-0.436629007121317,-0.194592250653752,-0.207768936783824,-0.239616770289193,-0.216081068702993,0.0497796295486893,-0.273456878709052,-0.378925599940337,-0.0160740724791777,-0.236830774049302,-0.340950585711642,-0.128134057062682,-0.197176350541944,-0.21859651561294,-0.256606431279016,-0.354176226442303,-0.305681341786454,-0.267679371114041,-0.287194561767675,-0.155770795258194,-0.234128466925212,-0.0677784650822662,-0.413681433354766,-0.29580909725028,-0.323753395248973,-0.0448511766117782,-0.313711720945138,-0.219067709393952,-0.265890035170907,-0.150199955728426,-0.254944108188956,-0.130074432972676,-0.285917472598501,-0.139567123992413,-0.307631956992828,-0.287693217946948,-0.292706386314923,-0.27403082512449,-0.3020574114239,-0.361147216175649,-0.345172863188234,-0.228344691835109,-0.290344269506883
stable,0.248196484805607,-0.0290575011806366,-0.0840949326166702,-0.0038928009496781,0.201593755840332,-0.143787983892178,0.305678090925592,0.0890917247133244,0.139733306286456,0.104296483685184,0.354040337288985,0.0608613488922726,-0.191964179537756,0.0033679916989556,0.354939675949912,-0.220814922989478,-0.0440039970613339,0.0074092065693091,0.27737943329577,0.0337466697835985,0.137756233405884,0.139584918972694,0.385874172679345,-0.0987583679277825,0.1014239747744,-0.169614063922077,0.267138428670725,-0.0560705996252986,0.170669930498253,0.398021185412401,-0.0101620400234241,0.109166863598854,0.0511332018893339,-0.0361747772154673,0.0457958090758256,0.0162894397960904,0.0821191701806327,-0.0168235863784302,0.196722261986391,0.0262810273591324,-0.0186424716128629,0.0414050891584923,0.188719900104204,0.184318079366205,0.233432363273207,0.0285643663554292,0.187441062316804,0.0357411195458064
stable,-0.0440594755225242,-0.12716553784784,-0.025375217890634,0.0607271561087143,-0.423198464749312,0.173623904613662,-0.0009806541924279,0.0403947352275253,-0.36510383659352,-0.0977049235227032,-0.145982323224825,-0.183572322841125,-0.37948210726922,-0.160871158343681,0.0791706763017137,-0.418688381058481,0.0540495463994817,0.0263922586064837,-0.124846763648335,-0.0562692706683104,0.0667176634896975,0.03466800248889,0.106818772592617,-0.142433860952226,0.0137591453867379,-0.0818089766475721,0.0308812664612414,-0.246589266528932,-0.0032750876758301,-0.0591963839023427,-0.0815886021779466,0.135803764276809,-0.0490950681989485,-0.172026082825349,-0.0828356633572009,-0.106288767773197,-0.0417133222728533,-0.0100581363495087,-0.0476504904934756,-0.0093641391935653,-0.11083626881549,0.0062319312569789,-0.0686984320884683,-0.1018844947932,-0.155908873967187,0.0287825153909705,-0.0576610883617708,-0.0495602969736668
stable,0.0047579790035715,0.009398221076141,0.0522413852981734,0.0149278820684016,-0.182343316377007,-0.0111360594165888,0.0322613119836079,0.0578249533148317,0.0798398154246097,0.105228687619537,0.0484542306001806,0.0841532502835937,-0.214748177595571,0.133421243154082,0.31393880947679,-0.0721166132009871,0.108452907839485,0.116838913757444,0.0450358950838326,0.0856914712140913,0.125442233934678,0.0975592003050509,0.344252178904354,0.0135990562697762,0.160326511529483,0.117303199612793,0.184872940386974,0.0265581055623089,0.1056436770216,0.152700986114279,-0.0199316149625522,0.480781193986995,0.120275694662716,-0.0601533817611112,0.120927118049668,0.212785733616445,0.145725217467855,-0.0104698927372416,-0.0437564752360365,0.100470241529289,0.098688883834569,0.118035226914313,0.185382157928825,0.0120707327109871,0.075819048556323,0.121170419451901,0.153173727394506,0.149208649492059
stable,0.0864365008290513,-0.0541570297898555,0.113844064311366,0.0617207549488492,-0.027028251974797,-0.103167118532722,-0.0084222224129439,0.242257050206581,0.0043939211218035,0.164006925103312,-0.0210236457437814,0.111073731031727,-0.136908182970944,0.178373973296129,0.371995387385371,-0.259594344104045,0.24175672803276,0.0385067159658276,0.0694518177217547,0.057198552819059,0.0136982820845641,0.0121883182470565,0.422471627889496,0.165554835174767,-0.06591899875707,0.0943900687330921,0.0758988402759866,0.145918042985545,0.0964588819661312,0.17691920087636,0.017691599103395,0.38853826026845,0.0813576843976555,0.0060088589682575,-0.079708670150332,0.154871057841355,0.13891505135979,0.012083062840872,0.075296201420725,0.0090219066342714,-0.0566709824960385,-0.0177002363036806,0.093150039592706,-0.0479553663335294,0.168344649312376,0.13202153295861,0.0829519067568546,-0.0033907424164043
stable,-0.109317653576649,-0.0223895494317215,-0.0265536494812854,-0.0596957733025886,-0.0643596140923327,-0.38713889665958,-0.119400024573129,-0.47848364899007,0.0248607958410114,-0.261682284266034,-0.136881497594643,-0.0975392288227928,-0.00501162550403,-0.0573652325346981,-0.478327061222612,0.168500023051048,-0.481993792146662,-0.116584058933953,-0.154824811309086,-0.0006796080612069,-0.0632913000905301,-0.251112247220324,-0.532239365062206,-0.104411062973158,-0.201166999068861,-0.189962567816294,0.0888567938432031,-0.204055222719102,-0.223986504025844,-0.154352026754858,0.211128536170739,-0.181895796612879,-0.157919544972825,-0.0898182658736217,-0.0903090124317071,-0.091197972584637,-0.181791683519524,-0.0460335008613395,0.0137511308399799,-0.0468609355331631,-0.0246898527748437,-0.260036949911186,-0.240900392986051,0.0027961998166866,-0.039741909893631,-0.251892778599937,-0.245447227720384,-0.118047188134934
