group,CD252,CD137L,CD8,CD45RA,CD294,Podoplanin,TCR,CD32,CD62L,CD152,CD1d,CD272,CD58,CD96,CD178,CX3CR1,CD11a,IgA,CD79b,CD244,XCR1,CD122,CD124,CD226,CD29,CD15,B7-H4,CD204,CD144,TCR-Va24-Jz18,CD158f,CD337,CD336,CD307d,CD94,CD150,Ig-light-chain-2,Mac-2,CD85j,Ig-light-chain-1,GARP,TCR-Vb13,CD82,CD101,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,-0.0612587231628191,-0.068442952413302,-0.104854427580145,-0.451268417164077,-0.0248051916076371,-0.0887730986483312,-0.0992284977168247,-0.120376446517609,-0.278747961674705,0.111363701711212,-0.133223793757326,-0.220603667063181,-0.206349685208548,-0.0873458931011707,0.032563477879548,-0.160573767422466,-0.0800038408507412,0.0410052216618084,-0.197046451435053,0.19334973446134,-0.196645163082791,0.0038795483654348,-0.0266107263857421,-0.241123127809322,-0.113817394687596,-0.159140705678225,-0.0116036530834673,-0.237288062233949,-0.0304921258343885,-0.117602369628585,0.0078902305638929,0.0299232395360893,-0.212685441803573,-0.0961702595200661,-0.101285704406183,-0.171041017563587,-0.0097372295835395,0.0075074452652876,0.147340985222243,-0.0585589570098208,-0.102373393505276,-0.111728344069857,-0.279272083467967,-0.251453829783832,-0.0260398931397765,-0.127793793905123,-0.129531213604341,-0.058847755037677,-0.100138222951295
progressive,-0.116143333222781,-0.255085740505009,-0.359114182948864,0.100203693624483,-0.140274695384841,-0.270095816944131,-0.0310314028558803,-0.151421931355324,0.0507908734126775,-0.315442205235541,-0.0130317350774536,-0.171631769214772,-0.131837911080498,-0.271326454907971,-0.0776552294968598,-0.297523993000991,-0.0294332569805985,-0.224382982140776,-0.18096563283361,-0.184280882107374,-0.120947118363412,-0.209999927152784,-0.129331835641461,-0.101034746767353,-0.231273599911904,-0.211591331843843,-0.311674649297446,-0.0083922230921458,0.0550676978391021,-0.389891007245588,-0.22686657188008,-0.0495070646867902,-0.235915656823975,-0.311700719069536,-0.126615418559609,-0.178769435371144,-0.271639285684788,-0.2363083342442,-0.133257563523668,-0.225248676473734,-0.194480416810597,-0.108687422179049,-0.318899560686317,-0.0390669994635126,-0.103273401102348,-0.209062878077573,-0.130836325093474,-0.213285350634662,0.0670715344677076
progressive,-0.298623675321801,-0.189365432902722,0.166244227481101,0.0252160964600347,-0.156358326498178,-0.203675663362309,-0.235310760976287,-0.320126746892551,0.085509295031988,-0.32645780490534,-0.121735346993392,-0.154671159391578,-0.287645313603117,-0.12490169840014,-0.118968798907329,-0.212778947195453,-0.0348269727264714,-0.296132565534545,-0.340361757248476,-0.020325227404271,-0.186097309858938,-0.0845220385509079,-0.168466887024361,-0.285226801842441,-0.32209014310064,-0.117209165335024,-0.230028153422203,-0.345037033968691,-0.202891504022059,-0.28669727339246,-0.203379237453174,-0.149237506176041,-0.116873304295761,-0.187347755456504,-0.132428000901156,-0.242736581811654,-0.336688763477687,-0.0696695986988017,-0.265732933939226,-0.139259969023819,-0.237160984808403,-0.301133474031974,-0.280405107962156,-0.190424514366369,-0.260643391180675,-0.187557840108085,-0.208116188601716,-0.230308090057574,-0.135587845401133
progressive,-0.0845152858438246,0.0142769626183829,0.26446455651155,0.144279155800065,0.220603537508019,0.0081999856502525,-0.0230047083372255,-0.122950873856877,-0.463768662090508,0.0445028920152405,0.143371509601658,-0.0682922217870919,0.0097856942630051,0.215824200523798,0.244000328055622,0.0671759468250344,0.0864106225207247,0.105856290400095,0.110384414776054,0.234535385822857,0.0596149260032715,0.006187609998172,0.0819975889443704,0.0218498457571808,-0.0273334648283313,-0.0249458287554126,0.0647333072616127,-0.0389275000167199,0.128757619824748,0.0819358924612985,0.18575853808852,0.178219394723082,0.10980247603416,0.061147543551508,-0.0489827375082816,0.068850978548351,0.0499395393569598,0.215803679406405,0.131657467992202,-0.0122258222376192,0.0876302538555503,-0.138504189014883,0.0917947793401139,0.0407256757657915,-0.0888375771564048,-0.0327994308835282,0.124824013248945,-0.0032859117535905,0.0188979472949873
stable,-0.103507535864361,-0.0257958046211723,0.0105122838118497,-0.265262566615873,0.0181934762828127,-0.0244996327305026,-0.0876868396275415,-0.127450969801859,-0.110395654836688,-0.0710278481639583,-0.104099245106152,0.0132672037284769,-0.0053054687585443,-0.0148520720072217,-0.0156590477880226,0.128321231333765,0.238749886236327,-0.0299752803182575,-0.0623102517630269,-0.0570960826482227,0.157196905275767,-0.0644484181160826,-0.0443436886581984,0.10775127434801,0.286666653701372,0.070687086525258,0.0339453550825798,-0.108399485271443,-0.0589314784604971,0.119178035293788,-0.0507958630214843,0.0152914772520089,0.11948103203108,-0.0071431124757811,-0.096469695132738,-0.0630394649188647,-0.0341913507667323,-0.0439832740964789,-0.0383368493532264,0.013607053332354,0.040316513579027,-0.111159282152278,0.0123781086643291,0.016277925593342,-0.0411855314513789,-0.014711451774233,-0.0248440085760504,-0.0304134667763714,-0.0093322230542556
stable,-0.135127826989082,-0.109988380536168,0.0066724217153947,0.14025395655321,-0.182947588050797,-0.217264529999571,-0.153749030503982,-0.245761216308981,-0.178488638383324,-0.10088138124111,-0.183194949566411,-0.407530366713779,-0.119833317528387,-0.208348127864255,-0.112939138804044,-0.337194437855567,0.0791444100367844,-0.354804442129468,-0.171543693322984,-0.0282158080379418,-0.294724807302885,-0.0291235913909358,-0.224307001614468,-0.182807637845628,-0.181512038563159,-0.308226942087851,-0.242595986045687,-0.369955628278222,-0.229400170591534,-0.219137706049991,-0.246708756613863,-0.14186021747753,-0.233915828229084,-0.115732901205237,-0.166284559656298,-0.335234503568492,-0.306102826797983,-0.317994077607325,-0.333768316575451,-0.326553446490503,-0.142978577208929,-0.0140112641272978,-0.126652738231323,-0.177475993482852,-0.246817446808426,-0.1457889307665,-0.118793425158287,-0.350578104298912,-0.0445694954508806
stable,-0.070952234417803,0.11609571155617,0.0569093078338016,0.0649834053052694,0.030226502913443,-0.0279957059772417,0.0297096658458471,0.0443149414075076,0.36422663589062,-0.0032616238422006,0.101846784354746,-0.154740571056338,-0.107668723255544,0.020450024910684,-0.0548891901459711,0.0622470802698408,0.085315238337902,0.0309365966730481,0.122466344671701,-0.0088529406571146,-0.105082376656763,0.141085280635473,0.0277373742020497,0.0075553497421658,-0.174702920691288,0.141363442993072,0.0951808064732679,0.0958997255003991,0.0245918243967338,-0.0241087462634939,0.117182675327769,0.134639353389104,0.190097082165464,-0.114131410832752,0.0171689014897939,0.0096254875448358,0.0979120738951041,-0.102738050500519,-0.0555319265703403,0.0272258545728424,-0.0627906716558907,-0.0801768026512889,0.0068862302497071,0.168700035261115,0.0915524182423691,-0.0103213148274544,0.127045889828183,-0.0815015334607647,-0.0157035607532762
stable,-0.308631220329952,-0.429105697089148,-0.28588827998199,-0.283780581337203,-0.338281225449673,-0.363591338148129,-0.342289713508752,-0.375872274639087,-0.530957394871306,-0.378303707934152,-0.330372973373428,-0.281478421815839,-0.365977764853154,-0.415859451444484,-0.296116596685239,-0.368384338178197,-0.0534685001331819,-0.405152797004016,-0.31904426559977,-0.0878197450790504,-0.273736571513577,-0.287083159382077,-0.316030224782373,-0.448485017654275,-0.29578755945234,-0.319735748202695,-0.403066863545978,-0.291833653111815,-0.241812999235852,-0.440658868152009,-0.388724990937879,-0.428161663067557,-0.401337919818131,-0.360381377853417,-0.306960445459507,-0.303506729653602,-0.332567036444431,-0.346022796911367,-0.366187414368804,-0.244872774086763,-0.160264194421794,-0.379497041868071,-0.303799728900449,-0.268956123276808,-0.389604817752606,-0.352869097336463,-0.397839011721345,-0.40710140949702,-0.406044672273708
stable,-0.0914513226458539,-0.232052216242658,-0.318380344249961,-0.538223849147491,-0.180994219161631,-0.264784698480883,-0.184507070684058,-0.0480923924142951,-0.132920615308722,-0.0051312163667266,-0.208197326082574,-0.128616448041488,-0.126884566452302,-0.081066914404071,-0.219846884295595,-0.0479595915428558,-0.223194649575414,-0.14368948316327,-0.0507766076414344,-0.260405637550076,-0.0255587867234718,-0.0018803903523211,-0.223886307329422,-0.0602281641813958,0.0077897648284798,-0.187396894851548,-0.116959879830083,-0.0784600627475459,-0.173829080076296,-0.0336795103093937,-0.124601209410905,-0.07882452431942,-0.0371446315184027,-0.0811413561807571,-0.120502795097213,-0.157982318067838,-0.0287365722689785,0.0393920602390225,-0.192783600825394,-0.159022012482911,-0.291051984153411,-0.313430524419271,0.026753030800067,0.0592301835998577,-0.219477829573533,-0.121822473395627,-0.0739246444923362,-0.155828529092004,0.0221221939689874
stable,-0.177921339096042,-0.130959592364798,0.0474199082795231,-0.146029590638866,-0.282914421920745,-0.143231511525843,-0.211115475828648,-0.111595792496464,-0.376955704094125,-0.173737912815489,-0.16943232965684,-0.134506282608043,-0.199126844693625,-0.206802330623193,-0.288745085533685,-0.0469852829921176,0.596035253604464,-0.231108634436051,-0.158933324155208,0.242324312286272,-0.135871654964349,-0.151161315273808,-0.0467650222747628,-0.235410913214641,0.0060036426513418,-0.172385698008274,-0.0559608294274883,-0.179152299288032,-0.13765649596049,-0.210643200865666,-0.11275573368443,-0.0757175694406621,-0.0878628355050495,-0.237467105940039,-0.0465968333006481,-0.193503473808356,-0.271848730464667,-0.160064695314258,-0.0637206356658758,-0.104803669398472,-0.0441364717816329,-0.125366383281843,-0.335485723839554,-0.0531140519540323,-0.0721180020423403,-0.0373071061419961,-0.205970926877604,-0.0365733743115402,-0.123797273188164
