group,CD252,CD70,CD7,CD294,Podoplanin,TCR,CD32,CD1d,CD314,CD278,CD58,CD96,CX3CR1,IgA,CD79b,CD106,CD122,CD124,CD226,CD29,CD15,B7-H4,CD26,CD204,CD144,TCR-Va24-Jz18,CD158f,CD337,CD307d,CLEC12A,CD94,Ig-light-chain-2,CD85j,Ig-light-chain-1,TCR-Vb13,CD82,CD101,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,-0.232492017453186,-0.557364119699663,-0.0240613828256284,-0.400612265236435,-0.390038835215385,-0.382899888597699,-0.34089800400365,-0.389133359849954,-0.571774591374802,-0.15548768499539,-0.269747578706735,-0.413300498046948,-0.361122609958194,-0.225288360279092,-0.338588555985369,-0.520685993322157,-0.288387794021887,-0.261849547635703,-0.16142214580652,-0.209266287148465,-0.0934386395290475,-0.360509338210676,-0.01361073017625,-0.401352774099937,-0.427612895100436,-0.286230161644276,-0.401391424357066,-0.291137219447748,-0.373816111466149,-0.254310678591309,-0.474226470260909,-0.236362232187105,-0.61404114838126,-0.385291868009382,-0.251189647166774,-0.240305567032753,-0.0876413587852224,-0.38084247043466,-0.0551924517450616,-0.477272147546419,-0.177914615087335,-0.272650713898434
progressive,-0.0338150003905027,-0.0594229494027973,-0.24423933675911,-0.0581397838253356,-0.209472815221871,-0.0196434635059393,-0.150278128271292,-0.190222241074273,0.044404531805792,-0.132179000640759,-0.261684047454604,-0.0424580274956022,-0.108249087575528,0.0193842534486747,-0.20032213945987,-0.165278165119697,-0.0787833177659985,-0.242180779166577,-0.146629313463989,0.182994065517339,0.032518617846888,-0.188777235564492,-0.186404809802334,-0.0220553512140957,-0.0632280496510799,-0.110763488830076,-0.0612021676946521,-0.0674163699109636,-0.225252587468904,0.0548521273998953,-0.218424090990921,0.0313497494578026,-0.140815367741981,-0.142388818517814,-0.0636991583844832,-0.23522629220411,0.0293589087559881,-0.022307992687734,-0.158153471941696,-0.0475236394434805,-0.106466987219609,-0.114942083325123
progressive,-0.0702238959834553,0.0073528076710308,-0.0091287658042833,-0.0487927031448878,-0.046435684367617,-0.0305753806127227,0.061121698924565,-0.0205354007414934,-0.114016092370224,-0.0072241345951738,-0.0160813004005127,-0.0124973357435366,-0.0217606159681146,-0.0366589457012364,0.0904996815933184,-0.0817459980304924,-0.0221553811622702,-0.0092562644180265,-0.101311759244002,-0.128709297001068,-0.0648296448858688,-0.0873121516383375,-0.111036192977751,-0.175203695215741,-0.159108672575609,-0.0631307396010198,-0.0906366585033915,-0.0714552216561057,0.0046832160072281,-0.0716840027174609,-0.145873655200617,-0.0519597921638658,-0.0276193959019175,-0.0787416554420004,-0.177057892552461,0.037737110191713,0.0397668889785012,-0.135160803779929,-0.139144559278819,0.0158944858415142,0.0847268627405099,-0.0758045413163411
progressive,-0.273099522636729,0.0224002743652295,0.06656560498421,0.0179014346010605,-0.280894662627152,-0.263777691829035,-0.297681939523082,-0.138815441452904,0.0250569930276178,-0.0714814065944327,-0.216946314140719,-0.121812887414052,-0.220886070312855,-0.0871842664707705,-0.145516586080024,-0.220351165098298,0.0188161239710496,-0.174870189685076,-0.202499314314897,-0.184726560187243,-0.280224809685802,-0.272133037510411,-0.167424834785656,-0.0900810648103592,-0.217373584397436,-0.0649262328072304,-0.174778449506193,-0.211378171446996,-0.248314714114846,-0.553719885958972,-0.151361723585414,-0.109087019810105,-0.126094985119555,-0.233158728235779,-0.317324151358041,-0.0245051520557008,-0.233151783532286,-0.370481587011202,-0.26170835865942,-0.187308255992196,-0.372571840368651,-0.288564067108544
stable,-0.0220889131846264,0.0099380257086135,-0.294756253331233,0.123454213771866,0.090795764315752,0.010937696179001,0.0189689067203677,0.0734517184741178,0.234055479226589,0.114602665920634,0.0827008518633629,0.109717843825627,0.217393601453478,0.056172674436916,0.0634346749072734,0.190109974328068,0.138431352714319,-0.0171260320569597,0.149836268502686,0.404611213322413,0.0815209589341519,0.175943253192103,0.105070792403617,-0.011501558878574,0.104989608549959,0.0647166436980088,0.0861925205559525,0.082319167539277,0.05477159295553,0.26474898750748,0.0814197481194445,0.0642183641681994,0.0473629056591413,0.0424704705160087,-0.0184706660781007,0.0980625793089746,0.0502137209267436,0.130054543631848,0.110564393151997,0.0393537892574001,0.125591919641224,0.117489750187825
stable,-0.185653292184631,-0.0735797581104913,-0.378517485721009,-0.131989118595588,-0.197578045127268,-0.110360705540618,-0.102532513940733,-0.227904591394577,0.0294053829785513,-0.113882595388877,0.0683969266051572,-0.214374867304029,-0.208483473741235,-0.141067234947777,-0.0385658452017213,-0.312311955986276,-0.139163723669446,-0.114630832818143,-0.241590665557776,-0.0301634455862042,-0.0637221752512255,-0.176337439959908,-0.248829973874847,-0.204343353443249,-0.238213233290671,-0.22819045178835,-0.357992658761883,-0.157478689172928,-0.086825192712131,-0.0248330833140285,-0.055155477147169,-0.193558372640282,-0.161301895377636,-0.10534969088841,-0.171126210489813,-0.0577334096075962,-0.178237302885717,-0.0209389978962505,-0.106918699907471,-0.152436846119829,-0.176816255895192,-0.184994553799043
stable,-0.120584806702016,0.0525696360750682,-0.373062560935023,-0.130425279851378,-0.0403177914735171,-0.0271044261508541,0.073484841683696,-0.0714261332942031,0.0349522252076239,0.005577248404155,0.0649517139619103,-0.0028807310632697,0.0877717244570894,-0.0033591400940963,-0.0618392622378305,-0.139701502126597,-0.104145584701168,0.0240066428423048,-0.0978675052623203,0.139466405765793,-0.119674817576969,-0.0634267191332346,-0.239613751529067,-0.0687799098416074,-0.114920095732999,0.0806914214970039,-0.0942328587796053,-0.0923633920375426,-0.0592352802155222,0.126876402780918,-0.0877828587646202,-0.0208368750971673,-0.0485819684511443,-0.10188280088945,-0.0978577428920101,0.0843653813881884,-0.119623168289054,0.0973091815235881,-0.164389243355392,-0.238597057058984,0.0449464291810667,-0.0503291437613637
stable,0.0961490270509942,0.0258476453064402,-0.169953087737155,0.0282271252841051,-0.0289523463245794,-0.030076511551377,-0.0928616235960953,-0.0396769578147534,0.0379434592931469,0.0476251304575875,0.0211364726552206,0.0015336782422074,-0.0653220303601414,-0.086530387361964,0.074392300236066,-0.0836205799870199,-0.0193818324693941,-0.003652781763323,-0.15959744635971,0.0192197990362763,-0.0460190416575172,-0.0605498769631119,-0.0577033437283664,-0.034222162121704,-0.0176959477573834,0.072411844767898,-0.02223582990578,-0.0421186635905187,0.0671461652517112,0.115231980104071,-0.0510122069818365,-0.0492442729244514,-0.014312406960388,0.0765683569871501,0.0421085963741803,-0.126544141984997,-0.022546652922791,-0.0910642273744597,-0.173747606350662,0.0111669458565495,-0.0175394622959266,-0.0654318779632408
stable,-0.118785911744454,-0.149376035116603,0.0115632912135977,0.0024782643321186,-0.0309176411234019,0.0065770993653415,-0.0197045218919681,0.0131043900816324,-0.142915663386458,-0.144371285066767,-0.122981591129276,-0.25182886449073,-0.216447546273734,-0.0957441972082364,-0.159814982168964,-0.22547392979537,-0.167369946669407,-0.114217439695853,-0.123086577611619,-0.245569309107143,0.202690969998915,-0.12591599397618,0.224422240281471,-0.099560011327422,-0.0505968773788973,0.0657776801798813,-0.12383929223989,-0.216595468455223,-0.135809699038962,-0.0367033955303413,-0.0670016801473097,-0.073571880863503,-0.0243359311690262,-0.0149410541662546,0.0801429435995925,-0.145547050632104,-0.179497676305526,-0.183293783349549,-0.121589174737167,-0.0856514233202314,-0.177797615025492,-0.0045002863159768
stable,-0.294039188927011,-0.217573299076426,-0.395288530650339,-0.347947639232974,-0.301829688073065,-0.37215145444304,-0.300369915795775,-0.390045980059432,-0.316027424521988,-0.501416576134615,-0.287174847179786,-0.304618853246089,-0.257886532431987,-0.270395656053419,-0.357117329515612,-0.10945180552448,-0.210773307831586,-0.34111984511809,-0.340803992761814,-0.108325966682524,-0.113019305613858,-0.17212018594658,-0.221593035002332,-0.271362401327413,-0.261843284206857,-0.332239894702393,-0.351388263002574,-0.250322676175919,-0.376436532423201,-0.108618799840689,-0.201215248677101,-0.363152008520438,-0.290326331827344,-0.270611161850211,-0.350917268179098,-0.379853550618387,-0.11722272718649,-0.296961592178363,-0.229734762086866,-0.347560539478217,-0.311148887236971,-0.323185966629518
stable,-0.0591093812486811,0.0598586283542867,-0.197253605994521,0.0305297185899788,0.022354730667807,-0.0373190651110145,0.120978962929334,0.0266544234172251,-0.0377891622677439,0.0027113718013568,-0.0088028644835627,0.0388834700463476,0.0700022518782868,0.0723892263956809,0.132069669817314,0.11739476012539,0.0043224033390629,0.0498712608269384,0.246545057402655,0.193319711854404,-0.09205358164917,0.0364424467841614,0.0980958400688736,-0.116248222079594,0.0794444216316509,-0.0083791093839937,0.0282599662415529,0.0211245983996468,-0.0188561571292501,0.0773279930756066,0.16602509105495,0.0334735376025382,0.0222910307414872,0.0050106521277781,-0.0831660542999942,-0.0392747299699666,-0.0291136368231329,-0.0179731135268517,-0.0883695485652344,-0.0292737897161252,0.0598935597370513,0.0625990969645745
stable,-0.511585896655978,-0.333620227612322,-0.542845391390309,-0.521457479170318,-0.611566200382253,-0.586390393556885,-0.5367004409953,-0.557612028978079,-0.444524331192034,-0.399100048993934,-0.596877832631919,-0.508262730850363,-0.552843832213284,-0.575768470011105,-0.512802662836576,-0.349941359200343,-0.51614615301265,-0.5002888783664,-0.654364083805112,-0.586858562625139,-0.50659742170807,-0.506939540574118,-0.523996301494079,-0.525041901402034,-0.530818991861032,-0.501740298810747,-0.626444142202329,-0.564535425823865,-0.544495468346615,-0.42879817839321,-0.503470785317605,-0.567311972791664,-0.560294008392613,-0.50529310108618,-0.511930619952302,-0.518740373534653,-0.559161708664793,-0.594255858861918,-0.518660655676934,-0.573259256993967,-0.53198025075175,-0.541346710042644
stable,-0.0551074829995873,0.155019297800769,0.0373413186374891,0.024774960560901,-0.0079137145925404,-0.123031584644295,-0.0188260730371713,-0.0717066414648648,-0.0106599965047808,-0.183113682903329,-0.0682875786552268,-0.138460755383244,-0.0009377383109292,-0.112370843183805,0.0049219069504846,-0.173781074368355,-0.0156405062248325,-0.0834766891187988,-0.073247794721661,-0.104380516889032,-0.136217019309061,-0.0090653927505312,-0.0056153522132191,-0.0634000244180978,-0.0009801886130513,-0.107445065514436,-0.0600726543442912,-0.0851893505346974,-0.0749368978665275,-0.103662643617159,0.069721150001207,-0.0196955257711777,-0.0344699585546725,-0.0913827477193645,-0.133029638848429,0.08342394483632,-0.0199653890221425,-0.0662827306785026,0.0245588660843669,-0.101412853516516,-0.0551640040394206,-0.0439249354648616
stable,0.0074358134415034,-0.0991602264221102,0.140870176615278,-0.0056033039081781,0.0122117178243294,0.0021704642155665,-0.114071258739594,-0.0875470967994354,-0.0637324952839483,0.037056736682113,-0.103882634796796,-0.111525687206621,-3.97984033653925e-05,-0.0722276659355426,-0.115697599907503,-0.073907851175206,-0.0391342661881972,-0.115092818432196,-0.143711539320318,-0.263702452380186,-0.030187425115839,-0.109870342295729,0.0357842270352229,-0.0298565503070254,-0.064260293721742,-0.0779342145507053,-0.10135581689845,-0.0748343591037488,-0.0674433739301297,-0.0002810975923984,-0.20923007828474,-0.0654333825407834,-0.128288852642028,-0.0520831610776502,0.0405702995729898,-0.021722639067645,-0.0168238225328758,-0.0385453048944881,-0.0165072996905819,-0.0426484539360388,-0.0494441848229864,0.0318454746112464
