group,CD70,CD52,CD8,CD34,CD269,HLA,CD90,CD117,CD10,CD45RA,CD7,CD279,CD20,CD335,CD294,CD31,CD5,CD103,CD62L,CD223,KLRG1,CD27,CD95,CD314,CD278,CD11a,CD244,CD54,TCR-A-B,CD41,CD137,CD357,CD309,CD2,CD81,CD18,CD28,CD38,CD26,CD49d,CD73,TCR-Vd2,CD305,CD133,CD158e1,CD307e,CD319,CD85j,Podocalyxin
progressive,0.216152154997575,-0.0313569590017225,0.211011694343293,0.0147747087162991,0.12648280935055,0.0852841110788426,-0.04453989721394,-0.0317448009989606,0.0103598032475266,-0.185356351590791,-0.0953311987551397,0.118298899974448,-0.193856384789114,-0.0777112407922844,0.161486368642541,-0.247460002428581,0.0436425904276993,-0.052505601010787,-0.24065652359684,0.206905998161192,0.0300243308281477,0.017734719623594,-0.1222111288686,0.217366449150031,0.280491407946586,-0.002832419208037,0.346889316569976,0.103013644538625,0.0308609186736938,-0.444162798243296,0.0823621047261256,0.130456836914216,0.0430733463283239,0.14419408863057,0.130503195599562,-0.0156360291673038,0.0494771337258161,-0.0600416628036621,-0.254324833843961,0.0707066593365035,0.0104555685108307,0.186575821623369,0.15693241058502,-0.0121185157083309,-0.0897834531544549,0.0114993864707523,0.0698076821557091,0.220770724589538,0.247713117236295
progressive,0.302210697037998,-0.190921042479668,0.0644216956633366,0.0208215878572771,-0.125284837902517,-0.163055902079732,0.35655098615878,0.06874226806342,0.0849834052626749,-0.0921922170677917,-0.0824296765073669,0.0695022353665369,0.142703236745768,-0.179650924917736,0.162275118123994,-0.0407154625937274,0.235076286356972,-0.104470449005855,-0.204111747996804,0.0956012568742435,0.0789112989093327,-0.0497466197754202,0.30882273534554,0.153601323974055,0.0207205923857122,0.0217168916947216,0.122607306017481,-0.0939212355181215,0.170467058167192,-0.183397768742202,0.138206096209226,0.0372441828203602,0.0214268884907294,-0.0330987277650333,-0.0012453512071085,0.172999359342885,-0.10027928234012,0.0159243493584664,-0.0423027454815412,0.13843477179525,-0.101796544954594,-0.168394164636013,-0.0876210341403793,0.0572349372722461,0.017260614044403,0.357159089630467,0.139056980535732,0.016609592991409,-0.0264833089263238
progressive,-0.0556080140356237,-0.0372782060269289,0.138831107880672,0.182089430871586,-0.0515260071741052,-0.156201601755572,0.0726825854551328,0.118436505252009,-0.0026018035743051,0.0336981357481878,0.137775242441461,0.0158125448668032,0.280967179521143,0.0449112143672274,0.159750358147338,-0.0523360549094326,0.139725805883624,0.101728566617557,-0.038796947326188,0.212207152220375,0.210483317305465,-0.126094838383899,-0.318606917037255,0.203152895282539,0.052965801686845,0.205989324940237,0.253621193360168,-0.134783121382366,0.120573659276096,-0.0308489650626673,-0.0147743514205108,0.0653771941324825,0.150114393484892,0.202517304434288,-0.0792637097576326,-0.002476916644505,-0.126762856058753,-0.225791066400913,0.0605116102170936,0.0052310454593936,-0.0036635006453937,-0.0773982191542992,-0.0306355267120532,-0.0048733135788865,0.085600886555236,0.19089158858781,0.152046106119612,0.0840221138888386,0.0303535560699783
progressive,0.186620230315215,0.419041349699949,0.524591258077585,0.151481512860425,0.265104672225388,0.602141320918773,0.135290368126183,0.436128923782014,0.455993082014068,0.53687969779717,0.397083326912315,0.403587842465708,0.307844483775057,-0.0033489001913281,0.383126864977041,0.533580113104188,0.338442794533797,0.354653160656498,-0.0904243998772633,0.401577845947034,0.501979444730115,0.248140300381018,0.385379797784561,0.423974475367449,0.441795814612895,0.500279620823536,0.387068956885106,0.375075462162923,0.53619666091063,0.290301969780029,0.389380698668916,0.358594217149222,0.376156456317347,0.459657084082902,0.598071560560598,0.266687545445395,0.354146669666525,0.373457784590409,0.043345882790644,0.371884934547941,0.269510842066821,0.361801374476688,0.393402546589084,0.261167267365588,0.381951563252232,0.398154335045894,0.416283422796286,0.393094163006621,0.35399310007318
stable,0.17470340675987,0.178447126697602,0.109694323901621,0.0917479779997217,0.186004601013877,0.0447415040924367,0.216000910917693,-0.163717545789299,0.132353874135423,0.148004167205153,0.33726475015692,0.101327756784143,0.360550374184732,0.028402648135702,0.0669676820822009,-0.0476772841693749,0.213408188265026,0.0187328391308798,0.0876392238246188,-0.0513178316043179,0.0568845151786636,0.152566130800043,-0.0116753696730416,-0.0564538112986113,-0.06099400526989,-0.0280509948764331,0.13204348979013,0.0569171993764573,-0.0465284539587285,-0.14799743210012,0.271786407615022,0.192010791087216,0.0817085269647181,0.103647696284903,0.116480700978184,-0.258761780270874,0.241224302890246,0.0004018973040073,0.0482156610373789,-0.0811747403051462,0.363570372879969,0.249372386156509,0.0603198094601954,0.0330228531858064,0.0566935740621456,-0.0221009202431743,0.0673060024835652,0.151165931553493,0.154396104079217
stable,0.474610886567435,-0.107074092159465,0.163394898435322,0.0573737811025742,0.150979390768423,0.0548503721846299,0.0890186995663571,0.0676410441847464,-0.0106696014426317,0.176178530455365,-0.311210639403016,0.350680131551356,0.246675379991391,-0.137871865893852,0.12844388611293,-0.0401059267813057,-0.158689133664443,-0.0146119002536213,-0.377122644593315,0.28843760049168,0.248820303315925,-0.157240899647644,-0.0291536884070226,-0.0432587386597032,0.18495914995223,0.327679089214797,0.141948110252479,-0.0992052391338468,0.0064661879178749,0.002800306135084,0.130237363497035,0.112998221971787,0.0552299584220012,0.0286696330967136,0.0202021443398053,0.0156109223796688,0.0971436576015153,-0.180600768062198,-0.308546885284481,-0.1000899344333,-0.0508668614279066,0.0402632426995006,-0.0950081770642258,0.14055033280054,0.199991039388178,0.133782304593211,0.163207155666414,0.0498153207915614,0.231473981097451
stable,0.0826322964127594,0.0316287521110335,0.282253010539133,0.242297804474984,0.0626802494810638,0.151793575931405,-0.0339065182816824,0.0198973572413716,0.139097081703063,-0.306909741057624,-0.169842506187543,0.254766728562799,-0.130016268136912,-0.0586147004903687,-0.0973045576284489,-0.0378708272870748,-0.216914082202107,0.150610682714015,-0.333756314211054,-0.0140654870749756,0.380825948826243,-0.0792143722332397,0.27643038462105,0.141441970405414,-0.0344241430071972,0.461764613019724,0.135048585427786,0.218900128449874,-0.132414648578693,0.0048573164854271,-0.0779401803222002,0.0241648119445783,-0.204357346554762,0.243105642921357,0.0867646824452322,0.307911323145754,-0.219032847372191,-0.0057061825341387,-0.203524966139489,0.176026354956874,-0.185162675070227,0.0830323138829142,0.0678023811061343,-0.385168773371735,0.100828675863111,0.128849058605851,-0.103684865445898,0.0695176447608212,-0.150671729965741
stable,0.161618559850099,0.0927052037310568,0.307846814077422,-0.0666104109037647,0.098805075913509,0.278128105864731,0.0414592277981672,0.190242514301055,0.198041431290081,0.0692722984584996,-0.134871549044408,0.302587481101079,0.174329012298945,0.0822220881642086,0.124290003921367,0.403082245042976,-0.0404237739492724,0.0359002608255247,-0.145177201887086,0.170907637157273,0.441786340846927,0.0450767517927235,0.08837027218998,0.271432501872682,0.108719528499181,0.516565889352362,0.440697589859734,0.357288156297796,0.146212956994949,0.0429814675147507,0.211651186458512,0.134624792325239,0.0577017022362599,0.369669208463298,0.418604518352025,0.511166657023764,0.182623627601622,0.0167940782687516,-0.0732482402796574,0.425015701295615,-0.088834323469161,0.0778672176691787,0.157302625667923,-0.109722528145298,0.130125773288133,0.170813246651713,0.16026861974974,0.202623317044306,0.15175667180319
stable,-0.0694214062032885,-0.0027359755769717,0.210998642612484,-0.0438045750793848,-0.0096064222082282,0.0776130218959935,0.297885196104115,0.182250004242428,0.145832813219303,-0.0841859405253868,-0.206119452986488,-0.126611882335297,-0.0941061876872901,0.204840801426767,0.0191534429096601,-0.167781720735791,-0.173173671599302,0.135635691913002,-0.145066187640406,0.208564892756646,0.258106986192776,-0.121148792196134,0.100644910016637,0.0285546947810131,0.012065094972755,0.18244845039901,0.140656159161521,0.043479668174246,-0.0653678361750428,-0.189913196198,-0.0326565877324456,-0.005392544338337,-0.0785683695961182,0.0857573431746896,-0.0157912856630079,-0.0391908292932313,-0.204758521586341,0.016383158425193,-0.0179198205271641,0.158338189515869,0.0995991316973154,0.169278218815589,-0.107444729203879,-0.102689228780023,-0.0310634229094706,-0.128301714800127,0.236931851534667,-0.0669629481845377,-0.0123325530247731
stable,0.011865743217056,-0.323366835158072,0.0483589163642662,-0.379742704269105,-0.381507616250124,-0.143462551957452,-0.264646844321273,-0.285193721334592,-0.175516866647622,-0.231081022205561,-0.293361610774082,-0.0275035588363268,-0.0336803320843603,-0.38090444660695,-0.129051988894797,-0.0475195053063681,-0.29174170485378,0.0209982327392724,-0.382912919315897,0.0926374331009863,0.323817832019066,-0.354863565778192,0.0971089229097097,-0.130670946421427,-0.392436573038634,0.486623389938491,0.105275837902592,0.287686585704016,0.010674642931531,-0.199343415534366,-0.0661982577464995,-0.15733015586153,-0.254848616726995,0.100576787293706,0.0503961530152914,0.158927765213545,0.0211008010247434,-0.124362508269953,-0.0596212482398116,0.0421033182288083,-0.2143998813607,-0.270535682235741,-0.107330254997765,-0.171231704197649,0.0365043672604443,0.0121191276564584,-0.1154534016037,-0.0913893779420604,-0.132342589073211
