group,CD80,CD274,CD269,CD117,CD7,CD49f,CD5,TCR,CD103,CD62L,CD223,KLRG1,CD27,CD95,CD66b,CD366,CD178,CD21,CD11a,IgA,CD244,XCR1,integrin,CD54,CD62P,CD254,IgG-Fc,TSLPR,CD158,CD49d,CD73,CD209,CD257,Ig-light-chain-2,CD360
progressive,0.18439097722448,0.247711894543985,-0.192476989945253,-0.017268977437078,0.243669623875139,0.0804409259802596,0.157725430341961,0.0471864198202827,0.207852139651908,0.210604727885059,0.05024577913361,0.18930268297426,0.0765884429174046,0.407395345184604,0.212006628201935,-0.0091937464711707,0.127287016866944,0.186208409694708,0.37637570493238,0.108137451498521,4.85193812951921e-05,0.284728592525435,0.395589694040739,-0.030143197123518,-0.120319868495172,0.0153804091480121,0.047112904924992,-0.0906529324055423,0.0642665479183547,0.0566730896102075,0.26134012559466,0.156233830575231,-0.104258331453315,0.175294175045894,0.0267711026868514
progressive,0.285180571071326,0.0392930443246601,0.264935042557014,-0.0283073925705457,0.0795852515265008,0.0637132512028669,-0.0405132095953779,0.310753152184122,0.214261567517588,0.246042369863163,0.221716094174932,-0.0146415152223725,-0.202466942246403,-0.0358800770071371,-0.0565370208869814,0.415079644782501,0.271353080849571,-0.0132176724272013,0.0495133439177099,0.415883008657894,-0.252731449043998,0.426392336689516,-0.165814682931722,0.0186696354482072,-0.139213416984124,0.345185226764585,0.44990493848967,-0.136623175452494,0.368244273687833,-0.0340165852850175,0.0150418939687125,0.423633767097683,-0.0025689250882695,0.272722330250557,0.371030598295831
progressive,-0.020419765590038,-0.0504749369968991,-0.0296024867331523,-0.0804550602987046,0.377868933563411,0.109975088180354,0.218862292400867,-0.116933071091164,0.104465831590485,0.118386441711513,0.132488762084543,-0.119517130411066,0.062318758593658,-0.118775484764468,-0.290443326319887,-0.146532661895146,-0.124594989791822,-0.214939061792254,-0.119310129791711,-0.107874002159088,-0.243681854657867,-0.121247981540789,-0.107770049623496,-0.1931278058943,-0.0881133065942541,-0.123817905068149,-0.217010012602528,-0.238693896929072,-0.242304560570774,-0.0836823563462885,0.120491172157609,-0.105827374349294,-0.0611708908787628,-0.252521344815481,-0.124261436928371
progressive,0.0878557565275121,-0.217033286576106,0.0373809891357939,-0.0236495014737025,-0.368601622827423,-0.390099883358858,-0.196356760554229,-0.0680390431826262,-0.0313832933006679,-0.134985544136779,0.0633372159999038,0.156556872179327,-0.347875147801042,0.039442867014307,0.0421546555575455,0.266432936525789,0.199646506736712,0.359586452056562,0.323309222717417,0.191595912853122,0.0183885064183423,0.193512518634249,-0.170981160561777,0.280616852740941,-0.166165999975611,-0.0811460390095694,0.205651301298903,0.489976754671899,-0.137224986725114,0.169756782690593,-0.334216787908821,0.118913989933547,-0.0383520148395934,-0.004802573199187,-0.0433983442196948
stable,0.0594265124322029,0.104282514625466,0.0016596048812003,-0.0933629745383451,0.29063051659119,-0.392484601370681,0.0808409080766145,0.049217220433167,-0.0279338505637644,0.298481722624037,-0.133035975379597,-0.175105578921972,0.226644826793074,-0.205529507607068,-0.015065227541133,-0.0148422103478014,0.109459234831916,0.122261447690393,-0.267647583646889,0.0492147298692013,-0.0540530978133924,-0.14210403571971,0.0397849768813409,-0.105205747389219,-0.205030243967881,0.0503690709255501,0.0113145372019753,0.186405140410594,-0.0132584489065834,-0.149007496460806,0.247149046730958,-0.0978131153462806,-0.0922913922754644,0.0433426701875295,0.0844298313289361
stable,-0.0100149863341342,0.128217250423185,0.170545538981966,0.0092840648881024,0.498136350067406,0.149054185879941,0.576219941644143,-0.0403554425715589,0.357899367568588,0.215959701979975,-0.015321912487589,-0.313146746981536,0.410388410840783,0.0270729806291968,0.0666763461512647,0.210031321588172,0.252235666404525,-0.13275118432526,-0.339469437970277,0.0145927724613445,-0.20281777744891,0.181181508313726,-0.103509514191885,-0.0302068705923513,0.061442685632921,0.131000403773397,-0.0572203106090841,0.0139404696285632,0.170940315541029,0.0001607132792827,0.277744227590922,0.0256678564808794,-0.0145882867775266,0.0016166606674587,0.0648329897568581
stable,0.260300738958516,-0.0568555934118184,-0.10278437093186,0.0426626374452361,0.25807038762223,-0.0926171313959306,0.104310432923167,0.150480812053251,0.0158224312083058,0.130000988792257,0.0198498554111375,-0.266884855695993,0.0609591896436502,-0.168947703215598,-0.0773166275268299,-0.102130958086087,-0.0133167681887906,-0.0613444853256027,-0.25353338730847,-0.0560353329406306,0.0231771086147443,0.224556736766409,0.0492330855282037,0.175423166628175,-0.0241329696683972,0.0694085488309009,0.305585520780299,0.149938323775643,0.0743889840334883,0.0147044357192704,0.188093097825197,-0.0021988637386217,0.131502486662047,0.0230647170886884,0.120597300627492
stable,0.0507356250334495,0.0708806928416095,-0.0747754366040719,-0.123759341899865,0.0145237092237854,-0.0059645827990216,-0.0995810506888128,0.0383220433923406,0.0172453885397045,-0.350650047437841,-0.144223588445854,0.0443794161498508,-0.195612457244739,-0.0877502754306555,-0.0019090103749453,-0.0970774722538478,-0.0612493628912271,-0.0489177549031419,0.0907140049821863,-0.0725386001554222,0.0639555854208909,-0.152621522245768,0.21195375515436,0.124041684293494,-0.0444187696686032,0.0279421294603732,-0.006112824767292,-0.0683665667137969,0.0165514669757638,0.0571716398697807,-0.191179376344705,-0.066410590806279,0.0267348109478607,0.0011880740244488,-0.0108199008458213
stable,0.056701044505988,0.376305563685872,0.227451847601481,0.0346789642047779,0.294025713570559,0.293071121486315,0.106494234840935,0.353411828138438,0.100661734114859,0.0594223777231412,0.355209834845174,-0.0213528129386187,0.0912827814777441,0.216001182793887,0.166274982774446,0.18119252562805,0.114807012676877,-0.109339216607409,-0.0523044755348408,0.264458706981156,0.133587881299995,0.194408459905588,0.140286906321198,0.0728661388794158,0.162956810632736,0.222386473222834,0.219352553916923,-0.0223154569475514,0.0841392419235373,0.0663655438176104,0.180196138580958,0.137430529341964,0.221321497799806,0.217870237611628,0.0195741777055965
stable,-0.395549003223919,-0.183572991086884,-0.394806467574172,-0.398774012764193,-0.294195353983825,-0.233395338580419,-0.400730634036262,-0.249666556993436,0.0870681702153055,-0.322242428272189,-0.0348387031242871,0.266606149701284,-0.195056091856716,0.141577662434189,-0.361989867993824,-0.0469952628131366,-0.356731269856545,0.156270282075968,0.413542450226587,-0.27343275325189,0.179375190251815,-0.0347815709642942,-0.197058208167621,0.0900491759758563,-0.379643782282988,-0.122609864226076,-0.322720967891172,-0.0969304141678921,-0.0241811532370919,0.063989657160731,-0.325936016130874,-0.184570930381807,-0.358417306026321,-0.369263000200211,-0.0397529768844406
