group,CD252,CD8,CD45RA,CD25,CD45RO,CD279,TIGIT,CD294,Podoplanin,CD324,TCR,CD32,CD62L,CD152,KLRG1,CD107a,HLA-DR,CD1d,CD314,CD58,CD178,CX3CR1,CD11a,IgA,CD79b,CD244,XCR1,CD122,CD2,CD226,CD29,CD81,B7-H4,CD204,CD144,CD158f,CD337,CD307d,CD94,CD150,Ig-light-chain-2,CD85j,CD23,Ig-light-chain-1,GARP,TCR-Vb13,CD88,HLA-F,Podocalyxin,CD224,CD258
progressive,-0.0258378376904564,-0.0784357441470437,0.17386934140518,0.16143129816502,-0.0758295772360944,0.279935498024295,0.129099516407407,-0.0114522514114794,0.112223050201331,0.500249083888873,0.283310822211845,0.138343799279141,0.167355326481964,0.25507049716881,0.0257833338572376,0.0640990724134166,0.106116788440811,0.204379608129889,-0.0287462766159608,0.0831120659170395,0.25522530329148,-0.0098855330153735,-0.0281321636594866,0.0698723208504555,0.0199141409430268,0.142525682554627,-0.0860671788514304,0.102097182759921,-0.0735281616252964,0.105097553214316,0.193830975067891,0.0028973657231992,-0.0419516688402279,0.134548509657676,0.21597584780721,0.193142259748465,0.264538784304558,-0.0243557445828624,0.0091420057084885,-0.033359747506765,-0.168466093066325,-0.0114839297305572,0.206515530267008,0.173263064062858,0.280575338960471,0.0648791939640905,0.173029188180402,0.0746901028611839,0.091203247299288,-0.0324071651822367,0.0906184640907021
progressive,-0.297206754303286,-0.27171835746221,-0.0012649699826354,-0.177519649405477,-0.0400710275000792,-0.360684036131788,-0.153721922447371,-0.117922265881861,-0.319624604444886,0.0062449366415548,-0.245353006919937,-0.168344351342157,0.169885692692462,-0.202342561083915,-0.124893888884816,-0.0447127592520754,-0.257452750312513,-0.36829326971146,-0.271767536520365,-0.258198441718417,-0.347746339496709,-0.294245491700705,-0.101978782130395,-0.26438130572218,-0.112568708504847,-0.0831291147967906,-0.267632678764716,-0.251169990500027,-0.16928895960889,-0.304920990388943,-0.20733865498175,-0.217610297832603,-0.208438474151187,-0.0490282506962207,-0.252501245635371,-0.140609858252084,-0.393477108558598,-0.133695089394592,-0.232946500270801,-0.25510421888018,-0.348974521975651,-0.0522015779729997,-0.492169949327791,-0.37607882470195,-0.257189468329077,-0.222800417240754,-0.0654875895721391,-0.468450749657559,-0.335240648685045,-0.221162033682537,-0.237095529184798
progressive,-0.0217871932187232,0.221967536566184,0.626329115797517,0.12708022232869,0.0228883277001063,0.107718187585994,0.206780551826579,0.154351772564872,0.121378899144456,0.0881539207775012,0.0394194989717747,0.104895923234368,-0.0800058425310486,0.0037718956195863,0.331841520920246,0.125834786060648,0.251940690844671,0.0901722066078983,0.179491439611931,0.167465031529849,0.177931279376815,0.0518782243027651,0.41430806988639,0.11671449192627,0.070659421918813,0.411560646468764,0.121195164821442,0.166344532060478,0.119867886436779,-0.0207199349533604,0.138564190784555,0.163159776583828,0.0960352500712813,0.110472488554708,0.144136998407233,0.114659856192382,0.147155544358207,0.267521546225144,0.23979276760761,0.160000449594959,0.132524194378265,0.105239915783783,0.0997484276269977,0.0879393306074039,0.0825282322725935,0.0986295643077466,0.186583788685604,0.108337084050781,0.0884568910513791,0.112538370789289,0.0668953568892503
progressive,0.103924108985337,-0.341750672124138,-0.350729445435949,-0.196229379818815,-0.515014703852652,-0.37003386308852,-0.150525787975144,-0.252500639160817,-0.259654171163061,0.0748027534749423,-0.117876558889645,-0.242796380562009,0.0105615699056643,0.0665006570423178,-0.253736334157677,-0.477865661960485,-0.20951952961709,-0.11516727820461,-0.234723467247135,-0.338996670631337,-0.0557590896580588,-0.248225958348635,-0.256886694090839,-0.225400582868301,-0.239889116197993,-0.367333173758885,-0.113348233241299,-0.234514037416101,-0.19433685651154,-0.0108346342597591,-0.231088738310859,0.0068893898694382,-0.102054409548755,0.062835442711052,0.0001811446536645,-0.140935215948164,-0.202239641478423,-0.105625058967448,-0.0067287955513592,-0.19509584367664,-0.194775036364021,-0.131801948066816,-0.01205931483862,-0.236594980048127,-0.276082412684691,-0.101006184790196,-0.295511338971895,-0.0203026105772622,-0.235814809751841,-0.258359325241103,-0.190316421420073
stable,-0.16102409195449,0.0381690939622319,-0.111743299464571,0.138117520581797,-0.0580549874085957,-0.219890810611661,-0.209377650141086,-0.245137577818456,-0.106139027121261,0.115450335221936,-0.14122992613662,-0.201228291977267,-0.310932716454347,-0.171226258922412,-0.225928367861743,-0.0677565408024402,-0.126387356477855,-0.27115544773601,-0.112542382941902,-0.210003152620855,-0.107235934985056,-0.15782157412736,-0.149046617191039,-0.22246330695617,-0.161943037178116,-0.195062120728983,-0.225759517882122,-0.104659162967529,-0.174011259334016,-0.219269037578446,-0.134785243361664,-0.276549638785666,-0.176309952815187,-0.120942333567655,-0.192744512079978,-0.253552872602236,-0.185729727844315,-0.215333145515852,-0.149491488107315,-0.151489954977034,-0.187674861343359,-0.239664912668647,-0.185804935784048,-0.272869584591593,-0.18839908834462,-0.155931032696057,-0.228296934516397,-0.126001842765111,-0.253074766088489,-0.149833292801274,-0.0701859331424087
stable,-0.172380998902459,-0.233387240511096,-0.0418728181411897,0.0138765822958041,0.0023723570867253,0.131546171690535,0.0049334437633981,-0.0792410429670244,-0.0146375071534726,-0.030514769526073,-0.0971540870658535,-0.117849141565091,0.167878065222229,-0.0770069539309529,-0.0222729461512138,-0.190440196358195,0.179646145222328,-0.0392528192655301,-0.161281983456129,-0.223713768050207,-0.194510712751639,0.0606157920668547,0.108642868800495,-0.186269788838495,-0.151619708570345,0.0350177297292238,-0.100494309995624,-0.149572311150561,0.0644415419546439,-0.0800476211504461,0.0688739544644513,0.0776731678056301,-0.0816450636429737,-0.0331769737873231,-0.131686187503165,-0.146974465799887,-0.0710209138067616,-0.154484427262885,-0.17517034110028,0.0948663542423991,-0.095699528321943,-0.0358398280643725,0.148093557597478,-0.143469122979258,-0.154145217762384,-0.10715432679172,-0.275321209764003,-0.0264960143486424,-0.0438202161985637,-0.107786646587933,-0.0635299364635297
stable,0.123761907712996,-0.0193279450088461,-0.0857117714994634,0.0688578093166522,0.0592229090287259,0.144477025492731,0.106308001025393,0.0813320848142238,0.136590859753435,-0.0021632311386205,0.0459912851528569,0.0718723216467497,0.237515954386825,0.131819433589164,-0.0646671937820422,0.120796109078772,0.103777740553752,0.0806861650082328,0.0829463254927194,-0.026520858381499,0.108228759767762,0.0603777714615052,-0.0155516229072155,0.17591238756207,0.108621261164533,0.0835072414778765,-0.123971854938671,-0.0305559514475582,-0.0317145314306921,0.383359529121759,0.342436130006327,0.0528027675543867,0.12994422373793,0.0717776253143274,0.138444872775876,0.0479629945290474,0.0289042447478488,0.14392569690537,-0.047222404598808,0.0675321312621946,0.0695692240557127,0.150857895341042,-0.136258654165218,0.0381533617103691,0.036306883054443,0.0363383783316076,-0.0369535401207292,0.068790530825419,0.102232662731677,0.0814744355332038,0.139478719229445
stable,-0.186626824742271,-0.207732474087979,-0.456777404534554,-0.0437174146631689,-0.211672907130569,-0.207136459326718,-0.0407561654770254,-0.235153828066246,-0.292683115615192,-0.111071863495262,-0.17601395540584,-0.29964496457521,-0.457608651637146,-0.337019300634869,-0.0512821719549898,-0.158073663189173,-0.120549319989875,-0.366825835031453,-0.15730164520888,-0.169818459631015,-0.241627046402709,-0.270908909637272,0.0651119505800994,-0.208121480231009,-0.278483805189973,-0.0642052821382659,-0.231035424746242,-0.267654399953789,0.0534376919926216,-0.268522349954632,-0.202684594696289,0.107214999205864,-0.245560670787845,-0.308056536086234,-0.11042942412733,-0.30057577251272,-0.320137576827211,-0.326117260927232,-0.208056230532308,-0.142282333962754,-0.181106535748729,-0.175539133566907,-0.255123222779655,-0.11194466753926,-0.0286153524681456,-0.233911377641564,-0.262996886591253,-0.187232719994507,-0.222151177373607,-0.215223258247262,-0.210095122701542
stable,-0.261178047580731,0.184852784624602,0.21528749940597,-0.474625957830017,-0.065917866025534,-0.225824953333236,-0.170102834586939,-0.213145905609138,-0.30498975254547,0.0278831665219517,-0.310743968633272,-0.310773808935599,0.0008787887968971,-0.427220524846639,-0.291093017625265,-0.403763778641423,-0.318742672507318,-0.284525716361066,-0.0360145643583398,-0.392165709365312,-0.254609995382657,-0.249630508104376,-0.374963786658593,-0.24107408651272,-0.334696441059602,-0.0447640462677629,-0.0631622851533102,-0.216766939590491,-0.0448381603826861,-0.232178815649823,-0.406995031550176,-0.167285253404461,-0.253024115949247,-0.278636599358594,-0.235037998716907,-0.241517651593624,-0.155888850072159,-0.297373091099711,-0.303593137288815,-0.116912067461655,-0.209878887458177,-0.270735340506882,-0.211174974664231,-0.370479431863654,-0.164935551740203,-0.26644808391185,-0.258772744251666,-0.272760724509547,-0.226716041299871,-0.232813740130361,-0.236593704184897
stable,3.63549936853376e-05,-0.162873886698944,0.230894407690099,0.0039433953703607,-0.0134457988691774,-0.0016127284896102,-0.0245741706868821,0.0858873230976997,0.0169742991565083,0.0271326452320469,0.0809594415225243,0.0653699809505104,0.296056866857809,-0.0563625290071629,-0.386733288593764,-0.0685467159655231,-0.0021552774825324,0.0159246919907295,0.0619925241536311,0.0239372802015169,0.143188089149418,-0.0863848155921385,-0.57794927455573,0.0773447419877348,0.0907672002870142,-0.129607627619172,0.047967550662083,0.0548555234232488,-0.186947896028427,0.174203497053708,-0.0265462271450897,-0.159687306881885,-0.108061290434927,0.0871743913992069,-0.0202154417874321,-0.0642736630841732,-0.0423731211801349,0.0995123722548144,-0.077487113628053,0.0397703192367709,0.0739755430679192,-0.023918766216775,0.158678894620243,0.0345601368663611,-0.144807137466216,-0.0065235409377384,-0.0674096150066311,0.193547992894789,0.0922963100666092,-0.0216470922410284,-0.0011534583320784
