group,CD137L,CD47,CD117,CD10,CD49f,CD4,CD25,CD324,CD5,TCR,CD62L,KLRG1,CD27,CD1d,CD58,CX3CR1,CD66,CD206,CD83,CD29,CD303,CD127,B7-H4,CD304,CD209,CD307e,CLEC12A,Mac-2,CD85j,CD88,CD224,CD258
progressive,-0.188085102797968,0.111892702139702,0.0977846739264081,-0.0838466318911969,-0.0550664569753921,-0.067054538073831,0.112986816976826,0.321205238677762,-0.0077838524064864,-0.0114420457638587,0.0344832853292312,-0.161133788320886,-0.162953088619007,-0.0269492979026521,-0.115520242039738,-0.0781943256276868,-0.281044378572765,0.10393272751238,0.0568543248558206,0.0568846548016164,-0.282683466115435,0.360557430555149,-0.184162760164635,-0.420020677753977,-0.299883589069273,-0.395001457590842,-0.0822165664323514,0.0300055634957786,-0.154732109807738,-0.0876347190032443,-0.170841336272504,0.059841927217344
progressive,-0.242484552031308,-0.154463126471859,-0.182359202664989,-0.0399195656681814,-0.102946272584706,-0.0011001777294637,0.153043455320782,-0.403029707329974,-0.239356263636947,-0.0648146470970934,0.0112012544632393,-0.0193750171316134,-0.312131535297766,-0.206922820486595,-0.210542302787519,0.0664774683299145,0.0711027114304039,-0.331672772660147,-0.425804971718481,0.0260124279253141,0.0585091824900841,-0.509574096296643,-0.0602162113132811,0.0792247676107615,0.0748964141187648,-0.0211420377239995,0.161405991629751,-0.157892776930419,-0.14520943996193,-0.1525796346119,-0.197063482944986,-0.361945907374469
progressive,-0.0404045234199134,-0.025781086593297,-0.027876466373224,-0.0756583396653371,-0.0257292107863404,0.184459521492689,0.175092409094713,0.0760340644697193,0.251356776715289,0.0944151352368231,0.0822694364727393,0.234984853697901,0.0510159898482573,0.078025918599487,0.129666817739802,0.0993728435913484,0.150047262274246,0.0910868507725606,0.200041540252855,0.119612105399193,0.0239923525544689,-0.0594717175753173,0.153325046511835,-0.0395046646578909,0.11668601629681,0.168297632628004,-0.0805300932994805,0.0316292604634928,0.207727432355925,-0.0428763606734408,0.0467483219139539,0.0874619988365526
progressive,-0.0517223633086227,-0.279655082221915,-0.177918703216512,-0.137924951930823,-0.19653142511938,0.0866498450679422,0.110683176198381,0.0003629244103905,-0.120818264217442,-0.104731011268374,-0.15900226474418,0.128584799449226,-0.304753426498348,0.140370290106844,-0.11753665987484,-0.100980616840213,-0.426471545282166,0.176201944966936,-0.088263153817381,-0.137208938372073,0.0421340413023875,-0.0424275375371329,-0.0035440581629262,-0.0740406157874585,0.244263669359193,0.100008583555181,-0.4772538064694,0.018571932148211,0.0252840130574873,-0.307970267475537,-0.192460545567446,-0.103884509508773
stable,-0.154459229426857,-0.400024422605957,-0.15846749621935,-0.184851280011057,-0.580463260331815,-0.478489804137822,-0.273843127663875,-0.0871418032194801,-0.348835112705674,-0.280244329518324,0.026144864169647,-0.202567035670896,-0.237237099409784,-0.172480124157092,-0.430624962611484,-0.414465001899179,-0.202690970390077,-0.176589450880889,-0.126892813776488,-0.45721183760043,-0.0489694978697075,-0.172126389864001,-0.19316555738974,-0.140700883142301,-0.203604949916104,-0.44692133260822,-0.209908584006955,-0.169455074991166,-0.0899053509192088,-0.211337788822785,-0.338021807750085,-0.243044682789462
stable,-0.0679880713776499,0.117655996333181,0.269832427782288,0.070955702428111,0.25844072551764,0.197161971588472,0.0890846592439694,-0.0221884681067168,0.185469766634668,0.0899679664733297,0.477996695520777,-0.224054962376681,0.333961752969678,0.101490092817755,0.104106892920778,-0.0444689308984019,0.198263068028365,-0.0483670191222105,0.286853873131774,0.0278231782562401,-0.0718660464280375,0.177210608509297,0.131529175546115,-0.105035142320761,0.189955907036637,0.127969221053052,0.135306130093592,0.12121449106599,0.224197279921976,0.0330109133951163,0.110173609479416,0.138125793398599
stable,0.272292028262212,0.0837522546672561,0.0273685705640441,0.0401647695032986,-0.0854402747789339,0.0787932326604947,-0.23054750599718,0.0106510235451166,0.264724158647037,0.158933166834927,0.359234756794545,-0.0250141034549801,0.138590088789813,0.287892939109229,0.0825299123305742,0.135068849498913,0.101102465654518,0.130775332128144,0.125297892738648,-0.152787802331532,0.198531072134975,-0.0347513803772431,0.180944446671118,0.0039705744271105,0.0598228365888777,-0.0527151893016462,0.0172744866023138,0.438625919453019,0.22343731502377,0.107530373471875,0.163761808893235,0.277660109173861
stable,0.178397621274551,0.0938449885203965,-0.0521364647533774,0.256159239301821,0.239950860022405,0.0582868228196062,-0.005119938692819,0.0611416293478498,0.142025465601429,0.0310878970279423,0.439147768133021,-0.179167586733647,0.0188894671480803,0.0497687383499395,0.0228011542876587,0.0939071503023205,0.113038624693081,0.0102438077161808,0.0721348470729357,0.142751042223069,0.0928731743700527,0.0563770944478731,0.152174279608311,-0.0993947018901991,0.0487043861167898,0.0337171743117323,0.0175810336600281,-0.0782300833487725,0.0437130205477969,0.153366659940075,0.0986830097927743,0.097311529624197
stable,0.436490915575393,0.358081579318067,0.250329021153061,0.199885299157451,0.267328936528941,0.25074738174948,0.345133253398406,0.0095823839878256,0.141033042054078,0.415154790100723,0.355802788958771,0.165111926201412,0.340426574480842,0.44869249423193,0.336413246859688,0.263638732850371,0.260080492567387,0.155296770904582,0.335451761480314,0.289391781451817,0.135466837315453,0.196777508057611,0.463187189298586,0.202458653080899,0.430882090058858,0.120894562349482,0.286118610978312,0.161713704091896,0.517912449242959,0.428411027114173,0.408823936994406,0.416625382829886
stable,0.169935315835231,0.146111495611324,0.430097430331104,0.420308648134853,0.0577073590890388,0.0915584813699348,0.509797963154988,0.0474864801254906,0.199712732118495,0.323352892345393,0.411775227008191,0.138035685511082,0.0305085657426546,0.34699409833632,0.40584603484953,0.341648576637364,0.156233492260396,0.414837118334411,0.216286636390487,0.0900040066393326,0.459781267279936,0.235770162519688,0.357468664430285,-0.0570143954900219,0.180640625194971,0.194115121723533,0.0749651355689782,0.450945462854438,0.252841049905292,0.273376194965641,0.160814213185693,0.29530709637683
stable,-0.0267875675791533,0.0479214108068057,-0.031743207055476,-0.0012421979949399,0.231565501988199,0.128483428106281,0.111831296362722,-0.068447464453695,0.221898837162745,-0.0993270383890208,0.0414646230871472,-0.278123102688137,0.29022917534398,-0.125888649369895,-0.142957078406306,-0.117790932838969,0.209756310944293,0.131178618040475,0.0527232025052702,0.0824278259550903,0.160592473919952,0.158889293585861,0.0166916238579203,0.177064523630147,0.0627942040175559,-0.122679336245495,0.0337521916722075,-0.0363571733394352,-0.103224190024859,-0.0136793941876,-0.086090242644201,0.027056755733614
stable,-0.117645745251155,-0.122068733714054,-0.0721490869896866,-0.059414417263148,-0.318417095246414,-0.229524019200331,-0.166803266314695,-0.136199193867413,-0.519861115585972,-0.16656155403114,-0.449744231995193,0.306053381807566,-0.427484102832966,-0.143022374662214,-0.196944274030408,-0.159906763862512,-0.0745373497049786,-0.151180798506608,-0.0155647016159481,-0.235432620686498,-0.0931257250546107,-0.336419878235934,-0.218602178575293,-0.111522169769484,-0.169924762233398,-0.0639554822417818,0.0002477735687995,-0.112019739803767,-0.104975631774287,-0.106355170483343,-0.17337277713439,-0.112584964541796
stable,-0.150550184610555,-0.101551813961956,-0.142345198347767,-0.0438298429974946,-0.218516840650867,-0.220171492490162,-0.0951097596631789,-0.163433286205455,-0.2622409880846,-0.106017693541245,-0.122702540793345,-0.0929372937903865,-0.0232800235875712,-0.232162626834285,-0.132839825197333,-0.106562985503682,-0.109424411823762,-0.18507994189841,-0.0857439212021958,-0.261724893157752,-0.153657745980224,0.0325271243939384,-0.0830096952722669,-0.0712385854926564,-0.201183881422462,-0.127025278934348,-0.14528588488233,-0.181685723011006,-0.226449181399524,-0.15366198925242,-0.216381400882364,-0.132629727590275
stable,-0.0439009998623138,-0.0009876773755522,-0.211347285683573,0.0686437314009007,-0.055368339727055,0.259294587669108,-0.108439850310038,0.0267645641951057,0.314633560403134,-0.0793407731233655,0.357109980910706,-0.412151823765484,0.251906713287664,-0.103282799161553,-0.0017663016773565,-0.0036468103008307,0.0017434209630667,-0.104524919667247,-0.147956852338436,-0.128117283911354,-0.0252299712428672,-0.009649664845622,-0.115509961789702,-0.115065359387655,-0.143777874500224,0.031626013435922,0.120410134592945,-0.0550334779656457,-0.0578518262070047,0.0155272486033522,-0.0607380120314073,0.0384344655069489
