group,CD273,CD275,CD154,CD8,CD34,CD45RA,CD7,CD16,CD45RO,CD335,Podoplanin,CD324,CD5,CD195,CD32,CD103,CD62L,KLRG1,CD27,CD1c,CD64,CD66b,CD35,CD272,CD278,CX3CR1,CD24,CD11a,CD244,CD54,CD62P,CD106,CD41,CD309,CD49b,CD18,CD28,B7-H4,CD26,CD304,CD73,TCR-Va7-2,TCR-Va24-Jz18,CD158f,CD328,Podocalyxin,CD258
progressive,-0.463174444605536,-0.0916336410260788,-0.247165581197766,0.11076545720673,-0.336472622633338,-0.059292524915514,0.204930797525877,-0.0260883859162645,-0.0115563882298847,-0.0541262219435317,-0.0253981013743261,-0.128319592143198,0.222020533191824,-0.226918067574531,-0.0903184622731163,-0.0867612514588768,0.185202363903062,-0.204796779862301,0.204759865349418,-0.0121251466006758,-0.0563903308657136,0.0699127150712584,-0.0616192741346344,-0.0723628512289664,0.0449224520539453,-0.208967179653443,0.119250796875411,-0.161159852226786,-0.226294394360776,-0.0663345438316901,-0.0834504056486492,-0.11153921432149,-0.128828861355852,0.0958010633854101,-0.190595632005514,-0.013915809209653,0.274641663039682,-0.0753393109764414,0.182258072466694,0.0752879019695613,0.0621198213636443,0.0314991091371109,-0.0648141191135777,-0.14471837522067,0.004147136166014,0.0,-0.103560516010039
progressive,0.271721717252104,-0.0432871834825333,0.370344621900472,0.213032840179856,-0.0694450666643854,0.113967771768874,0.0121987710519618,-0.25195669316079,0.0504315973480085,-0.12254455440394,0.0888415307711539,0.46478519189646,0.236102308307651,-0.0314649648108431,-0.0242838193225272,0.503012508117462,-0.12075426438545,-0.163526320616136,-0.155810733711554,0.0603329504136514,0.0896593336776015,-0.394062743098965,-0.189880074369216,0.356059088717078,0.278023513570235,-0.131403503008801,-0.177107100986794,-0.174436621311035,0.0229648248780027,0.0601107971700758,-0.0546070802665983,0.0826243123931712,0.073927087546775,-0.103966989372409,0.0428007479200324,-0.0003737159877794,0.125006496939734,0.0905884231598923,0.171226810021991,-0.30971335673323,0.0046120436417094,0.0495836440669508,0.145588305562271,-0.0238252341001659,0.0635589059409604,0.0075499377933608,-0.0333891948246149
progressive,0.0617611953202264,0.129377752233715,0.28368380415644,-0.101416613400784,0.153144928286314,-0.0060668145416959,0.0437370372085116,0.126381313353166,0.125608220504009,0.256438704296658,0.255532264125118,0.126644513958508,0.144287522399526,0.226620422349201,0.127577412320886,0.0727599850136034,0.145061436703023,-0.0347276010265374,0.245687782198429,0.182387840854487,0.0865139048514942,0.0969480977805755,0.212743274458741,0.0994724944236164,-0.098309590098092,0.0555606433135903,0.127564297808807,-0.0899422886128445,-0.199987177270939,0.0077291373289873,0.0298565352404684,0.142166744224046,-0.230192541600662,-0.0468298699951241,-0.0151351581654359,0.103289374403927,0.167781123024545,0.145618926713931,0.21793189088719,-0.0845244787249636,-0.0498859662351482,0.106291120885205,-0.0315797046641795,0.0490431887702786,0.0538820926259602,0.162154276048307,0.0529436887869552
progressive,0.197688134286807,-0.0813439388267838,0.100136024612824,0.100312895615029,0.111777372655139,0.351383113899176,0.0024907954142681,0.400332365624261,0.0865678588920769,0.463201812980332,0.103059731542601,-0.0895213545630038,-0.0438354371667587,-0.37525633381855,0.330216076775665,0.188299759804007,-0.0258613783648973,0.0745560543180869,-0.0631412252211858,0.360903631421966,0.399082339580455,0.364955374142038,0.351210190890399,0.1852715889796,0.037631361050477,0.170865271198515,0.364633017223616,0.088719716400193,-0.0009467349839146,-0.103606791425957,0.115105141151851,0.19727090472239,0.0691472302408012,0.031386754159073,0.140021679171133,0.138449934697856,0.0614883260102408,0.197671652230154,-0.112234226270159,0.226786704707855,0.102566583826215,0.274062096807119,0.217506498980744,0.171455527961541,0.402768143156248,0.350272939956096,0.104318114418027
stable,-0.283084101743163,-0.28954932146509,-0.189481263454481,-0.192929500983822,-0.424174509787213,-0.10636758455022,-0.0685844649240822,-0.0672354503195626,-0.200746879774381,-0.185949452717476,-0.25575899329209,-0.120666121983978,-0.135926686830208,-0.282020676725089,-0.1547637576148,-0.165447398580857,0.193904198879366,-0.244207324480363,-0.19333673686703,-0.312342833315435,-0.121673116931944,-0.13695520662056,-0.0791285533790069,-0.215368257147415,-0.12576072491369,-0.379711596462029,-0.0543238786085463,-0.337264063222095,-0.218778894477252,-0.187207472033162,-0.260340160595432,-0.172253190650288,-0.206439140919512,-0.391143904998795,-0.202613802661391,0.0289493684022708,-0.338157312881616,-0.366326150645191,-0.20460817979441,-0.279819950109861,-0.0358610468179161,-0.0599699468248583,-0.36038574069158,-0.350113155965248,-0.17676599868593,-0.265635183826476,-0.393900802977818
stable,-0.0940240714744338,-0.185746503098919,-0.0011280082946191,0.294902883570883,-0.176536484590079,-0.0658068601780965,0.183618694153393,-0.109995319400793,-0.353434916027695,-0.228638788296218,-0.100481448951448,-0.0878237270430832,0.276408318878882,-0.0773565571340579,-0.212928475099328,0.005611983772487,-0.218666134195025,-0.361782432549776,0.173504823234281,-0.300719239076785,-0.162126894505118,-0.0562315584006835,-0.218502533080962,-0.101572468455429,-0.0635286018663597,-0.313760555949564,-0.361022521426995,-0.249415567303422,-0.334418160154004,-0.265538132558979,-0.356744342438143,-0.015603060643209,-0.186694790014239,0.0258730755601806,-0.211731610490093,-0.231886735472725,0.126920672929811,-0.140772441443942,-0.0577427043250045,0.0027240859484346,0.15113528374876,-0.351802172661623,-0.0986840039824438,0.00178905744194,-0.294705025299473,-0.0780296435692844,-0.158841830801309
stable,-0.0791784217952144,-0.197268286710296,-0.0976550386533087,-0.0941249702276157,-0.207898375063609,-0.0841081963807804,0.0794402797865242,-0.187282932010207,-0.152759956250823,-0.0317005939085678,-0.195888637757505,-0.0263385776038154,0.175678116872718,-0.0240269273419801,-0.136056942725201,-0.206831589900935,0.129382645721586,-0.361218469032442,0.128017012776958,0.0497980180862333,-0.211936057124073,-0.187496438058808,-0.147320815581539,-0.203185752917527,-0.112751474880735,-0.215873560692085,-0.0492427985646745,-0.175531785489994,-0.258513198815621,-0.0763739095592691,-0.218423440704313,0.0750038999972029,-0.185501053661711,-0.256789701237872,-0.072660231642398,-0.190980936639818,0.0403218635206623,-0.219690135114237,-0.0008753469373116,-0.45854475857221,0.0491937894471696,-0.144060496589408,-0.209677287959313,-0.258281380215961,-0.141532509587787,-0.166094216094137,-0.152655426079128
stable,0.100671098836736,-0.0607358617986859,0.0736603044248652,-0.224377688419982,0.16565476721341,0.349716206788188,0.263461041219704,-0.0495530595328345,-0.0251003836683322,0.0278060944945569,0.0513271518852201,-0.0417585522725495,0.353502621761068,-0.136960909137681,0.0573187895568937,0.0727192211287335,0.382136098774743,-0.380940602104141,0.0511875508209672,0.0062897328409155,0.064361615318007,0.0441659689676011,0.0667637831496192,0.0039388217033279,0.0261397319347473,0.0504286074380291,-0.0139283935455536,-0.413737639594194,-0.280906793363733,-0.353220704811725,0.203718926753601,0.0287189611743897,0.144379803058468,-0.0357563182721016,-0.0690639606348815,-0.504931533670161,-0.0946523619797427,-0.0329753557165775,0.171002858531886,0.0202795989516585,0.152945906011652,-0.138127172601735,0.0617640727801811,-0.0398604925039493,0.0366815509348957,-0.0081168859594407,0.0179804267345676
stable,-0.0940119377820224,-0.0996021994094225,-0.0071400997195241,-0.0619667460653384,0.0030210051778886,0.108164014224862,0.316712991921081,-0.0166175240507592,0.0101134403545803,-0.115082205074549,-0.0419221396545834,0.135383900549307,0.379108974539941,-0.301378689739655,0.0140320080139773,-0.051376769515288,0.404679701119146,-0.468489501376845,0.654938641199881,-0.0232886641932523,-0.0167393467451947,0.0172787508430019,-0.0570958607408821,0.0426078828978914,-0.0630356384478888,-0.0336076066803948,0.130233638070762,-0.481588130292953,-0.350776782863268,-0.170908226221603,-0.0624074501477032,-0.13447463355838,-0.141936659251249,0.0487552692241377,-0.158939380243717,-0.113255816827106,0.112687057319734,-0.0239688446831538,0.249108381694211,-0.0153253883609959,0.27968639043623,0.0684742755725438,0.223384610590853,0.0171507050614589,-0.0595202426950098,0.0373156905276802,-0.0106338226095498
stable,-0.114113185256887,-0.0830028740697995,-0.0430907355875651,0.0623486696268049,0.0485162097233148,0.23964289617493,0.251790449342227,0.188431868085633,-0.0398582590086307,0.147880814061793,-0.0731835611244337,-0.0286815903415095,0.181556370021966,-0.0422345703475787,-0.0906466635380498,-0.185270321229449,0.236957509498964,-0.491387037348359,0.309111757658448,-0.113638256952894,-0.164293127526262,0.198108341550681,0.0079249926916848,-0.040511309342088,0.202922716944687,-0.123009427084067,0.128901216118668,-0.585362864049938,-0.328780916581696,-0.491294106546597,-0.0238887329419967,-0.27285759286175,0.103797161454217,0.0820241442967066,-0.0274110298375542,-0.253607968622377,-0.133428957172391,-0.12398893833344,0.0666783977013104,0.122202023390488,0.145229032243427,-0.0620151244259432,0.037727140453552,-0.152842640544382,-0.253984288197044,-0.128436518790084,-8.7053459024786e-05
