group,CD47,CD30,CD8,CD117,CD7,CD49f,Podoplanin,CD146,CD5,CD62L,KLRG1,CD27,CD141,CD272,CD96,CD178,CD11a,CD370,CD357,CD2,CD226,CD29,CD38,CD127,B7-H4,CD26,CD144,CD158,CD49d,CD73,LOX-1,CD158f,CD337,CD336,CD101,CD258
progressive,0.163674033109785,0.106064932924125,0.102900168805642,0.0799813540088579,0.533825839369392,0.241515739682261,0.0532494284495815,0.224778576992024,0.367648459174479,-0.0067804212726016,0.338219508430081,-0.0540393118724471,0.289532430920032,0.42382570453468,0.076126047716628,0.187155573975862,0.308109601308165,0.375995492058083,-0.0304649528193955,0.219478074854704,0.0720772006826788,0.0999929329331879,0.0287823482581912,0.137013298987471,0.0899584664204772,0.256621493465175,0.153714060431538,-0.0922961142898662,0.334160602697351,0.339658715073676,0.161347319373945,0.341204360726395,0.149664383251358,0.151447912753495,0.288226090852363,0.287400314968517
progressive,-0.0116051341352365,-0.0253582388937756,0.318813852785042,-0.0331047506798698,0.0513169455310893,-0.317714003115403,0.0132896391993752,0.12999687503706,-0.141503084455057,0.124547281769827,0.0391322424919232,0.013321772726349,-0.149321271159598,0.0937355323604093,0.132274214201918,0.0257383357024739,0.085318447990434,-0.0218352740018068,-0.172298683857047,0.0949418617757889,0.0015530283000782,0.0149812858242529,-0.275306920313068,-0.0691896028608239,0.103294865410697,0.187560946504352,0.0641086631559696,-0.0569181769941279,0.0494113845436851,0.026737795491479,-0.104053307482374,0.166074174796488,-0.418010804913153,-0.0768746968965353,0.243992769171893,-0.166388998967967
progressive,-0.0193814919913428,-0.0232931360415338,0.104394121952684,-0.009383537938951,0.292711611199068,0.0233542067137552,0.0647408210682828,0.101406961166839,0.0637210307048849,0.0927547098897466,-0.0200514812135095,0.0684989702233122,-0.0946453802030303,-0.0557157036337495,-0.0083076708172822,0.0756255819827078,-0.0128999373742695,0.0472337652860414,-0.18438568709464,0.0601819391639103,-0.0343902302020924,-0.0635326131148224,-0.275393341372733,0.0511540287929432,0.0978209308670782,0.0502082949429389,-0.105093127003868,-0.022833806188618,0.0014131487275834,-0.0686760220719614,-0.0708953346023493,-0.0340626718075785,-0.0982533173480373,0.0677437702107899,0.109539225711526,0.0094875166779909
progressive,-0.365017350133846,-0.0475004489666678,-0.054656972313486,-0.134232818549812,-0.394375940592459,-0.242276743045678,-0.0838782673122744,-0.0904689978495412,-0.126162287858859,-0.0100190235064008,0.200900196778597,-0.292422572635509,-0.0606063547063004,-0.0066555978860301,0.0262449757429979,0.110287134479511,0.454242061601639,0.165673227368932,0.0962028979772359,-0.0192999593411126,-0.0165769904174314,0.006571585995715,0.405786092618016,0.100123116264099,-0.0652757651436932,-0.217274416670621,-0.0498147797577458,-0.0873047015028035,0.16090150463249,-0.29150502771661,0.185076480417924,0.0117747002560485,0.0054542214436938,-0.0577431418643208,-0.0398945395256733,-0.0071183472602533
stable,-0.0843952301488189,-0.328419943406264,-0.316943417391511,-0.0910978833843521,-0.286914749015168,-0.102279523772094,-0.421909820137743,-0.297644179318233,-0.113557013539946,0.156775437722878,-0.247023561886088,-0.323323423188928,-0.401254442640103,-0.287887361086169,-0.301252687502917,-0.3536229156601,-0.413081025405027,-0.188542485944315,-0.304037319496322,-0.322469902620964,-0.394088300549542,-0.241487576448505,-0.104827550265033,-0.23665928646071,-0.347966013316294,-0.127131795591228,-0.308517652273372,-0.256155747081772,-0.263800789598307,-0.146266456778678,-0.302999203447688,-0.285062342685593,-0.218791179577877,-0.217457258591809,-0.219301845544947,-0.442626295677005
stable,0.228240476892313,0.425260645762277,0.178509976198767,0.222291612751832,0.369015475951398,0.293311512308634,0.321345922705702,0.479168149819294,0.261323671192311,0.329052331819733,0.124075944175022,0.19576434577023,0.173373111086546,0.28662214207843,0.451744412771863,0.401223078765076,0.0254554081368311,0.413327652509093,0.404043209170124,0.125077079673612,0.37224349470979,0.15791716939584,0.220180958500489,0.173994551138475,0.40152565374347,0.103252171686293,0.418371265639087,0.443447259729677,-0.06908375105168,0.457638941680608,0.413275546922829,0.437854824192284,0.232676636107528,0.448059320236716,0.135217640210381,0.253428833726418
stable,0.118461051779577,0.053371244050743,0.0612751389068112,0.252167149909125,-0.0247839237448702,0.0442806181705698,-0.086141676136169,-0.0650320659073937,0.0740117670749505,0.163824806103272,-0.200573542438036,0.0403468942587259,-0.130983118412738,-0.0098178847675232,-0.115297077642169,-0.104214245778218,-0.0076247591580462,-0.0517699093789477,0.123822579967936,-0.0259445619143543,-0.0694830401915431,0.0888875035324489,-0.161083180349333,0.127771416000487,-0.138261740131116,0.0071705881237806,0.0093095360236945,-0.100840051706548,-0.122240271986201,-0.0675453344328726,-0.273543916771496,-0.0706870603734129,-0.118776826829798,-0.0682977006118302,-0.0839115891818292,-0.0926482962576712
stable,0.0536599059695303,0.200249645815699,0.160943583460302,0.16841612280488,0.270727874478663,0.235453500799614,0.273705260392999,0.185775147301948,0.254329881961841,0.413170254497933,-0.0666807805867311,0.123638605726653,0.110841328763078,0.0588337688622791,0.262861067946149,0.241631046883613,-0.14300203561374,0.0791333284499547,0.170477338675019,-0.0476956869604855,0.236834706911255,0.209142638344908,0.0093946417380663,0.266789922128287,0.195368969052096,0.29667451561663,0.149561812831306,0.142125991474913,0.0766793176012209,0.261469640005624,0.0809127570706945,0.286624699772624,0.313799365252933,0.210177962892449,0.125332718201197,0.205965050197224
stable,0.427042600710293,0.0646080386330822,0.0731497044847732,0.414126890289038,0.299479143487889,0.0905595043758713,0.262219170599359,-0.0062291269822103,0.140093966167272,0.521939588908596,-0.205070819934263,0.451905926625586,0.0433911107739589,0.0882700761037066,0.150476255802878,0.112317050963712,-0.280603106780305,0.0272521276349392,0.0529060588203576,-0.168212631682649,0.310127085135218,0.0266940710540719,0.115296802996756,0.165117087792738,0.275467440907572,0.224101971148645,0.18262018003476,-0.0457580028669968,-0.369155765974926,0.382297864430065,0.0610398399191494,0.168262595376425,0.298040058457232,0.186553431487205,0.217518179597426,0.130437512142629
stable,-0.0643012408364237,0.0926290098184375,0.0449183320537624,0.209107940942136,0.142584588747872,0.0999611540738709,-0.0460782702785248,0.236053667090513,0.17056393993477,0.160910274891368,-0.402134203836389,0.232247836777738,-0.0047916329646974,0.0553472569502058,0.129676927305675,0.16980559590173,-0.499564655809958,0.0328112993635341,0.0971505343045409,-0.25224008101118,0.180663516275043,-0.053150320725373,-0.045093987116165,-0.122590262391485,0.022617985649051,-0.0007290443658573,0.070068592632434,-0.0259014332384934,-0.244265724650607,0.0898328511439163,0.144732267384024,-0.0035679445896292,0.038638368928249,-0.0138979332165669,-0.148115149528909,0.0833391781063952
