group,CD252,CD294,Podoplanin,TCR,CD32,CD1d,CD58,CX3CR1,IgA,CD79b,CD122,CD226,CD29,B7-H4,CD204,CD144,TCR-Va24-Jz18,CD158f,CD337,CD307d,CD94,CD150,Ig-light-chain-2,CD85j,TCR-Vb13,CD82,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,0.0704778577378176,0.115316472721052,-0.0847084403791446,-0.144612074191962,0.104841671006633,0.0718809075896748,-0.0879444423270265,-0.0737927379347103,-0.289319960810778,0.0259582151591087,-0.127591357732779,-0.0056035995192072,-0.182098214483281,-0.146167430421473,0.161675419945609,-0.0952607757292516,0.0051677427311123,-0.195547817847213,-0.142026970261873,-0.0037822471805236,-0.0345418263180886,-0.073131122785784,-0.228404150725002,-0.0890546248916793,0.177573002229841,-0.0895241858731123,-0.0771320423992271,0.0813781234773189,0.0892796354395614,-0.0147480269166378,-0.151159310313001
progressive,-0.140503093957054,-0.0385154067420109,-0.215093103165219,0.0048889096952188,-0.197408680990255,-0.0576742329441361,-0.133448905328316,-0.30176848129154,-0.182159275988225,0.0555024222012101,-0.192038042063922,-0.0277786948768708,-0.149052089821766,-0.36707825892682,0.0506772489178353,-0.0831886224285796,-0.265520860063608,-0.167362025288389,0.0702009591029382,-0.230714324044215,-0.226537825730287,-0.217068792752166,-0.0493809779041204,-0.250520704166719,-0.130448368551649,-0.149641332174858,-0.0342974394804847,-0.370999364645725,-0.24745067434364,-0.229887875869403,-0.144842854809853
progressive,0.12132363728732,0.0762347169375282,0.149819622485428,0.0902290781374983,-0.0030630029435306,0.124077606388953,0.0337707308410767,0.11513283376203,0.0745433530368663,-0.0344146315452283,0.105100694290804,0.038718203732723,0.0533203126418953,0.059505186518762,0.133680271202905,0.0709697483871751,0.0546588351722726,0.216003697306809,0.169813592123392,0.0193397705931148,0.123788798103135,0.141937730979091,0.168253709801747,-0.0039783378553021,0.181887481708092,0.114533680925943,0.144719653898885,0.168100739982173,0.144490557009312,0.190722471348227,0.0746574360252993
progressive,-0.0028606287839169,-0.171636785084108,-0.238377556414168,-0.171000461501983,-0.265364455792713,-0.142973757620417,-0.230451294415125,-0.203044716693733,-0.226989691287818,-0.219070051721567,-0.067991340272312,-0.131424113570878,-0.202238753637363,-0.0802837665479219,0.0336307479175203,0.0343450263347949,-0.0246821018810095,-0.131724944275488,-0.0833303898715345,-0.0501908873148983,-0.0888128660139079,-0.0278656716329547,-0.33762450686014,-0.06404079307275,-0.0086700587802743,-0.0975138547090958,-0.314470577999176,-0.234297147402844,-0.170549476435624,-0.292048947945498,-0.23190635896602
stable,-0.285711544181654,-0.104779622833741,-0.219188503907756,-0.144192319367281,-0.242909001179993,-0.253059264391983,-0.277577918127327,-0.110583579611205,-0.108270477235367,-0.262512680741765,-0.10613702269412,-0.222889957015967,-0.190573141537465,-0.148899397875913,-0.194108142926775,-0.108921789145647,-0.246545579100168,-0.122941830561619,-0.15852715743223,-0.273006627914668,0.0325520041466046,-0.0095437387421394,-0.154455639354808,-0.179667844782138,-0.226635729822287,-0.115916253639301,-0.301992482251586,-0.142888146346086,-0.240274174489593,-0.205386962576081,-0.14939481931242
stable,-0.0151667146309942,-0.0947358609742984,0.0164714407643485,-0.151055649872453,-0.103763314374833,-0.0210558475597757,-0.186248873142664,-0.093384754886644,-0.0802885071982418,-0.0554830782690253,-0.105631254611837,0.0169098761650299,-0.26650783463403,0.0648845471009668,-0.152118866803703,0.0680916708027117,0.100431025089847,0.0899963832186058,-0.10839854992082,-0.108769647766725,-0.0760745610837035,-0.0194289558097111,-0.0589685457445074,-0.0880354030917082,-0.0781651122945759,-0.164147121951721,-0.133221401434013,-0.0393360827927381,-0.100443497372735,0.0121723794845314,-0.0746185097917157
stable,-0.295298168859275,-0.155595943408563,-0.184600920875103,-0.0775431308870179,-0.168551254057951,-0.0837788709127232,-0.137721480692617,-0.0544131411817678,-0.20342211954235,-0.0655526936522,-0.131432696773243,-0.2121094483171,-0.174039783104034,-0.0409178363586406,-0.0447664881620996,-0.109715979189399,-0.0763187123549582,-0.0817262697891637,0.0239181043104267,-0.139541253469935,-0.028368767853355,-0.150802318956317,-0.0333859972279055,-0.0967755701717811,-0.0866280176151112,-0.223408337041979,-0.0531980958475599,-0.207635507193637,-0.191354406342492,-0.211801918137509,-0.206388364097031
stable,-0.213117882717235,-0.0546372036323678,-0.0568827161017831,0.0964951424143702,-0.0234001042076934,-0.0790193207681363,-0.0606183349891187,-0.00596774091107,-0.031253009622705,-0.153253371192122,-0.107122265805111,-0.144567277624697,-0.336460489609976,-0.0424035925508178,-0.0042026689613995,-0.115661721060446,-0.126875873027171,-0.0632929542023915,-0.0900864484133628,-0.0716588588979409,-0.0563943754767081,-0.149788563403671,-0.121603163886649,-0.0357027394140411,0.0115146303899834,-0.236404970888459,-0.070600848976126,0.0002588980878907,-0.0353292792263604,-0.126445108658292,-0.140915161552784
stable,-0.0855750951895203,-0.147608458230375,-0.160239437308791,-0.0559532973636305,0.0196842809860699,-0.0562441029691383,0.0113706344468995,-0.157699953428838,-0.111593044234113,0.0471377776908522,-0.173330429295633,-0.0096122736463853,-0.0980733409979405,0.0049150022922463,-0.202774853230611,-0.122129521574875,-0.150982533123631,-0.0718270922476809,0.0219620177486474,-0.143590515813444,-0.117349119762385,0.0924951948223376,0.0400273813873025,-0.0379305206496277,-0.0075309567462073,0.220463662318244,-0.161714658504456,-0.0194246491717423,-0.0014841467823509,-0.0518199790704178,-0.0739311081189864
stable,-0.119244379287907,-0.148471378576889,-0.151573829200032,-0.111441355144842,-0.0007393810220616,-0.0713487226464208,-0.0669968287736489,-0.0286548641840902,-0.063186084095814,-0.141332935486089,-0.144233572442755,-0.118465033335473,0.170944682866459,-0.0978806571767881,-0.0901493789532001,-0.23147297392197,-0.125481224272187,-0.179403201688275,0.119221994215543,-0.234785417831206,-0.0825774019471669,-0.164704776897472,-0.216480976263085,-0.128179683605998,-0.147825899362714,-0.126833876060022,-0.0670112130266865,-0.0234813178288085,-0.111500551718346,0.0205317853808349,-0.100742615456434
stable,-0.008219745237577,-0.0725531561995256,-0.197226919969738,-0.241393366482873,-0.220032901840093,-0.0622958950450447,-0.188814239138656,-0.201036069157311,-0.169297758689036,-0.194930580592226,-0.0692286983330097,-0.177698316044937,-0.206044629986173,-0.231045252407428,-0.0054809517983944,-0.255441732738769,-0.040775138958556,-0.168292310371433,-0.127604229284708,-0.076627121125416,-0.0771953123799705,-0.139465614437057,-0.232380963590684,-0.147201717452051,-0.0604852489446804,-0.152732080304909,-0.183482612544872,-0.134359244074129,-0.180190269712458,-0.137952939837553,-0.127381599007717
stable,-0.561228630847943,-0.570722321233561,-0.671975757685714,-0.648395925836592,-0.556306999770532,-0.578989557894052,-0.646483640593033,-0.605717240317356,-0.620421332337875,-0.577560262554331,-0.573648678621322,-0.692622168360619,-0.610300091046571,-0.554258175965696,-0.565123024665662,-0.579625825703992,-0.564937756317264,-0.685156814184116,-0.612998086225862,-0.604862055412666,-0.561692920560013,-0.55897964252625,-0.601840734227782,-0.610289025450776,-0.569805842069604,-0.565338679171988,-0.612265033018656,-0.58020885274258,-0.620927531912854,-0.551574404009827,-0.582147546047744
stable,0.342228988310495,0.411594368896414,0.425908678536336,0.367387762214091,0.304894549299734,0.417480617131178,0.418116724645021,0.468987911595212,0.45249131851137,0.444788855179946,0.332252336523894,0.476291662939792,0.439491846406651,0.384885134620864,0.351162649610466,0.293377959080464,0.383867688475588,0.506595997821941,0.437233815717131,0.422878352139655,0.283327344589688,0.374205333108072,0.417624737726491,0.467573302585353,0.395033705020375,0.444757832305092,0.366675115820384,0.387391228776701,0.40759322052885,0.397101285563972,0.368737421522168
stable,0.122916643095161,-0.0192889970317267,0.0877260198875393,0.0214170490767652,-0.0271072795237415,-0.127216545971636,-0.0636063775304433,-0.0231743099143597,0.0455095702497599,0.0223997563687191,-0.0302286903165653,-0.15646351135055,-0.199298137548292,-0.0985753165829945,-0.0426594713362361,-0.0992046077354686,0.0439715029715869,-0.0091347900797514,-0.0494209160742263,-0.10363430040954,-0.15877920094147,-0.0727461521601974,0.0045984090623074,-0.108244810480702,-0.0117506642832115,-0.0227277147146417,0.0389252189394539,0.0651220055531136,-0.0132094423789574,-0.0858324861683128,-0.0230214631449132
