group,CD274,CD252,CD52,CD34,CD269,CD7,CD49f,CD194,CD31,Podoplanin,CD5,TCR,CD32,CD69,CD62L,KLRG1,CD27,CD107a,CD95,CD64,CD141,CD272,CD11a,CD66,CD244,CD54,CD41,CD18,CD28,CD127,CD71,CD26,CD73,LOX-1,CLEC12A,Ig-light-chain-2,Mac-2,GARP,TCR-Vb13,CD224,CD258
progressive,-0.106947536796383,-0.0004366958482894,-0.10903283420506,-0.416744469824206,0.091952374571763,0.204714245080446,0.102945089080584,0.0708928435888991,-0.0510273362672075,0.0516620471136861,0.0995754741287982,-0.043460543573648,-0.0393547646278059,-0.127794879410581,0.0414090013433886,-0.0196869007115543,0.222592838267325,0.107571608540243,0.0913157568406564,0.07751391439093,0.374390333945161,0.132507653205203,-0.0716746080949035,0.256423961937465,0.0943701966191486,0.0882590860760612,-0.158749461708514,-0.0090632484335931,0.190186810021398,0.158455437666056,-0.0197917544241791,0.0914070529243361,0.242515193557554,0.0759541096217112,0.113537163168485,-0.0186570127329055,-0.037585661457182,0.38396689077198,0.265575063685598,0.0825937624874674,0.150870102448882
progressive,-0.190376730250243,-0.0580863943990168,0.240283297959188,0.127644089457433,-0.0101558432980189,-0.0429009664639907,0.0350305329491777,0.0420863029411287,-0.0511656612944785,0.0025759653073678,0.193038701292014,-0.10720471439456,-0.0344900622261981,-0.118710887755918,-0.138919261702819,0.0173757740892011,0.131237463750113,0.0458276443252898,0.278643810470798,-0.156598979365317,0.0425249558943477,0.0146277076035317,-0.0883582282545673,-0.0794364456878328,-0.201770845384307,0.093106889545421,-0.0663938784639658,0.0771100654784846,-0.0302684940159127,0.0016751481885889,0.430908376675118,-0.11715518580452,0.0266473632632102,0.36664840522969,-0.106436092619765,-0.0430876108327595,-0.0955496072571081,0.133153788097636,0.0236672287367762,0.174575406436553,-0.0370535050555867
progressive,0.0201081755681641,0.118316363963955,0.163445074050033,0.290856009952034,0.154568464625872,0.428060461058607,0.42741012046017,0.426538762475922,0.10677479033697,0.199404782927717,0.183159829805147,0.184896902470294,0.143765526008424,-0.0391977795016054,0.475594008298577,-0.291695631915938,0.320498561617642,0.0904032036684713,0.368507683187023,0.0246774187792602,-0.0431377895483726,0.0996113288801707,-0.147758588432456,0.113426469407262,-0.341284240069305,-0.0567154801152475,-0.0162299886131689,0.151057784573643,0.366513741325155,0.282529503497503,0.0667890094870745,0.623700407581714,0.132090633642559,0.0528259716686087,0.091427173463897,0.0401581237195932,-0.0429336328453134,0.223262702129233,0.214697190645808,0.228491185982371,0.0509936097921843
progressive,0.527690204922317,0.343058191124419,0.0055741874279858,0.255266967588213,0.281605863944577,0.15969969438728,0.301391545673975,0.332401454100429,0.0514975708970262,0.430119952147826,0.291971453814177,0.325388417768292,0.371813553040899,0.0444657388573665,0.0943669037119119,-0.0924090309701155,0.406809375821965,0.229265655258059,0.196448099912145,0.0667847552900429,0.342273562254116,0.407546855336422,-0.391896526855997,0.430455568210492,-0.0658709071500618,0.0051549279546201,0.0918446903514062,-0.0779783878777702,0.302622568554821,0.150808608771695,0.271852980876495,0.368458170477721,0.134919556747215,0.136680253416695,0.403821808546726,0.230920718863165,0.119866797939038,0.265753784748863,0.370392136142304,0.379576970920261,0.365492804758693
stable,-0.0818875206804715,-0.118693300660891,0.040276209470698,0.0042126065923847,-0.140189624232159,0.224415191118486,-0.0655887034741629,-0.177149183400577,-0.0516836281901164,-0.11883021312519,0.341331923316457,-0.0887714422305585,-0.0152405220559299,-0.103422463728005,0.304253463302032,-0.236805637704452,0.210118387836378,-0.186727142951313,-0.224185098292343,-0.0623794568690292,-0.061789942694498,-0.0633099439561613,-0.378791980914234,-0.165985255814897,-0.150322072588026,-0.276906457786345,-0.129907888808646,-0.297162418321471,-0.0690516574381406,-0.0143786483437353,-0.149160730076804,-0.0414216272709768,0.0783083742375405,-0.0862987162766359,-0.242541267750222,-0.058831150522444,0.0564149102460622,-0.142936570816725,-0.0647400904250317,-0.174817093615157,-0.244067206815084
stable,0.370582910882466,0.0872454766095562,0.124685488895268,-0.0335458515186841,0.222672754031155,0.370181992049455,0.0790064297797893,-0.154340153013347,0.189266289639862,0.192596990875506,0.30728028003457,0.161682054969115,0.0900421687946795,0.0422402906505691,0.13783553523676,-0.0105813487819093,0.204998946450778,0.370036701592965,-0.0273464450799968,0.411787488179453,0.212881137338568,0.242715522100722,-0.235321357296872,0.102008551930982,-0.0649253274893584,0.0532522338710145,-0.0716045221648761,0.0437154534656873,-0.069810938890119,0.176965018673707,-0.113650373663275,0.130320490788844,0.395514850746023,0.188379848944024,0.218474176550345,0.156883916659611,0.398955864938299,0.102015237627633,0.199853851062503,0.1268823497198,0.232293718475759
stable,0.0729050576279637,0.374576130177462,0.372645028803247,-0.0754424861455112,0.102322153938868,0.292625330448169,0.159769745732939,-0.0238229493511956,0.317910610215275,0.229327200414736,0.134460199892308,0.207723842994535,0.0956942563102086,0.172640747385687,-0.23801243422459,0.174263114011662,0.378418398349698,0.204883539722519,0.0917896815676328,0.262605553543742,0.0660314008596832,0.333472350361596,0.137840855979582,0.133085719041708,0.188505317159618,0.12430155483574,0.145481883596452,0.0719872078842791,0.172585170972226,0.275356455358205,-0.0085620436635993,0.0466246969718311,0.351623428521005,0.304041423532404,0.0360570272545799,0.143982761731934,0.148850297760549,0.16190183804445,0.209142331223791,0.25221847709464,0.269790247552832
stable,-0.0778669092741078,0.10849999307109,-0.0938181772452818,0.0723014289045968,0.0351277819848799,0.0408776796081216,0.0428325621723859,-0.0379985056602114,0.28665030767185,0.128801947628905,0.0572710796056949,0.0537907607698776,0.151996987071456,0.158267092064082,-0.180022044683968,0.239528816620093,0.0552797196196555,0.154816990254024,-0.0531599178957498,-0.192123876164326,-0.0134279432919975,-0.0150426908257631,0.154783837882518,0.0403106350027117,0.313615049656661,0.0342470365173264,0.0962246216999441,0.140392083725281,0.0638046200851667,0.0658459933887525,0.0486541046904854,-0.169655387594252,-0.0372093684674949,0.0408638397096236,0.0199392564296479,0.0284320466622725,0.135722202541789,-0.153274291649776,0.108964072510617,0.0298600205782018,0.0938895835333216
stable,0.122113770515434,-0.221655352223563,0.0243333693773132,-0.144612640717739,-0.0144908715551181,0.216167902556383,-0.115895661179343,-0.36862936384983,-0.105454106923286,0.0122872624719433,0.210373193825064,-0.025546200988483,-0.099398028639941,-0.211841515074012,0.364905618577498,-0.519112178729077,0.526356530780504,-0.0931205049329541,-0.256366816919297,-0.0178272176391162,-0.0834189367608532,-0.0844331305421717,-0.552746603270369,-0.0721287428166575,-0.203319655257528,-0.218141977564467,-0.164920646636694,-0.411441499913383,0.080485673741309,0.0693989304551422,-0.173153455712142,0.161817250269549,0.257998562852166,-0.0104645616954542,-0.0166144545810249,-0.033852247177817,0.0425214784886018,-0.083539313569996,0.027213679048627,-0.120524495801508,-0.0075544132090668
stable,0.215660923033251,0.227262336525783,0.143298865880116,0.273276782096386,0.489265394611192,0.30727424746535,0.0624757212961693,0.0309859268694093,0.0259998060353155,0.197586925121727,0.21162603200851,0.354840738064934,0.122353061484106,0.409762150353271,0.369085488135692,-0.340936402279339,0.286176970962643,0.0910783426571796,-0.138034427259657,-0.21970081358097,0.0533300602454195,0.140817748052713,-0.519760545319032,0.156849017486693,-0.137916941167273,-0.314247639754122,0.123315597540925,-0.153177891599534,0.0321845666599705,0.0737495802933938,0.153496912540199,0.0650599192091072,0.2222020556321,0.164399565219243,0.0567578638364856,0.35578265879063,0.225589492397631,0.0603108872263748,0.198472035721737,0.119721673414668,0.237271457026973
