group,CD8,CD56,CD117,CD123,CD4,CD16,CD45RO,Podoplanin,CD5,TCR,CD195,CD69,CD62L,CD152,KLRG1,CD27,CD107a,HLA-DR,CD141,CD314,CD66b,CD57,CD272,CD21,CD11a,CD66,CD244,integrin,CD309,CD2,CD26,CD204,CD144,CD158,CD73,TCR-Va7-2,TCR-Vr9,CD209,CD158e1,CD158f,CD307e,CLEC12A,CD94,Ig-light-chain-2,CD23
progressive,0.0354661777595061,0.180513327020119,0.0338821709208493,-0.268706584016954,-0.140644365809142,0.159541440372502,-0.100442225359742,-0.128650041904612,0.310149165546378,0.177568050541227,0.121400916407638,-0.0259583348802742,-0.0554299439035184,-0.0518021299689879,0.125832307852799,-0.263957475173326,0.113047893612823,0.152340623915484,0.14957548096518,-0.0413742784008811,0.0206335420731536,-0.216317723627253,0.250566978325828,-0.0675852793217409,-0.018770778141398,-0.274051886857079,0.199875591245544,0.0761725344706793,-0.463607833354512,0.0135655489554031,0.024707222451381,0.0623870668098819,-0.0637321586609669,-0.0089286728725577,0.324687126360984,-0.076011461120298,0.114918373504901,0.0590200339714251,0.0201524816047771,0.104617721714544,0.0108577898007103,-0.115760538862717,-0.14921490056124,-0.0138485042965896,0.127890634710592
progressive,0.0383000218053261,-0.073944785999399,0.0732118563640325,0.378523153636787,-0.0873897931592982,0.016295852077399,0.089527512391812,0.0945496357136168,0.216842410547764,0.159987374157911,0.0566490153408268,0.311882871731489,-0.0094529105126278,0.193022611138277,0.0050863095049607,-0.214798583216064,0.088222616188314,0.244752494459853,0.113813235441273,0.399522767562943,0.0794384628706888,-0.0333513927078453,0.126389303879404,-0.0534260540965027,0.111273494861111,0.114987801403035,0.250156784399171,-0.0202405752992168,0.158434760985074,0.256640179817232,0.433491974195218,0.0497349642197698,0.040977881760867,0.39001955925413,-0.219659882464946,-0.104070830329712,0.165410275217154,0.429196993432858,-0.0376269441106364,0.392062666795727,0.252681935927517,0.0306206186236667,0.100392768604844,0.275473848877106,0.253278545266267
progressive,-0.118871302956636,-0.0661089780246977,-0.0826386206391883,0.0671313735275769,0.174156316522482,-0.173880970335209,-0.181708972654057,-0.262370444753912,-0.0492207782060623,-0.0649077236334954,-0.273215366416194,-0.209732497062135,0.183796171087896,-0.200173400992801,-0.331679353850489,0.174824929766613,-0.277424502079069,-0.242471393808368,-0.235575128290149,-0.246385994731753,-0.218149926965538,-0.403924699903734,-0.283662731715667,-0.123806602614593,-0.266787663458628,-0.0983775522965247,-0.483503212544406,0.084690341330242,-0.290408675545362,-0.041572704944275,0.161163019846429,-0.370908475165218,-0.285727761226799,-0.0250995696402532,-0.0888252756216267,0.0736909989196646,-0.208155027960389,-0.0984955118235305,-0.223198247048281,-0.179351270417809,-0.355513065460038,-0.116844109784066,-0.349563146584896,-0.373148426605161,-0.2569931374992
progressive,0.0212554892330223,-0.397982859142763,0.209414875703866,0.0261964568266104,-0.203667285374523,0.166711872651503,0.271416775342389,0.174330972458672,0.135983736713355,0.0875406797636337,-0.104862341697368,0.0523061381757597,0.0829734293273768,-0.0143148553306352,-0.137258310373288,0.243461829356588,0.1535545033404,-0.105502484911805,0.217426674091713,-0.084852914160095,0.179301651378327,-0.333091015808307,0.102836221684694,-0.364786918519292,-0.362888534995177,0.365914396771611,-0.117795679729381,0.364569586255599,-0.118650877064524,-0.0850788469831067,0.118011255074612,-0.257545501042585,-0.0441630665634124,-0.0466468238962572,0.182300066132084,-0.42557399383927,-0.150964411506643,-0.130798075643388,-0.16976843846258,-0.0299424126143075,-0.114790537851395,0.260750414660001,-0.13106680797083,0.125805752074944,0.0196738066853619
stable,-0.171428777331376,0.0180365017589576,-0.0632799463141835,0.117793356162836,0.397925800690802,0.053612638157519,0.153724058781767,0.249512286384037,0.376242931166373,0.207187080695355,0.0472903070518563,0.0539387575198456,0.125197096310818,0.0258107190004686,-0.056950256388272,0.496509126064612,0.0501759842392164,0.146369831250826,0.36967236633804,-0.0048773093334192,-0.0354124767358976,0.0360311735182662,0.0431535708378627,0.146479314176555,-0.0333826200486819,0.137832338651851,0.0817303788377925,0.171819121975962,0.0039301927092627,0.109484460884178,0.146803219851167,0.0705601687086694,0.134649153633068,0.090016577180193,0.0384813738296637,0.182530039052778,-0.0460106124892777,0.141683892056314,0.0655483753191249,0.115848605905235,0.303467984183973,0.024495652371752,0.0331713315642691,0.0118188870799736,0.0489242708567339
stable,0.016522187104787,-0.133111485805472,-0.113638326259668,-0.276618044272262,-0.0021219016515346,0.0971279851572235,-0.398417120886726,-0.0510331649248681,0.32602558978182,-0.174424687704834,-0.206875135303023,-0.124114456673601,0.0499387701605417,-0.109161332482358,-0.409579767143861,0.14704148994077,-0.0141138304360384,-0.39119899559039,0.0337014380315599,-0.0240339078677152,0.099770429078378,0.0019146654040014,0.0525786895533988,-0.265681952821024,-0.471512309281648,-0.0287245122169391,-0.38754730999136,-0.0027803602719422,0.050201663216634,-0.177239727010777,0.10489544232321,-0.100348703666895,-0.0207752660542627,0.213751321175707,0.190872838732563,-0.0550980756092147,-0.178675684479065,-0.215348381954915,-0.0979613804413943,0.0452699471701039,0.170939534581905,-0.0859703118215474,-0.107970198568686,0.0462161455144835,-0.0723125553199398
stable,-0.008203428189926,0.270475341904885,-0.206221014677213,0.0210357922222572,-0.156882627859869,0.0822218851618731,0.0180865352676715,0.0256062693102586,0.141129064839987,0.0768026468142642,-0.332222470855391,0.0571854148548314,0.147219812256564,-0.055696757138691,-0.014092452650693,0.181723895681795,-0.0400388288484719,-0.0956774828906481,0.122327195834807,-0.0592486714389066,-0.0145872753174158,-0.155010584686951,-0.0778942992484318,-0.0206779164018885,-0.116156960774943,-0.0123208940194167,0.0279014263256579,0.115697056197523,0.155901720626558,-0.0584260165802125,0.127297214971633,0.122014264973475,-0.0207260384325478,0.0098309182345274,0.135286333739136,-0.0734023658720236,-0.000305613080035,-0.0769098402244175,0.121005451679134,-0.0295778572116906,0.0579491901724713,0.0034067486068197,-0.0877375701824788,0.126358859567771,-0.0351325605487925
stable,0.237406976478785,0.153139443020835,0.026835314950243,-0.0694598271730022,-0.211293503736317,-0.0370703646825952,0.0116899924907928,-0.0292444820595853,-0.0919824846216317,-0.0220093422722905,0.0082729022270111,0.0783003458448713,-0.0502063009769339,0.0643306307462901,0.208361737657635,0.0093064643916497,0.0758296688898703,0.0968930716816005,0.0895250260892367,0.0608309282979168,0.043621536390759,-0.126285614806134,-0.142321755302208,0.0053299289938215,0.191773541161608,-0.153362356395742,0.336978809038468,0.0861503599150736,-0.103733708235624,0.118845363257924,-0.0601323900031807,0.023647898544773,-0.0016615538352491,0.156353257907386,0.0046505447730494,0.125238783602855,0.0214200277636058,-0.0193962463847532,-0.0176733212655549,0.0230418874580396,0.189439387026695,0.0115094148824447,0.103177378961461,-0.0618406483615193,-0.0405741574210028
stable,0.0615922940639637,-0.105647432483493,-0.0717878602575083,-0.352522728003322,-0.1908664069066,-0.197442490479508,-0.0780665512316051,-0.331195508799853,0.10867531431997,-0.222844038972446,-0.006484603690693,-0.17523608664104,-0.311390936639278,-0.0281332207692946,-0.148192258157593,-0.123175596684202,-0.167361464833782,0.013322800401175,-0.184912239654382,-0.0414126864554796,-0.126930800111664,0.0287022642649649,-0.199846420214299,0.339275097461439,0.143213795646114,-0.153740793575377,0.0079781579935195,-0.0313692163977893,-0.0432547548074536,0.0640740194213392,-0.262173328858697,-0.279389807872825,-0.183004600976557,0.0910326280484081,-0.144447257110214,-0.142210125446088,-0.0258340017996654,-0.0108073603891063,-0.296194631347567,-0.233762243038325,0.0981343078913193,-0.116067175664625,-0.379848298193852,-0.0735113403320375,-0.149158350166938
stable,0.246328230230481,0.403337290589974,0.393655807279403,-0.0688551877385048,0.130964793077082,0.362550530530766,0.389696084931678,0.37640363547653,0.0258133582522544,0.355752590181841,0.371124418035663,0.355101225041949,0.0370234743331101,0.483060753500057,0.34586469515698,0.0931376093866228,0.372879893643701,0.104742116845368,0.437949328233979,0.234028354973184,0.399122049921456,-0.0898483109165785,0.389578298427885,0.123846483198451,0.20210340950583,0.289421426940991,0.115373604233853,0.189977774811801,0.143570526307371,0.112151244734274,0.346201298014665,0.283857349054185,0.376854423418024,0.357945391422056,0.421250471124192,-0.0403871011404582,0.46565728937123,0.158001190670798,0.373083632255663,0.333664335416363,0.125335525393503,0.38510632010406,0.274047762001942,0.396578048217371,0.354999185208317
