group,CD274,CD137L,CD30,CD40,CD269,CD123,CD7,CD4,CD16,CD45RO,CD279,TIGIT,CD31,Podoplanin,CD146,CD5,TCR,CD32,KLRG1,CD27,CD107a,CD141,CD1d,CD66b,CD35,CD272,CD58,CX3CR1,CD24,CD11a,CD66,CD244,CD370,CD62P,CD41,CD254,CD163,CD124,CD29,CD49b,CD28,TSLPR,CD71,CD26,CD204,CD144,CD1a,CD36,CD158,CD73,TCR-Vd2,CD336,CD307d,CLEC12A,CD150,Mac-2,CD23,Ig-light-chain-1,GARP,CD88,NLRP2,Podocalyxin,CD224,CD258,DR3
progressive,-0.217944257523789,-0.362215582436051,-0.431475525768017,0.199004672573721,-0.214861404658495,-0.0452000634367266,0.151923571161018,-0.330488365107543,0.116108975176727,-0.262895538199845,-0.449743108113941,-0.401729173355681,-0.085421868234927,-0.308000081628429,-0.345649845670979,-0.187246232812382,-0.402466748370348,-0.21175464541473,-0.16209765126882,-0.276877783375557,-0.094737319295253,-0.0267072916885763,-0.415889299561377,-0.0975689012886081,0.0307369728289509,-0.146083263486014,-0.282080957305359,-0.186887084013266,0.0279986505263718,0.0570804481077296,-0.322021357997555,-0.214528444396692,0.143413396996787,-0.112414040591616,0.138534812201959,-0.334130305821775,-0.46387882764101,-0.373687173164144,-0.0537831668601927,-0.144843951863751,-0.196286730617731,-0.469678070165673,0.270992708661571,-0.0717041309107593,-0.532594889887998,-0.445281454971271,-0.408456898695497,0.0194952118716749,-0.113386684194961,-0.154133732976565,-0.190842993650273,-0.0883224282623464,-0.406266346830259,-0.133765048560572,-0.484680493400311,-0.240916340319617,-0.490361417580182,-0.179587238315361,-0.149160191863122,-0.195311242902228,0.034359652134868,-0.406795818035685,-0.221894049350979,-0.199963137383126,-0.330352086925783
progressive,0.146480192448393,-0.088090551199329,-0.11141720991307,0.172644598545023,-0.286159283188526,-0.0049941342197567,-0.223214051075801,0.105349451229464,0.107693054752075,-0.0651192287206611,-0.0623437104913006,-0.396082961491487,-0.193995380035308,-0.0241496747565739,-0.184661768806945,-0.135728046618379,-0.10720471439456,-0.0918855144172438,0.0359863747634215,-0.141678853184279,0.0605265238431965,-0.356078453587593,-0.0790415823504114,0.0321439140997375,0.136065053291802,-0.0851953151939029,-0.172024894862423,-0.176687802219006,0.195170848496078,0.111448866799426,0.127045119052081,0.100826234999169,-0.0779061010681748,-0.0874375918444207,-0.23194511616475,-0.392613906986532,-0.100733125560977,-0.432675918054046,0.0356390744803516,-0.198407607852904,-0.213666967600518,-0.185974671337634,-0.184096694424269,-0.243707687879292,0.0929917211403392,-0.0627583891151387,0.0059774195906324,0.0751927725199544,-0.431725279804025,-0.135708630555399,-0.0851709057411817,0.146399996384224,0.091146399622406,0.199328450079061,0.0041642486585797,-0.0998552377075827,-0.143281775112799,-0.191776459358184,-0.167655531733273,0.0114617938776662,0.0141936362729058,0.0311361775664182,0.0719442760172109,0.0639641993918435,0.0546454888428399
progressive,0.0502247275856656,-0.0349649933534445,0.144214519897172,0.0269883464904626,-0.0755807155219161,-0.118388942527354,-0.216911869656556,-0.449593089913252,0.158926491817277,0.130409899464074,0.0093051479303742,0.103334988281149,0.0319395727212296,0.0497044587784502,0.0191093033821928,-0.254493254737717,-0.0515342724220987,-0.0573716672834201,0.229876591000549,-0.331177460419355,0.0795630546771351,0.295374706676484,-0.0245889435321792,0.159603968359986,0.0109977658493707,0.148864049191566,0.0580549260156194,-0.0495790974074053,-0.0536580743374711,0.199348810649347,-0.0266682374078563,0.295491257845225,0.166463268760228,0.0461545891684188,0.0602643210868302,0.108379586060271,-0.0856454846651293,0.0179136504446175,-0.120960719974013,-0.0004164322455385,-0.319361633434349,0.122801319071984,-0.0023687969479226,-0.3571895832368,0.0365021646308855,0.142159246937638,0.0552550490394263,0.0646970575524515,0.035792211415249,-0.220097467630641,0.0623519090543188,0.0534137250864437,0.168256482039283,0.0941442554573993,0.0785964607813374,0.11472429760305,0.100357234350788,0.170579844716921,-0.0243124228685209,0.0996230807852274,0.11146480258864,-0.0624620388695328,-0.135347431659884,0.193602695495568,0.0138480931637621
progressive,-0.451821522012041,-0.443959321117968,-0.327140773241833,-0.409266050629709,-0.444880813587077,-0.410411156950229,-0.024258181425916,-0.296777544333377,-0.40621801328339,-0.601692373982224,-0.192103763395476,-0.201817404724111,-0.462208831748309,-0.520139177876589,-0.197619703349463,-0.320208119270853,-0.392524607405501,-0.43258486602214,-0.156340034406226,-0.378267075851216,-0.438618735477154,-0.434522968297079,-0.178843754474098,-0.462149284601344,-0.534993063292247,-0.632281799172863,-0.407640968764077,-0.427578513151388,-0.563099111305307,-0.053578193922036,-0.503435624579372,-0.198013263174149,-0.403999887265356,-0.432526206546278,-0.329076797468979,-0.450855663321385,-0.0422191361198722,-0.411256696098091,-0.429066793335615,-0.319390394808882,-0.437157721457605,-0.008472898807872,-0.547939614845472,-0.109727213770113,-0.221121260579597,-0.25407349122987,-0.281929075607846,-0.408457097448982,-0.24495162309159,-0.0652895394910825,-0.42224569761004,-0.422339494037095,-0.24820623236993,-0.449549752162125,-0.242622897110278,-0.425308106973066,-0.212659277078625,-0.406996898868908,-0.498999572099699,-0.442960049349781,-0.423427272563651,-0.24791435964721,-0.443020344008817,-0.436567876133912,-0.444813143370717
stable,0.139985722135766,0.0703851975899697,0.209049905982842,0.192677878356428,0.135720413889499,0.247681811788377,0.375106350946056,0.0420699348640459,0.215642331216411,0.0938747546812344,0.0886223609845689,0.108137363739735,0.149637148099422,0.155224154654053,0.192339949716935,0.1437714126787,0.251425164623569,0.220706054518469,0.0051964559065469,0.335304750500454,0.189963273355451,0.127183721175055,0.0974022933078574,0.106852811371223,0.138185039641397,0.033627254950656,0.16608008578152,0.0862204869465173,0.158085056064099,-0.127329034330421,0.104868411466638,0.0608833238839369,-0.0217073469110623,0.0007925044121814,-0.204307561176858,0.225807716129021,0.179254078421084,0.152318551441288,-0.154085314795345,-0.0276813113651544,0.152456782027108,0.220407607713425,0.0592526223432657,0.0466074395629605,0.0363658485289008,0.127096041741547,0.110535158897022,0.109405820913436,0.0601693533492538,0.293840121807202,0.080807294912618,-0.0584507695163059,0.208155245154637,0.0127819039138559,0.0512845604827249,0.176071710340644,0.105501689968321,0.185362405282878,0.11240717418196,0.182304542191131,0.106771793665379,0.160558637401901,0.194581695603789,0.147646477192997,0.0575074034400853
stable,-0.071263733986889,-0.0490136004473494,-0.192993050349006,-0.0785112804133829,-0.254768500636665,0.152935091656729,-0.471261178216052,-0.0884902941491635,-0.257267396720235,0.164930893658581,0.0277249778899335,0.121447420718455,-0.101112784200755,-0.103809698837853,-0.400067667194842,-0.320041597311114,0.0009506049287748,-0.0971876490926498,0.210414765445826,-0.249070044474738,-0.168196436242186,-0.155244942662265,-0.0989715593273078,-0.225550650261736,0.0055272192038391,-0.225007201549837,-0.0829684949780817,-0.0248822338538386,-0.0180339181341988,0.299140572639033,-0.179962037390943,0.204521154771939,-0.14462764185018,-0.0418347842727796,-0.0307686529470597,-0.0290377005055781,-0.0794474491900489,-0.0303216305114021,0.126611854242841,0.0571275854718554,-0.0426609713276496,-0.0775238604872164,-0.0699932663977246,-0.117767728979061,-0.0630146698295338,-0.193706133875623,-0.127770151766075,-0.0402033852602012,-0.22091179769796,-0.234715561088121,-0.0204878245340961,-0.160894545149167,-0.0714810853793837,0.0223269923373834,0.0261848821006025,-0.211007228706177,0.0012208020541548,-0.195322428938746,-0.134603596793838,0.0047789384057424,-0.112440749658272,0.0185084095801219,-0.0943359410051185,-0.125406214391906,-0.149974100166621
stable,-0.24009155687269,-0.000366732416974,-0.233120669247847,-0.248734734761413,-0.203896603918484,-0.1029667650557,0.0500144453147753,-0.0207677754761768,-0.0669732001054919,-0.120539999901758,-0.21504345505385,-0.1892443195081,0.0388198684025422,-0.218446003948267,-0.156891288654813,0.009064783274619,-0.182651232896968,-0.194789710345405,-0.335612663238603,-0.124492654106006,-0.368871926204537,-0.149960628840791,-0.140383527664646,-0.134047431751673,-0.0754628721579379,-0.0175397146539948,-0.202086050310251,-0.210667490508484,-0.0762419228493259,-0.391595185451708,-0.0351843146757287,-0.021637466761333,-0.0322600858568072,-0.269740203304175,-0.218250242044643,-0.17567517952672,-0.13992486346879,-0.175644286538635,-0.350163712910868,-0.284827198933018,-0.0023101774031907,-0.127554215503102,0.0322924989429346,0.0038098001416671,-0.0233024831157359,-0.116498059828322,-0.217135696643588,-0.204448430367201,0.0173631569574388,0.114204581217747,-0.159931203524695,-0.126701130401372,-0.147897966422805,-0.131486869228814,-0.121202475388426,-0.129192541208597,-0.0830343943670994,-0.180682319385111,-0.0563886456636614,-0.154610213838453,-0.10018332834494,-0.122833600730468,-0.137038735996896,-0.161379626497615,-0.238105497110892
stable,-0.108968405049679,0.120593011930758,0.0887195769270335,0.115214234136142,0.144647926615226,0.155000656758178,-0.13346458338328,0.329587737930864,-0.0090274051859056,0.117869106489855,0.342745511428027,0.296185851022663,0.145342858704301,0.108788157155274,0.160647335650022,0.226107632449673,0.110207138023252,0.0939244489512466,0.112855670914088,0.176426485062941,0.173841921427082,0.1684005136938,-0.0039512157360645,-0.0074112757570485,0.0796682549227004,0.188180464171794,0.141131110708896,0.179663507411764,-0.0099873243957331,0.397955578533644,0.0319559478740913,0.183555278835531,0.0281087102219579,0.0495071473395466,0.0820652492637893,0.0176368541711847,0.195995998197167,0.115054112069219,0.282164532440252,0.203009077027451,0.255042635722903,0.0741169027586467,0.141104148235672,0.0361727973443231,0.0600219633584111,0.244287356449643,0.126030475682103,0.320498254001705,0.105316234591588,-0.172835727860447,0.108875783605573,0.0386199507076972,0.193437676659406,0.0841364385667807,0.269528278450345,0.0733251248913122,0.0516226704329601,0.157951667388809,0.234265860577915,0.18351036092998,0.199569441896586,0.0714865884345886,0.148956426257165,0.158822780923715,0.173008249243923
stable,-0.143737438021638,0.0578515640695261,0.0994900990020095,0.0677123252794832,-0.0383241410294434,0.129620618667261,-0.316117154207891,-0.0103704770383163,0.0189090730294484,0.16471356918929,-0.0803934808076201,-0.0395849034716886,0.0937090194377965,0.0516388239932677,-0.0816775782024467,-0.126856025440351,-0.0465999856798409,-0.0427487932571512,0.280272710666774,-0.322272124204843,0.0090875232866046,-0.059107493206157,-0.0162830524884555,0.130514465827046,0.126517031194392,-0.16073498572215,-0.0270330270109679,-0.0391229344313441,-0.0866182334111279,0.24555039159912,-0.0065899208283598,0.20999210955881,-0.0550129205481323,-0.0243224525903128,-0.0704141537921291,-0.155132005949335,-0.0308025560235334,-0.111772899850089,0.0290854884949394,0.0987392239543582,0.116488009649963,-0.0216660813986289,0.115245048650572,-0.242636911756316,-0.0335607471542399,-0.0363783607026921,-0.120709637797022,-0.0719724091984246,-0.0082594534971775,-0.156859559103101,-0.155954927630695,0.111874344731316,0.092148983036843,-0.068161995386146,-0.0239168167040066,-0.007854026970535,-0.209938813582052,0.138827294961449,0.238551715236291,0.154533400482055,0.161391954554356,-0.123416396377263,0.0468970053206705,-0.071301727350101,0.0460673280021835
stable,-0.184603101261727,0.0162320204283641,-0.04777477400518,0.0838137384302383,-0.255550261692178,0.125544202811266,-0.076457877303862,-0.0035282651780321,-0.0527930680478133,0.083946404632565,-0.041502332707854,0.145700199352952,0.0242153567309057,0.0561658123967057,-0.0873150756372932,-0.146686583551434,-0.0637789897325473,0.042717376107935,0.49274231788971,-0.274871504863555,0.215594462171825,0.110000192310126,-0.0178716890041946,-0.136769599658129,0.04652385516799,0.0409335296371179,-0.0246551810618472,0.0763719148835639,-0.0463848519506286,0.628081325151063,-0.101466402482515,0.360494673958812,-0.219548043002922,-0.173939372766913,-0.214165181269682,-0.0508729205282286,-0.0874400561153905,0.0033902458587491,0.0670093319542536,-0.0105881392189755,0.0876983776662034,0.112930606292172,-0.12982739336256,-0.0121458791351829,-0.0394294691912178,-0.0335110660415989,-0.0385380511575378,0.0385401386326928,0.0564102250894361,-0.266664779935654,-0.182515500347836,0.0027970226285301,-0.145615664309649,0.127080363077825,-0.0852655933199428,0.0017514145561877,-0.160796359578031,0.0427345621935272,0.0338595082188535,0.0628678324352623,0.0482994433557916,-0.0638450448874707,0.0954456435746115,0.0320356729211213,0.196810774106172
