group,CD137L,CD3,CD7,TIGIT,Podoplanin,CD5,CD32,CD62L,CD161,CD152,CD27,CD66b,CD58,CX3CR1,CD11a,IgA,CD66,CD244,CD2,CD81,CD127,CD26,CD49d,TCR-Vr9,CD158f,CD319,CLEC12A,CD257,CD150,CD88,HLA-F,Podocalyxin,CD224,DR3
progressive,-0.0082711977828089,-0.403444429669874,-0.285945473499768,-0.0058692622526005,-0.0421618103306759,-0.177076617594,0.0083815532989451,-0.14563376261938,0.016347485937279,0.201503758946096,-0.127287142783191,-0.0091945959413701,-0.0677734781082252,0.0237397106719554,-0.0418381922000726,-0.114627140741597,0.134788835064955,0.0759570914176232,-0.0204204806083993,0.0163128994499453,-0.280493665030525,-0.19262930380881,0.242464817260611,0.245303259564761,0.0091651763562293,0.0558024552419942,-0.0387157376321655,0.0029263756211919,0.0196446490014548,0.0046972980224388,0.058883312110271,0.0653547129342117,0.010994858565911,0.1631754527581
progressive,-0.0682760655853088,-0.229778098298931,-0.171545217918213,-0.219395852783472,-0.128037184709399,-0.326890593486294,-0.126551546348678,-0.003111459573122,-0.247071356410709,0.163568052347817,-0.289868572768598,0.156507811053408,-0.252252408403744,-0.029652873367769,0.123111100697399,-0.0801137725612898,0.21685440418799,0.124323749114032,-0.297506075697793,-0.361715223226587,-0.470297853946336,-0.382058713220815,0.01163491559357,-0.145256230655832,-0.0909398063258173,0.0861661409328593,0.0405134338713129,-0.414956958375768,-0.15783088929913,-0.137570840582833,0.0290120066549284,0.0291755348061269,-0.0109805061076329,-0.081747532582342
progressive,-0.13579227562242,-0.0126669697958619,-0.179943943383858,-0.105733990754038,-0.276118385013197,0.0392393420678196,-0.21261629778115,-0.09805716673413,-0.0377280827369026,-0.247224093879961,-0.008417370255846,-0.259320647958028,-0.241534451356781,-0.210613379538828,0.067905689538483,-0.23636150877531,-0.212073009689169,-0.05632291931304,-0.0129244040838574,0.135903275614604,-0.158507082668898,-0.190841360075657,-0.234261736355976,-0.269270437828884,-0.261016788390529,-0.033942426333713,-0.148543399708259,-0.157801529077988,-0.277835456922741,-0.268058423265959,-0.23455745943254,-0.136898591374842,-0.158118342313676,-0.219435333899033
progressive,0.150323765898366,0.0998396683346655,-0.0732077260889251,0.0223877532296768,0.282556333728084,0.140677811533519,0.28616319392533,0.16779151641225,0.0874826479245635,0.0455538560774896,0.280055451555426,0.348353369384785,0.184267150642492,0.205356147122121,-0.133097614396223,0.118749738258448,0.520132302488084,-0.0616105997224458,-0.0370819443520253,-0.0721572938956948,0.0733673421597999,0.201651005438453,0.0412633911172155,0.0060182738496884,0.0651581572451274,0.0041883284008375,0.488703852382576,0.187857979664869,0.0818260448469642,0.319454149400633,0.201068354038386,0.0772565290334182,0.269083674590733,-0.0914575858128932
stable,-0.0745257311171316,-0.254756170484036,-0.440796915888813,-0.118495647450815,-0.169184941629564,-0.256423451080792,-0.137169535535886,-0.414200677469834,-0.060702400734801,-0.131356050445413,-0.46593531140389,0.0827658637534343,-0.197514360937864,-0.0220439470588708,0.201647169274325,-0.109033189839727,-0.0649471598310482,-0.040546222389946,0.0663008969008827,-0.118082517705853,-0.219233986640708,-0.127491007010259,0.0880252099908734,-0.0320482403482594,-0.0976640169058442,0.0735305924687393,0.0630396386474561,0.0244464169545325,-0.150028075125192,-0.0496207035752533,-0.15151107269175,-0.189158617923253,-0.140835339961588,-0.134639355172627
stable,-0.151421271305622,-0.220002269585308,-0.106526703090533,-0.0861463985228173,-0.109922810874106,-0.112392525249985,-0.271687799527295,-0.123748498937506,-0.101816979822275,-0.122756807977248,-0.0364445123872881,-0.282838040467641,-0.26149568231629,-0.241490056802467,-0.128700013809817,-0.401883371100421,-0.189152511291831,-0.074751612999081,-0.34272161950777,-0.408866593801631,-0.142243293822911,0.0972382576192418,-0.0054412924557155,-0.105961220868212,-0.3273069266881,-0.194867903701708,-0.13170647214532,-0.0629921987568745,-0.159773122600862,-0.344513896159941,-0.223077506943929,-0.204645277302412,-0.272600212303674,-0.33709806076388
stable,-0.038162809168823,-0.019444212983029,-0.0391968535528171,-0.0681484835897821,-0.0752288614151274,-0.208720131765717,-0.0272683010169324,-0.498470270569233,-0.0538549089647003,-0.0667817481690592,-0.0021625718160653,0.0927582551947234,0.0674403026826538,-0.0183454147059599,0.235330458437368,-0.191349081085881,0.0085088039379095,0.108260650085399,0.257771921965621,-0.0376543203668156,0.131155787209296,-0.196989344705987,0.259575523691629,-0.0626962952997326,-0.0068944264940087,-0.126652887341916,0.19795934804508,-0.213848499591751,0.0413593048662085,0.0099003676209975,-0.164330167409889,-0.0995147655860985,0.0191988816769207,-0.0700780238761191
stable,-0.180970932838875,-0.38132159962454,-0.114651271846587,-0.404573704298158,-0.127672289650196,-0.26325396459985,-0.182579637112648,0.126905855174584,-0.304630573765379,-0.251995019316201,-0.24220767421014,-0.265592192242991,-0.323143612501357,-0.223056283946117,-0.324510667862794,-0.177875217425901,0.0207643140489564,-0.472846042221773,-0.43528998917655,-0.310625845287544,-0.132515325585508,-0.0960852736929938,-0.422095851470055,-0.126829322639203,-0.150201700869128,-0.316137148192292,-0.15746267932658,-0.147320333722351,-0.247534068964726,-0.191009146202533,-0.272923546633718,-0.252456476854386,-0.241206207930038,-0.213706706431313
stable,0.0188294786517835,0.0412700705658983,-0.131594293588458,0.228831803119712,-0.122751418677786,0.0521439556932241,-0.0960177973549295,-0.178734465940028,-0.0545612054226087,0.149518084002274,-0.29445844447941,-0.224187223775565,0.0165813337138623,0.137170397061647,0.425585409401926,-0.0218653520114967,-0.115611923532538,0.331288898228324,0.256594425656777,0.233603534457923,-0.10738829904302,-0.16331183955607,0.270044607039001,0.0038336621446462,0.114403629261094,0.0910617598066975,-0.201677909327842,-0.0465901740852793,0.0696845624600792,0.131272588631717,0.133451217679266,-0.0392844566675335,0.0051148434958913,0.0208833131133271
stable,-0.376944392103224,-0.030977440987976,0.0181538521495231,-0.160905100905635,-0.359052773369451,-0.0150529583515956,-0.35428673973788,-0.0723448871742854,-0.433413867946947,-0.459758340941039,-0.144343421659638,-0.0793650577239572,-0.430689755531262,-0.321890848538751,-0.115835529416802,-0.27789439366012,0.0103100475404708,-0.325446887319261,-0.0938128726181091,-0.0820709634313282,-0.15754088900831,-0.355409128355443,-0.28383545723863,-0.343150479994772,-0.443090952445155,-0.442248467292282,-0.250113858496034,-0.0750463485283335,-0.405609427478372,-0.243496046469794,-0.421905834410277,-0.432508509531672,-0.370651232453528,-0.420242171044991
