group,CD273,CD252,CD137L,CD8,CD294,Podoplanin,TCR,CD32,CD62L,CD152,KLRG1,CD107a,CD1d,CD314,CD58,CD96,CD178,CX3CR1,CD11a,IgA,CD79b,CD244,XCR1,CD122,CD41,CD226,CD29,B7-H4,CD204,CD144,TCR-Va24-Jz18,CD158f,CD337,CD336,CD307d,CD94,CD150,Ig-light-chain-2,CD85j,Ig-light-chain-1,GARP,TCR-Vb13,CD82,CD101,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,-0.262761020236046,-0.139500062648004,-0.0827845321946052,0.224932772280187,-0.158045881348756,-0.0875464857978666,0.0006249856929838,0.0123073957924166,0.0754321866576933,0.106819231139971,-0.210049832928542,-0.0819754038617952,-0.129598327671767,-0.14011991999736,-0.165358631581544,-0.13758184598422,-0.157414264179208,-0.13103743033517,-0.226209479801196,-0.255813935607636,-0.12355436176381,-0.301281098152495,0.0113687382733473,-0.214628181931229,-0.016590121496354,-0.193071660687536,-0.125934835947112,-0.153814744407874,-0.100881214415979,0.0066046185601758,-0.135617024195921,-0.263721334365726,-0.164095961739375,-0.0876931097819899,-0.209782219414012,-0.143498131820048,-0.0969457402255844,-0.171615666092112,-0.173246034258049,-0.225787503656168,0.0853313628080921,0.0994186755722056,0.153191184278701,-0.0601946973454731,-0.0072988784656357,0.0236539078907407,0.0372699797822031,-0.183640602699341,-0.162414316358309
progressive,-0.0030406599187838,0.304806292718573,0.215191791014671,0.169702631178899,0.127983792547901,0.342457024214738,0.262215354132189,0.15238976473412,0.0967219433016216,0.304363774168084,0.084879627403593,0.0331238223068196,0.192775756731341,0.44380928067955,0.391178694174641,0.424022774940531,0.306336086730243,0.18696239111544,-0.11662233897973,0.129452846671587,0.113306380251274,0.199344149971941,0.266749208214216,0.158040876722462,0.506339267637394,0.24467521331421,0.33681558813081,0.292717693884006,0.0625147004372831,0.131093997094579,0.0898685987907597,0.251072307261944,0.190231409009632,0.172034694546281,0.21350691741447,0.213867464597436,0.258183416831947,0.136814872983912,0.281923673631958,0.23075898892358,0.135712740950407,0.0955780649977121,0.201227593305892,0.0603602739458776,0.0800273587877976,0.173696090174423,0.181315560339781,0.106408424520368,0.239792461514794
progressive,0.2064561107278,0.150468849019016,0.341361581043006,-0.228070474767915,0.134443891040859,0.175497396360893,0.15478399058039,0.175173233761169,-0.166496187791465,0.130558262827508,0.242334837653662,0.238526370274468,0.249474526233366,0.138641266904012,0.196182321087798,0.316159663420205,0.292518831765582,0.17658916347119,0.05023258479013,0.226266947374489,0.187039365168471,0.0004417483867689,0.323300742162441,0.200870040854648,0.273800147638113,0.224587507506887,0.239233741643438,0.18306570340226,0.333139040309364,0.252507269150573,0.384236464088465,0.249088653107589,0.197647893582456,0.176086944208975,0.103293585710446,0.22196068934606,0.0848179047032183,0.285525929918833,0.121854485028408,0.14933202058157,0.288542514713214,0.216744516483521,0.218851369972029,0.138026014802046,0.300249116323903,0.242793057517123,0.293215828518254,0.170259648810966,0.208400353750006
progressive,-0.0833650898580495,0.134449552844096,0.118806015510442,-0.0481140411040012,0.0831060539661356,0.179821711748709,0.110148132540876,0.272333477423955,0.17021489032896,-0.0075017089960543,-0.0193347014348892,0.208919412523147,0.114661048410304,-0.0167892731863778,0.265513689726482,0.0914049155187168,-0.0045259001345827,0.153999052291369,-0.0285750367584192,0.136518859676683,0.116059055614247,-0.115173952081617,0.0095848602100265,0.115791532129536,0.181543306750047,0.0344541369460339,0.226250317852475,0.158325373849911,0.175373285257058,0.142343468849588,0.0848311536790123,-0.0557672920102421,0.0322196392567875,0.0836642011588999,0.0588694269082525,0.0832055363877753,0.149448187032772,0.220123956558226,0.0939120484992386,0.148807789010548,0.2191843570382,0.138576439504718,0.0921205494560686,0.284393139553486,0.305117353412384,0.271327596382704,0.164301052161299,0.174658847825467,0.125781557426101
stable,-0.240196812700291,-0.252800825383436,-0.208721807105358,-0.303432611296798,-0.291509108622339,-0.351594571798988,-0.279962564429284,-0.345843955370491,0.0943078458403872,-0.19563615629197,-0.259306533475424,-0.2519044539608,-0.264744831013881,-0.348671762870911,-0.393413342701156,-0.139263328394448,-0.34571924946518,-0.417467441341416,-0.339188649869639,-0.378687290183996,-0.300821380865996,-0.375888861091856,-0.322111744169237,-0.249994287100961,-0.302909524807786,-0.327356760511039,-0.290854650619695,-0.305995838513758,-0.202126168126843,-0.242740622441523,-0.247822531501624,-0.322769701124855,-0.378982912762554,-0.205796324751771,-0.2318042429387,-0.24378917581754,-0.289677189532127,-0.41253750610604,-0.320177412137438,-0.363211606936389,-0.22509883499732,-0.307960383574611,-0.386676005512982,-0.313897161856139,-0.25363719927988,-0.341590537626071,-0.283256614609403,-0.252753653801474,-0.408429728948678
stable,-0.234698944602484,0.0497540840475248,-0.0132775903040979,-0.180734116770565,-0.0512076551249167,-0.0588330430600132,-0.0991458307261435,-0.0451977270522337,0.310118630298548,-0.0183203859425704,-0.455258566168121,0.0042466392462416,-0.0144191714700835,-0.0926694231728426,-0.138095897004321,0.104043541326558,0.155701729937574,-0.100264426638865,-0.418794543007146,0.0149431798558462,-0.138219807663245,-0.318832837028323,0.0274313681287671,-0.110324209447755,0.0254689000137188,-0.0082456854343189,-0.213066077780212,0.0481921627400251,-0.0630260279171023,0.0831690312815686,0.163108243391146,0.0936197906959528,-0.0970025138872598,-0.0424650692296375,-0.0077230872827796,-0.0857784707424761,-0.052029700797301,0.0763335162704973,-0.0665337731618807,0.0476266269553606,0.0103918124334191,-0.0673154808193795,-0.162388686406589,-0.0986975145266694,-0.253340357997306,-0.0630490824427798,-0.144807079724109,-0.0137787715726387,-0.0024465085177611
stable,0.0359765072415518,0.17943142514218,-0.0034137807703514,0.138785571028248,0.108677935071194,0.210871173531385,0.0484746158846526,0.0129679132382993,-0.558788057404622,0.0266320646781915,0.0966959058801396,-0.0228987485572227,0.0110279381594329,0.137254961467499,0.187303562319337,-0.0612324938723268,-0.0415678909030163,0.0035896147406443,0.134779228854618,0.0041582903584175,0.006183021611989,0.10060368122513,0.176047393549906,0.137146374462799,-0.113669430753984,-0.0220432067746344,0.179534351684145,0.0781294453364223,-0.0013086703498732,0.108246528384299,0.02436223664854,-0.0163353209268656,0.0639518846493302,0.160949831146778,0.0108705209143029,-0.0499895369676457,0.135190854187731,0.0491300164945572,0.0146992291604829,0.0030276129273612,0.110848970245326,0.0368447105502117,0.0471389643080281,-0.0157563048687238,0.121800278057503,0.0668054914522945,0.046312606178305,0.186903439030272,0.178131899425549
stable,-0.0263235213557746,-0.143820737363244,-0.0166086483184982,-0.136714885183983,-0.141375237005472,-0.0603016015466134,-0.0200573184805747,-0.117761248755147,0.0447566194367286,-0.127155814646692,-0.237432269038029,-0.15238148699939,-0.150490780738133,-0.200642705065097,-0.0809324349816079,-0.162658759145052,-0.0264321774575004,-0.0599566483244534,-0.219837063588591,-0.0651454901097629,-0.154096196329032,-0.395522620846896,-0.0967565471279321,-0.0084728121953059,-0.0578923347478661,0.0451552399028768,-0.0587954791012855,0.0061020339888096,-0.100636748460714,-0.050223060848274,0.0051834813045788,-0.0471698104314845,-0.0981714112088981,0.0229615924826936,-0.143805036782242,-0.141758744953286,0.0104696345815124,-0.0530487012393183,-0.07889324193444,-0.134195830993017,0.100753912199355,-0.0199441298204883,-0.0234809574822592,-0.099758050089889,-0.0275114987402661,-0.080082476499154,-0.0650955122568507,-0.0625620974936717,-0.062190454239736
stable,0.0698470590976966,-0.211721488394365,-0.109050249134046,-0.393498451823042,-0.135970731234038,-0.102302949401626,-0.0290947050973357,-0.0680246244976188,-0.248224817047274,-0.042045641893661,-0.213886618324149,-0.204963436536693,-0.243739630892625,-0.0510358674282734,-0.0739040747776499,-0.0546464539357407,0.0289768660468959,-0.0499513781000272,-0.253047651939727,-0.117967914869044,0.0088971669723554,0.0338352035524133,-0.0513209455314749,-0.123933436374549,-0.100157525287533,-0.0233592385303704,-0.0941431422923798,-0.260293065896361,0.0550246622644828,-0.160328823580817,-0.174743186897963,-0.0535764008068757,-0.237151350567269,-0.0335197771954946,-0.102001644902967,-0.0197522329959808,-0.0551879914061195,-0.118321423705118,0.0307797261828626,-0.175111989174823,0.0227917592280938,-0.232503106158616,0.0474170555391469,-0.139477692411801,-0.0500011502670858,-0.0740571089310133,-0.188986405070991,-0.138585497958273,-0.0244582976521125
stable,-0.0294238033734127,0.025622999549426,-0.0772690632555939,-0.201864730217766,-0.0026158207743414,0.0018393651816352,0.0120856590097985,-0.0103875784766114,0.33337856564036,-0.131355380384051,-0.413817156952207,-0.193476993081402,-0.0083546513637495,0.0175221679538434,-0.079077867493954,0.0368753339847849,0.0596659426544466,-0.158206729285409,-0.497042879266607,-0.0563815401344772,0.0501738090184015,-0.0880389802146815,-0.0583940127974963,-0.0419585933729854,0.144543950178457,0.106897764875323,-0.022538976507929,-0.229597588681945,0.0034103515862849,-0.107598085208026,0.0104337761416001,-0.0992366251784915,-0.220169084208266,-0.0244539692665782,-0.0622514031534305,-0.0741105315048176,-0.0931428413174592,-0.0779241838456183,-0.0759985495592324,-0.0604675575619452,-0.188529625556628,-0.112630635768545,0.0231778750430045,-0.17801994388859,-0.173138256811573,-0.0753915950215177,-0.0167475480970425,-0.105295106755541,-0.0566572929152983
