group,CD252,CD294,Podoplanin,TCR,CD32,CD62L,KLRG1,CD1d,CD58,CX3CR1,CD11a,IgA,CD79b,CD122,CD226,CD29,B7-H4,CD204,CD144,TCR-Va24-Jz18,CD158f,CD337,CD307d,CD94,CD150,Ig-light-chain-2,CD85j,TCR-Vb13,CD82,CD88,NLRP2,Podocalyxin,CD224,CD258
progressive,-0.0804733404875528,0.0047396922858433,-0.181707060495297,0.0149035049865386,-0.157539483127588,0.0182829216457651,0.0787716994199156,0.0391792034979364,-0.0645518938349005,0.0158505261730685,0.223833128092758,-0.162843128229046,-0.0096560707595571,-0.0066024611933486,0.0854969797887631,0.0535186988961953,0.0283457221893432,0.109159266220927,-0.231402694079154,-0.0371401323385553,-0.0664174591064281,-0.0895528835391658,0.0053963271874987,0.0279566876415256,0.0439172398535591,-0.0523886994136611,-0.0268680620111149,-0.159084362878467,-0.29165847149994,-0.118010579548349,-0.131579383649105,-0.0334708463592431,-0.120943444225021,-0.0160269358032758
progressive,-0.110988607553497,-0.0963911854944767,-0.222147735427442,-0.158787102915373,-0.181659392371659,-0.0819351020922131,-0.0792641065050526,-0.271230323988174,-0.316369979466888,-0.142995346891956,0.010230029735064,-0.2973521053947,-0.168631761233342,-0.128489722541612,-0.24391335037455,-0.148613184963634,-0.250871535339786,-0.136601834822683,-0.239791057381463,-0.272485823410047,-0.143039212589079,-0.221858479937428,-0.329524773377139,-0.14343083983105,-0.341497715698322,-0.173345673472556,-0.080177171106678,-0.263976116306967,-0.379014907181091,-0.218243108489067,-0.238329921466746,-0.291082291591318,-0.205320823537925,-0.16187456876341
progressive,-0.022212705660344,0.0269403753093139,0.089907998064975,0.109590784151574,0.054642636623452,0.296588233691933,-0.449880069224702,0.12464644081359,-0.0252624345164137,0.050461542377616,-0.374174402095318,-0.0429102305366059,0.0966734810874082,-0.0768629753628296,0.100868475611459,-0.0740499006294049,-0.0221634498772441,-0.10170680431936,-0.0831849911595234,-0.0349053930355321,-0.0131777040330915,0.0140150411361047,-0.109463005981193,-0.370655211316638,0.0277362760876489,-0.0447251260249587,-0.075927102689261,0.0540226771163542,0.150571308356334,-0.0914632032361283,0.0029735420831246,0.130312847316297,0.149215035467471,0.0166473655362431
progressive,-0.0023536819108177,0.20660787045628,-0.032510956322587,-0.107981284031875,-0.232144249053116,-0.143521607485192,-0.128331822047274,0.107465353476955,-0.10923145810181,0.0826697539153246,0.0292605490038863,0.0679343849343493,-0.0467706066536392,-0.0083948860793913,-0.1169057036628,-0.120671650536702,0.0522206121149546,0.234580815571398,0.0215199848553462,-0.155113619739013,-0.0218879397397712,-0.0518692847228104,-0.0138495027677277,0.115655695579008,-0.0915483090094347,-0.0555726327334498,-0.102328012845517,-0.199158475231885,-0.0003981634750556,-0.262540319482546,-0.0229632178732529,-0.118611707034009,-0.145916147211642,-0.0188256798101116
stable,0.046420792967937,0.145402896209696,0.105517733028785,0.0600526320250508,0.0617727748736414,-0.349591394806627,0.233423832539596,0.123572932330112,-0.000193961298739,0.207568839794211,0.470274384863433,0.121124739850695,0.114186475518566,0.150245525855881,0.127189133405179,0.290724498781764,0.210218541180941,0.0410289301085379,0.132080863602895,0.0758022531907386,0.138231048615171,0.0512171205967784,0.0471530460454841,0.115280190472383,0.128685981092664,0.13254609413385,0.182477688639107,0.131139216927491,0.0841839178189213,0.164478617167248,0.0885582146654383,0.132099481714656,0.190495929893751,0.160428027513267
stable,-0.208726663582867,0.0027297157454335,-0.254158293196143,-0.0783343728211809,-0.0564800643648186,0.0470511541988777,0.107807403649517,-0.103668283944628,-0.157785063593688,-0.0460870115901249,-0.0061323365653501,-0.0578285235571175,-0.0894763916624813,-0.0617811027672718,-0.185884217321807,-0.0486594714404134,-0.332802993775838,0.0742818926973957,-0.381046019374749,-0.251071890578164,-0.296960889065319,-0.0442220681142949,-0.093210065164708,-0.182238059844725,-0.129088068121931,-0.0365161815097314,-0.115782366754448,-0.140078522935005,-0.0212600529779201,-0.194702104288931,-0.0774450434186317,-0.0974436634040911,-0.122255488001237,0.017918409606936
stable,-0.0135695298528842,0.0926783289509426,-0.113866368502789,0.0171665880768861,-0.125753978567569,0.490964398112838,-0.306727652116429,-0.0396128602766673,-0.205310827708819,-0.156340138861398,-0.3162899798346,-0.0682844553536457,-0.0343978634668447,-0.0449759700222319,-0.0471690323508813,-0.167769298435433,-0.0477510516762194,0.0180678017162429,-0.0524661758227061,-0.129746337617448,-0.057905055524337,-0.0349301062193662,-0.0601819214118094,-0.0685804999366787,-0.0268012635818631,-0.0016177838396846,-0.0988077216686221,-0.0190371872548394,-0.102038528890891,-0.196127592981185,0.0163945413231175,0.0792388916977413,-0.168332326008513,-0.0549534220142715
stable,0.012220029987998,0.0470804848096255,0.002708985638263,-0.0284244158665048,-0.0015334196962689,0.481124182105252,-0.226711264426755,0.096080662326138,0.0334910020878184,-0.0371926687061239,-0.278819729859225,-0.0075755206076595,-0.0281956963751788,0.0361956619967275,0.066503417546909,0.0880498393294797,0.0427901512598814,-0.0075622006186536,-0.0092723491070456,0.149874261063334,0.0126807100959297,0.116656031704024,0.0372259778145938,-0.0137706382708029,0.0240671971327586,-0.0116156163430598,-0.055945327116673,0.0268993894973208,0.0771447332187811,0.0528663863191799,0.112367767783695,0.0916941071256589,0.0567245755391008,-0.0061587050746591
stable,0.310006458314869,-0.0103783641010358,0.170016724668299,0.0666290956427535,0.180690566953877,-0.0228739072394687,0.495406466563834,0.141470723360999,0.132812241781192,0.223863665256908,0.424784290857466,0.146758304498217,0.0727259894156696,0.164212310040038,0.200605727737799,0.268686344368863,0.206435147664162,0.0859062113479669,0.160455277837987,0.0424427719083315,0.118843941251115,0.259578708166878,0.2975402570851,0.13498540365731,0.149547031078252,-0.0051863055288816,0.0791132387827276,0.0628895621830462,-0.0427398457124837,0.289810727237375,0.131915176228986,0.164588849291733,0.206078205766348,0.0660834178241593
stable,-0.0977294940249246,-0.0628666510753094,-0.168540886761337,-0.167194598864296,-0.0629126263771879,0.166591086964876,-0.485299146146568,-0.0763615134646705,-0.144058772639605,-0.260835338935887,-0.563259384261653,-0.0759635858808109,-0.0633323676398917,-0.0670190131947529,0.0757840552773825,-0.0632190804490692,-0.212813693652668,-0.118709259471535,-0.131295196194585,0.0393245174550496,-0.190852468099621,-0.193975054822223,-0.0625195719643139,-0.102234192931249,-0.128217248224524,-0.0605530572008688,-0.153662146403531,-0.170444702791676,-0.0140174079352132,-0.122294920498276,-0.177308651488883,-0.137053063440618,-0.18729188773678,-0.145132625104156
stable,0.0643909204051659,0.0082378826127497,0.0254550048248544,0.0025225472075786,-0.0862899054035348,-0.0114780230939372,0.241354943410822,0.0366187810491118,0.0131403899742094,-0.0059065053396789,0.163381457108064,0.0254953430188912,0.0804180960893141,-0.0024094003444722,-0.109987475723491,-0.0394690497503079,-0.101216851428779,0.0854804434829861,0.0672730854560949,0.0184557711850179,0.0105697501691942,0.0680450994960871,-0.140547009497496,0.0968910345332462,-0.0240138003689036,0.0882072636622541,0.0230525111386747,-0.0916571095712046,-0.0559559638377676,0.0685238043818964,0.0813291334884684,0.024971348754752,0.0039422756413906,0.0137094549279896
stable,0.564464395503739,0.570011228465732,0.67303063956654,0.653372113674317,0.563380806110527,0.365644533834469,0.503500029805889,0.58182387468189,0.652473037003881,0.62707364432138,0.565899025257047,0.626076200255518,0.586291003781703,0.57377417215213,0.693870888410744,0.604758960099069,0.561391653012598,0.565297430662399,0.590489719615325,0.566972763561344,0.687921303666329,0.61291250851016,0.607166772332066,0.571737306462299,0.558660536644515,0.612299436863414,0.622671332286903,0.580170156794503,0.571010067831217,0.616756858005686,0.58097816291029,0.636967621044289,0.554592265501988,0.582790604721302
stable,0.111064151994598,0.135077540753886,0.139837900275947,0.0968679335536876,0.10529243093737,0.422915501195981,-0.33165951213634,0.106142724925877,0.0863690576892319,0.15977878563279,-0.345058640178351,0.0786140410021762,0.0884316420138344,0.0153052809752561,0.226252923186868,-0.0098039989687474,0.147703523178729,0.0280795119065237,0.100026238245598,0.113343776333803,0.15466247378133,0.139154680176708,0.147162140727737,0.131295266596327,0.127367307461095,0.121455742255596,0.162641345531862,0.0740835558932949,0.182982254498273,0.0865228897990215,0.183502490205392,0.166590503266239,0.0915896516255648,0.106743639975945
stable,-0.0973146882325396,-0.061408273153423,-0.0956832310777561,-0.0972781712141645,-0.0429531797131991,-0.552876955319129,0.634518473632843,0.0195558654660411,0.0176919171622519,-0.0136219421933944,0.541979133317665,-0.0242959683016075,-0.0370254132764276,-0.0089232598492384,0.0388014590139304,0.247415876941568,0.129299290019232,0.0177057030491548,0.147313653202786,0.0187612648755512,0.025250459186137,0.0166322378182715,-0.014480886460723,0.188318878956561,0.0731086526731436,-0.0470078363584739,0.0940366701642151,-0.0029351315769887,0.001581659806493,-0.0728273804713327,0.0362621099556758,0.02996594805839,0.029337448574743,-0.025520929846926
