group,CD80,CD274,CD3,CD8,CD7,CD49f,CD4,CD16,CD5,CD32,CD69,CD62L,KLRG1,CD27,CD66b,CD35,CD57,CD11a,CD66,CD244,integrin,CD268,CD309,CD184,CD2,CD226,CD29,CD28,CD127,CD15,CD26,CD73,CD158f,CLEC12A,Ig-light-chain-2,CD101,CD88
progressive,0.168673453807915,-0.128862211041259,0.017261342489787,-0.087989898155727,-0.0718713505001521,-0.0857956143063819,-0.0273249092261143,0.331199647241663,-0.219899855136806,0.136874618959499,-0.0876617652746961,-0.0347012274415648,0.147880672786792,-0.312199842681274,0.297726325797071,0.190452968758109,0.159632647413112,0.150046207368132,-0.105449708985153,0.138716911122954,-0.0291555226648061,-0.0914532128556846,-0.100207417205204,0.104694714195272,-0.059096726566357,0.0924714169585919,0.0620057162862927,-0.153538874375172,-0.201610200717566,0.199621110070468,-0.0242962412560058,-0.129123816749954,0.0800810291073158,0.176130022386531,0.0605150786710348,-0.189307262748614,0.0658826158531812
progressive,-0.0473018713394924,-0.0102761854394047,-0.0985695819407346,0.130490704092494,0.287257599098601,-0.0584821816852883,-0.0910768752796633,-0.0163251085443243,0.285820400546262,0.0108807934404077,0.230147013588075,-0.221980415831019,-0.146856161718374,0.335774681487773,-0.234337615802636,-0.140765055132624,0.230157630865032,-0.132522728053658,-0.298004880325932,-0.131840586123069,0.0661921516541955,0.0822067738721146,0.246067629566,-0.406152417929308,0.183263977998571,0.0704723219186439,0.129096548938679,0.0392060414615562,0.273617508589692,-0.299042032232448,0.131799584030085,0.074576444245681,-0.119009093183384,-0.16929668950585,-0.0882534963728056,0.0236396408165099,0.0065956614385547
progressive,0.105060177841447,-0.0939055167236875,-0.0918403146188645,-0.185297419224271,0.190750685983498,0.230394471378704,0.482988526982496,-0.0790628072106767,0.133448083154844,0.0616608256108874,-0.0556959493813856,0.428718949823184,-0.392673250557996,0.247491156254401,0.0085826036341445,0.181384067609817,-0.400660913290133,-0.403137333866204,0.0790968777729052,-0.419901048075478,-0.0194572672272393,-0.0054702520931831,0.024953142406161,-0.0192516511846376,-0.0475103001783718,0.116340504334397,-0.0323858114857736,0.342466405530209,0.24156257982156,0.0007225091429453,0.350950087196358,0.0190774847438321,-0.138244274014908,0.0107245670219719,-0.0355147660987775,0.0505598719365188,-0.0898684699994992
progressive,-0.193599195364354,0.42083239155854,0.117735457941822,0.006326038462209,0.112735566358833,0.125275685031971,-0.0127383302142847,0.479806663156416,0.112405037808995,0.389868013225463,0.095078645255445,0.261869062044554,-0.0927342876297678,0.282013881286583,0.462979384839207,0.487446165411556,-0.137326359368642,-0.260025618583241,0.470332015884009,-0.230712033003201,0.387981640761277,0.152416953386657,-0.0004100407312943,0.114239258617936,-0.0063248930424994,0.129004378586198,0.187831815108295,0.127904414152121,0.138329921260773,0.355206909452071,0.158159788589835,0.108548418729308,0.0843733122642005,0.551408204765145,0.35968745591806,0.326708815082982,0.42992331546626
stable,0.0819861947286569,0.106237922709343,0.375923053236458,-0.310656412229867,0.201602577565699,0.0056349375594402,0.536012485007961,0.172745068085741,0.28823940536756,0.127090127176058,0.0985527583418843,0.164217233305692,-0.0626610405817554,0.226375003405652,0.116094172209075,0.0772931526883122,0.198984626967389,-0.187611557642015,0.0778309482731563,-0.004739219991871,0.0478387785520046,0.0446786638882733,-0.0422819742788239,0.0713408354221452,-0.0093955790655445,0.146460214224146,-0.0944111791476836,0.0344520119980348,0.222429351986627,0.118477644639316,0.119463454786055,0.0970466676275636,0.171918076920707,0.170749363515034,0.120248857972549,0.240208918041118,0.124149247481961
stable,-0.110420749442435,-0.34354866857002,0.059890459358661,-0.334472159968131,0.165588658929055,0.218342155731314,0.260912291536776,-0.110278491369181,0.301307620882938,0.0082965066298603,-0.0542672024047018,0.216854296728883,-0.512957505511016,0.259728887051291,-0.007617883239826,-0.285492887572213,-0.0505587706983887,-0.23026189729452,0.0112340699608379,-0.263177590208515,-0.219742710984183,-0.428229985905755,0.0742167082159399,0.0516032492982319,-0.082995812603564,-0.122407143717695,-0.0470427650240614,0.336490552961863,-0.0780507887013164,0.0859199623912784,0.170477916978507,-0.0927907378448256,-0.0881733563315656,0.0041578327567066,-0.0806973695407005,-0.144387441525488,-0.250135524895825
stable,-0.121214081666269,-0.0002198556741937,0.0748150008847012,0.142803760950666,0.187065844530811,0.24821355081414,-0.1133955275835,-0.0572604605270862,0.284405883208454,-0.0882820843756738,-0.13650306539538,0.353380808161988,-0.263461112391754,0.180633561356121,-0.0677243752108843,-0.0368347441078966,-0.0714369526664028,-0.0221573426981899,-0.0528676703409019,-0.091539956266656,-0.179293844635028,-0.241872179364749,-0.369147404784391,0.0799888439533163,0.1046218632161,0.0717261756884705,0.137350681082647,0.0811862344549897,-0.138964471184337,0.0138821701013035,0.117827140333774,0.0664304996891341,-0.156684533478446,-0.192958241090269,-0.150304771764668,-0.0231101511169778,-0.162016285281089
stable,0.175269171448773,0.060896486221778,0.22283439497949,0.245798316127665,-0.103330824145695,-0.0595670843336115,0.0417265350760281,0.181572631487059,0.127589185954003,0.125905920730973,0.0349729125245989,-0.11815823346013,0.153344062236172,0.0899099102244126,0.0582672721872396,0.071197534807037,0.247447234363069,0.122601611578861,0.140047042302051,0.102714959743754,0.0564724905460639,0.0931026615595169,0.138983673416726,0.0494551279920028,0.0975244600775502,0.033414538921094,0.0202334111908082,-0.0301983157494271,-0.0150784600503504,-0.021722802559728,-0.168978653302874,0.319900563569788,0.167435789226895,0.227625843129176,0.0642696218494236,0.257875660850626,0.0318326974334243
stable,0.203897843206242,-0.0391386314590055,0.0289823929001896,0.0733268101610991,-0.101984188926215,0.108277557941761,0.189563635115146,0.0992043422098749,-0.139286158952814,0.127102768588201,0.0312686598368957,-0.0009854625814916,0.360579281910267,-0.338925615993456,0.140920294037432,0.123426764979663,-0.0919861944705578,0.290171182981121,0.0938806299258922,0.148053433228966,0.0801459912774235,0.143020947163741,-0.0613226697125882,0.101916018654288,0.252336646132448,0.0478543812468945,0.0697950820189058,-0.0852775160506754,-0.0052418952666998,0.0432036021112087,-0.0930661430895866,-0.0111627761865862,0.121664548526595,0.0477780028857887,-0.0790255737396908,-0.0256591573940414,0.237390573740521
stable,0.361529224752833,0.176869917020583,-0.100342842953946,0.091340544243246,0.220659202884539,0.152413138352307,0.0494545169120842,0.243845765896654,0.255581250470636,0.139902487507746,0.396568908923277,0.217638384188799,-0.187608513868521,0.110007484581355,0.270401982774859,0.0796356244491342,-0.0869353933955246,-0.352051566605042,0.217558856770844,-0.18215722791451,0.0853808073504849,0.0160881894790421,0.0830043022853611,-0.135365999751814,-0.0826976033505607,0.204492523346797,-0.0151103728899434,0.0834168439402686,-0.0767636020726081,0.208062232093225,0.124221869498429,0.214541198149219,0.164624818621291,-0.00732359533374,0.337702801749883,0.0463822053363965,0.177701770400029
