group,CD30,CD52,CD56,CD45RA,CD7,CD49f,Podoplanin,CD5,TCR,CD103,CD62L,KLRG1,CD27,CD1d,CD58,CD21,CD11a,IgA,CD244,CD226,CD29,CD26,CD73,CD158f,CD337,CD307d,CD82,CD101,CD88,HLA-F,Podocalyxin,CD224
progressive,0.164032616401656,0.0480434275022519,-0.121020055463228,0.375894077988708,0.0296676850239998,0.132299394003515,0.214633197598946,0.0683677686600679,0.064325450554802,0.0753427013095136,0.26116729794646,0.0807717150368789,0.33234176801555,0.194155793768614,0.117539742628987,0.525729739148763,-0.0816120788756436,-0.0053600025970593,-0.287841229533727,0.200118247207397,0.112591225036335,0.212235524364651,-0.0729190001072253,0.0023333913557854,0.107911586056477,0.0550232647153885,0.169192276989265,0.2034522937101,0.0699054300570134,-0.0298277761345471,0.155355702821171,0.0321184599244885
progressive,0.263596095353417,0.103225537877766,0.174989042374268,-0.0878250587944072,0.218962075588939,0.239571228692699,0.369797383272483,0.234460673186564,0.293334581713133,0.508841331452553,0.0527170150531816,0.111810607210206,0.138828473884722,0.25931391758852,0.331044672524282,0.006812469822423,-0.206968115868538,0.304555317401307,-0.211033719336388,0.344830887458878,-0.0680302530105234,0.269854164063398,0.204678276648413,0.151117547492821,0.335499030435169,0.237849818602284,0.371544604828023,0.150284763701981,0.199745942410276,0.4767018708163,0.179852394100758,0.163184961434235
progressive,0.146286828897785,0.0534815443590446,0.183553690522673,0.356111470949848,-0.0170181169301784,-0.0405610635287906,0.128613150249308,0.190228822065421,0.124437460469681,0.0744478038750024,-0.0254785922739145,0.317680520034682,-0.107281260394573,0.0735851859903513,0.178979624368555,-0.0443408843081829,0.288843317093365,0.14866709275145,0.425163615813508,0.0673838786371421,0.186118342170155,-0.0253317788554334,-0.0934484965158802,0.21477797528853,0.232253346091264,0.253696501420133,-0.0272872007407757,0.0851451739639363,0.16398059364907,0.106052076497665,0.030916277140875,0.10304850435975
progressive,0.182211867165044,0.0245047070697819,-0.150049143960333,-0.246215121148865,0.0729911351833365,0.121662310788188,0.136112537137231,0.0322807914555867,0.16363317657138,0.009473511614071,0.129234552304585,-0.209501428444959,0.127950742435579,-0.0344236260128066,0.0644916972462257,-0.360618605705654,-0.422780657493884,-0.0495151737081302,-0.494486964675422,0.099570288847186,0.0418487262034821,0.225522124460626,0.122481717101148,0.0240911811987251,-7.22413436250841e-05,0.0765519513297116,-0.103196733398527,0.141220888103561,0.247372928260721,-0.0334993074524827,0.067649125235901,0.216003561648117
stable,0.0999314875406866,0.16379269415826,-0.0098881288843537,-0.057497808436608,0.115373039822149,0.177926339747403,0.0804122420838796,0.266732256355805,0.0312624155983481,0.111869888392506,-0.111316697848432,-0.0725715279302229,0.134502575217527,0.099171573221057,0.134196129206208,-0.143435557783906,-0.159051963291156,-0.0714973159300825,0.0776871764060072,0.0970283012639995,0.0373217625925693,-0.0789616411217591,0.0119737123412749,0.0307569244859712,0.0575206621076419,-0.0279510996160675,0.182857367342755,0.0100222432631971,0.0500666412707826,0.0155275684906022,0.0710548097900891,0.103292057549908
stable,0.23771136718077,0.214993897075873,0.0876050180208279,-0.0115438257761505,0.369932833271229,0.155234536709565,0.0686479840515528,0.402117494040003,-0.121779281411258,0.0914396123915497,0.211747179871195,-0.301727047225471,0.494522055100753,0.0265126701224115,-0.0504513664877637,-0.261320622965909,-0.211119520723123,-0.0886756777376048,-0.0630597237546116,0.0363986498321514,-0.133067374268974,0.241766192456432,0.119747615940365,0.156712373395257,-0.016935145181347,-0.0169998646650319,-0.0359174641025053,0.025475457928712,-0.0734620223650496,0.152143923976126,0.004845014862564,0.0617782196700986
stable,0.0831914251894331,0.0930278693255758,0.0357626659430002,0.467226368574455,0.365046355530103,-0.096456230278528,0.0614975051436181,0.386085769267956,0.0833947611204856,-0.0215131956735616,0.479242960488511,-0.129944157149932,0.282957592243047,0.167205064836338,-0.0349938029189125,0.123841510253934,-0.206626013256929,0.180034558134529,0.0767713083692023,0.109936206104944,-0.134269572428939,0.293617668537199,0.19859074579991,0.0861735586539958,0.0834850785116159,0.20538490452461,0.0517871697265804,0.0569550194064223,0.0439032276611647,0.196037842799237,0.245802644840284,0.0145967503128223
stable,0.200740527282791,0.193612473261563,-0.0206427328963954,0.250678459755295,0.283066953369459,0.139183898447022,-0.0052973281914212,0.254379675972766,0.0910515967409944,0.039550722326256,0.296412598171694,-0.0742464960409772,0.0923119004975632,0.0674922780962655,0.133469587938286,0.143536384488303,-0.0797404162339161,0.0838998875088569,-0.0898404761749042,0.24491446830452,0.0694802256929179,0.0459369636045643,-0.0460284687794121,0.0047018363277042,0.157688715106698,0.147076465059526,0.183869646027795,0.0768715179112441,0.111920442017626,0.108068449991805,0.146527428307592,0.0647745780843035
stable,0.146836911885519,0.0683076807457366,0.0139260165628315,0.160221070208025,0.417591346447393,0.234821307457178,0.0225089719841559,0.332291497667045,0.142909314836185,0.125615436170398,0.164912591279003,-0.0288406875160535,0.225337774545004,0.0671416509976259,0.0403778701917651,-0.19017673682023,-0.195180692926371,0.150831559131938,0.131248923898544,0.141629582392697,0.0474297792438726,0.147466142936731,0.125077014735348,0.223332555670854,0.194997629720372,0.0933343418423304,0.0301809533114652,0.0644237711883933,0.0368254103370962,0.0599129363607234,0.116116817304884,0.0705323285233038
stable,0.123214745609467,0.181139976060876,0.0370122792992715,0.23587328296261,0.261026874117983,0.112071049557224,0.143014263669745,0.222067390402681,0.233716381869127,-0.143171103126525,0.308436818393163,-0.329028776988218,0.323280391929765,0.200678725757263,0.174094584392008,-0.0655055778900898,-0.535483713681016,0.207281883795664,-0.136246246592057,0.225015563135069,0.0011066955730786,0.108146441231275,0.262886415274195,0.140575569389368,0.0661377486159217,0.240598158002245,0.307742178783366,-0.0412116823679428,0.0978765009638512,0.305938437720893,0.156083379884943,0.0861538338237786
